# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
28777828: (4b6599d4f964a520f8f52ae3, 2.2869468), (4bddba94ffdec928b92ce6a1, 2.2555676), (51c7f7dd498e5c7b074e119c, 2.2422426), (4ac518d2f964a5203da720e3, 2.2391262), (4ac518e8f964a52075ab20e3, 2.235062), (4bdabd82c79cc92854897fe9, 2.2252429), (4ac518d1f964a520c3a620e3, 2.2173488), (4ad42aa6f964a5205de720e3, 2.2140887), (4adf14d0f964a520707721e3, 2.2097085), (4ca4b822554b236a30853148, 2.2096932)
1469238920: (4c9c6a059c48236a1cb14dee, 4.2177496), (4c52b7a4b6dabe9a24d2bb13, 4.179505), (4ac518d1f964a520c3a620e3, 4.1752043), (4ac518e8f964a52075ab20e3, 4.126818), (4ac518f6f964a52052af20e3, 4.1163144), (4ac518cef964a52021a620e3, 4.0986247), (4ac518d2f964a5203da720e3, 4.0957074), (4bcc08273740b7139c756365, 4.0899086), (51c7f7dd498e5c7b074e119c, 4.0663652), (4b114284f964a520657923e3, 4.06592)
22815350: (4ac518d2f964a5203da720e3, 3.715765), (4c9c6a059c48236a1cb14dee, 3.6900175), (4ac518d1f964a520c3a620e3, 3.6831207), (4ac518cef964a52021a620e3, 3.679504), (4d5ed23c149637047e12cf94, 3.6519244), (4bcc08273740b7139c756365, 3.6476073), (4c6ce8d923c1a1cd4bdf1acf, 3.6408827), (4ba6419bf964a520b23f39e3, 3.6274967), (4ac518d3f964a52076a720e3, 3.6176498), (4b114284f964a520657923e3, 3.6074765)
32710744: (4ac518d2f964a5203da720e3, 3.3534317), (4c9c6a059c48236a1cb14dee, 3.3471937), (4ac518d1f964a520c3a620e3, 3.3401263), (4ac518cef964a52021a620e3, 3.3367472), (4bcc08273740b7139c756365, 3.3064246), (4ba6419bf964a520b23f39e3, 3.305866), (4b114284f964a520657923e3, 3.3032274), (4c6ce8d923c1a1cd4bdf1acf, 3.2990685), (4acbc300f964a52058c520e3, 3.2989936), (4d5ed23c149637047e12cf94, 3.2875547)
181028932: (4c9c6a059c48236a1cb14dee, 4.4584136), (52d71ac611d2dae852a0be1f, 4.4546022), (4ac518f7f964a520c6af20e3, 4.430682), (4b1c0375f964a520b30024e3, 4.4247527), (505b0a96e4b0597d277e6444, 4.3942485), (4ac518f4f964a520fbae20e3, 4.385554), (4ac518cef964a520f8a520e3, 4.3835306), (4ba6419bf964a520b23f39e3, 4.3743114), (4ac518d1f964a520c3a620e3, 4.3737693), (4ac518d0f964a52097a620e3, 4.373754)
221313006: (4ad42aa6f964a5205de720e3, 4.735121), (4c9c6a059c48236a1cb14dee, 4.7248816), (4ac518f6f964a52052af20e3, 4.705217), (4ac518eff964a52064ad20e3, 4.70264), (4ac518d1f964a520c3a620e3, 4.6804132), (4af47862f964a520d6f221e3, 4.6714993), (4ac518cef964a52021a620e3, 4.665745), (4ac518d2f964a5203da720e3, 4.662317), (4c52b7a4b6dabe9a24d2bb13, 4.660063), (4b1c0375f964a520b30024e3, 4.6544366)
141716792: (4d21afe05acaa35d18fbd135, 2.9310715), (4ba6419bf964a520b23f39e3, 2.909648), (4ac518cef964a52021a620e3, 2.8847363), (4c9c6a059c48236a1cb14dee, 2.8760974), (4e175b25183880768f35a7e5, 2.871866), (4ac518d1f964a520c3a620e3, 2.8622386), (4ac518d2f964a5203da720e3, 2.838274), (4ac518f4f964a520fbae20e3, 2.8352535), (4ad4ee47f964a520bafc20e3, 2.834917), (4d5ed23c149637047e12cf94, 2.831788)
254707359: (4b114284f964a520657923e3, 3.9627876), (4ac518d3f964a52076a720e3, 3.9462411), (4c9c6a059c48236a1cb14dee, 3.9130669), (4ac518cef964a52021a620e3, 3.9079118), (4ac518cef964a520f8a520e3, 3.8814073), (4af47862f964a520d6f221e3, 3.8412795), (4d64f88cd2906a310083e2cb, 3.8401752), (4ac518d2f964a5203da720e3, 3.8294659), (4acaf933f964a52031c320e3, 3.8286567), (4ac518f6f964a52052af20e3, 3.817214)
71879096: (4ac518cef964a52021a620e3, 4.1054034), (4c9c6a059c48236a1cb14dee, 4.083155), (4ba6419bf964a520b23f39e3, 4.0824065), (4b1c0375f964a520b30024e3, 4.0688066), (4ad42aa6f964a5205de720e3, 4.058834), (4af47862f964a520d6f221e3, 4.047659), (4ac518eff964a52064ad20e3, 4.039915), (4ac518cef964a520f8a520e3, 4.0219493), (4b5061def964a520cb2127e3, 4.0168953), (4d5ed23c149637047e12cf94, 4.003292)
191811554: (4b1c0375f964a520b30024e3, 3.052236), (4c9c6a059c48236a1cb14dee, 3.028954), (4ac518eff964a52064ad20e3, 3.0267076), (4af47862f964a520d6f221e3, 3.0219843), (4ac518cef964a52021a620e3, 3.0166748), (4ac518f6f964a52052af20e3, 3.015503), (4ac518f7f964a520c6af20e3, 3.0154986), (4ac518d2f964a52026a720e3, 3.0127606), (4ba6419bf964a520b23f39e3, 3.0079749), (4acbc300f964a52058c520e3, 2.99418)
148448733: (4c9c6a059c48236a1cb14dee, 4.225546), (4b1c0375f964a520b30024e3, 4.2238007), (4ac518cef964a52021a620e3, 4.1834035), (4af9a82df964a520fd1222e3, 4.1758595), (4d5ed23c149637047e12cf94, 4.1672835), (4ac518eff964a52064ad20e3, 4.16485), (4af47862f964a520d6f221e3, 4.1640325), (4ac518f6f964a52052af20e3, 4.160381), (4ac518d1f964a520c3a620e3, 4.149544), (4bcc08273740b7139c756365, 4.1374774)
1371390146: (4c9c6a059c48236a1cb14dee, 4.908324), (4ac518f4f964a520fbae20e3, 4.838778), (4ac518cef964a52021a620e3, 4.7844925), (4ac518f6f964a52052af20e3, 4.772595), (4ac518d1f964a520c3a620e3, 4.761519), (4e175b25183880768f35a7e5, 4.7409053), (4ba6419bf964a520b23f39e3, 4.7377696), (4ac518d2f964a52026a720e3, 4.7365704), (4ac518d0f964a52095a620e3, 4.7237024), (4b1c0375f964a520b30024e3, 4.703642)
307549176: (4ac518d2f964a5203da720e3, 4.440508), (4c9c6a059c48236a1cb14dee, 4.386251), (4ac518eff964a52064ad20e3, 4.3671947), (4ac518cef964a52021a620e3, 4.357874), (4ac518d1f964a520c3a620e3, 4.3505526), (4ac518f6f964a52052af20e3, 4.338073), (4af47862f964a520d6f221e3, 4.3351746), (4ad42aa6f964a5205de720e3, 4.3305593), (4c6ce8d923c1a1cd4bdf1acf, 4.3292427), (4ac518d3f964a52076a720e3, 4.3030214)
24155494: (4c9c6a059c48236a1cb14dee, 4.915217), (4acbc300f964a52058c520e3, 4.9023614), (4ac518d1f964a520c3a620e3, 4.888215), (4ac518cef964a52021a620e3, 4.847522), (4bcc08273740b7139c756365, 4.84344), (4ba6419bf964a520b23f39e3, 4.8306518), (4ac518d2f964a52026a720e3, 4.8161926), (4ac518d2f964a5203da720e3, 4.814634), (4ac518eff964a52064ad20e3, 4.812465), (4ac518f6f964a52052af20e3*, 4.8107495)
238123369: (4c9c6a059c48236a1cb14dee, 4.3702846), (4ac518d1f964a520c3a620e3, 4.3333807), (4ac518d2f964a5203da720e3, 4.325049), (4ac518cef964a52021a620e3, 4.31485), (4c52b7a4b6dabe9a24d2bb13, 4.28723), (4ac518eff964a52064ad20e3, 4.284871), (4ad42aa6f964a5205de720e3, 4.284489), (4ac518f6f964a52052af20e3, 4.2748437), (4af47862f964a520d6f221e3, 4.261065), (4ac518d3f964a52076a720e3, 4.2534885)
34379581: (4c9c6a059c48236a1cb14dee, 5.346851), (4c52b7a4b6dabe9a24d2bb13, 5.230737), (4af47862f964a520d6f221e3, 5.2292624), (4ac518f7f964a520c6af20e3, 5.228547), (4ac518d1f964a520c3a620e3, 5.2179003), (4ac518d2f964a52026a720e3, 5.215563), (4ac518cef964a52021a620e3, 5.2071056), (4e4b9e2314958c3abfa956c7, 5.1952944), (4ac518eff964a52064ad20e3, 5.1792884), (4acbc300f964a52058c520e3, 5.1753073)
340309018: (4ac518cef964a52021a620e3, 4.6722174), (4ac518d3f964a52076a720e3, 4.6664767), (4bcc08273740b7139c756365, 4.655447), (4c9c6a059c48236a1cb14dee, 4.646746), (4ac518eff964a52064ad20e3, 4.6455226), (4ac518d1f964a520c3a620e3, 4.6332765), (4b114284f964a520657923e3, 4.6320486), (4c6ce8d923c1a1cd4bdf1acf, 4.6320233), (4ac518d2f964a5203da720e3, 4.6312623), (4ac518f6f964a52052af20e3, 4.6244345)
161706327: (4c9c6a059c48236a1cb14dee, 4.5404654), (4ac518cef964a520f8a520e3, 4.4823694), (4b114284f964a520657923e3, 4.470747), (4ac518f4f964a520fbae20e3, 4.4665966), (4acbc300f964a52058c520e3, 4.4504275), (4ac518d2f964a52026a720e3*, 4.437961), (4bcc08273740b7139c756365*, 4.4337754), (4ac518d1f964a520c3a620e3, 4.4272532), (4ac518d2f964a5203da720e3, 4.410474), (4af47862f964a520d6f221e3, 4.409388)
188432437: (4c9c6a059c48236a1cb14dee, 3.403306), (4ac518cef964a52021a620e3, 3.3799286), (4b114284f964a520657923e3, 3.3724523), (4acbc300f964a52058c520e3, 3.3384562), (4ac518d2f964a5203da720e3, 3.335468), (4af47862f964a520d6f221e3, 3.3336174), (4c6ce8d923c1a1cd4bdf1acf, 3.3281565), (4ac518d1f964a520c3a620e3, 3.324951), (4ac518d3f964a52076a720e3, 3.3246474), (4ac518f7f964a520c6af20e3, 3.3210921)
37676796: (4c9c6a059c48236a1cb14dee, 2.8027701), (4ac518d2f964a5203da720e3, 2.7815886), (4ac518cef964a52021a620e3, 2.7623365), (4af47862f964a520d6f221e3, 2.7549891), (4ac518d1f964a520c3a620e3, 2.74817), (4ac518eff964a52064ad20e3, 2.7427225), (4ac518f6f964a52052af20e3, 2.7321098), (4ac518ecf964a52072ac20e3, 2.7311342), (4d5ed23c149637047e12cf94, 2.72069), (4c52b7a4b6dabe9a24d2bb13, 2.720564)
19151638: (4bcc08273740b7139c756365, 3.9252121), (4acbc300f964a52058c520e3, 3.9119375), (4ba6419bf964a520b23f39e3, 3.895145), (4c9c6a059c48236a1cb14dee, 3.8838491), (4ac518d1f964a520c3a620e3, 3.8818898), (4ac518cef964a52021a620e3, 3.8734045), (4ac518cef964a520f8a520e3, 3.8507733), (4d5ed23c149637047e12cf94, 3.8338723), (4ac518d2f964a5203da720e3, 3.8244517), (4ac518d2f964a52026a720e3, 3.8194773)
279743747: (4ac518e8f964a52075ab20e3, 3.209962), (51c7f7dd498e5c7b074e119c, 3.1966634), (4ac518d1f964a520c3a620e3, 3.1448264), (4ad42aa6f964a5205de720e3, 3.1446905), (4c9c6a059c48236a1cb14dee, 3.1374152), (4ac518d2f964a5203da720e3, 3.1131592), (505b0a96e4b0597d277e6444, 3.109594), (4e175b25183880768f35a7e5, 3.0943153), (4ac518cef964a52021a620e3, 3.0929766), (4c52b7a4b6dabe9a24d2bb13, 3.0901334)
115074698: (4c6950702c29d13ab5d50a41, 3.062696), (4d529fa880df88bf2e470098, 3.0154135), (4b5a4261f964a5202db828e3, 2.991624), (4b233922f964a520785424e3, 2.9659543), (4ac518f6f964a52052af20e3, 2.9621792), (4cb02bf3db32f04d1c92bd4d, 2.9420798), (4f60c409e4b0490588514404, 2.9400198), (4b6e18faf964a5204eaa2ce3, 2.9345825), (4ac518d2f964a52026a720e3, 2.9110172), (4c9c6a059c48236a1cb14dee, 2.9097557)
283432802: (4c9c6a059c48236a1cb14dee, 5.0604424), (4bcc08273740b7139c756365, 5.050259), (4ac518cef964a52021a620e3, 5.037016), (4ac518cef964a520f8a520e3, 5.014582), (4ac518f6f964a52052af20e3, 4.9842296), (4acbc300f964a52058c520e3, 4.9622517), (4ac518d1f964a520c3a620e3, 4.958277), (4ac518d2f964a52026a720e3, 4.9558153), (4ba6419bf964a520b23f39e3, 4.9505672), (4af47862f964a520d6f221e3, 4.9387374)
356871739: (4c9c6a059c48236a1cb14dee, 4.7546344), (4af47862f964a520d6f221e3, 4.7276587), (4ac518cef964a52021a620e3, 4.7118893), (4ac518f6f964a52052af20e3, 4.710708), (4b1c0375f964a520b30024e3, 4.658198), (4b0bf426f964a5200e3523e3, 4.6391706), (4ac518eff964a52064ad20e3, 4.6351814), (4ac518cef964a520f8a520e3, 4.614895), (4ac518d2f964a52026a720e3, 4.599123), (4ba6419bf964a520b23f39e3, 4.583647)
141996830: (4c9c6a059c48236a1cb14dee, 5.3163633), (4ac518f6f964a52052af20e3, 5.297279), (4ac518cef964a52021a620e3, 5.2896943), (4af47862f964a520d6f221e3, 5.2676625), (4ac518eff964a52064ad20e3, 5.216702), (4b114284f964a520657923e3, 5.188185), (4ac518d3f964a52076a720e3, 5.1844177), (4acbc300f964a52058c520e3, 5.1698184), (4ad42aa6f964a5205de720e3, 5.1579466), (4ac518d2f964a52026a720e3, 5.149222)
15710574: (4bf40516e5eba593f3211f90, 1.9622918), (4d41d30e89616dcb9d1413b5, 1.9241132), (52ab08e2498e7dd58f2fb641, 1.8896092), (4ac518d2f964a5203da720e3, 1.8730624), (4d21afe05acaa35d18fbd135, 1.8686836), (4aec432bf964a520bcc521e3, 1.8642081), (4ac518cef964a52021a620e3, 1.8624653), (4c6ce8d923c1a1cd4bdf1acf, 1.8461611), (4c9c6a059c48236a1cb14dee, 1.8421422), (4acaf933f964a52031c320e3, 1.8416196)
20995758: (4c9c6a059c48236a1cb14dee, 5.3647327), (4ac518cef964a52021a620e3, 5.2802744), (4ac518f6f964a52052af20e3, 5.27859), (4ac518d1f964a520c3a620e3, 5.2704587), (4b114284f964a520657923e3, 5.2692137), (4ac518d2f964a5203da720e3, 5.2627664), (4bcc08273740b7139c756365, 5.2450013), (4bc0d7c84cdfc9b658969321, 5.2284765), (4af47862f964a520d6f221e3, 5.221894), (4c6ce8d923c1a1cd4bdf1acf, 5.2184157)
1692395785: (4ac518f6f964a52052af20e3, 2.8749957), (4e4b9e2314958c3abfa956c7, 2.8461666), (4c9c6a059c48236a1cb14dee, 2.7973008), (4c52b7a4b6dabe9a24d2bb13, 2.7969148), (4b1c0375f964a520b30024e3, 2.7940702), (4b1ede24f964a520c52024e3, 2.7676277), (4ac518eff964a52064ad20e3, 2.7574348), (4af47862f964a520d6f221e3, 2.7478402), (4ac518d1f964a520e0a620e3, 2.7445774), (4ac518d2f964a52026a720e3, 2.7380242)
150359649: (4b96b2bbf964a520c2de34e3, 3.5229943), (4ac518cef964a52021a620e3, 3.5200167), (4b1290d5f964a520da8a23e3, 3.5156512), (4ba6419bf964a520b23f39e3, 3.5010247), (4b1c0375f964a520b30024e3, 3.494852), (4c110d4a6b7e2d7f02942835, 3.477718), (4c9c6a059c48236a1cb14dee, 3.4612763), (4ac518f7f964a520c6af20e3, 3.4496415), (4b5061def964a520cb2127e3, 3.4496017), (4ac518eff964a52064ad20e3, 3.445595)
142236120: (4c9c6a059c48236a1cb14dee, 5.2831154), (4ac518f7f964a520c6af20e3, 5.2518215), (4ac518cef964a52021a620e3, 5.244147), (4af47862f964a520d6f221e3, 5.2282176), (4b114284f964a520657923e3, 5.218405), (4acbc300f964a52058c520e3, 5.21566), (4c6ce8d923c1a1cd4bdf1acf, 5.206201), (4ac518d2f964a5203da720e3, 5.198502), (4ac518d1f964a520c3a620e3, 5.1883235), (4ac518d3f964a52076a720e3, 5.178399)
78432265: (4ac518cef964a52021a620e3, 4.7025423), (4c9c6a059c48236a1cb14dee, 4.678439), (4ac518f7f964a520c6af20e3, 4.632432), (4af47862f964a520d6f221e3, 4.627782), (4ba6419bf964a520b23f39e3, 4.6213627), (4c6ce8d923c1a1cd4bdf1acf, 4.617035), (4acbc300f964a52058c520e3, 4.6132092), (4acaf933f964a52031c320e3, 4.5983005), (4ac518eff964a52064ad20e3, 4.597493), (4ac518f6f964a52050af20e3, 4.5967402)
784609: (4ac518f0f964a520afad20e3, 4.138141), (4ac518d2f964a5203da720e3, 4.0807214), (4ac518eff964a52064ad20e3, 4.07512), (4ad42aa6f964a5205de720e3, 4.0694427), (4af47862f964a520d6f221e3, 4.0613003), (4c6ce8d923c1a1cd4bdf1acf, 4.0475926), (4ac518cef964a52022a620e3, 4.045659), (4c9c6a059c48236a1cb14dee, 4.036561), (4ac518d3f964a52076a720e3, 4.0334706), (4ac518d1f964a520c3a620e3, 4.0322022)
328160244: (4c9c6a059c48236a1cb14dee, 5.307374), (4ac518cef964a52021a620e3, 5.299052), (4af47862f964a520d6f221e3, 5.2956686), (4b1c0375f964a520b30024e3, 5.285927), (4bcc08273740b7139c756365, 5.268791), (4ac518cef964a520f8a520e3, 5.261555), (4d5ed23c149637047e12cf94, 5.255242), (4ac518d2f964a5203da720e3, 5.2507944), (4ac518d3f964a52076a720e3, 5.2487903), (4ac518eff964a52064ad20e3, 5.2457113)
546851031: (4ac518cef964a52021a620e3, 5.057193), (4af47862f964a520d6f221e3, 5.055805), (4c9c6a059c48236a1cb14dee, 5.04893), (4ac518eff964a52064ad20e3, 5.0132394), (4ac518f6f964a52052af20e3, 4.9863753), (4ac518d3f964a52076a720e3, 4.977457), (4b1c0375f964a520b30024e3, 4.9773083), (4c6ce8d923c1a1cd4bdf1acf, 4.9639564), (4bcc08273740b7139c756365, 4.9478927), (4ac518cef964a520f8a520e3, 4.940184)
178852930: (4ac518d1f964a520c3a620e3, 4.6365395), (4ac518d2f964a5203da720e3, 4.6243663), (4c9c6a059c48236a1cb14dee, 4.623939), (4bcc08273740b7139c756365, 4.566488), (4b114284f964a520657923e3, 4.5524726), (4ac518d0f964a52095a620e3, 4.531072), (4acbc300f964a52058c520e3, 4.517457), (4b6016a3f964a52076d529e3, 4.514928), (4ac518f7f964a520c6af20e3, 4.514721), (4bc0d7c84cdfc9b658969321, 4.5000043)
134912582: (4e175b25183880768f35a7e5, 3.7908564), (4c9c6a059c48236a1cb14dee, 3.7751853), (4ac518f6f964a52052af20e3, 3.7414076), (4ac518d1f964a520c3a620e3, 3.7328365), (4acbc300f964a52058c520e3, 3.7062232), (4ba6419bf964a520b23f39e3, 3.706158), (51c7f7dd498e5c7b074e119c, 3.69965), (4ac518eff964a52064ad20e3, 3.6898441), (4ac518d2f964a5203da720e3, 3.6793227), (4ad42aa6f964a5205de720e3, 3.6749978)
43676854: (4bcc08273740b7139c756365, 3.2754967), (4ac518f7f964a520c6af20e3, 3.2357829), (4ac518d2f964a5203da720e3, 3.2308989), (4ac518d1f964a520c3a620e3, 3.2235775), (4c6ce8d923c1a1cd4bdf1acf, 3.215381), (4af9a82df964a520fd1222e3, 3.2119238), (4c9c6a059c48236a1cb14dee, 3.1914449), (4b1c0375f964a520b30024e3, 3.1836765), (4bc0d7c84cdfc9b658969321, 3.1835008), (4d5ed23c149637047e12cf94, 3.1823516)
102480155: (4ac518cef964a52021a620e3, 4.1379824), (4af9a82df964a520fd1222e3, 4.135695), (4ac518d3f964a52076a720e3, 4.133712), (4ac518d2f964a5203da720e3, 4.1095004), (4c6ce8d923c1a1cd4bdf1acf, 4.096405), (4ac518ecf964a52072ac20e3, 4.090717), (4ac518eff964a52064ad20e3, 4.0834913), (4bcc08273740b7139c756365, 4.0784106), (4d5ed23c149637047e12cf94, 4.069619), (4af47862f964a520d6f221e3, 4.0670066)
291660952: (4af47862f964a520d6f221e3, 3.6826255), (4ac518cef964a52021a620e3, 3.6809993), (4c9c6a059c48236a1cb14dee, 3.6784859), (4ac518d2f964a5203da720e3, 3.6757085), (4ac518eff964a52064ad20e3, 3.6741078), (4ac518f6f964a52052af20e3, 3.663612), (4ac518d3f964a52076a720e3, 3.6497114), (4d5ed23c149637047e12cf94, 3.637075), (4c6ce8d923c1a1cd4bdf1acf, 3.6273422), (4b1c0375f964a520b30024e3, 3.608499)
19648599: (4ac518f6f964a52052af20e3, 3.794488), (4c9c6a059c48236a1cb14dee, 3.7677526), (4ac518c3f964a5203ba420e3, 3.7633395), (4b114284f964a520657923e3, 3.745207), (4acbc300f964a52058c520e3, 3.7427878), (4ac518b8f964a52081a120e3, 3.7361474), (4b5a4261f964a5202db828e3, 3.7291062), (4ac518cef964a52021a620e3, 3.7247899), (4ac518d2f964a52026a720e3, 3.709339), (4ac518f4f964a520fbae20e3*, 3.7046182)
18796965: (4af47862f964a520d6f221e3, 5.128471), (4ac518f6f964a52052af20e3, 5.0741987), (4b1c0375f964a520b30024e3, 5.05936), (4ac518cef964a520f8a520e3, 5.0494714), (4ac518d3f964a52076a720e3, 5.036066), (4ac518eff964a52064ad20e3, 5.033874), (4d5ed23c149637047e12cf94, 5.0322804), (4ac518d2f964a52026a720e3, 5.009492), (4ac518d2f964a5203da720e3, 4.994833), (4af9a82df964a520fd1222e3, 4.9655585)
33265454: (4bf40516e5eba593f3211f90, 2.7019954), (4ac518d2f964a5203da720e3, 2.6866977), (4d259b711d9fa1cd64044109, 2.647723), (4b6599d4f964a520f8f52ae3, 2.6108594), (4ac518d1f964a520c3a620e3, 2.6096818), (4d41d30e89616dcb9d1413b5, 2.6081574), (4c6ce8d923c1a1cd4bdf1acf, 2.6024668), (4ac518cef964a52021a620e3, 2.6022859), (4d21afe05acaa35d18fbd135, 2.6013699), (4c9c6a059c48236a1cb14dee, 2.5976727)
15298450: (4bcc08273740b7139c756365, 5.169828), (4ac518cef964a52021a620e3, 5.15065), (4af9a82df964a520fd1222e3, 5.125533), (4ac518d3f964a52076a720e3, 5.124952), (4ac518d2f964a5203da720e3, 5.121256), (4ac518d1f964a520c3a620e3, 5.1093907), (4c6ce8d923c1a1cd4bdf1acf, 5.1075153), (4acbc300f964a52058c520e3, 5.1063867), (4d5ed23c149637047e12cf94, 5.1018786), (4c9c6a059c48236a1cb14dee, 5.091116)
293698185: (4c9c6a059c48236a1cb14dee, 4.0386434), (4ac518cef964a52021a620e3, 3.9814363), (4b114284f964a520657923e3, 3.9569864), (4ac518d1f964a520c3a620e3, 3.9434931), (4ac518f6f964a52052af20e3, 3.9433353), (4ac518cef964a520f8a520e3, 3.9307249), (4ac518d2f964a52026a720e3, 3.9276624), (4ac518f4f964a520fbae20e3, 3.9256248), (4acbc300f964a52058c520e3, 3.92414), (4ac518d2f964a5203da720e3, 3.9208694)
