# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518cef964a52021a620e3, 4.844706), (4c9c6a059c48236a1cb14dee, 4.830157), (4af47862f964a520d6f221e3, 4.82243), (4acbc300f964a52058c520e3, 4.8031693), (4ac518eff964a52064ad20e3, 4.7467113), (4ac518d1f964a520c3a620e3, 4.717645), (4ac518d2f964a52026a720e3, 4.7054386), (506999663d7cfe42e733a9b3, 4.69789), (4bcc08273740b7139c756365, 4.686055), (4ac518f6f964a52052af20e3, 4.6735854)
21686958: (4ac518f6f964a52052af20e3, 4.711914), (4ac518d1f964a520c3a620e3, 4.642829), (4c9c6a059c48236a1cb14dee, 4.630398), (4ac518cef964a52021a620e3, 4.6086006), (4af47862f964a520d6f221e3, 4.604071), (4ac518d2f964a5203da720e3, 4.5948563), (4ac518d2f964a52026a720e3, 4.5871363), (4ac518cef964a520f8a520e3, 4.5843806), (4bc0d7c84cdfc9b658969321, 4.5843782), (52d71ac611d2dae852a0be1f, 4.5772896)
1469238920: (4acbc300f964a52058c520e3, 3.1272285), (4c9c6a059c48236a1cb14dee, 3.113755), (4ac518eff964a52064ad20e3, 3.0773294), (4ac518cef964a52021a620e3, 3.0621822), (4e175b25183880768f35a7e5, 3.0595343), (4af47862f964a520d6f221e3, 3.0526893), (4d21afe05acaa35d18fbd135, 3.0299125), (4ac518d3f964a52076a720e3, 3.0147572), (4ac518d1f964a520c3a620e3, 3.0130758), (506999663d7cfe42e733a9b3, 3.0096858)
36435074: (4c9c6a059c48236a1cb14dee, 4.4725347), (4ac518cef964a52021a620e3, 4.4598627), (4c6ce8d923c1a1cd4bdf1acf, 4.4480877), (4ac518d2f964a52026a720e3, 4.445184), (4ac518f4f964a520fbae20e3, 4.4325733), (4ac518d3f964a52076a720e3, 4.424235), (4ac518cef964a520f8a520e3, 4.405401), (4ac518f7f964a520c6af20e3, 4.3878136), (4bc0d7c84cdfc9b658969321, 4.3728757), (4af47862f964a520d6f221e3, 4.3658957)
22815350: (4c9c6a059c48236a1cb14dee, 4.43649), (4af47862f964a520d6f221e3, 4.4151974), (4ac518cef964a52021a620e3, 4.413477), (4ac518d1f964a520c3a620e3, 4.377476), (4b1c0375f964a520b30024e3, 4.3732777), (4ac518f6f964a52052af20e3, 4.37085), (4ac518d2f964a5203da720e3, 4.330855), (4d5ed23c149637047e12cf94, 4.3265433), (4ac518f4f964a520fbae20e3, 4.31865), (4ac518d2f964a52026a720e3, 4.318261)
32710744: (4b1c0375f964a520b30024e3, 3.933359), (4ac518d2f964a52026a720e3, 3.9162698), (4af47862f964a520d6f221e3, 3.9121466), (4c9c6a059c48236a1cb14dee, 3.8832908), (4ac518f6f964a52052af20e3, 3.8612373), (4ac518d3f964a52076a720e3, 3.8285398), (4ac518d1f964a520c3a620e3, 3.8239923), (4ae811e5f964a5200cae21e3, 3.8081138), (4d5ed23c149637047e12cf94, 3.7940664), (4b114284f964a520657923e3, 3.7745302)
181028932: (4ac518f6f964a52052af20e3, 4.4564962), (4ac518cef964a52021a620e3, 4.4491544), (4c9c6a059c48236a1cb14dee, 4.430791), (4c6ce8d923c1a1cd4bdf1acf, 4.4250712), (4ac518d1f964a520c3a620e3, 4.4208584), (4ac518d2f964a5203da720e3, 4.408019), (4ba6419bf964a520b23f39e3, 4.4057865), (4af47862f964a520d6f221e3, 4.4033537), (4ad42aa6f964a5205de720e3, 4.4011006), (4ac518cef964a520f8a520e3, 4.4000616)
221313006: (4af47862f964a520d6f221e3, 3.9644911), (4ac518d2f964a5203da720e3, 3.9472966), (4ac518f6f964a52052af20e3, 3.929693), (4ac518ebf964a52049ac20e3, 3.9188588), (4ac518cef964a52021a620e3, 3.9108167), (4bcc08273740b7139c756365, 3.8819025), (4ac518d1f964a520c3a620e3, 3.87716), (4ac518d2f964a52026a720e3*, 3.8750231), (4ac518cef964a520f7a520e3, 3.865758), (4ba6419bf964a520b23f39e3, 3.8627477)
141716792: (4ae811e5f964a5200cae21e3, 3.9562762), (4ac518eff964a52064ad20e3, 3.8939757), (4b1c0375f964a520b30024e3, 3.8808472), (4ac518f6f964a52052af20e3, 3.8787622), (4af47862f964a520d6f221e3, 3.8379233), (4c9c6a059c48236a1cb14dee, 3.8344078), (4e175b25183880768f35a7e5, 3.8248978), (4ac518d3f964a52076a720e3, 3.8100274), (4ac518d2f964a52026a720e3, 3.7895973), (4ac518cef964a52021a620e3, 3.7839267)
102199088: (4acbc300f964a52058c520e3, 4.062312), (4ac518eff964a52064ad20e3, 4.0541625), (4c6ce8d923c1a1cd4bdf1acf, 4.052907), (4ac518cef964a52021a620e3, 4.031112), (4c9c6a059c48236a1cb14dee, 4.01107), (4ad42aa6f964a5205de720e3, 4.0047593), (4ac518d2f964a52026a720e3, 4.0004964), (4ac518d3f964a52076a720e3, 3.9857514), (4af47862f964a520d6f221e3, 3.9835296), (4c513de4250dd13a41a4e17c, 3.9762156)
71879096: (4ac518cef964a52021a620e3, 3.3780515), (4ac518cef964a52022a620e3, 3.3092692), (4ac518eff964a52064ad20e3, 3.295), (4ac518f4f964a520fbae20e3, 3.2860105), (4ac518ecf964a52075ac20e3, 3.2786663), (4e2f1b20e4cdb5a70d65250c, 3.278196), (4c9c6a059c48236a1cb14dee, 3.2654514), (4ac518cef964a520f8a520e3, 3.2457485), (529f86dd11d2d625bdc69ba0, 3.2208192), (52ed563c11d223d2d8e2ebd3, 3.217181)
191811554: (4af47862f964a520d6f221e3, 5.2885785), (4ac518cef964a52021a620e3, 5.254873), (4c9c6a059c48236a1cb14dee, 5.234692), (4ac518d2f964a52026a720e3, 5.192097), (4ac518d1f964a520c3a620e3, 5.1608167), (4ac518f6f964a52052af20e3, 5.157249), (4ac518d2f964a5203da720e3, 5.134621), (4b1c0375f964a520b30024e3, 5.133843), (4b114284f964a520657923e3, 5.0976334), (4bcc08273740b7139c756365, 5.096738)
148448733: (4c9c6a059c48236a1cb14dee, 3.9232907), (4ac518d3f964a52076a720e3, 3.915176), (4d5ed23c149637047e12cf94, 3.8994265), (4ac518d1f964a520c3a620e3, 3.837924), (4bc0d7c84cdfc9b658969321, 3.8334856), (4ac518c8f964a52083a520e3, 3.8294914), (4ba6419bf964a520b23f39e3, 3.806991), (4c6ce8d923c1a1cd4bdf1acf, 3.79793), (4af9a82df964a520fd1222e3, 3.7937682), (4ac518f4f964a520fbae20e3, 3.788772)
1371390146: (4c9c6a059c48236a1cb14dee, 4.80779), (4ac518cef964a52021a620e3, 4.8036356), (4bcc08273740b7139c756365, 4.7386427), (4ac518d1f964a520c3a620e3, 4.7384415), (4ac518d2f964a52026a720e3, 4.714739), (4ac518f4f964a520fbae20e3, 4.6784363), (4ac518cef964a520f8a520e3*, 4.675091), (4c6ce8d923c1a1cd4bdf1acf, 4.6748524), (4fe85037e4b0af2e68221581, 4.6727004), (4ac518d2f964a5203da720e3, 4.669466)
307549176: (4c9c6a059c48236a1cb14dee, 5.435167), (4ac518f6f964a52052af20e3, 5.4139967), (4acbc300f964a52058c520e3, 5.407584), (4ac518eff964a52064ad20e3, 5.4064126), (4ac518d3f964a52076a720e3, 5.4054923), (4ac518d2f964a52026a720e3, 5.3568287), (4af47862f964a520d6f221e3, 5.3450947), (4ac518d1f964a520c3a620e3, 5.3450174), (4bcc08273740b7139c756365, 5.339556), (4e175b25183880768f35a7e5, 5.3274326)
236940151: (4ac518cef964a52021a620e3, 4.353567), (4b5061def964a520cb2127e3, 4.350764), (4ac518f4f964a520fbae20e3, 4.3471127), (4c9c6a059c48236a1cb14dee, 4.344021), (4c6ce8d923c1a1cd4bdf1acf, 4.338424), (4b1c0375f964a520b30024e3, 4.3199177), (4ae811e5f964a5200cae21e3, 4.311623), (4acbc300f964a52058c520e3, 4.310933), (4ba6419bf964a520b23f39e3, 4.293334), (4ac518d3f964a52076a720e3, 4.293182)
24155494: (4b1c0375f964a520b30024e3, 4.463082), (4c9c6a059c48236a1cb14dee, 4.4176846), (4c6ce8d923c1a1cd4bdf1acf, 4.4153934), (4ae811e5f964a5200cae21e3, 4.4054213), (4ac518d3f964a52076a720e3, 4.3965564), (4ac518d2f964a52026a720e3, 4.391007), (4af47862f964a520d6f221e3, 4.370277), (4ba6419bf964a520b23f39e3, 4.3653073), (4ac518cef964a52021a620e3, 4.3627295), (4ac518d2f964a5203da720e3, 4.3625784)
238123369: (4ac518cef964a52021a620e3, 4.0825605), (4e4b9e2314958c3abfa956c7, 3.9751995), (4d9c0c0d81f6f04df2d281aa, 3.9748259), (4ad06c8ef964a52009d820e3, 3.9693208), (4ba6419bf964a520b23f39e3, 3.9668489), (4ac518cef964a52022a620e3, 3.962327), (4ac518d1f964a520e0a620e3, 3.9465518), (4ac518f4f964a520fbae20e3, 3.9464846), (4ac518b8f964a52081a120e3, 3.9454017), (4af47862f964a520d6f221e3, 3.9302335)
34379581: (4ac518cef964a52021a620e3, 3.7611089), (4af47862f964a520d6f221e3, 3.7296586), (4ac518d2f964a5203da720e3, 3.7273567), (4ac518ebf964a52049ac20e3, 3.7224817), (4c6ce8d923c1a1cd4bdf1acf, 3.6712902), (4ba6419bf964a520b23f39e3, 3.6638982), (4b1c0375f964a520b30024e3, 3.651786), (4ac518d2f964a52026a720e3, 3.6462512), (4ac518f4f964a520fbae20e3, 3.6431837), (4bcc08273740b7139c756365, 3.6428723)
60707771: (4ac518cef964a52021a620e3, 4.6856155), (4c9c6a059c48236a1cb14dee, 4.6297355), (4acbc300f964a52058c520e3, 4.590184), (4d5ed23c149637047e12cf94, 4.5851827), (4ac518f4f964a520fbae20e3, 4.582736), (4b5061def964a520cb2127e3, 4.5736947), (4ac518eff964a52064ad20e3, 4.565688), (4ac518cef964a520f8a520e3, 4.551108), (4ba6419bf964a520b23f39e3, 4.5499988), (4c6ce8d923c1a1cd4bdf1acf, 4.546696)
340309018: (4ad42aa6f964a5205de720e3, 3.9481964), (4ac518cef964a520f8a520e3, 3.948129), (4ac518f4f964a520fbae20e3, 3.9364514), (4ac518f6f964a52052af20e3, 3.9363627), (4c9c6a059c48236a1cb14dee, 3.901904), (4ac518d1f964a520c3a620e3, 3.8962579), (4ac518cef964a52021a620e3, 3.8937032), (4c6ce8d923c1a1cd4bdf1acf, 3.8900766), (4bcc08273740b7139c756365, 3.8879888), (4ac518ebf964a52049ac20e3, 3.886575)
364961102: (4acbc300f964a52058c520e3, 4.8596473), (4ac518cef964a52021a620e3, 4.8532767), (4ac518eff964a52064ad20e3, 4.837273), (4af47862f964a520d6f221e3, 4.835247), (4c9c6a059c48236a1cb14dee, 4.8168316), (4ac518f6f964a52052af20e3, 4.7955694), (4bcc08273740b7139c756365, 4.794926), (4ac518d2f964a5203da720e3, 4.7777), (4acaf933f964a52031c320e3, 4.7689962), (4ac518d1f964a520c3a620e3, 4.7525167)
161706327: (4af47862f964a520d6f221e3, 4.953706), (4c9c6a059c48236a1cb14dee, 4.917951), (4b1c0375f964a520b30024e3, 4.8986325), (4acbc300f964a52058c520e3, 4.890879), (4ac518cef964a52021a620e3*, 4.8819036), (506999663d7cfe42e733a9b3, 4.8539705), (4ac518eff964a52064ad20e3, 4.804639), (4c6ce8d923c1a1cd4bdf1acf, 4.8002005), (4ac518d3f964a52076a720e3, 4.782142), (4ac518d2f964a5203da720e3, 4.781333)
19151638: (4ac518cef964a52021a620e3, 4.1943197), (4af47862f964a520d6f221e3, 4.1537867), (4ac518eff964a52064ad20e3, 4.132994), (4fe85037e4b0af2e68221581, 4.1206903), (4c9c6a059c48236a1cb14dee, 4.1169214), (4ac518d2f964a5203da720e3, 4.1080394), (4acbc300f964a52058c520e3, 4.1070056), (506999663d7cfe42e733a9b3, 4.0811043), (4b114284f964a520657923e3, 4.0527024), (4acdeba7f964a5208bcd20e3*, 4.046937)
1115261414: (4ac518cef964a52021a620e3, 4.5091457), (4af47862f964a520d6f221e3, 4.461965), (4c9c6a059c48236a1cb14dee, 4.432327), (4bcc08273740b7139c756365, 4.4106793), (4ac518cef964a520f8a520e3, 4.389409), (4ac518d2f964a52026a720e3, 4.388338), (4acbc300f964a52058c520e3, 4.3858314), (4ac518d1f964a520c3a620e3, 4.381032), (4ac518d2f964a5203da720e3, 4.37625), (4ac518f6f964a52052af20e3, 4.3681073)
283432802: (4ad64197f964a5201d0621e3, 3.0763903), (4ba10d71f964a520e19237e3, 3.0347066), (4b0bf426f964a5200e3523e3, 3.019984), (4ac518cef964a52021a620e3, 2.9906344), (4ac518d2f964a5203da720e3, 2.9878979), (4ba6419bf964a520b23f39e3, 2.9752476), (4b9fb129f964a5205e3537e3, 2.95791), (4ac518d1f964a520c3a620e3, 2.953855), (4b114284f964a520657923e3, 2.9496717), (4af47862f964a520d6f221e3, 2.949442)
356871739: (4acbc300f964a52058c520e3, 3.82075), (4e175b25183880768f35a7e5, 3.8179042), (4ac518d1f964a520c3a620e3, 3.802012), (4c9c6a059c48236a1cb14dee, 3.7995205), (4bcc08273740b7139c756365, 3.7731528), (4af47862f964a520d6f221e3, 3.7551818), (4acaf933f964a52031c320e3, 3.75087), (4ac518f6f964a52052af20e3, 3.7486205), (505b0a96e4b0597d277e6444, 3.7206717), (4ac518f3f964a5209fae20e3, 3.7113163)
15710574: (4ac518d1f964a520c3a620e3, 4.05448), (4c9c6a059c48236a1cb14dee, 4.045567), (4e175b25183880768f35a7e5, 3.9689407), (4d5ed23c149637047e12cf94, 3.9526196), (4af47862f964a520d6f221e3, 3.9464943), (4bc0d7c84cdfc9b658969321, 3.9451537), (4ac518f6f964a52052af20e3, 3.9255443), (4af9a82df964a520fd1222e3, 3.9250329), (4b7e5255f964a52076e92fe3, 3.919991), (4bcc08273740b7139c756365, 3.9088297)
1692395785: (4af47862f964a520d6f221e3, 3.6446035), (4b114284f964a520657923e3, 3.642864), (4fff1c5de4b018897fe4e69a, 3.636622), (4ac518d2f964a52026a720e3, 3.6285415), (4ac518cef964a52021a620e3, 3.6240547), (4ba6419bf964a520b23f39e3, 3.5965931), (4bcc08273740b7139c756365, 3.5926707), (4bc0d7c84cdfc9b658969321, 3.5911717), (4c9c6a059c48236a1cb14dee, 3.591118), (4ac518d1f964a520c3a620e3, 3.5862582)
150359649: (4acbc300f964a52058c520e3, 4.034734), (4ac518cef964a52021a620e3, 4.0031314), (4c9c6a059c48236a1cb14dee, 3.9739532), (4ac518f4f964a520fbae20e3, 3.9434972), (505b0a96e4b0597d277e6444, 3.9382925), (4b1c0375f964a520b30024e3, 3.9135137), (4ac518eff964a52064ad20e3, 3.9104652), (4c5934f1b05c1b8df32cd5b1, 3.9024503), (4ca65075b7106dcb88cb5ca5, 3.9007578), (4bcc08273740b7139c756365, 3.8954077)
314728179: (4ac518eff964a52064ad20e3, 4.137668), (4ac518cef964a52021a620e3, 4.0809135), (4c6ce8d923c1a1cd4bdf1acf, 4.058946), (4ac518d3f964a52076a720e3, 4.053733), (4ad42aa6f964a5205de720e3, 4.044596), (4b5061def964a520cb2127e3, 4.037833), (4ac518f4f964a520fbae20e3, 4.0326257), (4c52b7a4b6dabe9a24d2bb13, 4.02717), (4ac518cef964a520f8a520e3, 4.022242), (4c9c6a059c48236a1cb14dee, 4.017891)
142236120: (4ac518d1f964a520c3a620e3, 5.2817163), (4af47862f964a520d6f221e3, 5.280447), (4c9c6a059c48236a1cb14dee, 5.2613225), (4d5ed23c149637047e12cf94, 5.230054), (4ac518f6f964a52052af20e3, 5.2128077), (4ac518d2f964a5203da720e3, 5.2103357), (4ac518cef964a52021a620e3, 5.2004523), (4b1c0375f964a520b30024e3, 5.1842523), (4b114284f964a520657923e3, 5.162726), (4ac518d2f964a52026a720e3, 5.1388426)
18257109: (4ac518f6f964a52052af20e3, 4.294493), (4af47862f964a520d6f221e3, 4.2834215), (4b1c0375f964a520b30024e3, 4.275747), (4ac518d2f964a5203da720e3, 4.273787), (4ac518cef964a52021a620e3, 4.228379), (4ae811e5f964a5200cae21e3, 4.2180276), (4c9c6a059c48236a1cb14dee, 4.2010665), (4ac518d2f964a52026a720e3, 4.2006454), (4ac518eff964a52064ad20e3*, 4.1945863), (4ac518d1f964a520c3a620e3, 4.1772957)
40243149: (4ac518cef964a52021a620e3, 4.4009776), (4af47862f964a520d6f221e3, 4.3094893), (4ac518eff964a52064ad20e3, 4.299463), (4acbc300f964a52058c520e3, 4.294518), (4ac518d2f964a5203da720e3, 4.272488), (4c9c6a059c48236a1cb14dee, 4.2584815), (4c52b7a4b6dabe9a24d2bb13, 4.2421494), (506999663d7cfe42e733a9b3, 4.2317753), (4ac518f4f964a520fbae20e3, 4.22754), (4c6ce8d923c1a1cd4bdf1acf, 4.218768)
78432265: (4ac518f6f964a52052af20e3, 5.5971727), (4b1c0375f964a520b30024e3, 5.578383), (4c9c6a059c48236a1cb14dee, 5.551325), (4af47862f964a520d6f221e3, 5.536504), (4ac518d2f964a52026a720e3, 5.5134153), (4ac518d2f964a5203da720e3, 5.5124226), (4ac518cef964a52021a620e3, 5.4800415), (4ac518d3f964a52076a720e3, 5.4795723), (4ac518d1f964a520c3a620e3, 5.473416), (4c6ce8d923c1a1cd4bdf1acf, 5.470263)
784609: (4ac518f6f964a52052af20e3, 4.436001), (4ac518cef964a52021a620e3, 4.405615), (4af47862f964a520d6f221e3, 4.400213), (4ac518d1f964a520c3a620e3, 4.396729), (4c9c6a059c48236a1cb14dee, 4.386478), (4b1c0375f964a520b30024e3, 4.377901), (4ac518d2f964a5203da720e3, 4.36037), (4ac518eff964a52064ad20e3, 4.3175535), (4ac518f4f964a520fbae20e3, 4.3130307), (4d5ed23c149637047e12cf94, 4.3007154)
21777452: (4acbc300f964a52058c520e3, 3.8191195), (4ac518cef964a52021a620e3, 3.811192), (4ac518f4f964a520fbae20e3, 3.7643135), (4ac518eff964a52064ad20e3, 3.7598543), (4ac518cef964a520f8a520e3, 3.7515938), (4c513de4250dd13a41a4e17c, 3.7424943), (4acaf933f964a52031c320e3, 3.7262812), (4c6ce8d923c1a1cd4bdf1acf, 3.7239854), (4bcc08273740b7139c756365, 3.7077792), (4c9c6a059c48236a1cb14dee, 3.691705)
328160244: (4af47862f964a520d6f221e3, 3.5650394), (4ac518d1f964a520c3a620e3, 3.5549471), (4c9c6a059c48236a1cb14dee, 3.5320976), (4e175b25183880768f35a7e5, 3.5250213), (4bcc08273740b7139c756365, 3.5017374), (4ac518f6f964a52052af20e3, 3.4998589), (4ac518d2f964a52026a720e3, 3.4843252), (4ac518cef964a520f7a520e3, 3.4652169), (4acbc300f964a52058c520e3, 3.4609785), (505b0a96e4b0597d277e6444, 3.4540453)
134912582: (4ac518f6f964a52052af20e3, 3.9312358), (4ac518d2f964a52026a720e3*, 3.9086816), (4ac518d1f964a520c3a620e3, 3.906904), (4bc0d7c84cdfc9b658969321, 3.9045894), (4c9c6a059c48236a1cb14dee, 3.901198), (4af47862f964a520d6f221e3, 3.8689258), (4b1290d5f964a520da8a23e3, 3.864419), (4ac518d3f964a52076a720e3, 3.8626394), (4ba6419bf964a520b23f39e3, 3.8622704), (4b114284f964a520657923e3, 3.8600934)
43676854: (4c9c6a059c48236a1cb14dee, 4.2127833), (4ac518d1f964a520c3a620e3, 4.149845), (4acbc300f964a52058c520e3, 4.144843), (4af47862f964a520d6f221e3, 4.1357694), (4bcc08273740b7139c756365, 4.134393), (4ac518cef964a520f8a520e3, 4.122289), (51c7f7dd498e5c7b074e119c, 4.1158943), (4ac518d2f964a52026a720e3, 4.1151195), (4ac518f6f964a52052af20e3, 4.115099), (4ac518f4f964a520fbae20e3, 4.107482)
83152858: (4ac518ebf964a52049ac20e3, 3.6383753), (4ac518cef964a52021a620e3, 3.6243389), (4ac518d1f964a520e6a620e3, 3.582385), (4b0bf426f964a5200e3523e3, 3.5686078), (4bcc08273740b7139c756365, 3.5605903), (4ac518cef964a520f8a520e3, 3.5595226), (4af47862f964a520d6f221e3, 3.5549536), (4acbc300f964a52058c520e3, 3.5433502), (4ac518d2f964a5203da720e3, 3.5428777), (4c513de4250dd13a41a4e17c, 3.5412261)
18561913: (4b1c0375f964a520b30024e3, 4.721351), (4ac518f6f964a52052af20e3, 4.7008405), (4ba6419bf964a520b23f39e3, 4.6960278), (4af47862f964a520d6f221e3, 4.6597643), (4ac518d2f964a5203da720e3, 4.655661), (4ac518cef964a52021a620e3, 4.6356993), (4c9c6a059c48236a1cb14dee, 4.6251473), (4ac518d1f964a520c3a620e3, 4.6235332), (4c6ce8d923c1a1cd4bdf1acf, 4.617846), (4fa1bbbee4b058e27d7beab7, 4.6001043)
291660952: (4b1c0375f964a520b30024e3, 4.8588624), (4ae811e5f964a5200cae21e3, 4.843704), (4af47862f964a520d6f221e3, 4.8383603), (4c9c6a059c48236a1cb14dee, 4.736226), (4ac518d2f964a52026a720e3, 4.72522), (4ac518f6f964a52052af20e3, 4.7246532), (4ac518cef964a52021a620e3, 4.703543), (4ac518d2f964a5203da720e3, 4.6974506), (4ac518eff964a52064ad20e3, 4.6887107), (4d5ed23c149637047e12cf94, 4.6526303)
18796965: (4af47862f964a520d6f221e3, 4.7503552), (4ac518cef964a52021a620e3*, 4.70898), (4ac518f6f964a52052af20e3, 4.7076406), (4ac518eff964a52064ad20e3, 4.654611), (4ac518d2f964a52026a720e3, 4.6284037), (4ac518cef964a520f8a520e3, 4.6188416), (4bcc08273740b7139c756365, 4.6179724), (4d5ed23c149637047e12cf94, 4.585913), (4e175b25183880768f35a7e5, 4.5852156), (4b1c0375f964a520b30024e3, 4.585015)
291836372: (4b1290d5f964a520da8a23e3, 3.6141875), (4ba12171f964a520c29a37e3, 3.6026418), (4ba6419bf964a520b23f39e3, 3.5664008), (4ac518f6f964a52052af20e3, 3.5575445), (4b114284f964a520657923e3, 3.5387917), (4ac518d1f964a520c3a620e3, 3.5385678), (4b7e5255f964a52076e92fe3, 3.511193), (4ac518d2f964a5203da720e3, 3.5111802), (4bc0d7c84cdfc9b658969321, 3.5079277), (4b8146dbf964a520439d30e3, 3.5051649)
