# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (505b0a96e4b0597d277e6444, 2.4944832), (4fe85037e4b0af2e68221581, 2.477498), (4ac518d3f964a5204da720e3, 2.4603496), (4d4c0732a22c224bbea4f593, 2.4534082), (4b5a4261f964a5202db828e3, 2.4142706), (4ac518b9f964a520baa120e3, 2.4108362), (4e4b9e2314958c3abfa956c7, 2.393445), (4ad44bb9f964a5208de720e3, 2.3846657), (50f5c2e0e4b06983cbcbb1fe, 2.3822045), (4ad36684f964a5202ce420e3, 2.3809252)
24155494: (4ac518d0f964a52095a620e3, 4.079176), (4ac518eff964a52064ad20e3, 4.0510817), (4ac518f0f964a520afad20e3, 4.015057), (4ac518d3f964a52076a720e3, 4.0114446), (4ac518d2f964a5203da720e3, 4.002345), (4c9c6a059c48236a1cb14dee, 3.994301), (4ac518bbf964a5200ca220e3, 3.9916418), (4c52b7a4b6dabe9a24d2bb13, 3.9883618), (4ac518f4f964a520fbae20e3, 3.9865363), (4af47862f964a520d6f221e3, 3.9843001)
20636705: (4ac518cef964a520f8a520e3, 4.0595737), (4c9c6a059c48236a1cb14dee, 4.0570526), (4ac518f6f964a52052af20e3, 4.046268), (4c6ce8d923c1a1cd4bdf1acf, 4.0273585), (4ac518d2f964a52026a720e3, 4.024162), (4c52b7a4b6dabe9a24d2bb13, 4.006962), (4af47862f964a520d6f221e3, 3.9994652), (4e4b9e2314958c3abfa956c7, 3.9981408), (4b114284f964a520657923e3, 3.9899113), (4ac518f4f964a520fbae20e3, 3.98843)
20174894: (4af47862f964a520d6f221e3, 4.3259063), (4c9c6a059c48236a1cb14dee, 4.2556143), (4bc0d7c84cdfc9b658969321, 4.250515), (4c52b7a4b6dabe9a24d2bb13, 4.2476163), (4ac518f6f964a52052af20e3*, 4.2330847), (4ac518cef964a52021a620e3, 4.231299), (505b0a96e4b0597d277e6444, 4.227155), (4ac518d3f964a5204da720e3, 4.2224064), (4ac518d2f964a52026a720e3, 4.219916), (4ac518cef964a520f8a520e3, 4.215292)
238123369: (4c9c6a059c48236a1cb14dee, 4.395942), (4af47862f964a520d6f221e3, 4.391104), (4ac518cef964a52021a620e3, 4.3898826), (4ac518f6f964a52052af20e3, 4.351336), (4ac518d1f964a520c3a620e3, 4.3338304), (4c6ce8d923c1a1cd4bdf1acf, 4.3334856), (4e175b25183880768f35a7e5, 4.3124866), (4acbc300f964a52058c520e3, 4.3091316), (4acaf933f964a52031c320e3, 4.306247), (4b114284f964a520657923e3, 4.2992325)
34379581: (4c9c6a059c48236a1cb14dee, 4.2922263), (4af47862f964a520d6f221e3, 4.2800264), (4c6ce8d923c1a1cd4bdf1acf, 4.2656097), (4ac518d1f964a520c3a620e3, 4.2337728), (4ac518cef964a52021a620e3, 4.227607), (4ac518d3f964a52076a720e3, 4.1974244), (4ac518d2f964a52026a720e3, 4.1830797), (4ac518cef964a520f8a520e3, 4.182128), (4c52b7a4b6dabe9a24d2bb13, 4.17826), (505b0a96e4b0597d277e6444, 4.175862)
60707771: (4ac518f6f964a52050af20e3, 3.5254557), (4ac518eff964a52064ad20e3, 3.4937963), (4ac518d2f964a5203da720e3, 3.4728012), (4c513de4250dd13a41a4e17c, 3.461673), (4acbc300f964a52058c520e3, 3.4523435), (4ac518f6f964a52052af20e3, 3.4406984), (4b7e5255f964a52076e92fe3, 3.4125469), (4ac518cef964a520f8a520e3, 3.4032128), (4ac518cef964a52021a620e3, 3.402946), (4ac518d1f964a520c3a620e3, 3.3900225)
37676796: (4ac518d2f964a5203da720e3, 5.019327), (4ac518eff964a52064ad20e3, 4.950337), (4ac518f6f964a52052af20e3, 4.925915), (4ac518cef964a520f8a520e3, 4.912707), (4c9c6a059c48236a1cb14dee, 4.8815174), (4c52b7a4b6dabe9a24d2bb13, 4.880563), (4ac518d2f964a52026a720e3, 4.8685985), (4ac518d3f964a52076a720e3, 4.8677135), (4ac518cef964a52021a620e3, 4.854302), (4ac518f4f964a520fbae20e3, 4.8470535)
139374999: (4ac518cef964a52021a620e3, 5.330924), (4c9c6a059c48236a1cb14dee, 5.323325), (4ac518d1f964a520c3a620e3, 5.3014765), (4acbc300f964a52058c520e3, 5.2874165), (4af47862f964a520d6f221e3, 5.252289), (4ac518f6f964a52052af20e3, 5.2521844), (4c6ce8d923c1a1cd4bdf1acf, 5.2378025), (4ac518f4f964a520fbae20e3, 5.233236), (4b114284f964a520657923e3, 5.2254424), (4ac518d3f964a52076a720e3, 5.221927)
19151638: (4bcc08273740b7139c756365, 4.5566025), (4ac518eff964a52064ad20e3, 4.5446496), (4ac518cef964a52021a620e3, 4.532432), (4ac518d2f964a5203da720e3, 4.530852), (4c9c6a059c48236a1cb14dee, 4.5202594), (4c52b7a4b6dabe9a24d2bb13, 4.5107045), (4ac518f6f964a52052af20e3, 4.5044756), (4ac518d1f964a520c3a620e3, 4.49643), (4ac518f4f964a520fbae20e3, 4.490481), (4ac518cef964a520f8a520e3, 4.481638)
356871739: (4ac518f6f964a52052af20e3, 3.9506023), (4c9c6a059c48236a1cb14dee, 3.9372072), (4ac518cef964a52021a620e3, 3.90323), (4ac518d3f964a52076a720e3, 3.89557), (4af47862f964a520d6f221e3, 3.889937), (4ac518cef964a520f8a520e3, 3.8836029), (4ac518d2f964a52026a720e3, 3.883074), (4acbc300f964a52058c520e3, 3.8806558), (4ac518d1f964a520c3a620e3, 3.869148), (4c6ce8d923c1a1cd4bdf1acf, 3.867503)
97054969: (4ac518f7f964a520c6af20e3, 4.722231), (4ac518cef964a52021a620e3, 4.710715), (4ac518d1f964a520c3a620e3, 4.692878), (4c9c6a059c48236a1cb14dee, 4.686), (4e175b25183880768f35a7e5, 4.6820407), (4d4c382464faba7a386ff28a, 4.6760154), (513f8bb3e4b0f8e5e8926a98, 4.659146), (4ac518f4f964a520fbae20e3, 4.640972), (4b114284f964a520657923e3, 4.6397767), (4bcc08273740b7139c756365, 4.6303926)
1692395785: (4ad42aa6f964a5205de720e3, 4.0584264), (4af47862f964a520d6f221e3, 4.012934), (4ac518cef964a52021a620e3, 3.9808016), (4b114284f964a520657923e3, 3.9626067), (4bcc08273740b7139c756365, 3.95796), (4da87f0b0cb65e9aae697bd8, 3.9538367), (4b7a7122f964a520f62c2fe3, 3.9478123), (4c6ce8d923c1a1cd4bdf1acf, 3.945136), (4ae02185f964a5203f7e21e3, 3.9397564), (4b72fb14f964a520ae932de3, 3.9377713)
23744806: (4af47862f964a520d6f221e3, 3.610095), (4ba12171f964a520c29a37e3, 3.5923586), (4b7a7122f964a520f62c2fe3, 3.592328), (4fa1bbbee4b058e27d7beab7, 3.5755222), (4c9c6a059c48236a1cb14dee, 3.5463536), (4b4559bcf964a520190b26e3, 3.5298138), (4ad42aa6f964a5205de720e3, 3.5267208), (4ac518f0f964a520afad20e3, 3.526592), (4c6ce8d923c1a1cd4bdf1acf, 3.502315), (4b1c0375f964a520b30024e3, 3.4786603)
314728179: (4ac518d2f964a5203da720e3, 4.2029166), (4ac518f6f964a52050af20e3, 4.139405), (4ac518eff964a52064ad20e3, 4.127944), (4ac518f6f964a52052af20e3, 4.114219), (4ac518d3f964a52076a720e3, 4.09022), (4ac518cef964a520f8a520e3, 4.090072), (4ac518d2f964a52026a720e3, 4.06587), (4d4d51dea7f86ea8f43b35de, 4.0586467), (4c513de4250dd13a41a4e17c, 4.0559707), (4c52b7a4b6dabe9a24d2bb13, 4.0383234)
23001959: (4acdeba7f964a5208bcd20e3, 4.249795), (4ac518cef964a520f8a520e3, 4.199138), (4ac518cef964a52021a620e3, 4.1791577), (4af47862f964a520d6f221e3, 4.163453), (4ad42aa6f964a5205de720e3, 4.1515646), (4acbc300f964a52058c520e3, 4.150542), (4c9c6a059c48236a1cb14dee, 4.1399417), (4c6ce8d923c1a1cd4bdf1acf, 4.117453), (4ac518eff964a52064ad20e3, 4.0939846), (50c35e21e4b08c3b59223478, 4.087499)
142236120: (4ac518cef964a52021a620e3, 4.007219), (4ac518f6f964a52052af20e3, 3.998756), (4af47862f964a520d6f221e3, 3.9909713), (4d5ed23c149637047e12cf94, 3.9883025), (4c9c6a059c48236a1cb14dee, 3.97721), (4e175b25183880768f35a7e5, 3.970921), (4acaf933f964a52031c320e3, 3.9515), (4acbc300f964a52058c520e3, 3.947457), (4ac518d1f964a520c3a620e3, 3.9321024), (4c6ce8d923c1a1cd4bdf1acf, 3.926839)
18257109: (4c9c6a059c48236a1cb14dee, 5.1217823), (4af47862f964a520d6f221e3, 5.0554132), (4bcc08273740b7139c756365, 5.045839), (4ac518d1f964a520c3a620e3, 5.0347915), (4ac518cef964a52021a620e3, 5.031097), (4b1c0375f964a520b30024e3, 5.0197353), (4ac518d2f964a5203da720e3, 5.019672), (4ac518d3f964a52076a720e3, 5.0159235), (4ac518f6f964a52052af20e3, 5.0078483), (4c52b7a4b6dabe9a24d2bb13, 4.994037)
40243149: (4b8146dbf964a520439d30e3, 4.087448), (4ae811e5f964a5200cae21e3, 4.0795097), (4c6ce8d923c1a1cd4bdf1acf, 4.0623374), (4ac518cef964a520f8a520e3, 4.0617375), (4ac518f6f964a52052af20e3, 4.0592904), (4ae02185f964a5203f7e21e3, 4.057468), (4c52b7a4b6dabe9a24d2bb13, 4.055252), (4bc0d7c84cdfc9b658969321, 4.054267), (4ac518f4f964a520fbae20e3, 4.0444293), (4e4b9e2314958c3abfa956c7, 4.030548)
328160244: (4c9c6a059c48236a1cb14dee, 4.657794), (4af47862f964a520d6f221e3, 4.6319275), (4c6ce8d923c1a1cd4bdf1acf, 4.6195064), (4ac518cef964a52021a620e3, 4.59645), (4b114284f964a520657923e3, 4.5751157), (4b1c0375f964a520b30024e3, 4.574632), (4ac518d1f964a520c3a620e3, 4.5607276), (4ac518cef964a520f8a520e3, 4.558308), (4ac518f6f964a52052af20e3, 4.5577335), (4ac518d2f964a52026a720e3, 4.545474)
546851031: (4af47862f964a520d6f221e3, 2.9403589), (4c9c6a059c48236a1cb14dee, 2.884446), (4ac518cef964a52021a620e3, 2.879942), (4ac518eff964a52064ad20e3, 2.8736033), (4ac518f6f964a52052af20e3, 2.8683236), (4acbc300f964a52058c520e3, 2.8611746), (4ba6419bf964a520b23f39e3, 2.8577473), (4bcc08273740b7139c756365, 2.8517172), (4d5ed23c149637047e12cf94, 2.850379), (4ac518d0f964a52099a620e3, 2.8409688)
178852930: (4ac518d2f964a5203da720e3, 3.0729475), (4ac518f6f964a52050af20e3, 3.0484629), (4ac518bef964a52000a320e3, 3.0471818), (529f86dd11d2d625bdc69ba0, 3.0278268), (4ac518f6f964a52052af20e3, 3.0246313), (4d529fa880df88bf2e470098, 3.0230262), (506999663d7cfe42e733a9b3, 3.0217865), (4c9c6a059c48236a1cb14dee, 3.0068042), (4ac518d2f964a52026a720e3, 3.0011327), (4af47862f964a520d6f221e3, 3.0008674)
134912582: (4ac518cef964a520f8a520e3, 4.5855947), (4c9c6a059c48236a1cb14dee, 4.5664234), (4bcc08273740b7139c756365, 4.5657463), (4acdeba7f964a5208bcd20e3, 4.5511184), (4ac518d1f964a520c3a620e3, 4.550463), (4c6ce8d923c1a1cd4bdf1acf, 4.537164), (4ad42aa6f964a5205de720e3, 4.5365086), (4af47862f964a520d6f221e3, 4.5270824), (4ac518d2f964a5203da720e3, 4.515977), (4b114284f964a520657923e3, 4.510987)
83152858: (4ac518f7f964a520c6af20e3, 3.8886526), (4e175b25183880768f35a7e5, 3.859721), (4ac518d1f964a520c3a620e3, 3.834853), (4ac518cef964a52021a620e3, 3.8345642), (4ac518f6f964a52052af20e3, 3.8229053), (4ac518eff964a52064ad20e3, 3.818908), (4ac518f4f964a520fbae20e3, 3.818097), (4c9c6a059c48236a1cb14dee, 3.8118284), (4bcc08273740b7139c756365, 3.805814), (4c52b7a4b6dabe9a24d2bb13, 3.797549)
102480155: (4ac518cef964a520f8a520e3, 4.2777567), (4c9c6a059c48236a1cb14dee, 4.2271433), (4ac518d2f964a5203da720e3, 4.2261014), (4bc0d7c84cdfc9b658969321, 4.217707), (4ac518cef964a52021a620e3, 4.216855), (4c52b7a4b6dabe9a24d2bb13, 4.2104144), (4ac518f6f964a52052af20e3, 4.208277), (4c6ce8d923c1a1cd4bdf1acf, 4.2071786), (4ac518d1f964a520c3a620e3, 4.201528), (4bcc08273740b7139c756365, 4.1982026)
19648599: (4ac518eff964a52064ad20e3, 4.688378), (4ac518d2f964a5203da720e3, 4.656293), (4c9c6a059c48236a1cb14dee, 4.6500187), (4ac518f6f964a52052af20e3, 4.631559), (4c52b7a4b6dabe9a24d2bb13, 4.6266065), (4ac518cef964a52021a620e3, 4.624421), (4bcc08273740b7139c756365, 4.6230865), (4af47862f964a520d6f221e3, 4.618657), (4ac518d3f964a52076a720e3, 4.6145916), (4ac518d2f964a52026a720e3, 4.5970917)
18796965: (4ac518f7f964a520c6af20e3, 3.9598992), (4af47862f964a520d6f221e3, 3.9504495), (4c6ce8d923c1a1cd4bdf1acf, 3.9399927), (4b114284f964a520657923e3, 3.936692), (4bcc08273740b7139c756365, 3.936464), (4ac518f6f964a52052af20e3, 3.9322526), (4ac518d1f964a520c3a620e3*, 3.9276145), (4ac518f4f964a520fbae20e3, 3.9075437), (4b1c0375f964a520b30024e3, 3.8973703), (4e175b25183880768f35a7e5, 3.8912349)
33265454: (4ac518cef964a52021a620e3, 5.6449313), (4ac518d1f964a520c3a620e3, 5.6389084), (4c9c6a059c48236a1cb14dee, 5.622413), (4acbc300f964a52058c520e3, 5.621986), (4ac518f7f964a520c6af20e3, 5.59611), (4e175b25183880768f35a7e5, 5.591294), (4bcc08273740b7139c756365, 5.5887475), (4ac518f6f964a52052af20e3, 5.5873365), (4d5ed23c149637047e12cf94, 5.586188), (4e4b9e2314958c3abfa956c7, 5.5779862)
185366131: (4af47862f964a520d6f221e3, 2.6460369), (4bcc08273740b7139c756365, 2.6279132), (4c9c6a059c48236a1cb14dee, 2.5993626), (4b1c0375f964a520b30024e3, 2.594651), (4ac518cef964a52021a620e3, 2.5933278), (4acbc300f964a52058c520e3, 2.5856555), (4ae811e5f964a5200cae21e3, 2.5794878), (4e4b9e2314958c3abfa956c7, 2.57825), (4ac518eff964a52064ad20e3, 2.5668697), (4ac518f7f964a520c6af20e3, 2.5615308)
291836372: (4ac518d2f964a5203da720e3, 4.54622), (4ac518eff964a52064ad20e3, 4.523905), (4ac518cef964a520f8a520e3, 4.513584), (4ac518f6f964a52052af20e3, 4.507092), (4ae811e5f964a5200cae21e3, 4.487248), (4acdeba7f964a5208bcd20e3, 4.4645524), (4ac518f4f964a520fbae20e3, 4.4639254), (4bcc08273740b7139c756365, 4.461038), (4ac518cef964a52021a620e3, 4.457061), (4c52b7a4b6dabe9a24d2bb13, 4.4486837)
293698185: (4ad42aa6f964a5205de720e3, 3.657994), (4af47862f964a520d6f221e3, 3.6201177), (4c6ce8d923c1a1cd4bdf1acf, 3.6183531), (4ac518cef964a52021a620e3, 3.6109927), (4ba12171f964a520c29a37e3, 3.607837), (4c9c6a059c48236a1cb14dee, 3.6061563), (4ac518cef964a520f8a520e3, 3.5978494), (4b8ecf3df964a520823833e3, 3.5871968), (4ac518d1f964a520c3a620e3, 3.5659988), (4b7a7122f964a520f62c2fe3, 3.5623462)
250453223: (4bcc08273740b7139c756365, 4.436695), (4ac518eff964a52064ad20e3, 4.404159), (4ac518f7f964a520c6af20e3, 4.376024), (4c52b7a4b6dabe9a24d2bb13, 4.373229), (4ac518f6f964a52052af20e3, 4.3693914), (4ac518cef964a52021a620e3, 4.361386), (4ae811e5f964a5200cae21e3, 4.359339), (4c9c6a059c48236a1cb14dee, 4.3512716), (4ac518f4f964a520fbae20e3, 4.3427305), (4ac518d2f964a5203da720e3, 4.3314486)
258709321: (4c9c6a059c48236a1cb14dee, 5.030777), (4ac518f4f964a520fbae20e3, 5.0182242), (4ac518f6f964a52052af20e3, 5.013284), (4c52b7a4b6dabe9a24d2bb13, 5.004083), (4ac518d3f964a52076a720e3, 5.0040727), (4ac518eff964a52064ad20e3, 4.989948), (4ac518cef964a52021a620e3, 4.9864955), (4ac518d2f964a52026a720e3, 4.974206), (4b1c0375f964a520b30024e3, 4.9640455), (4c6ce8d923c1a1cd4bdf1acf, 4.9548526)
