# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4fb67af3e4b014d752c9b6c7, 2.720351), (4bed05629868a5937cdb5c46, 2.7105658), (4bad16def964a520792c3be3, 2.6947017), (4b0bf426f964a5200e3523e3, 2.6913936), (4ac518d3f964a52076a720e3, 2.674987), (4c6ce8d923c1a1cd4bdf1acf, 2.6475525), (4ac518cef964a52021a620e3, 2.6366), (4bcc08273740b7139c756365, 2.6343503), (4ac518d1f964a520e6a620e3, 2.6316679), (4ae8c18df964a52002b221e3, 2.6275773)
36435074: (4ac518cef964a52021a620e3, 3.9679153), (4ac518d1f964a520c3a620e3, 3.9568136), (4b1c0375f964a520b30024e3, 3.9341888), (4c9c6a059c48236a1cb14dee, 3.92536), (4d5ed23c149637047e12cf94, 3.8866262), (4af47862f964a520d6f221e3, 3.877995), (4c6ce8d923c1a1cd4bdf1acf, 3.872613), (4ac518d2f964a5203da720e3, 3.8698347), (4ac518cef964a520f8a520e3, 3.8672917), (4ac518f4f964a520fbae20e3, 3.8648744)
22815350: (4c9c6a059c48236a1cb14dee, 4.9915204), (4b1c0375f964a520b30024e3, 4.9538393), (4ac518f6f964a52052af20e3, 4.9255333), (4af47862f964a520d6f221e3, 4.9157825), (4ac518cef964a52021a620e3, 4.912079), (4ac518d1f964a520c3a620e3, 4.9084253), (4d5ed23c149637047e12cf94, 4.895559), (4acbc300f964a52058c520e3, 4.8920217), (4ba6419bf964a520b23f39e3, 4.874721), (4af9a82df964a520fd1222e3, 4.859821)
181028932: (4ac518cef964a52021a620e3, 4.010541), (4ae811e5f964a5200cae21e3, 3.9682188), (4af47862f964a520d6f221e3, 3.9431434), (4c9c6a059c48236a1cb14dee, 3.934817), (4ac518d0f964a52095a620e3, 3.9048727), (4c6ce8d923c1a1cd4bdf1acf, 3.8993657), (4c52b7a4b6dabe9a24d2bb13, 3.8695116), (4b77eb6ff964a520c4ae2ee3, 3.8636844), (4b114284f964a520657923e3, 3.8635585), (4ac518d2f964a5203da720e3, 3.8510633)
221313006: (4c9c6a059c48236a1cb14dee, 4.360948), (4b1c0375f964a520b30024e3, 4.3366885), (4ac518cef964a52021a620e3, 4.321067), (4ac518d1f964a520c3a620e3, 4.3059635), (4ba6419bf964a520b23f39e3, 4.3047004), (4ac518eff964a52064ad20e3, 4.2759476), (4af47862f964a520d6f221e3, 4.275525), (4ac518f4f964a520fbae20e3, 4.269264), (4d5ed23c149637047e12cf94, 4.260504), (4ac518d2f964a5203da720e3, 4.2604427)
254707359: (4c9c6a059c48236a1cb14dee, 4.8165374), (4ac518cef964a52021a620e3, 4.7738876), (4b1c0375f964a520b30024e3, 4.7615547), (4af47862f964a520d6f221e3, 4.7219214), (4ac518d2f964a52026a720e3, 4.6945376), (4ac518f6f964a52052af20e3, 4.6749887), (4c513de4250dd13a41a4e17c, 4.6685386), (4ae811e5f964a5200cae21e3, 4.6658225), (4ba6419bf964a520b23f39e3, 4.6609807), (4c6ce8d923c1a1cd4bdf1acf, 4.653047)
71879096: (4c9c6a059c48236a1cb14dee, 5.1414967), (4acbc300f964a52058c520e3, 5.133554), (4ac518f6f964a52052af20e3, 5.1187034), (4ac518d1f964a520c3a620e3, 5.041763), (4af47862f964a520d6f221e3, 5.0364194), (4ac518eff964a52064ad20e3, 5.029714), (4ac518d2f964a52026a720e3, 5.0288506), (4ac518cef964a52021a620e3, 5.0239563), (4ac518d3f964a52076a720e3, 5.020779), (4ac518f6f964a52050af20e3, 5.015375)
191811554: (4c9c6a059c48236a1cb14dee, 3.3070047), (4b1c0375f964a520b30024e3, 3.2461834), (4ac518cef964a52021a620e3, 3.2426324), (4ac518d2f964a52026a720e3, 3.2319992), (4ac518f6f964a52052af20e3, 3.2244177), (4acbc300f964a52058c520e3, 3.2237217), (4ac518f7f964a520c6af20e3, 3.2206984), (4af47862f964a520d6f221e3, 3.213513), (4ac518eff964a52064ad20e3, 3.1986156), (4acaf933f964a52031c320e3, 3.1911526)
148448733: (4c9c6a059c48236a1cb14dee, 5.703552), (4ac518f6f964a52052af20e3, 5.6269627), (4acbc300f964a52058c520e3, 5.596011), (4ac518d2f964a52026a720e3, 5.5890217), (4ac518cef964a52021a620e3, 5.5807686), (4af47862f964a520d6f221e3, 5.5626907), (4ac518f7f964a520c6af20e3, 5.5497723), (4ac518eff964a52064ad20e3, 5.533453), (4c6ce8d923c1a1cd4bdf1acf, 5.532304), (4c513de4250dd13a41a4e17c, 5.5176206)
1371390146: (4ac518cef964a52021a620e3, 3.4320345), (4ac518d1f964a520c3a620e3, 3.4232254), (4c52b7a4b6dabe9a24d2bb13, 3.4199443), (4c9c6a059c48236a1cb14dee, 3.4044943), (4ac518f6f964a52052af20e3, 3.404107), (4b1c0375f964a520b30024e3, 3.402853), (4af47862f964a520d6f221e3*, 3.3976114), (4ac518eff964a52064ad20e3, 3.3815486), (4ac518d2f964a5203da720e3, 3.3732827), (4ba6419bf964a520b23f39e3, 3.3554363)
307549176: (4ae811e5f964a5200cae21e3, 3.2144284), (4bcc08273740b7139c756365, 3.2130587), (4ac518d3f964a52076a720e3, 3.2119582), (4ac518cef964a52021a620e3, 3.2057264), (4ac518cef964a52022a620e3, 3.2029312), (4ac518f6f964a52052af20e3, 3.1962497), (4bc0d7c84cdfc9b658969321, 3.1951509), (4ac518cef964a520f8a520e3, 3.1858206), (4ba12171f964a520c29a37e3, 3.1824865), (4aeb3a10f964a520d8bf21e3, 3.1756492)
24155494: (4ac518cef964a52021a620e3, 4.7783537), (4ae811e5f964a5200cae21e3, 4.7768345), (4ac518d2f964a52026a720e3, 4.7433567), (4c9c6a059c48236a1cb14dee, 4.7407427), (4af47862f964a520d6f221e3, 4.7359276), (4ac518f7f964a520c6af20e3*, 4.7156763), (4b77eb6ff964a520c4ae2ee3, 4.675304), (4ac518eff964a52064ad20e3, 4.661557), (4ac518d0f964a52095a620e3, 4.6412854), (4c6ce8d923c1a1cd4bdf1acf, 4.6407523)
20636705: (4ac518d3f964a52076a720e3, 3.833982), (4ac518d2f964a52026a720e3, 3.8016393), (4ac518f6f964a52052af20e3, 3.8011644), (4af47862f964a520d6f221e3, 3.785771), (4ac518d2f964a5203da720e3, 3.778566), (4ac518eff964a52064ad20e3, 3.7768967), (4c9c6a059c48236a1cb14dee, 3.7766898), (4ac518d1f964a520c3a620e3, 3.775005), (4ac518f6f964a52050af20e3, 3.76459), (4ac518f4f964a520fbae20e3, 3.7342036)
20174894: (4c9c6a059c48236a1cb14dee, 5.05192), (4af47862f964a520d6f221e3, 5.0239205), (4ac518f4f964a520fbae20e3, 5.0040183), (4ac518d1f964a520c3a620e3, 4.9999804), (4d5ed23c149637047e12cf94, 4.994082), (4ac518cef964a520f8a520e3, 4.989427), (4ba6419bf964a520b23f39e3, 4.98935), (4b1c0375f964a520b30024e3, 4.9814343), (4b114284f964a520657923e3, 4.98032), (4acbc300f964a52058c520e3, 4.97994)
34379581: (4c9c6a059c48236a1cb14dee, 5.7012653), (4af47862f964a520d6f221e3, 5.5924454), (4ac518cef964a52021a620e3, 5.583661), (4ac518d2f964a52026a720e3, 5.5810466), (4ac518f7f964a520c6af20e3, 5.5754423), (4ac518eff964a52064ad20e3, 5.5311313), (4c513de4250dd13a41a4e17c, 5.526666), (4b1c0375f964a520b30024e3, 5.516903), (4c6ce8d923c1a1cd4bdf1acf, 5.5125337), (4ae811e5f964a5200cae21e3, 5.5030413)
364961102: (4aec432bf964a520bcc521e3, 3.347287), (4ac518d0f964a52095a620e3, 3.2899618), (4ac518d2f964a52026a720e3, 3.2874658), (4c9c6a059c48236a1cb14dee, 3.2838383), (506999663d7cfe42e733a9b3, 3.2751813), (4ac518eff964a52064ad20e3, 3.2727625), (4ba6419bf964a520b23f39e3, 3.2689207), (4af47862f964a520d6f221e3, 3.251572), (4ac518f6f964a52052af20e3, 3.2402692), (4acbc300f964a52058c520e3, 3.2301652)
161706327: (4c9c6a059c48236a1cb14dee, 4.783253), (4af47862f964a520d6f221e3, 4.7550106), (4af9a82df964a520fd1222e3, 4.724069), (4ac518d2f964a5203da720e3, 4.7070823), (4ac518eff964a52064ad20e3, 4.7043114), (4c6ce8d923c1a1cd4bdf1acf, 4.6956434), (4ac518d3f964a52076a720e3, 4.6861634), (4ac518d1f964a520c3a620e3, 4.682539), (4ba6419bf964a520b23f39e3*, 4.658037), (4ac518f6f964a52052af20e3, 4.6539702)
37676796: (4af47862f964a520d6f221e3, 3.714587), (4bc0d7c84cdfc9b658969321, 3.6932907), (4ac518d1f964a520c3a620e3, 3.687325), (4c9c6a059c48236a1cb14dee, 3.6864893), (4b114284f964a520657923e3, 3.6831686), (4ac518cef964a52021a620e3, 3.6739857), (4b1c0375f964a520b30024e3, 3.6711278), (4ae811e5f964a5200cae21e3, 3.6629307), (4ac518eff964a52064ad20e3, 3.63851), (4e175b25183880768f35a7e5, 3.6370084)
19151638: (4c9c6a059c48236a1cb14dee, 3.9878407), (4ac518cef964a52021a620e3, 3.9348874), (4ac518d2f964a52026a720e3, 3.9337687), (4c6ce8d923c1a1cd4bdf1acf, 3.908975), (4acaf933f964a52031c320e3, 3.8791704), (4ac518f7f964a520c6af20e3, 3.873866), (4af47862f964a520d6f221e3, 3.862695), (4c513de4250dd13a41a4e17c, 3.8553762), (4bcc08273740b7139c756365, 3.8483996), (4bad16def964a520792c3be3, 3.8468714)
1115261414: (4c9c6a059c48236a1cb14dee, 4.3475056), (4ac518f6f964a52052af20e3, 4.331602), (4acbc300f964a52058c520e3, 4.3185673), (4d5ed23c149637047e12cf94, 4.316732), (4af9a82df964a520fd1222e3, 4.3124976), (4ba6419bf964a520b23f39e3, 4.300507), (4ac518f4f964a520fbae20e3, 4.2904854), (4af47862f964a520d6f221e3, 4.290011), (4ac518eff964a52064ad20e3, 4.271037), (4ac518d3f964a5204da720e3, 4.2669654)
115074698: (4ac518f6f964a52052af20e3, 4.257005), (4ac518d2f964a52026a720e3, 4.233074), (4c9c6a059c48236a1cb14dee, 4.225833), (4ac518d3f964a52076a720e3, 4.220167), (4ac518f6f964a52050af20e3, 4.1935983), (4acbc300f964a52058c520e3, 4.1896114), (4af47862f964a520d6f221e3, 4.175159), (4ac518d2f964a5203da720e3, 4.1533866), (4ac518eff964a52064ad20e3, 4.1447024), (4ac518cef964a52021a620e3, 4.1391554)
356871739: (4c9c6a059c48236a1cb14dee, 4.321939), (4ac518f4f964a520fbae20e3, 4.305056), (4ac518cef964a52021a620e3, 4.2974977), (4acbc300f964a52058c520e3, 4.2936597), (4ac518cef964a520f8a520e3, 4.262329), (4ac518eff964a52064ad20e3, 4.261318), (4ac518d1f964a520c3a620e3, 4.237287), (4c52b7a4b6dabe9a24d2bb13, 4.2334914), (4c6ce8d923c1a1cd4bdf1acf, 4.231439), (4af47862f964a520d6f221e3, 4.2234344)
57429170: (4c9c6a059c48236a1cb14dee, 4.1434436), (4af47862f964a520d6f221e3, 4.0832114), (4ac518cef964a52021a620e3, 4.080054), (4c6ce8d923c1a1cd4bdf1acf, 4.0617304), (4ac518d0f964a52095a620e3, 4.0605617), (4ac518d2f964a52026a720e3, 4.049122), (4ae811e5f964a5200cae21e3, 4.041914), (4b114284f964a520657923e3, 4.032295), (4e175b25183880768f35a7e5, 4.0276294), (4ac518eff964a52064ad20e3, 4.0172067)
15710574: (4ac518f6f964a52052af20e3, 2.6128898), (4acbc300f964a52058c520e3, 2.6060336), (4ad42aa6f964a5205de720e3, 2.571547), (4ac518d3f964a52076a720e3, 2.556186), (4ac518cef964a520f8a520e3, 2.53184), (4c9c6a059c48236a1cb14dee, 2.512266), (4ac518d1f964a520c3a620e3, 2.5023851), (4ac518d1f964a520e0a620e3, 2.4997144), (4ac518f6f964a52050af20e3, 2.4995868), (4b0bf426f964a5200e3523e3, 2.4954033)
20995758: (4ae811e5f964a5200cae21e3, 3.48076), (4ac518cef964a52021a620e3, 3.4624953), (4c9c6a059c48236a1cb14dee, 3.4225256), (4ac518f7f964a520c6af20e3, 3.408655), (4af47862f964a520d6f221e3, 3.4001493), (4c52b7a4b6dabe9a24d2bb13, 3.3993247), (4b77eb6ff964a520c4ae2ee3, 3.3888135), (4b1c0375f964a520b30024e3, 3.3862178), (4b114284f964a520657923e3, 3.3663914), (4e175b25183880768f35a7e5, 3.3627853)
150359649: (4ac518cef964a52021a620e3, 4.885171), (4c9c6a059c48236a1cb14dee, 4.8140635), (4ae811e5f964a5200cae21e3, 4.8004246), (4c6ce8d923c1a1cd4bdf1acf, 4.7515244), (4b1c0375f964a520b30024e3, 4.744251), (4c52b7a4b6dabe9a24d2bb13, 4.7356358), (4ac518d1f964a520c3a620e3, 4.729565), (4ac518f7f964a520c6af20e3, 4.7192674), (4ac518d2f964a5203da720e3, 4.7103076), (4ac518eff964a52064ad20e3, 4.708918)
23001959: (4e175b25183880768f35a7e5, 4.6487083), (4b1290d5f964a520da8a23e3, 4.643133), (4ac518f7f964a520c6af20e3, 4.6358633), (4b8146dbf964a520439d30e3, 4.6292534), (4bc0d7c84cdfc9b658969321, 4.623866), (4b114284f964a520657923e3, 4.622009), (4af47862f964a520d6f221e3, 4.6157203), (4ac518cef964a520f8a520e3, 4.615453), (4c9c6a059c48236a1cb14dee, 4.614199), (4ac518d3f964a5204da720e3, 4.605211)
18257109: (4c9c6a059c48236a1cb14dee, 5.0067143), (4af47862f964a520d6f221e3, 4.9989886), (4af9a82df964a520fd1222e3, 4.955722), (4ac518f4f964a520fbae20e3, 4.9552627), (4ac518d1f964a520c3a620e3, 4.9543047), (4ac518d2f964a52026a720e3, 4.9494834), (4ac518cef964a52021a620e3, 4.9402895), (4ac518d2f964a5203da720e3, 4.922249), (4c6ce8d923c1a1cd4bdf1acf, 4.9147725), (4b114284f964a520657923e3, 4.910418)
78432265: (4c9c6a059c48236a1cb14dee, 4.373949), (4ac518cef964a52021a620e3, 4.320657), (4acbc300f964a52058c520e3, 4.3140984), (4c6ce8d923c1a1cd4bdf1acf, 4.2993927), (4af47862f964a520d6f221e3, 4.2888064), (4ac518d3f964a52076a720e3, 4.2835307), (4bcc08273740b7139c756365, 4.2829127), (4ac518cef964a520f8a520e3, 4.2820163), (4ac518f6f964a52052af20e3, 4.270678), (4ae811e5f964a5200cae21e3, 4.2510085)
784609: (4ac518cef964a52021a620e3, 4.5498686), (4af47862f964a520d6f221e3, 4.4941597), (4c9c6a059c48236a1cb14dee, 4.482105), (4ac518f6f964a52052af20e3, 4.481924), (4bc0d7c84cdfc9b658969321, 4.468706), (4c6ce8d923c1a1cd4bdf1acf, 4.4304547), (4c52b7a4b6dabe9a24d2bb13, 4.429469), (4ac518d3f964a52076a720e3, 4.4279065), (4bcc08273740b7139c756365, 4.4240823), (4ac518cef964a520f8a520e3, 4.4177403)
21777452: (4ac518d2f964a52026a720e3, 4.8848243), (4c9c6a059c48236a1cb14dee, 4.7481327), (4ac518eff964a52064ad20e3, 4.739405), (4af47862f964a520d6f221e3, 4.724337), (4ac518f6f964a52052af20e3, 4.7093215), (4ac518cef964a52021a620e3, 4.6945496), (4ac518d3f964a52076a720e3, 4.6928263), (4ac518f6f964a52050af20e3, 4.681537), (4ac518f7f964a520c6af20e3, 4.673833), (4ac518d2f964a5203da720e3, 4.6595454)
328160244: (4ac518cef964a52021a620e3, 4.966824), (4ac518d3f964a52076a720e3, 4.9534774), (4ac518f6f964a52052af20e3, 4.9460406), (4c9c6a059c48236a1cb14dee, 4.944522), (4bcc08273740b7139c756365, 4.92061), (4c6ce8d923c1a1cd4bdf1acf, 4.9180856), (4b0bf426f964a5200e3523e3, 4.917038), (4ac518cef964a520f8a520e3, 4.914157), (4af47862f964a520d6f221e3, 4.8995557), (4acbc300f964a52058c520e3, 4.897621)
546851031: (4bc0d7c84cdfc9b658969321, 5.3889647), (4af47862f964a520d6f221e3, 5.3596473), (4ac518d1f964a520c3a620e3, 5.3471856), (4c9c6a059c48236a1cb14dee, 5.3427043), (4ac518f6f964a52052af20e3, 5.3408985), (4ac518cef964a520f8a520e3, 5.2887235), (4ac518eff964a52064ad20e3, 5.2838283), (4b114284f964a520657923e3, 5.281297), (4ac518d2f964a5203da720e3, 5.279604), (4acbc300f964a52058c520e3, 5.270586)
134912582: (4ac518d1f964a520c3a620e3, 4.7242885), (4af47862f964a520d6f221e3, 4.6654477), (4ac518d2f964a5203da720e3, 4.6441793), (4ac518cef964a52021a620e3*, 4.641032), (4b1c0375f964a520b30024e3, 4.636569), (4af9a82df964a520fd1222e3, 4.625), (4c9c6a059c48236a1cb14dee, 4.623162), (4ac518f7f964a520c6af20e3, 4.59933), (4ac518eff964a52064ad20e3, 4.598143), (4ac518e8f964a52075ab20e3, 4.586628)
43676854: (4c9c6a059c48236a1cb14dee, 5.2429), (4ac518d3f964a52076a720e3, 5.235165), (4ac518cef964a520f8a520e3, 5.220456), (4ac518f6f964a52052af20e3, 5.219599), (4af47862f964a520d6f221e3, 5.2117066), (4acbc300f964a52058c520e3, 5.208154), (4ac518cef964a52021a620e3, 5.204653), (4ac518d1f964a520c3a620e3, 5.1971765), (4ac518eff964a52064ad20e3, 5.1740384), (4ac518d2f964a52026a720e3, 5.169062)
83152858: (4ac518cef964a52021a620e3, 4.5476327), (4c52b7a4b6dabe9a24d2bb13, 4.529892), (4acbc300f964a52058c520e3, 4.5239234), (4f180e24e4b0fc8452f7abee, 4.5138855), (4ac518cef964a520f8a520e3, 4.489418), (4c9c6a059c48236a1cb14dee, 4.4875813), (4ac518f6f964a52052af20e3, 4.485115), (4ac518d3f964a52076a720e3, 4.440108), (4c6ce8d923c1a1cd4bdf1acf, 4.411568), (4ba12171f964a520c29a37e3, 4.4056807)
18561913: (4ac518cef964a520f8a520e3, 4.2991176), (4ac518cef964a52021a620e3, 4.2936273), (4c52b7a4b6dabe9a24d2bb13, 4.271861), (4ac518d1f964a520c3a620e3, 4.2594132), (4ac518cef964a520f7a520e3, 4.2559195), (4c9c6a059c48236a1cb14dee, 4.232721), (4ac518d3f964a52076a720e3, 4.213408), (4af47862f964a520d6f221e3, 4.209971), (4ac518f4f964a520fbae20e3, 4.209708), (4acbc300f964a52058c520e3, 4.202865)
102480155: (4ac518f6f964a52052af20e3, 4.516132), (4bc0d7c84cdfc9b658969321, 4.4583015), (4ac518d3f964a52076a720e3, 4.445904), (4c9c6a059c48236a1cb14dee, 4.430855), (4bcc08273740b7139c756365, 4.4266143), (4ac518d2f964a52026a720e3, 4.42015), (4af47862f964a520d6f221e3, 4.415755), (4ac518d1f964a520e0a620e3, 4.4154634), (4acbc300f964a52058c520e3, 4.4078703), (4ac518d1f964a520c3a620e3, 4.3979764)
291660952: (4ac518f4f964a520fbae20e3, 4.840473), (4af9a82df964a520fd1222e3, 4.828772), (4c9c6a059c48236a1cb14dee, 4.821392), (4af47862f964a520d6f221e3, 4.8172164), (4ba6419bf964a520b23f39e3, 4.7890706), (4ac518d1f964a520c3a620e3, 4.7766657), (4b114284f964a520657923e3, 4.7497606), (4ac518cef964a52021a620e3, 4.7471647), (4ac518eff964a52064ad20e3, 4.74571), (4ac518d2f964a5203da720e3, 4.736363)
18796965: (4af47862f964a520d6f221e3, 3.4220817), (4b1c0375f964a520b30024e3, 3.4061127), (4ae811e5f964a5200cae21e3, 3.3921146), (4ba6419bf964a520b23f39e3*, 3.3716056), (4b114284f964a520657923e3, 3.3643785), (4ac518d0f964a52095a620e3, 3.3453703), (4ac518d2f964a5203da720e3, 3.344547), (4c6ce8d923c1a1cd4bdf1acf, 3.344141), (4ac518eff964a52064ad20e3, 3.340698), (4b77eb6ff964a520c4ae2ee3, 3.3400223)
185366131: (4b1c0375f964a520b30024e3, 2.195023), (4af9a82df964a520fd1222e3, 2.1933973), (4ba6419bf964a520b23f39e3, 2.1837056), (4af47862f964a520d6f221e3, 2.1818533), (4bc0d7c84cdfc9b658969321, 2.1795955), (4c9c6a059c48236a1cb14dee, 2.1787004), (4ca4b822554b236a30853148, 2.1600823), (4d5ed23c149637047e12cf94, 2.1594334), (4ac518d1f964a520c3a620e3, 2.15685), (4b114284f964a520657923e3, 2.1557784)
291836372: (4ac518f7f964a520c6af20e3, 5.0461135), (4c9c6a059c48236a1cb14dee, 5.034629), (4ac518cef964a520f8a520e3, 5.0046735), (4ac518cef964a52021a620e3, 5.0038395), (4ac518d2f964a52026a720e3, 4.979487), (4ac518eff964a52064ad20e3, 4.9584556), (4acbc300f964a52058c520e3, 4.952298), (4ac518d3f964a52076a720e3, 4.9507465), (4c6ce8d923c1a1cd4bdf1acf, 4.9443), (4c52b7a4b6dabe9a24d2bb13, 4.9357944)
