# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4c9c6a059c48236a1cb14dee, 3.7225897), (4ac518cef964a52021a620e3, 3.7094035), (4ac518d1f964a520c3a620e3, 3.7092156), (4ac518d3f964a52076a720e3, 3.6954863), (4ac518f7f964a520c6af20e3, 3.6910136), (4ba6419bf964a520b23f39e3, 3.6695054), (4bcc08273740b7139c756365, 3.6687024), (4ac518f6f964a52052af20e3, 3.6623354), (4acaf933f964a52031c320e3, 3.6463816), (4ac518d0f964a52095a620e3, 3.643559)
139374999: (4c9c6a059c48236a1cb14dee, 4.089066), (4ac518cef964a52021a620e3, 4.055268), (4af47862f964a520d6f221e3, 4.049343), (4b1c0375f964a520b30024e3, 4.03996), (4ac518f6f964a52052af20e3, 3.991082), (4ba6419bf964a520b23f39e3, 3.983486), (4acbc300f964a52058c520e3, 3.978556), (4c6ce8d923c1a1cd4bdf1acf, 3.968402), (4ac518f7f964a520c6af20e3, 3.9630938), (4ad42aa6f964a5205de720e3, 3.962492)
19151638: (4ac518cef964a520f8a520e3, 4.5481787), (4ac518d2f964a5203da720e3, 4.537756), (4ac518f6f964a52052af20e3, 4.5372357), (4ac518d2f964a52026a720e3, 4.5117517), (4ac518cef964a52021a620e3, 4.506344), (4ac518f4f964a520fbae20e3, 4.497499), (4c9c6a059c48236a1cb14dee, 4.475452), (4ac518eff964a52064ad20e3, 4.4632287), (4b1c0375f964a520b30024e3, 4.4565787), (4af9a82df964a520fd1222e3, 4.4289613)
1115261414: (4ae811e5f964a5200cae21e3, 3.4230902), (4ad4ee47f964a520bafc20e3, 3.4212344), (4d5ed23c149637047e12cf94, 3.4197888), (4c9c6a059c48236a1cb14dee, 3.4013891), (4ac518d1f964a520c3a620e3, 3.3895998), (4ac518cef964a520f8a520e3, 3.3609452), (4f180e24e4b0fc8452f7abee, 3.3594186), (4ac518d1f964a520e6a620e3, 3.3582609), (4ac518cef964a52021a620e3, 3.3511007), (4ac518f6f964a52052af20e3, 3.344457)
283432802: (4ac518cef964a52021a620e3, 5.6937013), (4ac518d3f964a52076a720e3, 5.6882176), (4c9c6a059c48236a1cb14dee, 5.6820517), (4ac518d2f964a5203da720e3, 5.677791), (4ac518d2f964a52026a720e3, 5.670311), (4bcc08273740b7139c756365, 5.6678066), (4b114284f964a520657923e3, 5.6519074), (4ac518d1f964a520c3a620e3, 5.6515856), (4af47862f964a520d6f221e3, 5.6500907), (4ac518eff964a52064ad20e3, 5.6373324)
356871739: (4ac518d3f964a52076a720e3, 3.5475419), (4bcc08273740b7139c756365, 3.5345733), (4c9c6a059c48236a1cb14dee, 3.5217743), (4ac518cef964a52021a620e3, 3.5074275), (4ac518d1f964a520c3a620e3, 3.5072997), (4af47862f964a520d6f221e3, 3.4917548), (4ac518eff964a52064ad20e3, 3.4693346), (4b114284f964a520657923e3, 3.4617405), (4c52b7a4b6dabe9a24d2bb13, 3.4501297), (4b1c0375f964a520b30024e3, 3.444892)
57429170: (4c9c6a059c48236a1cb14dee, 3.0985022), (52d71ac611d2dae852a0be1f, 3.088824), (4ac518cef964a52021a620e3, 3.0834994), (4c52b7a4b6dabe9a24d2bb13, 3.049831), (4ad42aa6f964a5205de720e3, 3.0419712), (4b1c0375f964a520b30024e3, 3.0391488), (4acbc300f964a52058c520e3, 3.038363), (4ac518d0f964a52095a620e3, 3.0309591), (4ac518d0f964a52097a620e3, 3.0298276), (4ac518d1f964a520c3a620e3, 3.0268817)
20995758: (4ac518cef964a52021a620e3, 3.6503344), (4b1c0375f964a520b30024e3, 3.6106462), (4c9c6a059c48236a1cb14dee, 3.5997167), (4ac518eff964a52064ad20e3, 3.53898), (4ac518d2f964a52026a720e3, 3.5321531), (4ac518f6f964a52052af20e3, 3.5265398), (4bcc08273740b7139c756365, 3.526089), (4ac518d1f964a520c3a620e3, 3.5216403), (4af47862f964a520d6f221e3, 3.5169227), (4ba6419bf964a520b23f39e3, 3.5148442)
150359649: (4c9c6a059c48236a1cb14dee, 3.8989794), (4af47862f964a520d6f221e3*, 3.8782556), (4ac518f6f964a52052af20e3, 3.8696249), (505b0a96e4b0597d277e6444, 3.8476384), (4e175b25183880768f35a7e5, 3.8463795), (4ac518cef964a520f8a520e3, 3.8455045), (4ac518d2f964a5203da720e3, 3.8342721), (4ba6419bf964a520b23f39e3, 3.8143294), (4ac518d3f964a52076a720e3, 3.808145), (4ac518d2f964a52026a720e3, 3.802565)
142236120: (4af47862f964a520d6f221e3, 4.640481), (4c9c6a059c48236a1cb14dee, 4.6146865), (4ac518cef964a52021a620e3, 4.5989823), (4bcc08273740b7139c756365, 4.5827904), (4ac518eff964a52064ad20e3, 4.5768733), (4b1c0375f964a520b30024e3, 4.5670695), (4ac518d3f964a52076a720e3, 4.561418), (4acbc300f964a52058c520e3, 4.542087), (4ac518d2f964a52026a720e3, 4.5387096), (4ac518d2f964a5203da720e3, 4.533862)
40243149: (4c9c6a059c48236a1cb14dee, 4.1583247), (4ac518cef964a52021a620e3, 4.1043406), (4acbc300f964a52058c520e3, 4.0703735), (4af47862f964a520d6f221e3, 4.0691814), (4ba6419bf964a520b23f39e3, 4.067626), (4bcc08273740b7139c756365, 4.0611205), (4d5ed23c149637047e12cf94, 4.052473), (4b1c0375f964a520b30024e3, 4.045359), (4ac518d2f964a52026a720e3, 4.0164056), (4ac518d1f964a520c3a620e3, 4.0115705)
784609: (4c9c6a059c48236a1cb14dee, 5.147067), (4ac518d1f964a520c3a620e3, 5.126798), (4ac518cef964a52021a620e3, 5.1105056), (4ac518d2f964a52026a720e3, 5.084094), (4ac518d2f964a5203da720e3, 5.073655), (4c6ce8d923c1a1cd4bdf1acf, 5.068978), (4ac518f6f964a52052af20e3, 5.0678687), (4d5ed23c149637047e12cf94, 5.0603495), (4bcc08273740b7139c756365, 5.0322075), (4af47862f964a520d6f221e3, 5.0292106)
328160244: (4ac518d3f964a52076a720e3, 3.1913278), (4af47862f964a520d6f221e3, 3.1897864), (4ac518cef964a52021a620e3, 3.1859953), (4ac518eff964a52064ad20e3, 3.1752968), (4c9c6a059c48236a1cb14dee, 3.1619728), (4b1c0375f964a520b30024e3, 3.1603806), (4bcc08273740b7139c756365, 3.142497), (4ac518f4f964a520fbae20e3, 3.137639), (4c52b7a4b6dabe9a24d2bb13, 3.1304393), (4af8a7f7f964a520fc0e22e3, 3.1128507)
546851031: (4ac518cef964a52021a620e3, 4.5152445), (4c9c6a059c48236a1cb14dee, 4.487452), (4ac518f7f964a520c6af20e3, 4.461085), (4ac518d1f964a520c3a620e3, 4.457598), (4ac518f6f964a52052af20e3, 4.453758), (4b1c0375f964a520b30024e3, 4.4458075), (4ba6419bf964a520b23f39e3, 4.4189854), (4ac518d2f964a5203da720e3, 4.417677), (4ac518d2f964a52026a720e3, 4.416662), (4bcc08273740b7139c756365, 4.3978376)
43676854: (4ac518cef964a520f8a520e3, 3.5784495), (4ac518d3f964a52076a720e3, 3.5614884), (4ac518d0f964a52099a620e3, 3.5602791), (4bcc08273740b7139c756365, 3.5602245), (4ac518d2f964a5203da720e3, 3.5543165), (4c52b7a4b6dabe9a24d2bb13, 3.5479145), (4ac518eff964a52064ad20e3, 3.5335374), (4ac518cef964a52021a620e3, 3.5211706), (4ac518f6f964a52052af20e3, 3.5110233), (4c9c6a059c48236a1cb14dee, 3.50212)
102480155: (4af47862f964a520d6f221e3, 4.2861466), (4ac518d3f964a52076a720e3, 4.2414002), (4c9c6a059c48236a1cb14dee, 4.2385397), (4ac518d2f964a52026a720e3, 4.2212334), (4ac518d2f964a5203da720e3, 4.218682), (4bcc08273740b7139c756365, 4.200565), (4b114284f964a520657923e3, 4.1994557), (4ac518f7f964a520c6af20e3, 4.1867137), (4ba12171f964a520c29a37e3, 4.173713), (4ac518cef964a52021a620e3, 4.1715584)
18796965: (4ac518cef964a520f8a520e3, 4.068669), (4ac518f6f964a52052af20e3, 4.0493927), (4ac518d2f964a5203da720e3, 4.0378065), (4ac518f4f964a520fbae20e3, 4.0353694), (4c9c6a059c48236a1cb14dee*, 4.030083), (4ac518d2f964a52026a720e3, 4.008707), (4ac518eff964a52064ad20e3, 4.002238), (4b1c0375f964a520b30024e3, 3.988781), (4af47862f964a520d6f221e3, 3.9623756), (4bcc08273740b7139c756365, 3.9492457)
15298450: (4c9c6a059c48236a1cb14dee, 3.569972), (4ac518cef964a520f8a520e3, 3.5683374), (4ac518d1f964a520c3a620e3, 3.5495439), (4f180e24e4b0fc8452f7abee, 3.5350409), (4ac518f6f964a52052af20e3, 3.5283349), (4fb67af3e4b014d752c9b6c7, 3.5252242), (4ae02185f964a5203f7e21e3, 3.5203495), (4ae811e5f964a5200cae21e3, 3.518349), (4ac518e7f964a52067ab20e3, 3.5010817), (4e175b25183880768f35a7e5, 3.4947975)
293698185: (4c9c6a059c48236a1cb14dee, 4.6223674), (4ac518cef964a52021a620e3, 4.6198173), (4bcc08273740b7139c756365, 4.600094), (4ac518d3f964a52076a720e3, 4.589954), (4ac518d1f964a520c3a620e3, 4.5524926), (4b1c0375f964a520b30024e3, 4.5490785), (4c52b7a4b6dabe9a24d2bb13, 4.527464), (4ad42aa6f964a5205de720e3, 4.520915), (4ac518eff964a52064ad20e3, 4.517914), (4af47862f964a520d6f221e3, 4.5041585)
254895673: (4ac518cef964a52021a620e3, 3.208024), (4c9c6a059c48236a1cb14dee, 3.197928), (4ac518f6f964a52052af20e3, 3.1968982), (4ac518cef964a520f8a520e3, 3.1760328), (4b1c0375f964a520b30024e3, 3.1599352), (4ba6419bf964a520b23f39e3, 3.1450317), (4c52b7a4b6dabe9a24d2bb13, 3.1434808), (4ac518d1f964a520c3a620e3, 3.1386135), (4ac518d2f964a5203da720e3, 3.1329124), (4ac518f4f964a520fbae20e3, 3.1323075)
162725636: (4af47862f964a520d6f221e3, 3.7591393), (4af9a82df964a520fd1222e3, 3.7529972), (4c9c6a059c48236a1cb14dee, 3.7455494), (4acbc300f964a52058c520e3, 3.696802), (4ac518f6f964a52052af20e3, 3.6903934), (4ac518c8f964a5208ea520e3, 3.687421), (4ac518cef964a52021a620e3, 3.686807), (4bcc08273740b7139c756365, 3.6862087), (4ac518d2f964a52026a720e3, 3.679046), (4ac518eff964a52064ad20e3, 3.6785305)
250453223: (4ac518d1f964a520c3a620e3, 3.3376896), (4ac518cef964a52021a620e3, 3.32596), (4c9c6a059c48236a1cb14dee, 3.3172712), (4bcc08273740b7139c756365, 3.3116763), (4ac518f6f964a52050af20e3, 3.3005571), (4ac518cef964a520f8a520e3, 3.2907722), (4ac518eff964a52064ad20e3, 3.2864206), (4ac518f4f964a520fbae20e3, 3.277958), (4c52b7a4b6dabe9a24d2bb13, 3.2711139), (4b1c0375f964a520b30024e3, 3.2703102)
258709321: (4ac518f6f964a52052af20e3, 4.837577), (4c9c6a059c48236a1cb14dee, 4.835069), (4ac518cef964a520f8a520e3, 4.8235044), (4ac518cef964a52021a620e3, 4.8049817), (4af47862f964a520d6f221e3, 4.800665), (4ac518d1f964a520c3a620e3, 4.775649), (4ac518f4f964a520fbae20e3, 4.768233), (4ac518f7f964a520c6af20e3, 4.764146), (4b1c0375f964a520b30024e3, 4.7483892), (4ac518eff964a52064ad20e3, 4.7421556)
191379149: (4c9c6a059c48236a1cb14dee, 4.4203577), (4ac518cef964a52021a620e3, 4.347387), (4ba6419bf964a520b23f39e3, 4.3459115), (4af47862f964a520d6f221e3, 4.317707), (4bcc08273740b7139c756365, 4.3074327), (4ac518f6f964a52052af20e3, 4.3049974), (4ac518d1f964a520c3a620e3, 4.2863383), (4b1c0375f964a520b30024e3, 4.2810407), (4acbc300f964a52058c520e3, 4.2725496), (4b8146dbf964a520439d30e3, 4.251862)
67892954: (4ac518f6f964a52052af20e3, 4.6461167), (4ac518f7f964a520c6af20e3, 4.6073723), (4c9c6a059c48236a1cb14dee, 4.600162), (4ac518cef964a520f8a520e3, 4.589528), (4ac518d2f964a52026a720e3, 4.5887914), (4af47862f964a520d6f221e3, 4.5866976), (4ac518cef964a52021a620e3, 4.5773563), (4ac518d2f964a5203da720e3, 4.542248), (4b1c0375f964a520b30024e3, 4.531122), (4ac518f4f964a520fbae20e3, 4.5290046)
256977309: (51c7f7dd498e5c7b074e119c, 3.8233144), (4c9c6a059c48236a1cb14dee, 3.7808385), (4b62a4e8f964a520bb4d2ae3, 3.7684593), (4ac518cef964a52021a620e3, 3.7609236), (4ac518d1f964a520c3a620e3, 3.7597406), (4bcc08273740b7139c756365, 3.741375), (4ad42aa6f964a5205de720e3, 3.7350664), (4ac518f4f964a520fbae20e3, 3.7296407), (4c6ce8d923c1a1cd4bdf1acf, 3.7224002), (4b1c0375f964a520b30024e3, 3.716532)
14504663: (4af9a82df964a520fd1222e3, 3.9551878), (4af47862f964a520d6f221e3, 3.9329412), (4e175b25183880768f35a7e5, 3.913039), (4ac518d2f964a52026a720e3, 3.9058444), (4ac518d2f964a5203da720e3, 3.898479), (4ac518eff964a52064ad20e3, 3.8859584), (505b0a96e4b0597d277e6444, 3.882437), (4ac518e8f964a52075ab20e3, 3.8803802), (4ac518cef964a520f8a520e3*, 3.8734925), (4c6ce8d923c1a1cd4bdf1acf, 3.8667343)
1239742968: (4c9c6a059c48236a1cb14dee, 4.239435), (4ac518cef964a52021a620e3, 4.1741624), (4ba6419bf964a520b23f39e3, 4.1390896), (4acbc300f964a52058c520e3, 4.1352887), (4d4d51dea7f86ea8f43b35de, 4.1162853), (4b1c0375f964a520b30024e3*, 4.114876), (4ac518d1f964a520e6a620e3, 4.100451), (4ac518f6f964a52052af20e3, 4.0996504), (4d5ed23c149637047e12cf94, 4.070351), (4af47862f964a520d6f221e3, 4.0701914)
1134790494: (4ac518d2f964a5203da720e3, 3.7981024), (4ac518cef964a520f8a520e3, 3.767458), (4ac518f6f964a52052af20e3, 3.7449572), (4ac518cef964a52021a620e3, 3.7424107), (4ac518eff964a52064ad20e3, 3.7372684), (4ac518d2f964a52026a720e3, 3.736031), (4bcc08273740b7139c756365, 3.7270446), (4af9a82df964a520fd1222e3, 3.724813), (4c9c6a059c48236a1cb14dee, 3.721928), (4ac518f4f964a520fbae20e3, 3.7134771)
1651495236: (4ac518f4f964a520fbae20e3, 3.8050077), (4ac518cef964a52021a620e3, 3.7940764), (4c9c6a059c48236a1cb14dee, 3.779164), (4ac518f6f964a52052af20e3, 3.764801), (4b1c0375f964a520b30024e3, 3.7610703), (4acbc300f964a52058c520e3, 3.7394228), (4ac518eff964a52064ad20e3, 3.7256403), (4ac518cef964a520f8a520e3, 3.717634), (4af47862f964a520d6f221e3, 3.6992795), (4ba6419bf964a520b23f39e3, 3.6942198)
