# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (52123cee11d230adda819de2, 1.4636254), (4c10d60581e976b0beb20feb, 1.4400724), (4bed5ad3e3562d7fc2dafef8, 1.4130609), (525e513211d2e56e6a24c4a4, 1.3903006), (4b4f946af964a520390c27e3, 1.3826104), (5242e7ca11d2a776d7f732a3, 1.3697739), (4b659fb9f964a520cff62ae3, 1.3656405), (4e956160cc21f49262864b9d, 1.3637177), (4bc8c10c6501c9b67ed54029, 1.3608147), (4c6fd33c34443704060c225f, 1.3576347)
95731884: (52123cee11d230adda819de2, 1.4883653), (4c10d60581e976b0beb20feb, 1.4623775), (4e956160cc21f49262864b9d, 1.407565), (51d09f10498e3b446a9670bd, 1.3976481), (5242e7ca11d2a776d7f732a3, 1.389847), (532ff91a498eb70b757ed5bb, 1.3872839), (4bed5ad3e3562d7fc2dafef8, 1.3783895), (4fb2dbd7e5e89f2415581f16, 1.3781581), (4dd7d0ef7d8b322663f8894e, 1.3731328), (4bc8c10c6501c9b67ed54029, 1.365139)
23110179: (51d09f10498e3b446a9670bd, 1.6035352), (4c10d60581e976b0beb20feb, 1.5949329), (52123cee11d230adda819de2, 1.5692462), (4dd7d0ef7d8b322663f8894e, 1.5488887), (4c6a82503bad2d7fb382b2ee, 1.5224762), (4e956160cc21f49262864b9d, 1.5033653), (5242e7ca11d2a776d7f732a3, 1.4962077), (4bed5ad3e3562d7fc2dafef8, 1.4955199), (4c058057517d0f47ada1f415, 1.4936601), (4b6dc0c9f964a520918c2ce3, 1.4913895)
19592747: (52123cee11d230adda819de2, 1.4484417), (4c10d60581e976b0beb20feb, 1.4235879), (4e956160cc21f49262864b9d, 1.3748001), (51d09f10498e3b446a9670bd, 1.3662049), (4bed5ad3e3562d7fc2dafef8, 1.3650023), (5242e7ca11d2a776d7f732a3, 1.356035), (4bc8c10c6501c9b67ed54029, 1.354935), (532ff91a498eb70b757ed5bb, 1.3511361), (4fb2dbd7e5e89f2415581f16, 1.3492663), (4b4f946af964a520390c27e3, 1.3472055)
133443490: (52123cee11d230adda819de2, 1.4334202), (4c10d60581e976b0beb20feb, 1.4082832), (4bc8c10c6501c9b67ed54029, 1.3446933), (51d09f10498e3b446a9670bd, 1.3431028), (4bed5ad3e3562d7fc2dafef8, 1.3403342), (4dd7d0ef7d8b322663f8894e, 1.339285), (4b4f946af964a520390c27e3, 1.334166), (5242e7ca11d2a776d7f732a3, 1.3318669), (532ff91a498eb70b757ed5bb, 1.3297077), (4e956160cc21f49262864b9d, 1.3260115)
121683168: (4bed5ad3e3562d7fc2dafef8, 1.7701365), (52123cee11d230adda819de2, 1.7515122), (4b659fb9f964a520cff62ae3, 1.7252344), (4cd45b4c2944b1f7679556ec, 1.7041553), (4b4f946af964a520390c27e3, 1.6881818), (4ef340d96da16847ce06fe33, 1.6718192), (4bc8c10c6501c9b67ed54029, 1.6708426), (525e513211d2e56e6a24c4a4, 1.6697394), (4c10d60581e976b0beb20feb, 1.6672437), (50a78789e4b0ea2d59bbbbb5, 1.6607871)
35528090: (52123cee11d230adda819de2, 1.4754187), (4c10d60581e976b0beb20feb, 1.4553218), (525e513211d2e56e6a24c4a4, 1.4135743), (4bed5ad3e3562d7fc2dafef8, 1.3875307), (5242e7ca11d2a776d7f732a3, 1.3848854), (4b4f946af964a520390c27e3, 1.3724835), (4e81d6fd5c5c305b36eb2814, 1.3701748), (4b659fb9f964a520cff62ae3, 1.3624187), (51d09f10498e3b446a9670bd, 1.3622197), (532ff91a498eb70b757ed5bb, 1.3562733)
21686958: (52123cee11d230adda819de2, 1.5239933), (4c10d60581e976b0beb20feb, 1.495807), (4bed5ad3e3562d7fc2dafef8, 1.4543129), (4e956160cc21f49262864b9d, 1.445835), (51d09f10498e3b446a9670bd, 1.4403063), (4b659fb9f964a520cff62ae3, 1.4313487), (5242e7ca11d2a776d7f732a3, 1.4299043), (4fb2dbd7e5e89f2415581f16, 1.4228548), (4b4f946af964a520390c27e3, 1.4171419), (4bc8c10c6501c9b67ed54029, 1.4154859)
1469238920: (52123cee11d230adda819de2, 1.4136341), (4c10d60581e976b0beb20feb, 1.4000628), (51d09f10498e3b446a9670bd, 1.3311331), (4bed5ad3e3562d7fc2dafef8, 1.3298857), (532ff91a498eb70b757ed5bb, 1.3293017), (5242e7ca11d2a776d7f732a3, 1.3287892), (4dd7d0ef7d8b322663f8894e, 1.3287538), (4e956160cc21f49262864b9d, 1.3246275), (4b4f946af964a520390c27e3, 1.3155856), (525e513211d2e56e6a24c4a4, 1.3142343)
36435074: (51153dd3e4b0ce6dc4af1ad4, 1.0418049), (50b24246498eee01f2c93703, 1.0402143), (5242e7ca11d2a776d7f732a3, 1.0346614), (525e513211d2e56e6a24c4a4, 1.019719), (52123cee11d230adda819de2, 1.0129949), (4c10d60581e976b0beb20feb, 1.0057433), (4be117970f03a593cc8618b4, 1.004512), (4e81d6fd5c5c305b36eb2814, 1.0039223), (532ff91a498eb70b757ed5bb, 1.0021398), (5250a071498e8b30032692e4, 0.9922028)
22815350: (52123cee11d230adda819de2, 1.4024636), (4c10d60581e976b0beb20feb, 1.3993527), (4dd7d0ef7d8b322663f8894e, 1.3406733), (51d09f10498e3b446a9670bd, 1.3391598), (4e956160cc21f49262864b9d, 1.3304394), (5242e7ca11d2a776d7f732a3, 1.2983674), (532ff91a498eb70b757ed5bb, 1.2950736), (4bed5ad3e3562d7fc2dafef8, 1.2884136), (4b6dc0c9f964a520918c2ce3, 1.2872823), (4fbd5eb67beb0c9cab0db6b1, 1.2794149)
32710744: (52123cee11d230adda819de2, 1.466629), (4c10d60581e976b0beb20feb, 1.4449235), (4e956160cc21f49262864b9d, 1.3955114), (4dd7d0ef7d8b322663f8894e, 1.3735121), (5242e7ca11d2a776d7f732a3, 1.3731723), (4f0ace0ad5fbcc4f3de92fa7, 1.3708967), (4bc8c10c6501c9b67ed54029, 1.3680239), (4b4f946af964a520390c27e3, 1.3575875), (532ff91a498eb70b757ed5bb, 1.3567638), (4bed5ad3e3562d7fc2dafef8, 1.3546977)
181028932: (52123cee11d230adda819de2, 1.4483837), (4c10d60581e976b0beb20feb, 1.4190018), (5242e7ca11d2a776d7f732a3, 1.3615885), (4fb2dbd7e5e89f2415581f16, 1.360595), (4bed5ad3e3562d7fc2dafef8, 1.3592962), (4e956160cc21f49262864b9d, 1.3565272), (532ff91a498eb70b757ed5bb, 1.3500314), (51d09f10498e3b446a9670bd, 1.340979), (4b659fb9f964a520cff62ae3, 1.3330128), (4dd7d0ef7d8b322663f8894e, 1.3326205)
223424384: (4b659fb9f964a520cff62ae3, 1.7898346), (4e81d6fd5c5c305b36eb2814, 1.757862), (4bed5ad3e3562d7fc2dafef8, 1.7568259), (52123cee11d230adda819de2, 1.7487674), (51d2ec61498ec9fafa07c34f, 1.7380648), (51d09f10498e3b446a9670bd, 1.730452), (4c10d60581e976b0beb20feb, 1.7263463), (4e24879a1495f18f036bc056, 1.7215751), (5187f16d498ea7ade4e33727, 1.6970791), (4b4f946af964a520390c27e3, 1.6912469)
221313006: (525e513211d2e56e6a24c4a4, 1.3213197), (52123cee11d230adda819de2, 1.3120768), (4bed5ad3e3562d7fc2dafef8, 1.2776672), (4c10d60581e976b0beb20feb, 1.2733375), (4ad33554f964a52069e320e3, 1.2700576), (4b4f946af964a520390c27e3, 1.2690994), (50ec1424e4b0ef749e457b07, 1.2546469), (5242e7ca11d2a776d7f732a3, 1.2483696), (4fb2dbd7e5e89f2415581f16, 1.243283), (4e81d6fd5c5c305b36eb2814, 1.2403337)
141716792: (52123cee11d230adda819de2, 1.4816583), (4c10d60581e976b0beb20feb, 1.4786987), (51d09f10498e3b446a9670bd, 1.4062393), (4dd7d0ef7d8b322663f8894e, 1.3865979), (525e513211d2e56e6a24c4a4, 1.3822374), (4e956160cc21f49262864b9d, 1.3815027), (5242e7ca11d2a776d7f732a3, 1.3717172), (51d2ec61498ec9fafa07c34f, 1.3577838), (532ff91a498eb70b757ed5bb, 1.3551389), (4bed5ad3e3562d7fc2dafef8, 1.3535157)
254707359: (52123cee11d230adda819de2, 1.3649763), (4c10d60581e976b0beb20feb, 1.339469), (4e956160cc21f49262864b9d, 1.2987844), (4f0ace0ad5fbcc4f3de92fa7, 1.2937052), (4bc8c10c6501c9b67ed54029, 1.290757), (4fb2dbd7e5e89f2415581f16, 1.2888631), (532ff91a498eb70b757ed5bb, 1.2857771), (5242e7ca11d2a776d7f732a3, 1.2817172), (4dd7d0ef7d8b322663f8894e, 1.2758602), (4e81d6fd5c5c305b36eb2814, 1.2754403)
102199088: (52123cee11d230adda819de2, 1.9386638), (525e513211d2e56e6a24c4a4, 1.9366688), (4c10d60581e976b0beb20feb, 1.9031218), (5117c170e4b02c4e2b76d0db, 1.8534389), (4cd45b4c2944b1f7679556ec, 1.8257667), (5242e7ca11d2a776d7f732a3, 1.8115472), (51d2ec61498ec9fafa07c34f, 1.8069266), (4c6fd33c34443704060c225f, 1.7887226), (53627921498e9c4611083fda, 1.7872256), (50b24246498eee01f2c93703, 1.7857851)
71879096: (52123cee11d230adda819de2, 1.4233123), (4c10d60581e976b0beb20feb, 1.4009751), (4e956160cc21f49262864b9d, 1.3466545), (4bed5ad3e3562d7fc2dafef8, 1.3365561), (51d09f10498e3b446a9670bd, 1.3324815), (5242e7ca11d2a776d7f732a3, 1.3263073), (525e513211d2e56e6a24c4a4, 1.3147699), (532ff91a498eb70b757ed5bb, 1.3113102), (4b659fb9f964a520cff62ae3, 1.3098475), (4b4f946af964a520390c27e3, 1.3087566)
191811554: (52123cee11d230adda819de2, 1.4945842), (4c10d60581e976b0beb20feb, 1.475584), (4e956160cc21f49262864b9d, 1.4066836), (51d09f10498e3b446a9670bd, 1.4013306), (4bed5ad3e3562d7fc2dafef8, 1.3941773), (5242e7ca11d2a776d7f732a3, 1.3862162), (4dd7d0ef7d8b322663f8894e, 1.3837419), (4b659fb9f964a520cff62ae3, 1.373906), (4bc8c10c6501c9b67ed54029, 1.3723826), (525e513211d2e56e6a24c4a4, 1.3721787)
148448733: (52123cee11d230adda819de2, 1.3987567), (4c10d60581e976b0beb20feb, 1.3871773), (4dd7d0ef7d8b322663f8894e, 1.3327528), (4bed5ad3e3562d7fc2dafef8, 1.3318225), (4e956160cc21f49262864b9d, 1.3249791), (51d09f10498e3b446a9670bd, 1.3161908), (4bc8c10c6501c9b67ed54029, 1.3115956), (4b4f946af964a520390c27e3, 1.3080369), (5242e7ca11d2a776d7f732a3, 1.2948172), (4f0ace0ad5fbcc4f3de92fa7, 1.2928234)
1371390146: (52123cee11d230adda819de2, 1.4579281), (4c10d60581e976b0beb20feb, 1.4351817), (4bed5ad3e3562d7fc2dafef8, 1.3861961), (4e956160cc21f49262864b9d, 1.3838848), (51d09f10498e3b446a9670bd, 1.3709967), (4dd7d0ef7d8b322663f8894e, 1.3647994), (4bc8c10c6501c9b67ed54029, 1.3640928), (4b4f946af964a520390c27e3, 1.3613802), (532ff91a498eb70b757ed5bb, 1.3565294), (5242e7ca11d2a776d7f732a3, 1.3502228)
307549176: (52123cee11d230adda819de2, 1.4614191), (4c10d60581e976b0beb20feb, 1.4387889), (4e956160cc21f49262864b9d, 1.3873584), (4bed5ad3e3562d7fc2dafef8, 1.3802029), (5242e7ca11d2a776d7f732a3, 1.3760681), (51d09f10498e3b446a9670bd, 1.3716908), (4b4f946af964a520390c27e3, 1.3555437), (4bc8c10c6501c9b67ed54029, 1.3551081), (4fb2dbd7e5e89f2415581f16, 1.354832), (4f0ace0ad5fbcc4f3de92fa7, 1.354392)
236940151: (52123cee11d230adda819de2, 1.3956634), (4c10d60581e976b0beb20feb, 1.3679688), (4e956160cc21f49262864b9d, 1.3254701), (4bed5ad3e3562d7fc2dafef8, 1.3044862), (51d09f10498e3b446a9670bd, 1.3002864), (5242e7ca11d2a776d7f732a3, 1.2960886), (4bc8c10c6501c9b67ed54029, 1.293376), (4b4f946af964a520390c27e3, 1.2898984), (4f0ace0ad5fbcc4f3de92fa7, 1.2863344), (532ff91a498eb70b757ed5bb, 1.2861685)
24155494: (52123cee11d230adda819de2, 1.398861), (4c10d60581e976b0beb20feb, 1.3677727), (4bed5ad3e3562d7fc2dafef8, 1.3283751), (4e956160cc21f49262864b9d, 1.3099018), (525e513211d2e56e6a24c4a4, 1.2978723), (4b4f946af964a520390c27e3, 1.2972496), (5242e7ca11d2a776d7f732a3, 1.2921239), (4fb2dbd7e5e89f2415581f16, 1.2868489), (4bc8c10c6501c9b67ed54029, 1.2850808), (4b659fb9f964a520cff62ae3, 1.283856)
20636705: (52123cee11d230adda819de2, 1.4692097), (4c10d60581e976b0beb20feb, 1.4563427), (4bed5ad3e3562d7fc2dafef8, 1.4010177), (4e956160cc21f49262864b9d, 1.3995874), (51d09f10498e3b446a9670bd, 1.3905562), (4dd7d0ef7d8b322663f8894e, 1.3848599), (4b659fb9f964a520cff62ae3, 1.3766029), (5242e7ca11d2a776d7f732a3, 1.35734), (532ff91a498eb70b757ed5bb, 1.3548248), (4fb2dbd7e5e89f2415581f16, 1.3518164)
20174894: (52123cee11d230adda819de2, 1.7696526), (4c10d60581e976b0beb20feb, 1.7304302), (4bed5ad3e3562d7fc2dafef8, 1.6990473), (4e956160cc21f49262864b9d, 1.6895884), (4fb2dbd7e5e89f2415581f16, 1.6894032), (532ff91a498eb70b757ed5bb, 1.6802838), (4b4f946af964a520390c27e3, 1.6731005), (4bc8c10c6501c9b67ed54029, 1.6658596), (4fbd5eb67beb0c9cab0db6b1, 1.6582539), (5242e7ca11d2a776d7f732a3, 1.6497375)
238123369: (52123cee11d230adda819de2, 1.4858793), (4c10d60581e976b0beb20feb, 1.4657917), (4bed5ad3e3562d7fc2dafef8, 1.39869), (4e956160cc21f49262864b9d, 1.3973951), (5242e7ca11d2a776d7f732a3, 1.3885477), (525e513211d2e56e6a24c4a4, 1.3822753), (4dd7d0ef7d8b322663f8894e, 1.3799573), (532ff91a498eb70b757ed5bb, 1.3798778), (51d09f10498e3b446a9670bd, 1.3789083), (4b4f946af964a520390c27e3, 1.3787881)
105214898: (52123cee11d230adda819de2, 1.5637244), (4c10d60581e976b0beb20feb, 1.5362108), (4fb2dbd7e5e89f2415581f16, 1.4964936), (4bed5ad3e3562d7fc2dafef8, 1.4958053), (4e956160cc21f49262864b9d, 1.4849832), (5242e7ca11d2a776d7f732a3, 1.4817706), (532ff91a498eb70b757ed5bb, 1.4806138), (4bc8c10c6501c9b67ed54029, 1.47343), (4b4f946af964a520390c27e3, 1.4717606), (4dd7d0ef7d8b322663f8894e, 1.4628806)
34379581: (52123cee11d230adda819de2, 1.448166), (4c10d60581e976b0beb20feb, 1.4323124), (4e956160cc21f49262864b9d, 1.3767424), (5242e7ca11d2a776d7f732a3, 1.351141), (4dd7d0ef7d8b322663f8894e, 1.3500706), (532ff91a498eb70b757ed5bb, 1.3410771), (51d09f10498e3b446a9670bd, 1.3407897), (4df11fe8813051e173a338ad, 1.3347508), (4fb2dbd7e5e89f2415581f16, 1.3329649), (4e81d6fd5c5c305b36eb2814, 1.3309247)
60707771: (52123cee11d230adda819de2, 1.4951236), (4c10d60581e976b0beb20feb, 1.4722804), (4e956160cc21f49262864b9d, 1.4136246), (4dd7d0ef7d8b322663f8894e, 1.4100249), (532ff91a498eb70b757ed5bb, 1.4099189), (4bc8c10c6501c9b67ed54029, 1.4071684), (4fb2dbd7e5e89f2415581f16, 1.4041564), (4bed5ad3e3562d7fc2dafef8, 1.4001424), (5242e7ca11d2a776d7f732a3, 1.3989129), (4b4f946af964a520390c27e3, 1.3984965)
340309018: (52123cee11d230adda819de2, 1.5586102), (4c10d60581e976b0beb20feb, 1.5372537), (4e956160cc21f49262864b9d, 1.4720508), (4bed5ad3e3562d7fc2dafef8, 1.4597341), (5242e7ca11d2a776d7f732a3, 1.4581645), (51d09f10498e3b446a9670bd, 1.4531418), (532ff91a498eb70b757ed5bb, 1.4529947), (4dd7d0ef7d8b322663f8894e, 1.4526947), (4b4f946af964a520390c27e3, 1.4454503), (4fb2dbd7e5e89f2415581f16, 1.4418763)
364961102: (52123cee11d230adda819de2, 1.3871831), (4c10d60581e976b0beb20feb, 1.36795), (4e956160cc21f49262864b9d, 1.3146816), (51d09f10498e3b446a9670bd, 1.3029634), (4bed5ad3e3562d7fc2dafef8, 1.3014134), (532ff91a498eb70b757ed5bb, 1.2994728), (4fb2dbd7e5e89f2415581f16, 1.2992184), (5242e7ca11d2a776d7f732a3, 1.2983984), (4dd7d0ef7d8b322663f8894e, 1.2964199), (4bc8c10c6501c9b67ed54029, 1.2963051)
161706327: (50a78789e4b0ea2d59bbbbb5, 1.7025635), (4bed5ad3e3562d7fc2dafef8, 1.6851033), (52123cee11d230adda819de2, 1.6757895), (525e513211d2e56e6a24c4a4, 1.6734494), (4f1014fb1081cbea04d68afc, 1.6544098), (4b659fb9f964a520cff62ae3, 1.6458704), (4d283a608292236a015017bb, 1.6385927), (4d44433cbbb1a143485b4472, 1.6368666), (4b4f946af964a520390c27e3, 1.6342735), (4c10d60581e976b0beb20feb, 1.6240793)
188432437: (52123cee11d230adda819de2, 1.5298483), (4c10d60581e976b0beb20feb, 1.5088019), (5242e7ca11d2a776d7f732a3, 1.4597385), (532ff91a498eb70b757ed5bb, 1.4543676), (4e956160cc21f49262864b9d, 1.449982), (51d09f10498e3b446a9670bd, 1.4447316), (4fb2dbd7e5e89f2415581f16, 1.4361728), (4dd7d0ef7d8b322663f8894e, 1.4285908), (4bed5ad3e3562d7fc2dafef8, 1.4086366), (4b6dc0c9f964a520918c2ce3, 1.4074762)
37676796: (52123cee11d230adda819de2, 1.458969), (4c10d60581e976b0beb20feb, 1.440661), (4e956160cc21f49262864b9d, 1.383487), (51d09f10498e3b446a9670bd, 1.3795029), (4dd7d0ef7d8b322663f8894e, 1.3609707), (4bed5ad3e3562d7fc2dafef8, 1.3587857), (5242e7ca11d2a776d7f732a3, 1.3577355), (4bc8c10c6501c9b67ed54029, 1.3520584), (532ff91a498eb70b757ed5bb, 1.3451265), (4b4f946af964a520390c27e3, 1.3441188)
139374999: (52123cee11d230adda819de2, 1.475552), (4c10d60581e976b0beb20feb, 1.4561248), (4e956160cc21f49262864b9d, 1.4033444), (51d09f10498e3b446a9670bd, 1.3949889), (532ff91a498eb70b757ed5bb, 1.3799254), (4bed5ad3e3562d7fc2dafef8, 1.3792284), (4dd7d0ef7d8b322663f8894e, 1.3784583), (5242e7ca11d2a776d7f732a3, 1.377969), (4fb2dbd7e5e89f2415581f16, 1.3692923), (4bc8c10c6501c9b67ed54029, 1.3664862)
19151638: (52123cee11d230adda819de2, 1.3313384), (4c10d60581e976b0beb20feb, 1.3031074), (4bed5ad3e3562d7fc2dafef8, 1.2543936), (525e513211d2e56e6a24c4a4, 1.2528094), (4b4f946af964a520390c27e3, 1.2495921), (4bc8c10c6501c9b67ed54029, 1.2367275), (532ff91a498eb70b757ed5bb, 1.2366823), (5242e7ca11d2a776d7f732a3, 1.2341261), (4e3266b01495d5790be57e98, 1.2293761), (51d09f10498e3b446a9670bd, 1.2266985)
1115261414: (52123cee11d230adda819de2, 1.4177071), (4c10d60581e976b0beb20feb, 1.4081815), (51d09f10498e3b446a9670bd, 1.3399508), (4dd7d0ef7d8b322663f8894e, 1.3366039), (4e956160cc21f49262864b9d, 1.336179), (5242e7ca11d2a776d7f732a3, 1.3323954), (532ff91a498eb70b757ed5bb, 1.3215142), (4bed5ad3e3562d7fc2dafef8, 1.3112264), (525e513211d2e56e6a24c4a4, 1.3082119), (4b4f946af964a520390c27e3, 1.3003165)
279743747: (52123cee11d230adda819de2, 1.4876772), (4c10d60581e976b0beb20feb, 1.467923), (4e956160cc21f49262864b9d, 1.407738), (4bed5ad3e3562d7fc2dafef8, 1.4076971), (51d09f10498e3b446a9670bd, 1.39977), (4dd7d0ef7d8b322663f8894e, 1.3925552), (5242e7ca11d2a776d7f732a3, 1.3899983), (532ff91a498eb70b757ed5bb, 1.3894131), (4b4f946af964a520390c27e3, 1.3861389), (4bc8c10c6501c9b67ed54029, 1.3852057)
115074698: (52123cee11d230adda819de2, 1.445698), (4c10d60581e976b0beb20feb, 1.4179063), (51d09f10498e3b446a9670bd, 1.3778303), (4b659fb9f964a520cff62ae3, 1.3450719), (5117c170e4b02c4e2b76d0db, 1.3441314), (4df11fe8813051e173a338ad, 1.3261981), (4bed5ad3e3562d7fc2dafef8, 1.3207749), (525e513211d2e56e6a24c4a4, 1.3130423), (4e956160cc21f49262864b9d, 1.3126767), (4f74aca2e4b00a080e278167, 1.3075583)
283432802: (52123cee11d230adda819de2, 1.4311304), (4c10d60581e976b0beb20feb, 1.4179544), (4bed5ad3e3562d7fc2dafef8, 1.3541679), (4e956160cc21f49262864b9d, 1.3497355), (4dd7d0ef7d8b322663f8894e, 1.3452759), (51d09f10498e3b446a9670bd, 1.3401451), (5242e7ca11d2a776d7f732a3, 1.331664), (532ff91a498eb70b757ed5bb, 1.3247408), (525e513211d2e56e6a24c4a4, 1.3244767), (4b4f946af964a520390c27e3, 1.3242749)
356871739: (52123cee11d230adda819de2, 1.4010867), (4c10d60581e976b0beb20feb, 1.3636222), (4bc8c10c6501c9b67ed54029, 1.3356274), (532ff91a498eb70b757ed5bb, 1.3215941), (4b4f946af964a520390c27e3, 1.3195593), (4ac518bdf964a520a7a220e3, 1.318491), (4df71f19fa76511d004720f1, 1.3173715), (5242e7ca11d2a776d7f732a3, 1.3125563), (4f0ace0ad5fbcc4f3de92fa7, 1.3060281), (51153dd3e4b0ce6dc4af1ad4, 1.305667)
141996830: (52123cee11d230adda819de2, 1.5002536), (4c10d60581e976b0beb20feb, 1.4785789), (4e956160cc21f49262864b9d, 1.4562452), (51d09f10498e3b446a9670bd, 1.4430556), (4bed5ad3e3562d7fc2dafef8, 1.4357553), (4b659fb9f964a520cff62ae3, 1.4191494), (5242e7ca11d2a776d7f732a3, 1.4084432), (4f0ace0ad5fbcc4f3de92fa7, 1.4021571), (4fb2dbd7e5e89f2415581f16, 1.3898596), (4bc8c10c6501c9b67ed54029, 1.3821999)
