# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518cef964a52021a620e3, 3.1458592), (4acbc300f964a52058c520e3, 3.1032152), (4ac518d1f964a520c3a620e3, 3.097532), (4ac518f4f964a520fbae20e3, 3.094503), (4af47862f964a520d6f221e3, 3.0939934), (4ac518d3f964a52076a720e3, 3.092815), (4c9c6a059c48236a1cb14dee, 3.0760279), (4ac518cef964a520f8a520e3, 3.075741), (4ac518eff964a52064ad20e3, 3.0752726), (4b1c0375f964a520b30024e3, 3.0693936)
22815350: (4c9c6a059c48236a1cb14dee, 3.941172), (4ac518cef964a52021a620e3, 3.8969977), (4ac518d1f964a520c3a620e3, 3.892189), (4ac518cef964a520f8a520e3, 3.8454218), (4e4b9e2314958c3abfa956c7, 3.8394938), (4ba6419bf964a520b23f39e3, 3.8377767), (4ac518cef964a520f7a520e3, 3.822479), (4d5ed23c149637047e12cf94, 3.8153183), (4ac518d0f964a52097a620e3, 3.813814), (4ac518f4f964a520fbae20e3, 3.801292)
32710744: (4acbc300f964a52058c520e3, 4.8784275), (4af47862f964a520d6f221e3, 4.8703604), (4ba6419bf964a520b23f39e3, 4.8666954), (4ac518cef964a52021a620e3, 4.855675), (4ac518d3f964a52076a720e3, 4.850874), (4c6ce8d923c1a1cd4bdf1acf, 4.8360343), (4ac518d2f964a52026a720e3, 4.8234067), (4acaf933f964a52031c320e3, 4.817791), (4b1c0375f964a520b30024e3, 4.810999), (4c9c6a059c48236a1cb14dee, 4.791955)
181028932: (4ac518cef964a52021a620e3, 4.5081253), (4ac518f7f964a520c6af20e3, 4.4426036), (4ba6419bf964a520b23f39e3, 4.4150667), (4ac518d2f964a5203da720e3, 4.4149203), (4c6ce8d923c1a1cd4bdf1acf, 4.40321), (4ac518f4f964a520fbae20e3, 4.3985877), (4ac518d1f964a520c3a620e3, 4.385669), (4ac518d3f964a52076a720e3, 4.377386), (4d5ed23c149637047e12cf94, 4.369749), (4b114284f964a520657923e3, 4.355207)
221313006: (4b1c0375f964a520b30024e3, 4.3740435), (4ad42aa6f964a5205de720e3, 4.363551), (4ac518cef964a52021a620e3, 4.35747), (4ac518f4f964a520fbae20e3, 4.3398457), (4c9c6a059c48236a1cb14dee, 4.321586), (4acbc300f964a52058c520e3, 4.3130794), (4af47862f964a520d6f221e3, 4.3039045), (4ac518eff964a52064ad20e3, 4.2950144), (4b114284f964a520657923e3, 4.2898636), (4bf5197b98ac0f4761ac64a8, 4.2753816)
141716792: (4af47862f964a520d6f221e3, 4.1494656), (4b1c0375f964a520b30024e3, 4.096726), (4bc0d7c84cdfc9b658969321, 4.085873), (4c9c6a059c48236a1cb14dee, 4.0662556), (4ac518d2f964a5203da720e3, 4.0627413), (4ac518f6f964a52052af20e3, 4.046971), (4ac518eff964a52064ad20e3, 4.032503), (4ac518d1f964a520c3a620e3, 4.0257893), (4ac518cef964a52021a620e3, 4.0210576), (4ac518f4f964a520fbae20e3, 4.0186205)
254707359: (4c9c6a059c48236a1cb14dee, 2.8918633), (4af47862f964a520d6f221e3, 2.8414981), (4ac518f6f964a52050af20e3, 2.7914472), (4ac518cef964a520f8a520e3, 2.790167), (4ac518eff964a52064ad20e3, 2.7843142), (4b7ed0c3f964a520820130e3, 2.783698), (4ac518f6f964a52052af20e3, 2.7814023), (4ac518d1f964a520c3a620e3, 2.77868), (4f180e24e4b0fc8452f7abee, 2.7783499), (4f1205e9e4b04720456783a7, 2.7729447)
102199088: (4ac518d1f964a520c3a620e3, 3.73009), (4b233922f964a520785424e3, 3.651732), (52d71ac611d2dae852a0be1f, 3.6478748), (4e4b9e2314958c3abfa956c7, 3.6374805), (4ac518cef964a52021a620e3, 3.6264865), (4ac518ecf964a52078ac20e3, 3.6216516), (529f86dd11d2d625bdc69ba0, 3.6129482), (4c9c6a059c48236a1cb14dee, 3.6105802), (4ac518d2f964a5203da720e3, 3.6080058), (4ac518cef964a520f7a520e3, 3.5935726)
191811554: (4c9c6a059c48236a1cb14dee, 4.488669), (4ac518d1f964a520c3a620e3, 4.435022), (4ac518cef964a52021a620e3, 4.4323244), (4af47862f964a520d6f221e3, 4.4287333), (4ac518cef964a520f8a520e3, 4.4134836), (4ac518d3f964a52076a720e3, 4.4134097), (4ac518d2f964a52026a720e3, 4.3978457), (4ac518eff964a52064ad20e3, 4.396384), (4c6ce8d923c1a1cd4bdf1acf, 4.385496), (4d5ed23c149637047e12cf94, 4.3848844)
148448733: (4ac518cef964a52021a620e3, 4.026309), (4acbc300f964a52058c520e3, 4.0085106), (4b1c0375f964a520b30024e3, 3.9973135), (4ad42aa6f964a5205de720e3, 3.9930325), (4c9c6a059c48236a1cb14dee, 3.9846244), (4c52b7a4b6dabe9a24d2bb13, 3.9828107), (4ac518d2f964a52026a720e3, 3.9753468), (4ac518d1f964a520c3a620e3, 3.9732187), (4b114284f964a520657923e3, 3.9674487), (4ac518f6f964a52052af20e3, 3.965546)
1371390146: (4b1c0375f964a520b30024e3, 4.8437076), (4ac518cef964a52021a620e3, 4.8046136), (4ad42aa6f964a5205de720e3, 4.788977), (4c9c6a059c48236a1cb14dee, 4.785339), (4ac518eff964a52064ad20e3, 4.773691), (4b114284f964a520657923e3, 4.75778), (4ac518f4f964a520fbae20e3, 4.755939), (4c52b7a4b6dabe9a24d2bb13, 4.7491856), (4ac518d2f964a52026a720e3, 4.749109), (4ac518d2f964a5203da720e3, 4.741946)
236940151: (4ac518cef964a52021a620e3, 4.7882686), (4ac518f4f964a520fbae20e3, 4.6910686), (4fff1c5de4b018897fe4e69a, 4.682668), (4ac518d1f964a520c3a620e3, 4.664609), (4ac518d2f964a5203da720e3, 4.654735), (4b114284f964a520657923e3, 4.626277), (4ac518f7f964a520c6af20e3, 4.607293), (4c6ce8d923c1a1cd4bdf1acf, 4.607025), (4cb02bf3db32f04d1c92bd4d, 4.601966), (4ac518cef964a520f8a520e3, 4.592226)
24155494: (4ba6419bf964a520b23f39e3, 4.812865), (4c6ce8d923c1a1cd4bdf1acf, 4.790383), (4ac518cef964a52021a620e3, 4.7816563), (4ac518d2f964a52026a720e3, 4.77693), (4d5ed23c149637047e12cf94, 4.766061), (4ac518d3f964a52076a720e3, 4.7613745), (4c9c6a059c48236a1cb14dee, 4.755071), (4af47862f964a520d6f221e3, 4.752352), (4ac518d1f964a520c3a620e3, 4.7291474), (4ac518cef964a520f8a520e3, 4.7221904)
238123369: (4ac518d1f964a520c3a620e3, 4.299447), (4ac518f6f964a52052af20e3, 4.2829876), (4ac518cef964a52021a620e3, 4.265583), (4c9c6a059c48236a1cb14dee, 4.2571883), (4ac518d3f964a52076a720e3, 4.256646), (4ac518d2f964a5203da720e3, 4.2559977), (4c6ce8d923c1a1cd4bdf1acf, 4.25187), (4ba6419bf964a520b23f39e3, 4.249021), (4af47862f964a520d6f221e3, 4.245473), (4ac518d1f964a520e6a620e3, 4.213537)
34379581: (4c9c6a059c48236a1cb14dee, 4.0059876), (4ac518f4f964a520fbae20e3, 3.9948478), (4ac518cef964a52021a620e3, 3.9788425), (4ac518d1f964a520c3a620e3, 3.9768062), (4af47862f964a520d6f221e3, 3.945862), (4b1c0375f964a520b30024e3, 3.925511), (4ac518d2f964a5203da720e3, 3.9233356), (4ac518d0f964a52095a620e3, 3.8936281), (4ac518cef964a520f8a520e3, 3.8908293), (4ae811e5f964a5200cae21e3, 3.8868911)
60707771: (4c9c6a059c48236a1cb14dee, 2.9875278), (4ac518f6f964a52050af20e3, 2.9599802), (4af47862f964a520d6f221e3, 2.9394488), (4f180e24e4b0fc8452f7abee, 2.9199975), (4f1205e9e4b04720456783a7, 2.9132671), (4ac518cef964a520f8a520e3, 2.9054687), (4b233922f964a520785424e3, 2.897515), (4ac518eff964a52064ad20e3, 2.8960207), (4b6016a3f964a52076d529e3, 2.8930874), (4ac518d1f964a520c3a620e3, 2.8760521)
161706327: (4c9c6a059c48236a1cb14dee, 4.164186), (4ac518d1f964a520c3a620e3, 4.0590057), (4af47862f964a520d6f221e3, 4.0361404), (4ac518cef964a520f8a520e3, 4.0241013), (4b114284f964a520657923e3, 4.020314), (4ac518d3f964a52076a720e3, 4.0029554), (4acbc300f964a52058c520e3, 3.9998608), (4ac518f6f964a52052af20e3, 3.9998422), (4ac518f4f964a520fbae20e3, 3.9823587), (4bcc08273740b7139c756365*, 3.965702)
37676796: (4ac518cef964a52021a620e3, 3.8988636), (4c9c6a059c48236a1cb14dee, 3.8582656), (4ac518f7f964a520c6af20e3, 3.854118), (4ac518cef964a520f8a520e3, 3.8489976), (4af47862f964a520d6f221e3, 3.8327875), (4d5ed23c149637047e12cf94, 3.8292525), (4b114284f964a520657923e3, 3.8182325), (4ac518f4f964a520fbae20e3, 3.8180518), (4ba6419bf964a520b23f39e3, 3.8146775), (4ac518d1f964a520c3a620e3, 3.8126895)
139374999: (4ac518cef964a52021a620e3, 3.4170094), (4ac518d1f964a520c3a620e3, 3.3906844), (4ac518d2f964a5203da720e3, 3.3863604), (4ac518d1f964a520e0a620e3, 3.3854017), (4f1205e9e4b04720456783a7, 3.3801823), (4d5ed23c149637047e12cf94, 3.3684616), (4ac518f6f964a52050af20e3, 3.3588386), (4b4c451ff964a5204eb026e3, 3.3563478), (4b233922f964a520785424e3, 3.3540273), (4c9c6a059c48236a1cb14dee, 3.3507304)
19151638: (4ac518f6f964a52052af20e3, 4.67744), (4ac518d2f964a5203da720e3, 4.6306744), (4bcc08273740b7139c756365, 4.617258), (4ac518d1f964a520c3a620e3, 4.602307), (4c52b7a4b6dabe9a24d2bb13, 4.592912), (4ba6419bf964a520b23f39e3, 4.5803013), (4ac518cef964a52021a620e3, 4.5790706), (52d71ac611d2dae852a0be1f, 4.5598016), (4d5ed23c149637047e12cf94, 4.558583), (4c9c6a059c48236a1cb14dee, 4.5360727)
115074698: (4ad42aa6f964a5205de720e3, 3.340125), (4ac518e8f964a52075ab20e3, 3.3265657), (4c9c6a059c48236a1cb14dee, 3.3191009), (4ada4318f964a520a42021e3, 3.308243), (4af47862f964a520d6f221e3, 3.2800593), (4ac518cef964a520f8a520e3, 3.246983), (4ac518eff964a52064ad20e3, 3.241949), (4b1c0375f964a520b30024e3, 3.2374558), (4f1205e9e4b04720456783a7, 3.23462), (4b127e26f964a5203e8a23e3, 3.230252)
283432802: (4ba6419bf964a520b23f39e3, 5.2998676), (4ac518d2f964a52026a720e3, 5.281398), (4c6ce8d923c1a1cd4bdf1acf, 5.2701087), (4ac518cef964a52021a620e3, 5.2637653), (4d5ed23c149637047e12cf94, 5.236048), (4c9c6a059c48236a1cb14dee, 5.233398), (4ac518d3f964a52076a720e3, 5.2285056), (4ac518d1f964a520c3a620e3, 5.2281513), (4ac518cef964a520f8a520e3, 5.1930246), (4acbc300f964a52058c520e3, 5.192533)
97054969: (4ac518cef964a52021a620e3, 4.016272), (4ac518f4f964a520fbae20e3, 3.9957752), (4c9c6a059c48236a1cb14dee, 3.9839375), (4af47862f964a520d6f221e3, 3.9596217), (4b114284f964a520657923e3, 3.9562447), (4ac518d1f964a520c3a620e3, 3.9454412), (4ac518cef964a520f8a520e3, 3.9446876), (4e175b25183880768f35a7e5, 3.9147563), (4af9a82df964a520fd1222e3, 3.8989365), (4ad42aa6f964a5205de720e3, 3.892717)
57429170: (4ac518cef964a52021a620e3, 4.422582), (4ac518d1f964a520c3a620e3, 4.413598), (4c9c6a059c48236a1cb14dee, 4.399891), (4b114284f964a520657923e3, 4.3674984), (4ac518cef964a520f8a520e3, 4.321523), (4ae811e5f964a5200cae21e3, 4.315483), (4c6ce8d923c1a1cd4bdf1acf, 4.312832), (4ac518d2f964a5203da720e3, 4.3076806), (4ac518f4f964a520fbae20e3, 4.307453), (4ba6419bf964a520b23f39e3, 4.300155)
150359649: (4e4b9e2314958c3abfa956c7, 3.861212), (4ac518d1f964a520c3a620e3, 3.799268), (4ac518cef964a52021a620e3, 3.798398), (4c9c6a059c48236a1cb14dee, 3.790795), (4ac518cef964a520f8a520e3, 3.7580674), (4f1205e9e4b04720456783a7, 3.7408009), (4ac518d2f964a52026a720e3, 3.7281418), (4ac518f6f964a52050af20e3, 3.722774), (4c6ce8d923c1a1cd4bdf1acf, 3.7186172), (4d5ed23c149637047e12cf94, 3.7131543)
314728179: (4ac518d1f964a520c3a620e3, 4.8925405), (4ac518f6f964a52052af20e3, 4.8886375), (4c9c6a059c48236a1cb14dee, 4.8824162), (4ba6419bf964a520b23f39e3, 4.8594413), (4ac518cef964a52021a620e3, 4.8235083), (4ac518d2f964a5203da720e3, 4.8134), (4c6ce8d923c1a1cd4bdf1acf, 4.8131948), (4ac518d2f964a52026a720e3, 4.813136), (4d5ed23c149637047e12cf94, 4.799986), (4ac518d3f964a52076a720e3, 4.799076)
142236120: (4ac518cef964a52021a620e3, 5.577365), (4ac518d1f964a520c3a620e3, 5.5405655), (4c9c6a059c48236a1cb14dee, 5.5230403), (4ac518d2f964a5203da720e3, 5.5159907), (4b1c0375f964a520b30024e3, 5.471124), (4ac518d3f964a52076a720e3, 5.454096), (4ac518eff964a52064ad20e3, 5.4524484), (4ac518cef964a520f8a520e3, 5.4503803), (4c6ce8d923c1a1cd4bdf1acf, 5.449695), (4ac518f4f964a520fbae20e3, 5.446755)
40243149: (4ac518d1f964a520c3a620e3, 4.0025353), (4ac518d1f964a520e6a620e3, 3.9784536), (4ac518cef964a52021a620e3, 3.9507637), (4d5ed23c149637047e12cf94, 3.9272506), (4b233922f964a520785424e3, 3.9084802), (4c9c6a059c48236a1cb14dee, 3.9084477), (4af47862f964a520d6f221e3, 3.8838315), (51d5944b498eaa31fee4fa43, 3.8654256), (4ac518f6f964a52052af20e3, 3.865075), (4ac518d2f964a5203da720e3, 3.862222)
784609: (4c9c6a059c48236a1cb14dee, 4.7408133), (4af47862f964a520d6f221e3, 4.6993456), (4ac518d3f964a52076a720e3, 4.600282), (4ac518d1f964a520c3a620e3, 4.589477), (4ba6419bf964a520b23f39e3, 4.5866346), (4ac518f6f964a52052af20e3, 4.5817485), (4ac518cef964a520f8a520e3, 4.5799117), (4ac518eff964a52064ad20e3, 4.5690274), (4b1c0375f964a520b30024e3, 4.559201), (4ac518cef964a52021a620e3, 4.5548577)
328160244: (4b1c0375f964a520b30024e3, 4.46187), (4ac518cef964a52021a620e3, 4.449483), (4acbc300f964a52058c520e3, 4.4470468), (4af47862f964a520d6f221e3, 4.446515), (4ad42aa6f964a5205de720e3, 4.4412737), (4ac518eff964a52064ad20e3, 4.4351683), (4bcc08273740b7139c756365, 4.4096394), (4ac518d2f964a52026a720e3, 4.403018), (4b114284f964a520657923e3, 4.402721), (4ac518d3f964a52076a720e3, 4.3962197)
546851031: (4ac518cef964a52021a620e3, 5.10524), (4af47862f964a520d6f221e3, 5.092482), (4b1c0375f964a520b30024e3, 5.0778346), (4acbc300f964a52058c520e3, 5.0576396), (4ac518f4f964a520fbae20e3, 5.037845), (4ac518d3f964a52076a720e3, 5.0345), (4ac518eff964a52064ad20e3, 5.0324216), (4b114284f964a520657923e3, 5.01338), (4ac518d2f964a52026a720e3, 5.0014796), (4ac518cef964a520f8a520e3, 4.992541)
134912582: (4af47862f964a520d6f221e3, 4.469689), (4c9c6a059c48236a1cb14dee, 4.4233136), (4ac518e8f964a52075ab20e3, 4.419663), (4ac518d3f964a52076a720e3, 4.4137783), (4c6ce8d923c1a1cd4bdf1acf, 4.411506), (4ac518cef964a520f8a520e3, 4.3930697), (4ba6419bf964a520b23f39e3, 4.390206), (4ac518eff964a52064ad20e3, 4.382576), (4b114284f964a520657923e3, 4.3780684), (4b1c0375f964a520b30024e3, 4.3772254)
43676854: (4b114284f964a520657923e3, 3.77283), (4bcc08273740b7139c756365, 3.7678602), (4ac518cef964a52021a620e3, 3.765755), (4af47862f964a520d6f221e3, 3.7585907), (4acbc300f964a52058c520e3, 3.7538536), (4d96c78397d06ea823d70b0b, 3.7511885), (4c9c6a059c48236a1cb14dee, 3.7459276), (4ac518d3f964a52076a720e3, 3.745274), (4ac518d2f964a52026a720e3, 3.7418134), (4ac518cef964a520f8a520e3, 3.738633)
83152858: (4ac518cef964a52021a620e3, 4.697132), (4ba6419bf964a520b23f39e3, 4.6812973), (4ac518f4f964a520fbae20e3, 4.665708), (4ac518d2f964a5203da720e3, 4.6563544), (4af47862f964a520d6f221e3, 4.651021), (4b1c0375f964a520b30024e3, 4.6404457), (4ac518f7f964a520c6af20e3, 4.6348505), (4c9c6a059c48236a1cb14dee, 4.629507), (4d5ed23c149637047e12cf94, 4.6149254), (4ac518eff964a52064ad20e3, 4.6128054)
18561913: (4c9c6a059c48236a1cb14dee, 4.963155), (4b1c0375f964a520b30024e3, 4.946875), (4ac518cef964a52021a620e3, 4.923283), (4ad42aa6f964a5205de720e3, 4.920533), (4ac518f4f964a520fbae20e3, 4.9013176), (4ac518eff964a52064ad20e3, 4.893097), (4af47862f964a520d6f221e3, 4.8925724), (4ac518d1f964a520c3a620e3, 4.8750997), (4ac518d2f964a5203da720e3, 4.8621078), (4ac518cef964a520f8a520e3, 4.8552194)
102480155: (4ba6419bf964a520b23f39e3, 4.7810035), (4af47862f964a520d6f221e3, 4.7797956), (4ac518cef964a52021a620e3, 4.7774196), (4ac518f7f964a520c6af20e3, 4.7612634), (4c9c6a059c48236a1cb14dee, 4.7544775), (4d5ed23c149637047e12cf94, 4.754299), (4ac518d3f964a52076a720e3, 4.750958), (4ac518d1f964a520c3a620e3, 4.7274065), (4c6ce8d923c1a1cd4bdf1acf, 4.726974), (4bcc08273740b7139c756365, 4.7234488)
18796965: (4ac518cef964a52021a620e3*, 4.1881366), (4ac518d2f964a5203da720e3, 4.1331677), (4ac518f6f964a52052af20e3, 4.1028895), (4af47862f964a520d6f221e3, 4.0970635), (4ac518f7f964a520c6af20e3, 4.0934825), (4b114284f964a520657923e3, 4.085163), (4ac518f4f964a520fbae20e3, 4.0812736), (4bcc08273740b7139c756365, 4.068804), (4c6ce8d923c1a1cd4bdf1acf, 4.064426), (4d5ed23c149637047e12cf94, 4.058963)
33265454: (4ac518d1f964a520c3a620e3, 3.32874), (4b233922f964a520785424e3, 3.2844343), (4ac518d0f964a52097a620e3, 3.237696), (4ac518d1f964a520e6a620e3, 3.230197), (4ac518f6f964a52052af20e3, 3.2266142), (4ac518d2f964a5203da720e3, 3.2209814), (4c9c6a059c48236a1cb14dee, 3.2199187), (4ac518f6f964a52050af20e3, 3.215874), (4ac518cef964a52021a620e3, 3.2088094), (4b5061def964a520cb2127e3, 3.2063453)
185366131: (4ac518cef964a52021a620e3, 4.3852916), (4b114284f964a520657923e3, 4.3290353), (4ac518d2f964a52026a720e3, 4.2957263), (4bcc08273740b7139c756365, 4.2943835), (4acbc300f964a52058c520e3, 4.2748804), (4ac518d3f964a52076a720e3, 4.2748394), (4ba6419bf964a520b23f39e3, 4.270933), (4af47862f964a520d6f221e3, 4.270593), (4ac518cef964a520f8a520e3, 4.2689815), (4c6ce8d923c1a1cd4bdf1acf, 4.2687483)
291836372: (4ac518d1f964a520c3a620e3, 3.780392), (4ac518f6f964a52052af20e3, 3.7661436), (52d71ac611d2dae852a0be1f, 3.755798), (4c9c6a059c48236a1cb14dee, 3.7475734), (4bcc08273740b7139c756365, 3.7178326), (4ac518cef964a52021a620e3, 3.6882899), (4ac518cef964a520f7a520e3, 3.6734712), (4ac518d2f964a5203da720e3, 3.6631126), (4e03696a18389833c596a0a8, 3.6609077), (4ac518d0f964a52097a620e3, 3.6322477)
15298450: (4b1c0375f964a520b30024e3, 4.800004), (4ac518cef964a52021a620e3, 4.7408853), (4ac518eff964a52064ad20e3, 4.711318), (4c513de4250dd13a41a4e17c, 4.710368), (4af47862f964a520d6f221e3, 4.705493), (4ad42aa6f964a5205de720e3, 4.702884), (4ac518f4f964a520fbae20e3, 4.697167), (4ac518d2f964a5203da720e3, 4.6920977), (4acbc300f964a52058c520e3, 4.6872416), (4c52b7a4b6dabe9a24d2bb13, 4.677362)
293698185: (4b1c0375f964a520b30024e3, 4.95699), (4ac518cef964a52021a620e3, 4.9508734), (4ba6419bf964a520b23f39e3, 4.9495826), (4ac518d2f964a5203da720e3, 4.9401565), (4c9c6a059c48236a1cb14dee, 4.917064), (4af47862f964a520d6f221e3, 4.9087195), (4c6ce8d923c1a1cd4bdf1acf, 4.9028215), (4ac518d2f964a52026a720e3, 4.902335), (4acbc300f964a52058c520e3, 4.9020534), (4ac518d3f964a52076a720e3, 4.891409)
254895673: (4af47862f964a520d6f221e3, 5.0524073), (4ac518cef964a52021a620e3, 5.0306625), (4c9c6a059c48236a1cb14dee, 4.996688), (4ac518eff964a52064ad20e3, 4.979756), (4bcc08273740b7139c756365, 4.97613), (4ac518f4f964a520fbae20e3, 4.972807), (4ac518d3f964a52076a720e3, 4.9722366), (4b1c0375f964a520b30024e3, 4.9637957), (4acbc300f964a52058c520e3, 4.953536), (4ac518cef964a520f8a520e3, 4.9437284)
162725636: (4c52b7a4b6dabe9a24d2bb13, 4.0823936), (4ac518d2f964a5203da720e3, 3.9949543), (4ba6419bf964a520b23f39e3, 3.9646723), (4ba12171f964a520c29a37e3, 3.9552608), (4ac518d1f964a520e0a620e3, 3.938634), (4c513de4250dd13a41a4e17c, 3.9360342), (4ac518cef964a52021a620e3, 3.929704), (4ac518d2f964a52026a720e3, 3.9266944), (52d71ac611d2dae852a0be1f, 3.923991), (4b1c0375f964a520b30024e3, 3.9216344)
250453223: (4ac518cef964a52021a620e3, 4.630439), (4b1c0375f964a520b30024e3, 4.603079), (4af47862f964a520d6f221e3, 4.580246), (4acbc300f964a52058c520e3, 4.574108), (4ac518d3f964a52076a720e3, 4.5633516), (4ac518f4f964a520fbae20e3, 4.5630527), (4ac518eff964a52064ad20e3, 4.553265), (4ac518d2f964a5203da720e3, 4.5479774), (4ac518d1f964a520c3a620e3, 4.527481), (4c6ce8d923c1a1cd4bdf1acf, 4.5249333)
