# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518cdf964a520f2a520e3, 3.2536695), (4ac518cef964a52021a620e3, 3.2523234), (52d71ac611d2dae852a0be1f, 3.2428083), (4ac518f6f964a52052af20e3, 3.2381396), (4acbc300f964a52058c520e3, 3.2335722), (4ac518eff964a52064ad20e3, 3.2299385), (4c6ce8d923c1a1cd4bdf1acf, 3.2290654), (4ac518cef964a520f8a520e3, 3.225648), (4ac518d2f964a52026a720e3, 3.2060292), (4fff1c5de4b018897fe4e69a, 3.2052855)
35528090: (4ac518d1f964a520c3a620e3, 3.4451725), (4ac518cef964a52021a620e3, 3.4448543), (4c9c6a059c48236a1cb14dee*, 3.4279695), (4ac518d2f964a5203da720e3, 3.4222524), (4ac518d3f964a52076a720e3, 3.4094892), (4c52b7a4b6dabe9a24d2bb13, 3.3973038), (4b1c0375f964a520b30024e3, 3.385635), (4ac518f4f964a520fbae20e3, 3.3723617), (4ac518cef964a520f8a520e3, 3.3666046), (4d5ed23c149637047e12cf94, 3.352522)
21686958: (4ac518cef964a52021a620e3, 5.6314936), (4ac518eff964a52064ad20e3, 5.624965), (4c9c6a059c48236a1cb14dee, 5.623039), (4c6ce8d923c1a1cd4bdf1acf, 5.5802317), (4af47862f964a520d6f221e3, 5.573383), (4acbc300f964a52058c520e3, 5.560685), (4ba6419bf964a520b23f39e3, 5.5519457), (4ac518d1f964a520c3a620e3, 5.5510645), (4ac518d2f964a52026a720e3, 5.5177627), (4b1c0375f964a520b30024e3, 5.500899)
1469238920: (4ac518cef964a52021a620e3, 3.99229), (4acbc300f964a52058c520e3, 3.9827626), (4ba6419bf964a520b23f39e3, 3.9618535), (4c9c6a059c48236a1cb14dee, 3.9431124), (4ac518f6f964a52052af20e3, 3.9346316), (4b114284f964a520657923e3, 3.925883), (4ac518d2f964a52026a720e3, 3.9205592), (4af47862f964a520d6f221e3, 3.9156163), (4ac518cef964a520f8a520e3, 3.9046142), (4c6ce8d923c1a1cd4bdf1acf, 3.8875628)
36435074: (4ac518d1f964a520c3a620e3, 4.100624), (4ac518f6f964a52050af20e3, 4.091128), (4ac518cef964a52021a620e3, 4.07551), (4c6ce8d923c1a1cd4bdf1acf, 4.074888), (4acbc300f964a52058c520e3, 4.0736623), (4ac518d2f964a5203da720e3, 4.0723805), (4ac518cef964a520f8a520e3, 4.072315), (4ac518eff964a52064ad20e3, 4.0631137), (4c52b7a4b6dabe9a24d2bb13, 4.0578203), (4ac518d3f964a52076a720e3, 4.0565877)
22815350: (4c6ce8d923c1a1cd4bdf1acf, 3.2679515), (4ae811e5f964a5200cae21e3, 3.2571046), (4ac518d2f964a52026a720e3, 3.2364998), (506999663d7cfe42e733a9b3, 3.2220037), (4b77eb6ff964a520c4ae2ee3, 3.2154357), (4ba6419bf964a520b23f39e3, 3.214882), (4af47862f964a520d6f221e3, 3.2135072), (4acbc300f964a52058c520e3, 3.2133281), (4ac518cef964a52021a620e3, 3.2069137), (4ac518eff964a52064ad20e3, 3.200302)
32710744: (4c9c6a059c48236a1cb14dee, 5.2636833), (4ac518eff964a52064ad20e3, 5.202902), (4ac518f6f964a52052af20e3, 5.16345), (4ac518d1f964a520c3a620e3, 5.1623783), (4c6ce8d923c1a1cd4bdf1acf, 5.156491), (4bc0d7c84cdfc9b658969321, 5.152686), (4b1c0375f964a520b30024e3, 5.14432), (4acbc300f964a52058c520e3, 5.141484), (4ac518d2f964a52026a720e3, 5.1410055), (4bcc08273740b7139c756365, 5.135977)
181028932: (4af47862f964a520d6f221e3, 4.616803), (4ac518cef964a52021a620e3, 4.5810747), (4c9c6a059c48236a1cb14dee, 4.499111), (4ac518d1f964a520c3a620e3, 4.495475), (4ac518cef964a520f8a520e3, 4.439729), (4ac518d0f964a52097a620e3, 4.433705), (4b8146dbf964a520439d30e3, 4.4283876), (4ac518eff964a52064ad20e3, 4.4249682), (4bcc08273740b7139c756365, 4.4224415), (4b7a7122f964a520f62c2fe3, 4.4219)
223424384: (4af47862f964a520d6f221e3, 3.6731064), (4ac518cef964a52021a620e3, 3.6700625), (4ac518f6f964a52052af20e3, 3.666627), (4bcc08273740b7139c756365, 3.597976), (4c9c6a059c48236a1cb14dee, 3.594962), (4b7a7122f964a520f62c2fe3, 3.580411), (4dcbcc6cd22d7ffe9d352e02, 3.5740805), (4ac518cef964a520f8a520e3, 3.5714345), (4b114284f964a520657923e3, 3.5589867), (4ac518d1f964a520c3a620e3, 3.5589612)
254707359: (4c513de4250dd13a41a4e17c, 3.9428616), (4c9c6a059c48236a1cb14dee, 3.8977602), (4ac518d1f964a520c3a620e3, 3.8777955), (4bcc08273740b7139c756365, 3.8565173), (4ac518d3f964a52076a720e3, 3.8523543), (4af47862f964a520d6f221e3, 3.829173), (4b1c0375f964a520b30024e3, 3.8088744), (4ac518cef964a52021a620e3, 3.8008974), (4e175b25183880768f35a7e5, 3.757486), (4ac518f6f964a52052af20e3, 3.7547963)
102199088: (4acbc300f964a52058c520e3, 3.68205), (4ac518d1f964a520c3a620e3, 3.6400666), (4ac518cef964a52021a620e3, 3.6326604), (4ac518cef964a520f8a520e3, 3.6170022), (4ac518d2f964a5203da720e3, 3.6147728), (4c6ce8d923c1a1cd4bdf1acf, 3.6088967), (4c9c6a059c48236a1cb14dee, 3.5990076), (4ac518d2f964a52026a720e3, 3.5908592), (4c52b7a4b6dabe9a24d2bb13, 3.581036), (4ac518eff964a52064ad20e3, 3.5802984)
71879096: (4ac518cef964a52021a620e3, 4.9450107), (4af47862f964a520d6f221e3, 4.9358683), (4c9c6a059c48236a1cb14dee, 4.925864), (4ac518d1f964a520c3a620e3, 4.9023776), (4ac518eff964a52064ad20e3, 4.886875), (4e175b25183880768f35a7e5, 4.8849006), (4ac518d0f964a52097a620e3, 4.880477), (4ac518cef964a520f8a520e3, 4.8766904), (4ac518d3f964a52076a720e3, 4.8746314), (4ac518d0f964a52095a620e3, 4.846095)
148448733: (4ba6419bf964a520b23f39e3, 4.2323685), (4ac518d2f964a52026a720e3, 4.1864443), (4acbc300f964a52058c520e3, 4.161223), (4ac518cef964a52021a620e3, 4.156235), (4c9c6a059c48236a1cb14dee, 4.1400976), (4c52b7a4b6dabe9a24d2bb13, 4.130879), (4ac518cef964a520f8a520e3, 4.1089854), (4ac518f4f964a520fbae20e3, 4.0987535), (4c6ce8d923c1a1cd4bdf1acf, 4.096578), (4ac518f7f964a520c6af20e3, 4.083583)
1371390146: (4ac518cef964a52021a620e3, 4.8395696), (4c9c6a059c48236a1cb14dee, 4.8220687), (4c6ce8d923c1a1cd4bdf1acf, 4.8150334), (4ac518eff964a52064ad20e3, 4.795554), (4ae811e5f964a5200cae21e3, 4.7800198), (4b7a7122f964a520f62c2fe3, 4.772093), (4ac518d1f964a520c3a620e3, 4.765499), (4ac518f6f964a52052af20e3, 4.7640233), (4ac518d2f964a52026a720e3, 4.7582483), (4ac518d3f964a52076a720e3, 4.746663)
307549176: (4c9c6a059c48236a1cb14dee, 5.1913652), (4af47862f964a520d6f221e3, 5.1905756), (4ac518cef964a52021a620e3, 5.1776476), (4bc0d7c84cdfc9b658969321, 5.154074), (4c6ce8d923c1a1cd4bdf1acf, 5.145357), (4ba6419bf964a520b23f39e3, 5.143631), (4ac518eff964a52064ad20e3, 5.1378074), (4acbc300f964a52058c520e3, 5.129979), (4ac518f6f964a52052af20e3, 5.109726), (4ac518d2f964a52026a720e3, 5.0813694)
236940151: (4acbc300f964a52058c520e3, 4.4727836), (4c6ce8d923c1a1cd4bdf1acf, 4.410007), (4ac518f6f964a52052af20e3, 4.4056726), (4ac518cef964a52021a620e3, 4.3920403), (4ac518d2f964a52026a720e3, 4.3844113), (4ba6419bf964a520b23f39e3, 4.377374), (4c9c6a059c48236a1cb14dee, 4.357718), (4ac518eff964a52064ad20e3, 4.3551617), (4ac518d2f964a5203da720e3, 4.352531), (4b114284f964a520657923e3, 4.3322835)
24155494: (4c9c6a059c48236a1cb14dee, 4.1979675), (4bc0d7c84cdfc9b658969321, 4.197867), (4b114284f964a520657923e3, 4.1901507), (4ac518cef964a52021a620e3, 4.1764936), (4acbc300f964a52058c520e3, 4.169555), (4af47862f964a520d6f221e3, 4.15542), (4ac518d2f964a5203da720e3, 4.1401944), (4f1205e9e4b04720456783a7, 4.1076064), (4ac518d1f964a520c3a620e3, 4.107237), (4bcc08273740b7139c756365, 4.1034875)
34379581: (4c9c6a059c48236a1cb14dee, 5.3728266), (4ac518cef964a52021a620e3, 5.355609), (4ba6419bf964a520b23f39e3, 5.332782), (4ac518d2f964a52026a720e3, 5.306142), (4acbc300f964a52058c520e3, 5.2539496), (4af47862f964a520d6f221e3, 5.250438), (4c6ce8d923c1a1cd4bdf1acf, 5.249136), (4ac518f4f964a520fbae20e3, 5.2483745), (4ac518f7f964a520c6af20e3, 5.247043), (4ac518d1f964a520c3a620e3, 5.246953)
340309018: (4ac518e8f964a52075ab20e3, 2.8706186), (4bd6c4026798ef3b178a658d, 2.8689992), (4bf5197b98ac0f4761ac64a8, 2.8137362), (4ae9aca2f964a5209fb521e3, 2.8109863), (4ad8e9baf964a520eb1521e3, 2.810292), (4ac518d7f964a52057a820e3, 2.8063953), (4ac518e7f964a52067ab20e3, 2.8013017), (4ae32aadf964a520309121e3, 2.7927372), (4ac518ecf964a52078ac20e3, 2.7865326), (4ac51183f964a52049a020e3, 2.7725394)
364961102: (4c9c6a059c48236a1cb14dee, 4.903823), (4af47862f964a520d6f221e3, 4.9021254), (4ac518d1f964a520c3a620e3, 4.8939047), (4ac518cef964a52021a620e3, 4.889659), (4ac518d3f964a52076a720e3, 4.8681207), (4ac518d2f964a5203da720e3, 4.846129), (4ae811e5f964a5200cae21e3, 4.843119), (4b1c0375f964a520b30024e3, 4.837162), (505b0a96e4b0597d277e6444, 4.836299), (4c513de4250dd13a41a4e17c, 4.8316307)
161706327: (4e175b25183880768f35a7e5, 4.724172), (4c9c6a059c48236a1cb14dee, 4.659951), (4ac518d3f964a52076a720e3, 4.608446), (4ac518cef964a520f8a520e3, 4.5966077), (4ac518f6f964a52052af20e3, 4.5890417), (4af47862f964a520d6f221e3, 4.580601), (4ac518eff964a52064ad20e3, 4.5718393), (4b7a7122f964a520f62c2fe3, 4.559443), (4c6ce8d923c1a1cd4bdf1acf, 4.557143), (4ac518d1f964a520c3a620e3, 4.5558705)
37676796: (4ba6419bf964a520b23f39e3, 3.9674346), (4ac518f6f964a52052af20e3, 3.9298801), (4acbc300f964a52058c520e3, 3.9139786), (4c9c6a059c48236a1cb14dee, 3.8970568), (4b3ba489f964a520cf7725e3, 3.8720617), (4ac518d2f964a52026a720e3, 3.8698685), (4c6ce8d923c1a1cd4bdf1acf, 3.8679204), (4ac518cef964a52021a620e3, 3.8579926), (4b7e5255f964a52076e92fe3, 3.8517246), (4e9c655cb63497cdaa96ce75, 3.8506668)
139374999: (4af47862f964a520d6f221e3, 3.0777829), (4b7a7122f964a520f62c2fe3, 3.0747504), (4ac518d0f964a52095a620e3, 3.0658762), (4ac518cef964a52021a620e3, 3.0566726), (4ac518f7f964a520c6af20e3, 3.0435276), (4ac518f6f964a52052af20e3, 3.0395155), (4ae811e5f964a5200cae21e3, 3.0372927), (4ac518f4f964a520fbae20e3, 3.0341408), (4c6ce8d923c1a1cd4bdf1acf, 3.013879), (4b114284f964a520657923e3, 3.0100896)
19151638: (4ac518f7f964a520c6af20e3, 4.2099943), (4b114284f964a520657923e3, 4.208262), (4ac518f6f964a52052af20e3, 4.2048664), (4c9c6a059c48236a1cb14dee, 4.150373), (4ac518cef964a52021a620e3, 4.1456013), (4ac518f0f964a520afad20e3, 4.135919), (4c52b7a4b6dabe9a24d2bb13, 4.1308618), (4ba6419bf964a520b23f39e3, 4.11996), (4ac518d2f964a52026a720e3, 4.1119514), (4d5ed23c149637047e12cf94, 4.1110473)
1115261414: (4ae9aca2f964a5209fb521e3, 2.2909276), (4ac518d3f964a52076a720e3, 2.2377295), (4ac518d1f964a520c3a620e3, 2.229223), (4ac518ecf964a52078ac20e3, 2.2283263), (4ac51183f964a52049a020e3, 2.224615), (4c53078afd2ea59379e5c927, 2.2018838), (4c9c6a059c48236a1cb14dee, 2.1962574), (4ac518d0f964a52095a620e3, 2.1944208), (4e175b25183880768f35a7e5, 2.185131), (4ac518f6f964a52050af20e3, 2.1756306)
279743747: (4c6ce8d923c1a1cd4bdf1acf, 3.924654), (4ac518f6f964a52052af20e3, 3.922332), (4acbc300f964a52058c520e3, 3.869715), (4ba6419bf964a520b23f39e3, 3.8646376), (4ac518cef964a520f8a520e3, 3.8635378), (4ae811e5f964a5200cae21e3, 3.8624983), (4ac518cef964a52021a620e3, 3.8579102), (4ac518d2f964a52026a720e3, 3.85121), (4af47862f964a520d6f221e3, 3.831506), (4c9c6a059c48236a1cb14dee, 3.8160474)
115074698: (4ac518f6f964a52052af20e3, 4.3595724), (4ac518cef964a52021a620e3, 4.33842), (4c9c6a059c48236a1cb14dee, 4.321607), (4b114284f964a520657923e3, 4.2948766), (4ba6419bf964a520b23f39e3, 4.283629), (4ac518d2f964a52026a720e3, 4.2748528), (4acbc300f964a52058c520e3, 4.273172), (4c6ce8d923c1a1cd4bdf1acf, 4.251889), (4ac518cef964a520f8a520e3, 4.240393), (4af47862f964a520d6f221e3, 4.240279)
283432802: (4ac518cef964a52021a620e3, 4.878307), (4c9c6a059c48236a1cb14dee, 4.849994), (4af47862f964a520d6f221e3, 4.8294954), (4e175b25183880768f35a7e5, 4.813151), (4ac518eff964a52064ad20e3, 4.7784805), (4ac518cef964a520f8a520e3, 4.7736006), (4ac518f4f964a520fbae20e3, 4.756976), (4ac518d0f964a52095a620e3, 4.750347), (4c6ce8d923c1a1cd4bdf1acf, 4.7495728), (4ac518d3f964a52076a720e3, 4.749539)
356871739: (4ac518cef964a52021a620e3, 4.532564), (4c9c6a059c48236a1cb14dee, 4.527319), (4ac518d2f964a52026a720e3, 4.503267), (4ba6419bf964a520b23f39e3, 4.470809), (4ac518d1f964a520c3a620e3, 4.458661), (4ac518cef964a520f8a520e3, 4.4458175), (4b1c0375f964a520b30024e3, 4.426844), (4ac518eff964a52064ad20e3, 4.4100904), (4ac518d0f964a52099a620e3, 4.3999662), (4af9a82df964a520fd1222e3, 4.393688)
141996830: (4ac518d3f964a52076a720e3, 4.7408934), (4ac518cef964a52021a620e3, 4.7393627), (4c9c6a059c48236a1cb14dee, 4.7335615), (4ac518d1f964a520c3a620e3, 4.719028), (4ac518cef964a520f8a520e3, 4.6740465), (4b1c0375f964a520b30024e3, 4.6640677), (4ac518d2f964a5203da720e3, 4.6599236), (4c52b7a4b6dabe9a24d2bb13, 4.6469183), (4ac518d2f964a52026a720e3, 4.6406975), (4ac518f6f964a52052af20e3, 4.636626)
15710574: (4f648039e4b03a7ce0f1ba75, 2.6158392), (4ae9aca2f964a5209fb521e3, 2.5857635), (4c222b9d497cb713c9e46cd8, 2.5324454), (4d50128b7ee1a35d5ae98134, 2.5282779), (4ac518ecf964a52078ac20e3, 2.5282538), (4c513de4250dd13a41a4e17c, 2.5228713), (4ac518d1f964a520c3a620e3, 2.5040562), (4ad0de63f964a52093da20e3, 2.5012991), (4ac518d3f964a52076a720e3, 2.4903543), (4c53078afd2ea59379e5c927, 2.4828439)
1692395785: (4ac518d1f964a520c3a620e3, 3.1401393), (4ac518eff964a52064ad20e3, 3.1278667), (4c9c6a059c48236a1cb14dee, 3.1074345), (4b1c0375f964a520b30024e3, 3.0910692), (4ac518cef964a52021a620e3, 3.0901582), (4ac518d2f964a5203da720e3, 3.0507185), (4af47862f964a520d6f221e3, 3.0433934), (4ac518ebf964a52049ac20e3, 3.0412092), (4bcc08273740b7139c756365, 3.0373807), (4ae2252ef964a5202c8b21e3, 3.02667)
150359649: (4ac518d3f964a52076a720e3, 3.7115958), (4c52b7a4b6dabe9a24d2bb13, 3.6966763), (4ac518f7f964a520c6af20e3, 3.690108), (4c9c6a059c48236a1cb14dee, 3.6850805), (4bf5197b98ac0f4761ac64a8, 3.6850674), (4ac518cef964a52021a620e3, 3.6801836), (4ac518e8f964a52075ab20e3, 3.6769779), (4ac518f6f964a52052af20e3, 3.663904), (4b114284f964a520657923e3, 3.6593933), (4d5ed23c149637047e12cf94, 3.6422312)
23744806: (4ba6419bf964a520b23f39e3, 4.612317), (4acbc300f964a52058c520e3, 4.559848), (4ac518eff964a52064ad20e3, 4.5324297), (4ac518d2f964a52026a720e3, 4.531365), (4c6ce8d923c1a1cd4bdf1acf, 4.531013), (4ac518cef964a52021a620e3, 4.5154724), (4ac518f6f964a52052af20e3, 4.4986672), (4c9c6a059c48236a1cb14dee, 4.471265), (4ac518f6f964a52050af20e3, 4.466162), (4c110d4a6b7e2d7f02942835, 4.4327254)
314728179: (4c9c6a059c48236a1cb14dee, 4.2140408), (4ac518f6f964a52052af20e3, 4.184335), (4ac518cef964a52021a620e3, 4.182442), (4ac518cdf964a520f2a520e3, 4.1780148), (4ac518eff964a52064ad20e3, 4.169432), (4b114284f964a520657923e3, 4.1409492), (4ac518d1f964a520e0a620e3, 4.136381), (505b0a96e4b0597d277e6444, 4.1189065), (4e9c655cb63497cdaa96ce75, 4.110413), (4ac518d2f964a5203da720e3, 4.1093926)
142236120: (4ac518cef964a52021a620e3, 4.546445), (4c9c6a059c48236a1cb14dee, 4.4739637), (4ac518f6f964a52052af20e3, 4.472756), (4b1c0375f964a520b30024e3, 4.4726386), (4af47862f964a520d6f221e3, 4.4603553), (4b114284f964a520657923e3, 4.4435563), (4ac518d1f964a520e0a620e3, 4.4368095), (4ac518eff964a52064ad20e3, 4.42678), (4ac518d1f964a520c3a620e3, 4.4188657), (4ac518d2f964a5203da720e3, 4.4068427)
18257109: (4ac518cef964a52021a620e3, 4.984858), (4ac518cef964a520f8a520e3, 4.9738936), (4ac518d2f964a52026a720e3, 4.9348493), (4c9c6a059c48236a1cb14dee, 4.930621), (4ac518d1f964a520c3a620e3, 4.9295745), (4c6ce8d923c1a1cd4bdf1acf, 4.9247456), (4ac518d3f964a52076a720e3, 4.9029646), (4af47862f964a520d6f221e3, 4.901005), (52d71ac611d2dae852a0be1f, 4.8949604), (4b1c0375f964a520b30024e3, 4.8492527)
40243149: (4ac518cef964a52021a620e3, 3.940018), (4c9c6a059c48236a1cb14dee, 3.9393785), (4ac518d1f964a520c3a620e3, 3.9204915), (4b1c0375f964a520b30024e3, 3.871321), (4ac518d3f964a52076a720e3, 3.8665955), (4ac518d2f964a5203da720e3, 3.843299), (4ac518f7f964a520c6af20e3*, 3.8344653), (4ac518cef964a520f8a520e3, 3.8302975), (4ac518d1f964a520e6a620e3, 3.8297453), (4af47862f964a520d6f221e3, 3.8180385)
78432265: (4ac518d2f964a5203da720e3, 5.1293206), (4ac518cef964a52021a620e3, 5.125553), (4ac518d1f964a520c3a620e3, 5.1065845), (4c9c6a059c48236a1cb14dee, 5.1023917), (4acbc300f964a52058c520e3, 5.097663), (4ac518d2f964a52026a720e3, 5.0716157), (4ac518cef964a520f8a520e3, 5.055039), (4c6ce8d923c1a1cd4bdf1acf, 5.045454), (4ac518f6f964a52052af20e3, 5.0429053), (4b114284f964a520657923e3, 5.0406265)
784609: (4ac518cef964a52021a620e3, 5.55533), (4af47862f964a520d6f221e3, 5.550587), (4c9c6a059c48236a1cb14dee, 5.508243), (4ac518d1f964a520c3a620e3, 5.477883), (4ac518f6f964a52052af20e3, 5.446398), (4bcc08273740b7139c756365, 5.446283), (4b114284f964a520657923e3, 5.4217515), (4ac518d2f964a5203da720e3, 5.418808), (4ac518f7f964a520c6af20e3, 5.4019227), (4b1c0375f964a520b30024e3, 5.3981967)
21777452: (4c9c6a059c48236a1cb14dee, 4.433236), (4e175b25183880768f35a7e5, 4.347941), (4ac518d0f964a52095a620e3, 4.344722), (4ac518cef964a52021a620e3, 4.3403854), (4ac518c8f964a52081a520e3, 4.3349032), (4acbc300f964a52058c520e3, 4.325938), (4c6ce8d923c1a1cd4bdf1acf, 4.3193254), (4ac518eff964a52064ad20e3, 4.317573), (4ba6419bf964a520b23f39e3, 4.304228), (4ac518d2f964a52026a720e3, 4.2988896)
328160244: (4ac518d3f964a52076a720e3, 4.534767), (4ac518cef964a52021a620e3, 4.517011), (4c9c6a059c48236a1cb14dee, 4.510396), (4ac518d1f964a520c3a620e3, 4.49863), (4c52b7a4b6dabe9a24d2bb13, 4.4945292), (4ac518f7f964a520c6af20e3, 4.475042), (4ac518d2f964a5203da720e3, 4.464176), (4ac518cef964a520f8a520e3, 4.4458013), (4d5ed23c149637047e12cf94, 4.4416313), (4ac518f4f964a520fbae20e3, 4.437872)
178852930: (4acbc300f964a52058c520e3, 4.0427923), (4ac518f6f964a52050af20e3, 3.9476933), (4c9c6a059c48236a1cb14dee, 3.9195557), (4c6ce8d923c1a1cd4bdf1acf, 3.9126816), (4ac518d2f964a5203da720e3, 3.9125788), (4ba6419bf964a520b23f39e3, 3.8911579), (4ac518cef964a52021a620e3, 3.8907301), (4ac518d2f964a52026a720e3, 3.8892133), (4c52b7a4b6dabe9a24d2bb13, 3.8814597), (4ac518d1f964a520c3a620e3, 3.8720367)
43676854: (4c9c6a059c48236a1cb14dee, 4.491143), (4ac518cef964a52021a620e3, 4.485523), (4ac518d1f964a520c3a620e3, 4.4415536), (4acbc300f964a52058c520e3, 4.4164395), (4ac518d2f964a52026a720e3, 4.413), (4ac518cef964a520f8a520e3, 4.4085894), (4af47862f964a520d6f221e3, 4.4033675), (4ba6419bf964a520b23f39e3, 4.3754926), (4ac518eff964a52064ad20e3, 4.371178), (4ac518d2f964a5203da720e3, 4.339717)
102480155: (4af47862f964a520d6f221e3, 3.9292192), (4ac518cef964a52021a620e3, 3.9171026), (4ac518cef964a520f8a520e3, 3.891309), (4b7a7122f964a520f62c2fe3, 3.8681836), (4ac518f6f964a52052af20e3, 3.863422), (4ae811e5f964a5200cae21e3, 3.861461), (4c6ce8d923c1a1cd4bdf1acf, 3.8461845), (4ac518d0f964a52097a620e3, 3.8318138), (4ac518d2f964a52026a720e3, 3.8317163), (4ba6419bf964a520b23f39e3, 3.830509)
