# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4af47862f964a520d6f221e3, 5.310172), (4ac518f6f964a52052af20e3, 5.2311764), (4ac518d3f964a52076a720e3, 5.204858), (4bcc08273740b7139c756365, 5.1993837), (4c9c6a059c48236a1cb14dee, 5.186062), (4ac518cef964a52021a620e3, 5.18467), (4ac518d2f964a52026a720e3, 5.1726093), (4ac518f4f964a520fbae20e3, 5.166123), (4b1c0375f964a520b30024e3, 5.149896), (4ac518f7f964a520c6af20e3, 5.1487865)
21686958: (4af47862f964a520d6f221e3, 4.273496), (4c6ce8d923c1a1cd4bdf1acf, 4.2663884), (505b0a96e4b0597d277e6444, 4.261471), (4ac518cef964a52021a620e3, 4.241278), (4b1c0375f964a520b30024e3, 4.238164), (4ac518f6f964a52052af20e3, 4.2280054), (4bcc08273740b7139c756365, 4.2177153), (4ac518f4f964a520fbae20e3, 4.209805), (4c9c6a059c48236a1cb14dee, 4.190133), (4ac518e8f964a52075ab20e3, 4.188061)
1469238920: (4ac518ecf964a52072ac20e3, 4.576273), (4c9c6a059c48236a1cb14dee, 4.5394797), (4ac518d3f964a52076a720e3, 4.5132685), (4af47862f964a520d6f221e3, 4.479929), (4ac518d2f964a52026a720e3, 4.473112), (4ac518cef964a52021a620e3, 4.4715466), (4bcc08273740b7139c756365, 4.4673758), (4d5ed23c149637047e12cf94, 4.462635), (4ac518f6f964a52052af20e3, 4.450607), (4e4b9e2314958c3abfa956c7, 4.446635)
36435074: (4b1c0375f964a520b30024e3, 4.104914), (4ac518f6f964a52052af20e3, 4.1029205), (4ac518cef964a52021a620e3, 4.0973887), (4ac518d1f964a520c3a620e3, 4.0809665), (4c9c6a059c48236a1cb14dee, 4.064514), (4ac518eff964a52064ad20e3, 4.041643), (4af47862f964a520d6f221e3, 4.0378747), (4ac518cef964a520f8a520e3, 4.0121675), (4ba6419bf964a520b23f39e3, 4.012095), (4e175b25183880768f35a7e5, 4.0008507)
22815350: (4ac518d1f964a520c3a620e3, 4.6940465), (4af47862f964a520d6f221e3, 4.6824937), (4c9c6a059c48236a1cb14dee, 4.6501017), (4ac518cef964a52021a620e3, 4.62545), (4ac518d2f964a52026a720e3, 4.6209073), (4ac518f6f964a52052af20e3, 4.596049), (4ba6419bf964a520b23f39e3, 4.557481), (4ac518cef964a520f8a520e3, 4.5493236), (52d71ac611d2dae852a0be1f, 4.5414786), (4ac518cef964a520f7a520e3, 4.5300164)
181028932: (4c9c6a059c48236a1cb14dee, 5.7967744), (4af47862f964a520d6f221e3, 5.7513523), (4ac518cef964a52021a620e3, 5.746571), (4d5ed23c149637047e12cf94, 5.726891), (4bcc08273740b7139c756365, 5.7186437), (4ac518f6f964a52052af20e3, 5.6983223), (4ac518d1f964a520c3a620e3, 5.690756), (4c6ce8d923c1a1cd4bdf1acf, 5.6810713), (4ac518eff964a52064ad20e3, 5.6807914), (4ac518d2f964a52026a720e3, 5.6676946)
221313006: (4c6ce8d923c1a1cd4bdf1acf, 5.092637), (4af47862f964a520d6f221e3, 5.0841274), (4bcc08273740b7139c756365, 5.0808663), (4ac518cef964a52021a620e3, 5.050591), (4ac518d2f964a5203da720e3, 5.0451317), (4c9c6a059c48236a1cb14dee, 5.0449624), (4ac518f6f964a52052af20e3, 5.005177), (4d5ed23c149637047e12cf94, 4.996057), (4ac518f7f964a520c6af20e3, 4.995237), (4ac518d2f964a52026a720e3*, 4.9946256)
254707359: (4ac518cef964a52021a620e3, 5.102849), (4c9c6a059c48236a1cb14dee, 5.095869), (4ac518d1f964a520c3a620e3, 5.0549073), (4af47862f964a520d6f221e3, 5.0134287), (4ac518cef964a520f8a520e3, 5.0072727), (4ac518d2f964a52026a720e3, 5.00162), (4ac518eff964a52064ad20e3, 4.9812074), (4ac518f6f964a52052af20e3, 4.9750123), (4ac518f7f964a520c6af20e3, 4.9695), (4b1c0375f964a520b30024e3, 4.9478154)
102199088: (4ac518cef964a52021a620e3, 4.540473), (4c9c6a059c48236a1cb14dee, 4.4858932), (4ac518f6f964a52052af20e3, 4.4565835), (4ac518ecf964a52075ac20e3, 4.4523835), (4ac518d1f964a520c3a620e3, 4.445335), (4ac518d2f964a52026a720e3, 4.443728), (4b1c0375f964a520b30024e3, 4.4353056), (4af47862f964a520d6f221e3, 4.431031), (4bcc08273740b7139c756365, 4.421424), (4ac518d2f964a5203da720e3, 4.40389)
71879096: (4af47862f964a520d6f221e3, 4.273459), (4ac518f6f964a52052af20e3, 4.2269835), (4b1c0375f964a520b30024e3, 4.2241936), (4ac518d3f964a52076a720e3, 4.2130294), (4ac518d2f964a52026a720e3, 4.1996746), (4ac518cef964a52021a620e3, 4.193251), (4ac518f4f964a520fbae20e3, 4.1819296), (4ac518d2f964a5203da720e3, 4.163221), (4bcc08273740b7139c756365, 4.154209), (4c9c6a059c48236a1cb14dee, 4.146589)
191811554: (4ac518cef964a52021a620e3, 5.118609), (4bcc08273740b7139c756365, 5.0916624), (4b114284f964a520657923e3, 5.082478), (4f1205e9e4b04720456783a7, 5.075422), (4b1c0375f964a520b30024e3, 5.0570374), (4ac518d2f964a5203da720e3, 5.0531015), (4c52b7a4b6dabe9a24d2bb13, 5.046662), (4c9c6a059c48236a1cb14dee, 5.044607), (4ac518f6f964a52052af20e3, 5.0350943), (506999663d7cfe42e733a9b3, 5.0274525)
148448733: (4acaf933f964a52031c320e3, 4.016855), (4bc0d7c84cdfc9b658969321, 3.9727547), (4ac518cef964a52021a620e3, 3.964268), (4b1c0375f964a520b30024e3, 3.9624493), (4af47862f964a520d6f221e3, 3.9610531), (4ac518f4f964a520fbae20e3, 3.9472313), (4ac518cef964a520f8a520e3, 3.9372978), (4ac518f6f964a52052af20e3, 3.935324), (4ac518eff964a52064ad20e3, 3.9350958), (4c9c6a059c48236a1cb14dee, 3.9340167)
1371390146: (4c9c6a059c48236a1cb14dee, 5.0043545), (4ac518cef964a52021a620e3, 4.9489293), (4e4b9e2314958c3abfa956c7, 4.9439573), (4d5ed23c149637047e12cf94, 4.917832), (4ac518d1f964a520c3a620e3, 4.902261), (4ac518d2f964a52026a720e3, 4.9012213), (4ac518f6f964a52052af20e3, 4.8951163), (4ac518eff964a52064ad20e3, 4.8889503), (4ac518f7f964a520c6af20e3, 4.881671), (4c6ce8d923c1a1cd4bdf1acf, 4.878213)
307549176: (4c9c6a059c48236a1cb14dee, 5.6370716), (4ac518cef964a52021a620e3, 5.634221), (4af47862f964a520d6f221e3, 5.5950127), (4b1c0375f964a520b30024e3, 5.5899405), (4c52b7a4b6dabe9a24d2bb13, 5.5715423), (4bcc08273740b7139c756365, 5.5623283), (4ac518d1f964a520c3a620e3, 5.5423336), (4ac518f6f964a52052af20e3, 5.5321536), (4ac518cef964a520f8a520e3, 5.520272), (4ac518eff964a52064ad20e3, 5.500002)
236940151: (4bc0d7c84cdfc9b658969321, 3.753745), (4acaf933f964a52031c320e3, 3.7076137), (4bcc08273740b7139c756365, 3.6106682), (4c6ce8d923c1a1cd4bdf1acf, 3.6104815), (4ac518d2f964a5203da720e3, 3.60882), (4d5ed23c149637047e12cf94, 3.6032622), (4acbc300f964a52058c520e3, 3.5999362), (4c513de4250dd13a41a4e17c, 3.591708), (4ac518cef964a52021a620e3, 3.5913062), (4af47862f964a520d6f221e3, 3.5886114)
24155494: (4bc0d7c84cdfc9b658969321, 3.629444), (4d5ed23c149637047e12cf94, 3.61957), (4ac518d2f964a52026a720e3, 3.6174645), (4ac518d2f964a5203da720e3, 3.6108997), (4ac518cef964a52021a620e3, 3.6100254), (4d64f88cd2906a310083e2cb, 3.5756614), (4ac518d1f964a520c3a620e3, 3.5735004), (4ac518eff964a52064ad20e3, 3.5726688), (4bcc08273740b7139c756365, 3.5667818), (4ac518cef964a520f8a520e3, 3.556644)
20636705: (4c9c6a059c48236a1cb14dee, 3.9633138), (4af47862f964a520d6f221e3, 3.9416318), (4ac518f6f964a52052af20e3, 3.9350245), (4ac518cef964a52021a620e3, 3.9215202), (4ac518d3f964a52076a720e3, 3.9007397), (4e4b9e2314958c3abfa956c7, 3.8900323), (4ac518f7f964a520c6af20e3, 3.8890822), (4b1c0375f964a520b30024e3, 3.885555), (4bcc08273740b7139c756365, 3.8651083), (4ac518e8f964a52075ab20e3, 3.863293)
20174894: (4ac518cef964a52021a620e3, 3.9702957), (4c9c6a059c48236a1cb14dee, 3.9479272), (4b1c0375f964a520b30024e3, 3.943312), (4c52b7a4b6dabe9a24d2bb13, 3.9005568), (4bcc08273740b7139c756365, 3.8943088), (4ba12171f964a520c29a37e3, 3.8841784), (4ac518d3f964a52076a720e3, 3.8806467), (4ac518eff964a52064ad20e3, 3.87997), (4b7a7122f964a520f62c2fe3, 3.8775477), (4af47862f964a520d6f221e3, 3.8760674)
34379581: (4ac518cef964a52021a620e3, 3.871842), (4ac518d1f964a520c3a620e3, 3.8543086), (4ac518d2f964a52026a720e3, 3.81757), (4c9c6a059c48236a1cb14dee, 3.8152504), (4ac518d2f964a5203da720e3, 3.798042), (4b1c0375f964a520b30024e3, 3.780763), (4af47862f964a520d6f221e3, 3.7791398), (4bc0d7c84cdfc9b658969321, 3.7750623), (4ac518cef964a520f8a520e3, 3.772517), (4ac518eff964a52064ad20e3, 3.7722242)
60707771: (4af47862f964a520d6f221e3, 4.7054095), (4bcc08273740b7139c756365, 4.665667), (4ac518d2f964a52026a720e3, 4.6367455), (4ac518cef964a520f7a520e3, 4.6176805), (4ac518d3f964a52076a720e3, 4.614918), (4c9c6a059c48236a1cb14dee, 4.6001754), (4bc0d7c84cdfc9b658969321, 4.598196), (4ac518d2f964a5203da720e3, 4.5777197), (4d5ed23c149637047e12cf94, 4.5747814), (4ac518cef964a520f8a520e3, 4.5588226)
161706327: (4af47862f964a520d6f221e3, 4.832256), (4ac518f6f964a52052af20e3, 4.7956724), (4b1c0375f964a520b30024e3, 4.7829776), (4c9c6a059c48236a1cb14dee, 4.775717), (4c6ce8d923c1a1cd4bdf1acf, 4.764707), (4ac518f4f964a520fbae20e3, 4.754373), (4ac518f7f964a520c6af20e3, 4.7440076), (4ac518e8f964a52075ab20e3, 4.716795), (4ac518eff964a52064ad20e3, 4.7144623), (4ac518d3f964a52076a720e3, 4.6923947)
188432437: (4ac518f6f964a52052af20e3, 3.2105048), (4ac518d0f964a52097a620e3, 3.1897259), (4f21982be4b0644fb3b6b71d, 3.1740024), (4ac518d1f964a520c3a620e3, 3.1715307), (4b0d32fff964a5208a4423e3, 3.169727), (518b9f51498e94d9adcac6c1, 3.1590378), (4b1c0375f964a520b30024e3, 3.139294), (52d71ac611d2dae852a0be1f, 3.130187), (4ac518c8f964a5208ea520e3, 3.1252885), (4af47862f964a520d6f221e3, 3.1212401)
37676796: (4ac518d3f964a52076a720e3, 5.05026), (4ac518d2f964a52026a720e3, 5.037771), (4b1c0375f964a520b30024e3, 4.993862), (4af47862f964a520d6f221e3, 4.993861), (4ac518cef964a52021a620e3, 4.9678693), (4c9c6a059c48236a1cb14dee, 4.959839), (4ac518f6f964a52052af20e3, 4.9306564), (4c52b7a4b6dabe9a24d2bb13, 4.9276013), (4ac518cef964a52009a620e3, 4.911136), (4ac518f4f964a520fbae20e3, 4.897695)
19151638: (4bc0d7c84cdfc9b658969321, 4.3743534), (4ac518cef964a52021a620e3, 4.3635716), (4ac518d1f964a520c3a620e3, 4.3464556), (4c9c6a059c48236a1cb14dee, 4.33301), (4bcc08273740b7139c756365, 4.3270106), (4ac518cef964a520f8a520e3, 4.3262386), (4acaf933f964a52031c320e3, 4.3233914), (4acbc300f964a52058c520e3, 4.3204765), (4af47862f964a520d6f221e3, 4.3154025), (4ac518eff964a52064ad20e3, 4.3079777)
1115261414: (4ac518f6f964a52052af20e3, 4.998309), (4ac518cef964a52021a620e3, 4.9900303), (4ad42aa6f964a5205de720e3, 4.9374237), (4d5ed23c149637047e12cf94, 4.9366465), (4ac518eff964a52064ad20e3, 4.9280605), (4b1c0375f964a520b30024e3, 4.9175982), (4af47862f964a520d6f221e3, 4.9148335), (4ac518f0f964a520afad20e3, 4.902925), (4c9c6a059c48236a1cb14dee, 4.8977036), (4ac518cef964a520f8a520e3, 4.8936605)
283432802: (4ac518d2f964a52026a720e3, 5.0222073), (4af47862f964a520d6f221e3, 4.9916954), (4ac518cef964a52021a620e3, 4.9805765), (4ac518d1f964a520c3a620e3, 4.9773297), (4ac518f6f964a52052af20e3, 4.96686), (4ac518d3f964a52076a720e3, 4.964183), (4ac518d2f964a5203da720e3, 4.9632854), (4c9c6a059c48236a1cb14dee, 4.9589953), (4bcc08273740b7139c756365, 4.9494123), (4d5ed23c149637047e12cf94, 4.927536)
356871739: (4ac518d2f964a5203da720e3, 3.8032134), (4ac518d2f964a52026a720e3, 3.7747672), (4b6016a3f964a52076d529e3, 3.7675607), (4bcc08273740b7139c756365, 3.7538638), (4ac518d3f964a52076a720e3, 3.7372458), (506999663d7cfe42e733a9b3, 3.7190778), (4b114284f964a520657923e3, 3.709142), (4ac518cef964a52021a620e3, 3.702047), (4d5ed23c149637047e12cf94, 3.698124), (4af47862f964a520d6f221e3, 3.6739898)
57429170: (4ac518d1f964a520c3a620e3, 3.7323244), (4c9c6a059c48236a1cb14dee, 3.7311227), (4af47862f964a520d6f221e3, 3.671955), (4ac518cef964a520f8a520e3, 3.649535), (4ac518d2f964a52026a720e3, 3.6494498), (4d5ed23c149637047e12cf94, 3.644581), (4ac518cef964a52021a620e3, 3.6439424), (4bcc08273740b7139c756365, 3.640737), (4acbc300f964a52058c520e3, 3.6370606), (4ac518d2f964a5203da720e3, 3.6016383)
15710574: (4ac518d3f964a52076a720e3, 4.3682566), (4ac518d2f964a52026a720e3, 4.3661194), (4c9c6a059c48236a1cb14dee, 4.365385), (4b7ed0c3f964a520820130e3, 4.330015), (4ac518f6f964a52052af20e3, 4.3283777), (4ac518cef964a52021a620e3, 4.323985), (4ac518eff964a52064ad20e3, 4.3059497), (4d5ed23c149637047e12cf94, 4.303664), (4af47862f964a520d6f221e3, 4.2984047), (4b1c0375f964a520b30024e3, 4.289283)
20995758: (4af47862f964a520d6f221e3, 4.4442506), (4ac518d1f964a520c3a620e3, 4.3671093), (4ac518f4f964a520fbae20e3, 4.3635044), (505b0a96e4b0597d277e6444, 4.350223), (4c9c6a059c48236a1cb14dee, 4.319331), (4ac518cef964a52021a620e3, 4.31335), (4ac518d2f964a52026a720e3, 4.3107123), (4ac518e8f964a52075ab20e3, 4.303857), (4b1290d5f964a520da8a23e3, 4.303184), (4b1c0375f964a520b30024e3, 4.300273)
142236120: (4ac518d1f964a520c3a620e3, 4.3888693), (4ac518cef964a52021a620e3, 4.370679), (4c9c6a059c48236a1cb14dee, 4.314133), (4af47862f964a520d6f221e3, 4.2784357), (505b0a96e4b0597d277e6444, 4.2748933), (4bcc08273740b7139c756365, 4.2717047), (4ac518d2f964a5203da720e3, 4.266321), (4c6ce8d923c1a1cd4bdf1acf, 4.262696), (4ac518f6f964a52052af20e3, 4.2495008), (4ac518f7f964a520c6af20e3, 4.2278295)
18257109: (4af47862f964a520d6f221e3, 4.8802114), (4ac518d2f964a52026a720e3, 4.879925), (4ac518cef964a52021a620e3, 4.8701944), (4c9c6a059c48236a1cb14dee, 4.86387), (4ac518d3f964a52076a720e3, 4.8504996), (4ac518f6f964a52052af20e3, 4.8119407), (4bcc08273740b7139c756365, 4.809617), (4ac518d2f964a5203da720e3, 4.799887), (4b1c0375f964a520b30024e3, 4.7808127), (4ac518d1f964a520c3a620e3, 4.7717514)
78432265: (4ac518cef964a52021a620e3, 4.203635), (4ac518d1f964a520c3a620e3, 4.1986938), (4c9c6a059c48236a1cb14dee, 4.197355), (4acbc300f964a52058c520e3, 4.101284), (4c6ce8d923c1a1cd4bdf1acf, 4.0982995), (4ac518eff964a52064ad20e3, 4.091963), (4ac518cef964a520f8a520e3, 4.081943), (4bcc08273740b7139c756365, 4.077656), (4ac518f7f964a520c6af20e3, 4.0752645), (4af47862f964a520d6f221e3, 4.072607)
784609: (4ac518cef964a52021a620e3, 4.902655), (4c6ce8d923c1a1cd4bdf1acf, 4.8751493), (4b1c0375f964a520b30024e3, 4.8465047), (4af47862f964a520d6f221e3, 4.8404393), (4ac518d2f964a5203da720e3, 4.8353834), (4ac518f6f964a52052af20e3, 4.8344526), (4c9c6a059c48236a1cb14dee, 4.831839), (4ac518f7f964a520c6af20e3, 4.823532), (4bcc08273740b7139c756365, 4.8075857), (4ac518e8f964a52075ab20e3, 4.7949142)
21777452: (4ad42aa6f964a5205de720e3, 4.1127305), (4ba12171f964a520c29a37e3, 4.1089234), (4ac518d3f964a52076a720e3, 4.0972834), (4be54fb39026ef3b80b90a38, 4.090736), (4ac518f6f964a52052af20e3, 4.089214), (4ac518cef964a52021a620e3, 4.0648293), (4d5ed23c149637047e12cf94, 4.0617614), (4bcc08273740b7139c756365, 4.0406437), (4ac518d2f964a52026a720e3, 4.037606), (4af9a82df964a520fd1222e3, 4.034645)
328160244: (4ac518cef964a52021a620e3, 5.1183987), (4c9c6a059c48236a1cb14dee, 5.108154), (4ac518d1f964a520c3a620e3, 5.0829163), (4ac518eff964a52064ad20e3, 5.0397515), (4d5ed23c149637047e12cf94, 5.034223), (4ac518f6f964a52052af20e3, 5.0151453), (4acbc300f964a52058c520e3, 5.013494), (4ac518cef964a520f8a520e3, 5.01239), (4ac518d2f964a52026a720e3, 5.002481), (4af47862f964a520d6f221e3, 4.9998813)
546851031: (4b1c0375f964a520b30024e3, 4.221357), (4ac518cef964a52021a620e3, 4.1882405), (4ac518d3f964a52076a720e3, 4.174253), (4ac518d2f964a52026a720e3, 4.1711726), (506999663d7cfe42e733a9b3, 4.1652937), (4c9c6a059c48236a1cb14dee, 4.1564164), (4c52b7a4b6dabe9a24d2bb13, 4.150844), (4af47862f964a520d6f221e3, 4.147576), (51c7f7dd498e5c7b074e119c, 4.135039), (4ac518f6f964a52052af20e3, 4.1318135)
178852930: (4b0bf426f964a5200e3523e3, 2.6431165), (4ac518d3f964a52076a720e3, 2.6301942), (4ae811e5f964a5200cae21e3, 2.6286027), (4ac518d2f964a52026a720e3, 2.6271822), (4b7ed0c3f964a520820130e3, 2.615838), (4ac518ebf964a52049ac20e3, 2.615301), (4fff1c5de4b018897fe4e69a, 2.6100397), (4b1c0375f964a520b30024e3, 2.6087415), (4ac518f6f964a52052af20e3, 2.6032927), (506999663d7cfe42e733a9b3, 2.5992224)
134912582: (4c9c6a059c48236a1cb14dee, 4.6051393), (4ac518d2f964a5203da720e3, 4.6036043), (4bcc08273740b7139c756365, 4.5833316), (4ad42aa6f964a5205de720e3, 4.5785146), (4ac518f6f964a52052af20e3, 4.5754676), (4ac518ecf964a52075ac20e3, 4.572679), (4ac518d0f964a52095a620e3, 4.561785), (4b1c0375f964a520b30024e3, 4.5543346), (4ac518f7f964a520c6af20e3, 4.55311), (4ac518d1f964a520c3a620e3, 4.549933)
43676854: (4ac518cef964a52021a620e3, 4.390779), (4c9c6a059c48236a1cb14dee, 4.3533826), (4ac518d1f964a520c3a620e3, 4.347541), (4d5ed23c149637047e12cf94, 4.295031), (4ac518f6f964a52050af20e3, 4.2844915), (4ac518eff964a52064ad20e3, 4.28395), (4ac518f6f964a52052af20e3, 4.280756), (4ac518d2f964a52026a720e3, 4.2770457), (4ac518d2f964a5203da720e3, 4.2769027), (4ac518f7f964a520c6af20e3, 4.2747974)
83152858: (4ac518cef964a520f8a520e3, 3.822921), (4c9c6a059c48236a1cb14dee, 3.8213112), (4fe85037e4b0af2e68221581, 3.7768505), (4c52b7a4b6dabe9a24d2bb13, 3.750006), (4e175b25183880768f35a7e5, 3.7490635), (4d5ed23c149637047e12cf94, 3.738653), (4ac518eff964a52064ad20e3, 3.7382524), (4ac518cef964a52021a620e3, 3.7374241), (4fff1c5de4b018897fe4e69a, 3.7240136), (4ba6419bf964a520b23f39e3, 3.719301)
102480155: (4af47862f964a520d6f221e3, 4.9816813), (4c9c6a059c48236a1cb14dee, 4.9769144), (4bcc08273740b7139c756365, 4.9431715), (4ac518cef964a52021a620e3, 4.9330506), (4ac518d1f964a520c3a620e3, 4.928405), (4ac518d2f964a52026a720e3, 4.890981), (4ac518d2f964a5203da720e3, 4.874035), (4c6ce8d923c1a1cd4bdf1acf, 4.861078), (4d5ed23c149637047e12cf94, 4.8586197), (4ac518f6f964a52052af20e3, 4.8574376)
18796965: (4af47862f964a520d6f221e3, 5.587857), (4c6ce8d923c1a1cd4bdf1acf, 5.557202), (4bcc08273740b7139c756365, 5.533011), (505b0a96e4b0597d277e6444, 5.5007806), (4ac518f4f964a520fbae20e3, 5.4877744), (4c9c6a059c48236a1cb14dee*, 5.4727454), (4ac518f6f964a52052af20e3, 5.4726458), (4ac518d2f964a5203da720e3, 5.464766), (4bc0d7c84cdfc9b658969321, 5.4602184), (4ac518e8f964a52075ab20e3, 5.4538245)
33265454: (4c9c6a059c48236a1cb14dee, 3.3424277), (4ac518cef964a52021a620e3, 3.329162), (4e4b9e2314958c3abfa956c7, 3.3077946), (4ac518d1f964a520c3a620e3, 3.2783241), (4ad36684f964a5202ce420e3, 3.2493186), (4c52b7a4b6dabe9a24d2bb13, 3.247097), (4ac518cef964a520f8a520e3, 3.241797), (4af9a82df964a520fd1222e3, 3.2391732), (4bcc08273740b7139c756365, 3.227921), (4ac518eff964a52064ad20e3, 3.2176654)
185366131: (4ad771a8f964a520890a21e3, 2.0497303), (518b9f51498e94d9adcac6c1, 1.9793994), (4c1c3bedb9f876b073b27b46, 1.959897), (4ad0e82bf964a520fcda20e3, 1.9507155), (4b7015f5f964a52067062de3, 1.9302565), (4ad42aa6f964a5205de720e3, 1.928236), (4c4cbea0172b76b0fabe07d1, 1.9125745), (4ae8c18df964a52002b221e3, 1.9051448), (4c8a86e09ef0224b8db55b7b, 1.9046477), (4ac518cdf964a520cfa520e3, 1.8959322)
