# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
162511952: (4c52b7a4b6dabe9a24d2bb13, 3.8055696), (4ac518d1f964a520c3a620e3, 3.7712524), (4c9c6a059c48236a1cb14dee, 3.7594826), (4ac518d2f964a5203da720e3, 3.7551203), (4acbc300f964a52058c520e3, 3.7465568), (4ac518eff964a52064ad20e3, 3.7338524), (4b114284f964a520657923e3, 3.7301617), (4ae811e5f964a5200cae21e3, 3.707241), (4b1c0375f964a520b30024e3, 3.7035077), (4d5ed23c149637047e12cf94, 3.6939163)
22815350: (4ac518cef964a52021a620e3, 4.6633835), (4b114284f964a520657923e3, 4.6401668), (4c52b7a4b6dabe9a24d2bb13, 4.635878), (4c9c6a059c48236a1cb14dee, 4.6331296), (4af47862f964a520d6f221e3, 4.6227345), (4bcc08273740b7139c756365, 4.603586), (4b1c0375f964a520b30024e3, 4.5927534), (4ac518eff964a52064ad20e3, 4.5921493), (4ac518f7f964a520c6af20e3, 4.5813828), (4acbc300f964a52058c520e3, 4.5657773)
32710744: (4ac518cef964a52021a620e3, 4.9706225), (4ac518eff964a52064ad20e3, 4.9065604), (4b114284f964a520657923e3, 4.893764), (4ac518d2f964a5203da720e3, 4.8875947), (4c9c6a059c48236a1cb14dee, 4.8797817), (4c513de4250dd13a41a4e17c, 4.87234), (4c6ce8d923c1a1cd4bdf1acf, 4.8616533), (4ac518f6f964a52052af20e3, 4.851872), (4ac518d1f964a520c3a620e3, 4.8491206), (4b1c0375f964a520b30024e3, 4.8419275)
181028932: (4ac518f6f964a52052af20e3, 4.755624), (4ac518f6f964a52050af20e3, 4.740841), (4ac518cef964a52021a620e3, 4.7121964), (4c9c6a059c48236a1cb14dee, 4.696488), (4ac518cef964a520f8a520e3, 4.670338), (4af47862f964a520d6f221e3, 4.6557007), (4ac518f7f964a520c6af20e3, 4.651817), (505b0a96e4b0597d277e6444, 4.645287), (4ae811e5f964a5200cae21e3, 4.637057), (4ac518e8f964a52075ab20e3, 4.6014686)
223424384: (4ba6419bf964a520b23f39e3, 4.3989496), (4c9c6a059c48236a1cb14dee, 4.3716016), (4d5ed23c149637047e12cf94, 4.3214), (4ac518d2f964a52026a720e3, 4.297694), (4acbc300f964a52058c520e3, 4.295329), (4ac518d1f964a520c3a620e3, 4.29529), (4ac518cef964a52021a620e3, 4.29225), (4ac518eff964a52064ad20e3, 4.289711), (4bc0d7c84cdfc9b658969321, 4.2874894), (4bcc08273740b7139c756365, 4.2726903)
221313006: (4ac518cef964a52021a620e3, 4.5005136), (4c9c6a059c48236a1cb14dee, 4.454118), (4bcc08273740b7139c756365, 4.427015), (4ba6419bf964a520b23f39e3, 4.410278), (4b114284f964a520657923e3, 4.402406), (4ac518eff964a52064ad20e3, 4.4009056), (4ac518f6f964a52052af20e3, 4.3803935), (4b1c0375f964a520b30024e3, 4.3780813), (4ac518d1f964a520c3a620e3, 4.3690095), (4acbc300f964a52058c520e3, 4.3609977)
254707359: (4ac518cef964a52021a620e3, 4.045939), (4c9c6a059c48236a1cb14dee, 3.9914966), (4ba6419bf964a520b23f39e3, 3.988207), (4bcc08273740b7139c756365, 3.987155), (4ac518f4f964a520fbae20e3, 3.9683933), (4af47862f964a520d6f221e3, 3.9522612), (4ac518f6f964a52052af20e3, 3.9119132), (4c6ce8d923c1a1cd4bdf1acf, 3.907304), (4b114284f964a520657923e3, 3.9026291), (4ac518eff964a52064ad20e3, 3.871948)
102199088: (4c9c6a059c48236a1cb14dee, 5.477533), (4af47862f964a520d6f221e3, 5.457983), (4ac518eff964a52064ad20e3, 5.411082), (4ac518d1f964a520c3a620e3, 5.402056), (4ac518d2f964a52026a720e3, 5.396235), (4b1c0375f964a520b30024e3, 5.3944864), (4ac518cef964a52021a620e3, 5.3859944), (4ac518d3f964a52076a720e3, 5.3832273), (4acbc300f964a52058c520e3, 5.381367), (4d5ed23c149637047e12cf94, 5.376768)
191811554: (4ac518eff964a52064ad20e3, 3.0428076), (4b114284f964a520657923e3, 3.038373), (4b1c0375f964a520b30024e3, 3.0341852), (4c513de4250dd13a41a4e17c, 3.0335014), (4ac518d2f964a5203da720e3, 3.0142674), (52ed563c11d223d2d8e2ebd3, 3.0140693), (513f8bb3e4b0f8e5e8926a98, 2.9902287), (4be5a482cf200f47ff79133c, 2.9889412), (50c35e21e4b08c3b59223478, 2.9819348), (4e2f1b20e4cdb5a70d65250c, 2.9726942)
148448733: (4ac518cef964a52021a620e3, 4.653153), (4c9c6a059c48236a1cb14dee, 4.6138515), (4ac518d3f964a52076a720e3, 4.5751886), (4bcc08273740b7139c756365, 4.574525), (4ac518eff964a52064ad20e3, 4.572492), (4ac518d2f964a52026a720e3, 4.562353), (4af47862f964a520d6f221e3, 4.5603228), (4b1c0375f964a520b30024e3, 4.546878), (4c6ce8d923c1a1cd4bdf1acf, 4.5254235), (4ac518cef964a520f8a520e3, 4.519008)
1371390146: (4ac518cef964a52021a620e3, 5.676162), (4c9c6a059c48236a1cb14dee, 5.6545324), (4ac518d1f964a520c3a620e3, 5.621889), (4ac518eff964a52064ad20e3, 5.6197524), (4ac518d3f964a52076a720e3, 5.6026125), (4b1c0375f964a520b30024e3, 5.580044), (4acbc300f964a52058c520e3*, 5.5694633), (4b114284f964a520657923e3, 5.562991), (4ac518d2f964a52026a720e3, 5.5499573), (4ac518f6f964a52052af20e3, 5.54323)
307549176: (4ba6419bf964a520b23f39e3, 4.827585), (4c9c6a059c48236a1cb14dee, 4.8272543), (4ac518f6f964a52052af20e3, 4.7851634), (4acbc300f964a52058c520e3, 4.7488613), (4d5ed23c149637047e12cf94, 4.7385864), (4b77eb6ff964a520c4ae2ee3, 4.735022), (4ac518cef964a52021a620e3, 4.7264204), (4ac518d0f964a52095a620e3, 4.7252254), (4bcc08273740b7139c756365, 4.6893606), (4ac518d1f964a520c3a620e3, 4.685998)
236940151: (4ac518cef964a52021a620e3, 4.364315), (4c9c6a059c48236a1cb14dee, 4.3631625), (4ac518cef964a520f8a520e3, 4.353913), (4ac518f6f964a52052af20e3, 4.35378), (4ac518f7f964a520c6af20e3, 4.3094335), (4acbc300f964a52058c520e3, 4.2876725), (4d5ed23c149637047e12cf94, 4.2851577), (4af47862f964a520d6f221e3, 4.280801), (4ba6419bf964a520b23f39e3, 4.274508), (4ac518f6f964a52050af20e3, 4.2474327)
24155494: (4c9c6a059c48236a1cb14dee, 3.6463306), (4c6ce8d923c1a1cd4bdf1acf, 3.6397414), (4ac518d1f964a520c3a620e3, 3.6296458), (4d21afe05acaa35d18fbd135, 3.6090882), (4ac518eff964a52064ad20e3, 3.6054184), (4ac518d0f964a52095a620e3, 3.603283), (4ba6419bf964a520b23f39e3, 3.6021242), (4e2f1b20e4cdb5a70d65250c, 3.5910182), (4ac518d2f964a5203da720e3, 3.58888), (4acbc300f964a52058c520e3, 3.5836818)
20174894: (4ac518cef964a52021a620e3, 4.048362), (4c6ce8d923c1a1cd4bdf1acf, 4.0078306), (4c9c6a059c48236a1cb14dee, 3.999283), (4ac518f4f964a520fbae20e3, 3.9728878), (4ac518d3f964a52076a720e3, 3.9666622), (4ac518f6f964a52052af20e3*, 3.962521), (4ac518d2f964a52026a720e3, 3.9351375), (4ba6419bf964a520b23f39e3, 3.93421), (505b0a96e4b0597d277e6444, 3.9304852), (4af47862f964a520d6f221e3, 3.925283)
105214898: (4ba6419bf964a520b23f39e3, 3.7891765), (4c9c6a059c48236a1cb14dee, 3.703496), (4ac518cef964a52021a620e3, 3.6934476), (4ac518f3f964a5209fae20e3, 3.6922498), (4ac518d2f964a52026a720e3, 3.6656995), (4c6ce8d923c1a1cd4bdf1acf, 3.6532612), (4ac518f7f964a520c6af20e3, 3.649656), (4ac518d3f964a5204da720e3, 3.636799), (505b0a96e4b0597d277e6444, 3.6367245), (4ac518eff964a52064ad20e3, 3.6344936)
34379581: (4ac518cef964a52021a620e3, 5.469121), (4c9c6a059c48236a1cb14dee, 5.424234), (4bcc08273740b7139c756365, 5.4216447), (4ac518eff964a52064ad20e3, 5.4039545), (4b1c0375f964a520b30024e3, 5.3715463), (4ac518d3f964a52076a720e3, 5.368772), (4ac518d2f964a52026a720e3, 5.364394), (4ac518d1f964a520c3a620e3, 5.364211), (4af47862f964a520d6f221e3, 5.343027), (4acbc300f964a52058c520e3, 5.3393683)
60707771: (4ac518d1f964a520c3a620e3, 3.8712163), (4ae9aca2f964a5209fb521e3, 3.8667696), (4b0fe3f8f964a520e56523e3, 3.844719), (4c9c6a059c48236a1cb14dee, 3.8140416), (4ac518f6f964a52052af20e3, 3.8072627), (4ac518d2f964a5203da720e3, 3.8009079), (4ac518f4f964a520fbae20e3, 3.7970428), (4ac518cef964a52021a620e3, 3.7945573), (4b7e5255f964a52076e92fe3, 3.788343), (4acbc300f964a52058c520e3, 3.7859385)
364961102: (4ac518cef964a52021a620e3, 4.548407), (4c9c6a059c48236a1cb14dee, 4.4901857), (4ba6419bf964a520b23f39e3, 4.478235), (4bcc08273740b7139c756365, 4.476189), (4ac518f6f964a52052af20e3, 4.442983), (4ac518eff964a52064ad20e3, 4.437357), (4b114284f964a520657923e3, 4.432856), (4af47862f964a520d6f221e3, 4.428165), (4c6ce8d923c1a1cd4bdf1acf, 4.3950286), (4acbc300f964a52058c520e3, 4.3748374)
161706327: (4c9c6a059c48236a1cb14dee, 5.477536), (4ac518d1f964a520c3a620e3, 5.4369216), (4ac518eff964a52064ad20e3, 5.4314237), (4ac518d2f964a5203da720e3, 5.4004545), (4acbc300f964a52058c520e3, 5.388286), (4ac518d2f964a52026a720e3*, 5.377735), (4af47862f964a520d6f221e3, 5.3500466), (4c6ce8d923c1a1cd4bdf1acf, 5.3467946), (4ac518f6f964a52052af20e3, 5.3315883), (4c52b7a4b6dabe9a24d2bb13, 5.3309994)
37676796: (4ac518cef964a52021a620e3, 5.370676), (4af47862f964a520d6f221e3, 5.33969), (4c9c6a059c48236a1cb14dee, 5.3244553), (4c6ce8d923c1a1cd4bdf1acf, 5.315793), (4ac518d3f964a52076a720e3, 5.310536), (4ac518f6f964a52052af20e3, 5.3093886), (4ac518cef964a520f8a520e3, 5.2874117), (4ac518e8f964a52075ab20e3, 5.2431006), (4ac518d2f964a52026a720e3, 5.2136664), (4ac518f4f964a520fbae20e3, 5.2042265)
139374999: (4ac518eff964a52064ad20e3, 4.141769), (4ac518d3f964a52076a720e3, 4.1220417), (4c6ce8d923c1a1cd4bdf1acf, 4.0976706), (4c9c6a059c48236a1cb14dee, 4.0835996), (4ac518cef964a52021a620e3, 4.072562), (4ac518d2f964a52026a720e3, 4.06753), (4b1c0375f964a520b30024e3, 4.060917), (4ba6419bf964a520b23f39e3, 4.046292), (4ac518d3f964a5204da720e3, 4.033936), (513f8bb3e4b0f8e5e8926a98, 4.031394)
19151638: (4ac518cef964a52021a620e3, 4.5635266), (4c9c6a059c48236a1cb14dee, 4.5253806), (4ac518f4f964a520fbae20e3, 4.5183706), (4ac518d3f964a52076a720e3, 4.492281), (4af47862f964a520d6f221e3, 4.473555), (52d71ac611d2dae852a0be1f, 4.4671063), (4ac518d1f964a520c3a620e3, 4.463644), (4ac518d0f964a52095a620e3, 4.463005), (4bc0d7c84cdfc9b658969321, 4.462974), (4bcc08273740b7139c756365, 4.458569)
1115261414: (4ac518cef964a52021a620e3, 6.132628), (4c9c6a059c48236a1cb14dee, 6.1054893), (4ac518f6f964a52052af20e3, 6.033972), (4af47862f964a520d6f221e3, 6.0337877), (4ba6419bf964a520b23f39e3, 6.0169754), (4ac518f4f964a520fbae20e3, 6.005231), (4c6ce8d923c1a1cd4bdf1acf, 5.96912), (4bcc08273740b7139c756365, 5.9602404), (4ac518cef964a520f8a520e3, 5.938164), (4acbc300f964a52058c520e3, 5.9199452)
115074698: (4b2a777df964a520bba924e3, 2.442208), (4b0a3327f964a520652223e3, 2.4226785), (4d64f88cd2906a310083e2cb, 2.3972588), (4adf272ff964a520e47721e3, 2.3538961), (502ade20e4b0696a255e685c, 2.336455), (4af72e6ef964a520db0622e3, 2.3263083), (4bab2537f964a520c8963ae3, 2.3047976), (4c6c284765eda09341224bd0, 2.3045707), (4c500764371520a116459dc0, 2.2791867), (50cc611de4b00957c7914528, 2.2723026)
356871739: (4ac518cef964a52021a620e3, 5.5356746), (4c9c6a059c48236a1cb14dee, 5.4938526), (4c6ce8d923c1a1cd4bdf1acf, 5.4606633), (4ac518d3f964a52076a720e3, 5.451498), (4ac518f6f964a52052af20e3, 5.429041), (4af47862f964a520d6f221e3, 5.4230695), (4ac518eff964a52064ad20e3, 5.422914), (4ac518cef964a520f8a520e3, 5.393961), (4ac518d1f964a520c3a620e3, 5.3935924), (4b1c0375f964a520b30024e3, 5.3934674)
57429170: (51d2bb322fc67007b7c1f667, 3.741893), (4ac518cef964a520f8a520e3, 3.6496308), (4b114284f964a520657923e3, 3.6423957), (4b1c0375f964a520b30024e3, 3.631383), (4ac518cef964a52021a620e3, 3.6301954), (4af47862f964a520d6f221e3, 3.5977352), (4c52b7a4b6dabe9a24d2bb13, 3.5958364), (4b7e5255f964a52076e92fe3, 3.593087), (4c9c6a059c48236a1cb14dee, 3.5836115), (4ac518cef964a52009a620e3, 3.5787706)
1692395785: (52d71ac611d2dae852a0be1f, 3.4585547), (4ac518d3f964a52076a720e3, 3.3395495), (4ac518cef964a52021a620e3, 3.3101635), (4b5b3862f964a52028ec28e3, 3.3081381), (4b1c0375f964a520b30024e3, 3.2842865), (4ac518d1f964a520c3a620e3, 3.2817054), (4ac518e7f964a52055ab20e3, 3.2706447), (4c9c6a059c48236a1cb14dee, 3.2658103), (52ab08e2498e7dd58f2fb641, 3.2646253), (4af47862f964a520d6f221e3, 3.245333)
150359649: (4ac518cef964a52021a620e3, 4.9679003), (4c9c6a059c48236a1cb14dee, 4.963172), (4ba6419bf964a520b23f39e3, 4.9234924), (4ac518d1f964a520c3a620e3, 4.868584), (4b1c0375f964a520b30024e3, 4.866997), (4ac518eff964a52064ad20e3, 4.8658857), (4bcc08273740b7139c756365, 4.8649797), (4ac518d3f964a52076a720e3, 4.8529906), (4acbc300f964a52058c520e3, 4.850148), (4ac518f6f964a52052af20e3, 4.849321)
23001959: (4ac518d3f964a5204da720e3, 2.6141772), (4b1c0375f964a520b30024e3, 2.5704226), (4ac518cef964a52021a620e3, 2.541232), (4ac518eff964a52064ad20e3, 2.5378096), (4b114284f964a520657923e3, 2.53633), (4c9c6a059c48236a1cb14dee, 2.5008636), (4ac518f7f964a520c6af20e3, 2.498968), (4ac518d3f964a52076a720e3, 2.492587), (4ac518cef964a520f8a520e3, 2.482866), (4ac518d2f964a52026a720e3, 2.4729114)
18257109: (4c9c6a059c48236a1cb14dee, 4.6638727), (505b0a96e4b0597d277e6444, 4.628932), (4ac518cef964a52021a620e3, 4.62481), (4af47862f964a520d6f221e3, 4.602907), (4c6ce8d923c1a1cd4bdf1acf, 4.5951653), (4ac518f6f964a52052af20e3, 4.583499), (4ac518d2f964a52026a720e3, 4.582641), (4ac518f4f964a520fbae20e3, 4.571292), (4ac518d1f964a520c3a620e3, 4.5665197), (4ac518d2f964a5203da720e3, 4.559288)
78432265: (4ac518f6f964a52050af20e3, 4.4129558), (4ac518f6f964a52052af20e3, 4.406605), (4ac518cef964a52021a620e3, 4.391299), (4c9c6a059c48236a1cb14dee, 4.3885345), (4af47862f964a520d6f221e3, 4.3786964), (4ac518cef964a520f8a520e3, 4.3499303), (4ac518d2f964a5203da720e3, 4.335331), (4ae811e5f964a5200cae21e3, 4.3224325), (4ac518f7f964a520c6af20e3, 4.3212256), (4acbc300f964a52058c520e3, 4.3086824)
21777452: (4ac518cef964a52021a620e3, 3.3908298), (4c6ce8d923c1a1cd4bdf1acf, 3.30672), (4ac518d3f964a52076a720e3, 3.299764), (4b114284f964a520657923e3, 3.2876186), (4ac518f4f964a520fbae20e3, 3.2852046), (4ac518f6f964a52052af20e3, 3.2677798), (4c9c6a059c48236a1cb14dee, 3.2676313), (4af47862f964a520d6f221e3, 3.2593822), (4b1c0375f964a520b30024e3, 3.2489474), (4ac518cef964a520f8a520e3, 3.242781)
328160244: (4c9c6a059c48236a1cb14dee, 5.0698056), (4ac518cef964a52021a620e3, 5.0291667), (4ac518d1f964a520c3a620e3, 4.9967957), (4bcc08273740b7139c756365, 4.9884367), (4ac518d2f964a52026a720e3, 4.9883804), (4d5ed23c149637047e12cf94, 4.972624), (4acbc300f964a52058c520e3, 4.962665), (4af47862f964a520d6f221e3, 4.9547105), (4ad42aa6f964a5205de720e3, 4.9522934), (4ba6419bf964a520b23f39e3, 4.9361873)
134912582: (4bcc08273740b7139c756365, 4.2173796), (4c9c6a059c48236a1cb14dee, 4.20339), (4b7a7122f964a520f62c2fe3, 4.2010756), (4af47862f964a520d6f221e3, 4.1719255), (4acbc300f964a52058c520e3, 4.15387), (4ac518cef964a520f8a520e3, 4.133056), (4ac518d2f964a52026a720e3*, 4.127008), (4ac518eff964a52064ad20e3, 4.122371), (4bc0d7c84cdfc9b658969321, 4.119978), (4ac518f6f964a52052af20e3, 4.09584)
43676854: (4ae2252ef964a5202c8b21e3, 4.383427), (4b1c0375f964a520b30024e3, 4.340087), (4ac518eff964a52064ad20e3, 4.3253894), (4ac518d1f964a520c3a620e3, 4.267548), (4ac518d2f964a52026a720e3, 4.2566924), (4c9c6a059c48236a1cb14dee, 4.242979), (4ac518d3f964a52076a720e3, 4.2297983), (4c52b7a4b6dabe9a24d2bb13, 4.2077417), (4b114284f964a520657923e3, 4.2040563), (4acbc300f964a52058c520e3, 4.203118)
83152858: (4ac518cef964a52021a620e3, 4.285988), (4af47862f964a520d6f221e3, 4.248785), (4c9c6a059c48236a1cb14dee, 4.2217298), (4ac518f7f964a520c6af20e3, 4.193948), (505b0a96e4b0597d277e6444, 4.1865582), (4ac518d2f964a52026a720e3, 4.16994), (4ba6419bf964a520b23f39e3, 4.162477), (4b1c0375f964a520b30024e3, 4.160183), (4b114284f964a520657923e3, 4.1510043), (4b1290d5f964a520da8a23e3, 4.147743)
18561913: (4ac518d2f964a5203da720e3, 5.0904293), (4ac518cef964a52021a620e3, 5.0881934), (4c6ce8d923c1a1cd4bdf1acf, 5.046565), (4ac518f6f964a52052af20e3, 5.0387726), (4c9c6a059c48236a1cb14dee, 5.037569), (4b114284f964a520657923e3, 5.000564), (505b0a96e4b0597d277e6444, 4.9845676), (4ac518d1f964a520c3a620e3, 4.9834657), (4ac518eff964a52064ad20e3, 4.981042), (4c513de4250dd13a41a4e17c, 4.9489455)
291660952: (4ba6419bf964a520b23f39e3, 3.9871285), (4c9c6a059c48236a1cb14dee, 3.9770052), (4ac518eff964a52064ad20e3, 3.946285), (4af47862f964a520d6f221e3, 3.9398515), (4ac518cef964a52021a620e3, 3.9391446), (4c6ce8d923c1a1cd4bdf1acf, 3.9334195), (4b0bf426f964a5200e3523e3, 3.9261205), (4e2f1b20e4cdb5a70d65250c, 3.9112804), (4ac518d3f964a52076a720e3, 3.9029043), (4b5061def964a520cb2127e3, 3.8964818)
19648599: (4c9c6a059c48236a1cb14dee, 4.029287), (4ac518f6f964a52052af20e3, 4.002328), (4ac518eff964a52064ad20e3, 3.9996386), (4acbc300f964a52058c520e3, 3.9980676), (4ac518d1f964a520c3a620e3, 3.9923236), (4ac518cef964a52021a620e3, 3.9886317), (4ac518cef964a520f8a520e3, 3.9760091), (4b114284f964a520657923e3, 3.95562), (4ac518d2f964a5203da720e3, 3.9440615), (4b1c0375f964a520b30024e3, 3.93424)
18796965: (4ac518d3f964a52076a720e3, 4.7340846), (4af47862f964a520d6f221e3, 4.701201), (4ac518eff964a52064ad20e3, 4.6967287), (4c6ce8d923c1a1cd4bdf1acf, 4.685766), (4ac518d2f964a52026a720e3, 4.67098), (4acbc300f964a52058c520e3, 4.6647935), (4b1c0375f964a520b30024e3, 4.6434946), (4ac518f6f964a52052af20e3, 4.637626), (4ac518d0f964a52095a620e3, 4.6298857), (4bcc08273740b7139c756365, 4.6208763)
33265454: (4c9c6a059c48236a1cb14dee, 5.982484), (4acbc300f964a52058c520e3, 5.9374843), (4af47862f964a520d6f221e3, 5.9116716), (4ac518eff964a52064ad20e3, 5.8839345), (4ac518f6f964a52052af20e3, 5.868876), (4ac518d1f964a520c3a620e3, 5.8672504), (4c52b7a4b6dabe9a24d2bb13, 5.8536835), (4ac518cef964a52021a620e3, 5.8170123), (4ac518d0f964a52097a620e3, 5.7963977), (4ac518cef964a520f8a520e3, 5.7862816)
291836372: (4c9c6a059c48236a1cb14dee, 4.51254), (4af47862f964a520d6f221e3, 4.4759235), (4acbc300f964a52058c520e3, 4.4746313), (4ac518eff964a52064ad20e3, 4.4636188), (4ac518f7f964a520c6af20e3, 4.449991), (4c52b7a4b6dabe9a24d2bb13, 4.4250517), (4b0bf426f964a5200e3523e3, 4.405207), (4ac518d2f964a52026a720e3, 4.3995314), (4ac518f6f964a52052af20e3, 4.394387), (4ac518d1f964a520c3a620e3, 4.394364)
15298450: (4ac518d2f964a52026a720e3, 4.620507), (4b1c0375f964a520b30024e3, 4.6192794), (4ac518eff964a52064ad20e3, 4.615283), (4c9c6a059c48236a1cb14dee, 4.6062365), (4ac518d3f964a52076a720e3, 4.565507), (4ac518d1f964a520c3a620e3, 4.5608673), (4ba6419bf964a520b23f39e3, 4.5601845), (4ac518cef964a52021a620e3, 4.5591135), (4bcc08273740b7139c756365, 4.556093), (4acbc300f964a52058c520e3, 4.515656)
293698185: (4ac518cef964a52021a620e3, 3.4157755), (4ca4b822554b236a30853148, 3.3538663), (4bcc08273740b7139c756365, 3.3505766), (4b114284f964a520657923e3, 3.3409884), (52fbd54f498ec3d58b4b4679, 3.3292925), (4c56deb412f0d13a7bc105ad, 3.3272707), (4ba6419bf964a520b23f39e3, 3.3120825), (4be5a482cf200f47ff79133c, 3.2943344), (4c9c6a059c48236a1cb14dee, 3.2884016), (4b1c0375f964a520b30024e3, 3.2859273)
