# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4c6ce8d923c1a1cd4bdf1acf, 4.2179904), (4ac518f7f964a520c6af20e3, 4.215094), (4ac518f6f964a52052af20e3, 4.207808), (4b1c0375f964a520b30024e3, 4.194766), (4ba6419bf964a520b23f39e3, 4.162917), (4c9c6a059c48236a1cb14dee, 4.1537137), (4ac518d1f964a520c3a620e3, 4.150983), (4ac518f4f964a520fbae20e3, 4.141639), (4af47862f964a520d6f221e3, 4.1360474), (4ac518cef964a52021a620e3, 4.125582)
35528090: (4ac518d2f964a5203da720e3, 4.707437), (4ac518eff964a52064ad20e3, 4.6519065), (4ac518cef964a52021a620e3, 4.649443), (4ac518f6f964a52052af20e3, 4.6006083), (4ac518d3f964a52076a720e3, 4.58941), (4ac518d1f964a520c3a620e3, 4.576122), (4ac518d2f964a52026a720e3, 4.5585213), (4af47862f964a520d6f221e3, 4.544306), (4b1c0375f964a520b30024e3, 4.5387545), (4d5ed23c149637047e12cf94, 4.536651)
21686958: (4ac518f6f964a52052af20e3, 3.602598), (4ac518d2f964a5203da720e3, 3.5957503), (4af47862f964a520d6f221e3, 3.5849168), (4bc0d7c84cdfc9b658969321, 3.5659416), (4ac518d2f964a52026a720e3, 3.5634224), (4acbc300f964a52058c520e3, 3.558267), (4ac518eff964a52064ad20e3, 3.5524936), (4ac518d1f964a520e0a620e3, 3.5385778), (4c6ce8d923c1a1cd4bdf1acf, 3.5371635), (4b1c0375f964a520b30024e3, 3.5355186)
1469238920: (4ac518d2f964a5203da720e3, 3.223572), (4ac518cef964a52021a620e3, 3.154323), (4c9c6a059c48236a1cb14dee, 3.152659), (4bcc08273740b7139c756365, 3.1276796), (4af47862f964a520d6f221e3, 3.1259904), (4ac518f6f964a52052af20e3, 3.1086287), (4ac518f6f964a52050af20e3, 3.1048644), (4ac518cef964a520f8a520e3, 3.1012108), (4ac518eff964a52064ad20e3, 3.0990956), (4c513de4250dd13a41a4e17c, 3.0885572)
36435074: (4af47862f964a520d6f221e3, 4.4919953), (4c513de4250dd13a41a4e17c, 4.4779363), (4bc0d7c84cdfc9b658969321, 4.387624), (4ac518d2f964a52026a720e3, 4.360169), (4ac518f6f964a52050af20e3, 4.3435287), (4ae811e5f964a5200cae21e3, 4.316266), (4ac518d1f964a520c3a620e3, 4.313388), (4ac518cef964a52021a620e3, 4.3112993), (4bcc08273740b7139c756365, 4.3092165), (4ac518cef964a520f8a520e3, 4.304149)
22815350: (4bcc08273740b7139c756365, 4.181834), (4ac518f7f964a520c6af20e3, 4.15662), (4ac518cef964a520f8a520e3, 4.1473303), (4c9c6a059c48236a1cb14dee, 4.131726), (4ac518f6f964a52052af20e3, 4.129759), (4ac518cef964a52021a620e3, 4.125572), (4ba6419bf964a520b23f39e3, 4.1163993), (4ac518d1f964a520c3a620e3, 4.1040215), (4ac518f4f964a520fbae20e3, 4.1028247), (4c6ce8d923c1a1cd4bdf1acf, 4.101305)
32710744: (4ac518eff964a52064ad20e3, 4.3949456), (4ac518d0f964a52097a620e3, 4.3748474), (4ac518d3f964a52076a720e3, 4.352953), (4ac518d2f964a52026a720e3, 4.3154135), (4ac518d1f964a520c3a620e3, 4.3057356), (4c9c6a059c48236a1cb14dee, 4.301546), (4d5ed23c149637047e12cf94, 4.268582), (4b8146dbf964a520439d30e3, 4.2595987), (4fff1c5de4b018897fe4e69a, 4.254776), (4ac518cef964a52021a620e3, 4.248915)
181028932: (4c6ce8d923c1a1cd4bdf1acf, 4.4463463), (4ac518d3f964a52076a720e3, 4.444307), (4ac518f6f964a52052af20e3, 4.435734), (4ac518f7f964a520c6af20e3, 4.4135175), (4bcc08273740b7139c756365, 4.406229), (4c9c6a059c48236a1cb14dee, 4.403211), (4ac518d1f964a520c3a620e3, 4.400147), (4ac518f4f964a520fbae20e3, 4.3866544), (4b1c0375f964a520b30024e3, 4.377307), (4ac518cef964a52021a620e3, 4.3543534)
141716792: (4ac518cef964a520f8a520e3, 4.9446616), (4ac518d2f964a52026a720e3, 4.941888), (4acbc300f964a52058c520e3, 4.938338), (4bcc08273740b7139c756365, 4.9208837), (4ac518d1f964a520c3a620e3, 4.90993), (4ac518eff964a52064ad20e3, 4.906976), (4af47862f964a520d6f221e3, 4.895771), (4c9c6a059c48236a1cb14dee, 4.876189), (4ac518d3f964a52076a720e3, 4.8757944), (4ac518f6f964a52052af20e3, 4.865231)
254707359: (4ac518eff964a52064ad20e3, 4.1266284), (4d5ed23c149637047e12cf94, 4.0578604), (4ac518d3f964a52076a720e3, 4.05342), (4bcc08273740b7139c756365, 4.0445323), (4c9c6a059c48236a1cb14dee, 4.044422), (4ac518cef964a520f8a520e3, 4.0318356), (4ac518cef964a52021a620e3, 4.0214033), (4ac518d2f964a52026a720e3, 4.0152745), (4ac518f6f964a52052af20e3, 4.013683), (4ac518d1f964a520c3a620e3, 4.0024066)
71879096: (4ac518d2f964a52026a720e3, 4.9766626), (4af47862f964a520d6f221e3, 4.961271), (4ac518d1f964a520c3a620e3, 4.9600525), (4ac518f6f964a52052af20e3, 4.9334435), (4acbc300f964a52058c520e3, 4.929535), (4ac518cef964a52021a620e3, 4.9125447), (4c9c6a059c48236a1cb14dee, 4.9096766), (4ac518eff964a52064ad20e3, 4.9026484), (4c6ce8d923c1a1cd4bdf1acf, 4.8995595), (4ac518cef964a520f8a520e3, 4.8954973)
191811554: (4acbc300f964a52058c520e3, 3.5444312), (4ac518f6f964a52052af20e3, 3.50522), (4ac518d3f964a52076a720e3, 3.5036945), (4ac518d1f964a520c3a620e3, 3.4967422), (4ac518f4f964a520fbae20e3, 3.4951317), (4ac518d2f964a52026a720e3, 3.4793866), (4c6ce8d923c1a1cd4bdf1acf, 3.4680226), (4ac518f7f964a520c6af20e3, 3.4629188), (4c9c6a059c48236a1cb14dee, 3.4437103), (4ba6419bf964a520b23f39e3, 3.438608)
148448733: (4ac518f4f964a520fbae20e3, 4.333533), (4ac518cef964a52021a620e3, 4.27725), (4ac518f6f964a52052af20e3, 4.2759237), (4c9c6a059c48236a1cb14dee, 4.2468314), (4af9a82df964a520fd1222e3, 4.236033), (4ac518eff964a52064ad20e3, 4.2309966), (4b9fb129f964a5205e3537e3, 4.2164392), (4bcc08273740b7139c756365, 4.203273), (4ac518f7f964a520c6af20e3, 4.193498), (505b0a96e4b0597d277e6444, 4.1913457)
1371390146: (4ac518f6f964a52052af20e3, 4.744812), (4ac518d2f964a52026a720e3, 4.731348), (4af47862f964a520d6f221e3*, 4.728683), (4ac518eff964a52064ad20e3, 4.725423), (4ac518cef964a52021a620e3, 4.716498), (4ac518f4f964a520fbae20e3, 4.7106624), (4ac518d1f964a520c3a620e3, 4.701696), (4c9c6a059c48236a1cb14dee, 4.6881833), (4c6ce8d923c1a1cd4bdf1acf, 4.679584), (4b1c0375f964a520b30024e3, 4.670428)
24155494: (4ac518d3f964a52076a720e3, 4.816557), (4c9c6a059c48236a1cb14dee, 4.812761), (4ac518d1f964a520c3a620e3, 4.7716928), (4ac518f6f964a52052af20e3*, 4.7623587), (4c6ce8d923c1a1cd4bdf1acf, 4.7468963), (4ac518cef964a52021a620e3, 4.744595), (4ac518f4f964a520fbae20e3, 4.7426124), (4ac518eff964a52064ad20e3, 4.74178), (4bcc08273740b7139c756365, 4.7220945), (4ad42aa6f964a5205de720e3, 4.7140145)
20636705: (4d40b582adb6236a0ad88a40, 2.592554), (4bcc08273740b7139c756365, 2.5464523), (4bc3433a461576b09f5a7e32, 2.5196214), (4c56deb412f0d13a7bc105ad, 2.5148716), (4ac518e7f964a52053ab20e3, 2.50061), (4b2f71d7f964a52070eb24e3, 2.4936292), (4edabeb9b8f7fcd040c18772, 2.4843254), (4b9fb129f964a5205e3537e3, 2.4744232), (4ac518cef964a520f8a520e3, 2.466007), (4f21982be4b0644fb3b6b71d, 2.4643369)
20174894: (4c9c6a059c48236a1cb14dee, 4.7377586), (4ba6419bf964a520b23f39e3, 4.727334), (4ac518d1f964a520c3a620e3, 4.721599), (4ac518cef964a52021a620e3, 4.7141795), (4af47862f964a520d6f221e3, 4.690272), (4c6ce8d923c1a1cd4bdf1acf, 4.673302), (4c52b7a4b6dabe9a24d2bb13, 4.6569905), (4bcc08273740b7139c756365, 4.6453705), (4ad42aa6f964a5205de720e3, 4.6396136), (4ac518f4f964a520fbae20e3, 4.6391096)
238123369: (4ac518d2f964a5203da720e3, 4.8907213), (4ac518f6f964a52052af20e3, 4.848787), (4e175b25183880768f35a7e5, 4.7848773), (4ac518eff964a52064ad20e3, 4.782494), (4d5ed23c149637047e12cf94, 4.779827), (4b1c0375f964a520b30024e3, 4.777231), (4ac518d3f964a52076a720e3, 4.7757225), (4af9a82df964a520fd1222e3, 4.7753997), (4ac518f4f964a520fbae20e3, 4.773997), (4ac518f7f964a520c6af20e3, 4.768061)
105214898: (4c6ce8d923c1a1cd4bdf1acf, 4.9006515), (4ad42aa6f964a5205de720e3, 4.8816643), (4ac518f6f964a52052af20e3, 4.8575873), (4bcc08273740b7139c756365, 4.8544273), (506999663d7cfe42e733a9b3, 4.8408675), (4b1c0375f964a520b30024e3, 4.8375583), (4ac518f7f964a520c6af20e3, 4.8360085), (51c7f7dd498e5c7b074e119c, 4.834056), (4c9c6a059c48236a1cb14dee, 4.827323), (4ac518cef964a52021a620e3, 4.8161073)
34379581: (4c9c6a059c48236a1cb14dee, 3.5040102), (4bf5197b98ac0f4761ac64a8, 3.4727726), (4ac518cef964a52021a620e3, 3.462642), (4ac518d3f964a52076a720e3, 3.4595952), (4ae02185f964a5203f7e21e3, 3.453765), (4d5ed23c149637047e12cf94, 3.4459944), (4b8146dbf964a520439d30e3, 3.4408584), (4ac518d1f964a520c3a620e3, 3.4377322), (4acbc300f964a52058c520e3, 3.4371424), (4ac518eff964a52064ad20e3, 3.414147)
340309018: (4ac518cef964a52021a620e3, 5.809285), (4c9c6a059c48236a1cb14dee, 5.8008237), (4ac518f6f964a52052af20e3, 5.7911553), (4ac518d1f964a520c3a620e3, 5.7827425), (4af47862f964a520d6f221e3, 5.78268), (4ac518f4f964a520fbae20e3, 5.7580457), (4ba6419bf964a520b23f39e3, 5.7557487), (4c6ce8d923c1a1cd4bdf1acf, 5.7216525), (4ac518d2f964a52026a720e3, 5.7116017), (4c52b7a4b6dabe9a24d2bb13, 5.7058053)
364961102: (4ac518eff964a52064ad20e3, 3.883665), (4d5ed23c149637047e12cf94, 3.8189256), (4ac518e8f964a52075ab20e3, 3.7826264), (4ac518d2f964a52026a720e3, 3.7744415), (4acbc300f964a52058c520e3, 3.7678583), (4ac518cef964a52021a620e3, 3.7661476), (4ac518f6f964a52052af20e3, 3.7634864), (4ac518cef964a520f8a520e3, 3.7587206), (4ae811e5f964a5200cae21e3, 3.742957), (4af47862f964a520d6f221e3, 3.739345)
161706327: (4ac518f6f964a52052af20e3, 4.4655037), (4ac518d3f964a52076a720e3, 4.4598126), (4ac518cef964a52021a620e3*, 4.4363656), (4c9c6a059c48236a1cb14dee, 4.4337406), (4d5ed23c149637047e12cf94, 4.425449), (4c6ce8d923c1a1cd4bdf1acf, 4.423768), (4ac518f4f964a520fbae20e3, 4.4209685), (4ac518eff964a52064ad20e3, 4.4090147), (4b114284f964a520657923e3, 4.4069247), (4ac518d1f964a520c3a620e3, 4.3966823)
188432437: (4be3f1c42fc7d13a2a9e083a, 2.9726498), (4ad42aa6f964a5205de720e3, 2.9670331), (4ac518ebf964a52024ac20e3, 2.943723), (4ad77a44f964a520290b21e3, 2.9187298), (506999663d7cfe42e733a9b3, 2.8981688), (4b233922f964a520785424e3, 2.8937664), (4b1c0375f964a520b30024e3, 2.8896766), (4c9c6a059c48236a1cb14dee, 2.88489), (4ac518cef964a52021a620e3, 2.8642783), (4c222b9d497cb713c9e46cd8, 2.8634198)
37676796: (4ac518d3f964a52076a720e3, 5.0440807), (4ac518eff964a52064ad20e3, 4.9998655), (4c9c6a059c48236a1cb14dee, 4.9959006), (4ac518d1f964a520c3a620e3, 4.9929757), (4ac518d2f964a52026a720e3, 4.971356), (4ac518d0f964a52097a620e3, 4.9613013), (4ac518cef964a52021a620e3, 4.9377675), (4ac518f6f964a52052af20e3, 4.9157248), (4acbc300f964a52058c520e3, 4.9154696), (4d5ed23c149637047e12cf94, 4.9013553)
139374999: (4acbc300f964a52058c520e3, 3.5793617), (4bc0d7c84cdfc9b658969321, 3.5514336), (4ac518d2f964a52026a720e3, 3.550049), (4af47862f964a520d6f221e3, 3.5416458), (4ac518eff964a52064ad20e3, 3.5154388), (4ac518f6f964a52050af20e3, 3.4984698), (4ac518cef964a520f8a520e3, 3.4917333), (4ac518f6f964a52052af20e3, 3.4916236), (4d5ed23c149637047e12cf94, 3.4848697), (4ac518d1f964a520c3a620e3, 3.4795828)
19151638: (4c9c6a059c48236a1cb14dee, 4.1590815), (4ac518cef964a52021a620e3, 4.110953), (4ad42aa6f964a5205de720e3, 4.1051307), (4c6ce8d923c1a1cd4bdf1acf, 4.0947437), (4bcc08273740b7139c756365, 4.0907025), (4ac518f6f964a52052af20e3, 4.0887313), (4ac518d1f964a520c3a620e3, 4.0841203), (4ba6419bf964a520b23f39e3, 4.082607), (4ac518d2f964a5203da720e3, 4.078105), (4ac518f7f964a520c6af20e3, 4.070316)
115074698: (4ac518d2f964a5203da720e3, 3.5619097), (4ac518eff964a52064ad20e3, 3.5048342), (4acdea4ff964a52088cd20e3, 3.5041823), (4ac518f6f964a52052af20e3, 3.486087), (4d5ed23c149637047e12cf94, 3.478814), (4bad16def964a520792c3be3, 3.4672046), (4bc0d7c84cdfc9b658969321, 3.465335), (4b1c0375f964a520b30024e3, 3.4635503), (4ac518ebf964a52024ac20e3, 3.4587855), (4ae811e5f964a5200cae21e3, 3.4546828)
283432802: (4af47862f964a520d6f221e3, 3.9943247), (4c9c6a059c48236a1cb14dee, 3.9864225), (4ac518cef964a52021a620e3, 3.9693778), (4ac518d1f964a520c3a620e3, 3.960957), (4ac518f6f964a52052af20e3, 3.9547505), (4c6ce8d923c1a1cd4bdf1acf, 3.9475117), (4ba6419bf964a520b23f39e3, 3.9354794), (4ac518d2f964a52026a720e3, 3.9322257), (4b1c0375f964a520b30024e3, 3.9217427), (4c513de4250dd13a41a4e17c, 3.9170952)
356871739: (4c9c6a059c48236a1cb14dee, 4.6121774), (4ac518d3f964a52076a720e3, 4.5499854), (4bcc08273740b7139c756365, 4.5425596), (4ac518f6f964a52052af20e3, 4.528185), (4ac518cef964a52021a620e3, 4.5264792), (4ad42aa6f964a5205de720e3, 4.5069613), (4ac518d1f964a520c3a620e3, 4.5060377), (4ac518f7f964a520c6af20e3, 4.505714), (4ac518f4f964a520fbae20e3, 4.4902325), (4c6ce8d923c1a1cd4bdf1acf, 4.48783)
57429170: (4ac518eff964a52064ad20e3, 5.2521954), (4c9c6a059c48236a1cb14dee, 5.25011), (4ac518d2f964a52026a720e3, 5.2410483), (4ac518cef964a52021a620e3, 5.237134), (4ac518f6f964a52052af20e3, 5.2364454), (4ac518cef964a520f8a520e3, 5.2297087), (4ac518d1f964a520c3a620e3, 5.212924), (4b1c0375f964a520b30024e3, 5.2022915), (4af47862f964a520d6f221e3, 5.187648), (4ac518f4f964a520fbae20e3, 5.1669545)
15710574: (4ad42aa6f964a5205de720e3, 2.776884), (4c9c6a059c48236a1cb14dee, 2.708583), (4b1c0375f964a520b30024e3, 2.6849413), (506999663d7cfe42e733a9b3, 2.6737382), (4ac518f6f964a52052af20e3, 2.6705215), (4ac518cef964a520f8a520e3, 2.6695383), (4ac518cef964a52021a620e3, 2.6671255), (4bcc08273740b7139c756365, 2.6617699), (4c6ce8d923c1a1cd4bdf1acf, 2.66111), (4ac518d1f964a520c3a620e3, 2.6560946)
314728179: (4c9c6a059c48236a1cb14dee, 4.5744925), (4ac518cef964a52021a620e3, 4.5303245), (4ac518d2f964a5203da720e3, 4.5291624), (4ad42aa6f964a5205de720e3, 4.492515), (4ac518f6f964a52052af20e3, 4.4914894), (4ac518d1f964a520c3a620e3, 4.4804306), (4b1c0375f964a520b30024e3, 4.475453), (4af47862f964a520d6f221e3, 4.4749436), (4ac518cef964a520f8a520e3, 4.460763), (4c6ce8d923c1a1cd4bdf1acf, 4.4563265)
18257109: (4bcc08273740b7139c756365, 4.694419), (4ac518cef964a520f8a520e3, 4.6705103), (4ad42aa6f964a5205de720e3, 4.666121), (51c7f7dd498e5c7b074e119c, 4.655895), (4ac518f6f964a52052af20e3, 4.636773), (4c6ce8d923c1a1cd4bdf1acf, 4.6334424), (4c9c6a059c48236a1cb14dee, 4.6287036), (4ac518cef964a52021a620e3, 4.6205163), (4b1c0375f964a520b30024e3, 4.6082573), (4af47862f964a520d6f221e3, 4.582844)
40243149: (4ac518d2f964a5203da720e3, 5.0045896), (4ac518eff964a52064ad20e3, 4.991396), (4ac518f6f964a52052af20e3, 4.99087), (4ac518cef964a52021a620e3, 4.9844174), (4c9c6a059c48236a1cb14dee, 4.965235), (4ac518d2f964a52026a720e3, 4.9533744), (4ac518cef964a520f8a520e3, 4.943248), (4af47862f964a520d6f221e3, 4.938598), (4ac518d1f964a520e6a620e3, 4.925824), (4ac518f4f964a520fbae20e3, 4.921607)
78432265: (4ac518d2f964a5203da720e3, 4.8234377), (4bcc08273740b7139c756365, 4.815391), (4c9c6a059c48236a1cb14dee, 4.815151), (4ac518e8f964a52075ab20e3, 4.814105), (4ac518cef964a52021a620e3, 4.800066), (4ac518f6f964a52052af20e3, 4.789883), (4ac518cef964a520f8a520e3, 4.785597), (4ae811e5f964a5200cae21e3, 4.7854257), (4ac518f6f964a52050af20e3, 4.7729855), (4acbc300f964a52058c520e3, 4.7708764)
784609: (4acbc300f964a52058c520e3, 4.115068), (4ac518d1f964a520c3a620e3, 4.082833), (4ac518d3f964a52076a720e3, 4.0752826), (4ac518cef964a520f8a520e3, 4.0588317), (4ac518d2f964a52026a720e3, 4.055571), (4bcc08273740b7139c756365, 4.0554566), (4c9c6a059c48236a1cb14dee, 4.0542936), (4ac518f6f964a52052af20e3, 4.0382686), (4ac518cef964a52021a620e3, 4.024825), (4c6ce8d923c1a1cd4bdf1acf, 4.005322)
328160244: (4c9c6a059c48236a1cb14dee, 3.5326157), (4ac518d1f964a520c3a620e3, 3.5023391), (4ac518d3f964a52076a720e3, 3.4845917), (4ac518f6f964a52052af20e3, 3.4841146), (4ac518cef964a52021a620e3, 3.4795732), (4acbc300f964a52058c520e3, 3.4748185), (4c6ce8d923c1a1cd4bdf1acf, 3.4711673), (4ba6419bf964a520b23f39e3, 3.4692938), (4af47862f964a520d6f221e3, 3.45917), (4ac518d0f964a52095a620e3, 3.4573243)
134912582: (4af47862f964a520d6f221e3, 4.8302774), (4c513de4250dd13a41a4e17c, 4.756535), (4ac518d2f964a5203da720e3, 4.7525754), (4ac518f6f964a52050af20e3, 4.7494297), (4c9c6a059c48236a1cb14dee, 4.740846), (4ac518f6f964a52052af20e3, 4.728607), (4ac518cef964a520f8a520e3, 4.687868), (4ae811e5f964a5200cae21e3, 4.6867857), (4bcc08273740b7139c756365, 4.6776285), (4b1c0375f964a520b30024e3, 4.6775208)
102480155: (4ac518d2f964a5203da720e3, 3.0359187), (4d64f88cd2906a310083e2cb, 3.0031393), (4ac518cef964a520f7a520e3, 2.9955294), (4c9c6a059c48236a1cb14dee, 2.982795), (4b1290d5f964a520da8a23e3, 2.9538453), (4ac518cef964a520f8a520e3, 2.9456244), (4bcc08273740b7139c756365, 2.9434505), (4ac518f6f964a52052af20e3, 2.9201925), (4ba12171f964a520c29a37e3, 2.9181006), (4acbc300f964a52058c520e3, 2.9165971)
19648599: (506999663d7cfe42e733a9b3, 3.8082771), (4ad42aa6f964a5205de720e3, 3.7810028), (4b1c0375f964a520b30024e3, 3.7666538), (4c9c6a059c48236a1cb14dee, 3.7630463), (4af47862f964a520d6f221e3, 3.7597737), (4ac518eff964a52064ad20e3, 3.75392), (4ac518cef964a52021a620e3, 3.753864), (4ac518f6f964a52052af20e3, 3.751053), (4c6ce8d923c1a1cd4bdf1acf, 3.749261), (4b0bf426f964a5200e3523e3, 3.7446115)
18796965: (4af47862f964a520d6f221e3, 4.62354), (4ac518f6f964a52052af20e3, 4.614639), (4bcc08273740b7139c756365, 4.609019), (4ac518eff964a52064ad20e3, 4.5705795), (4ac518f7f964a520c6af20e3, 4.5601034), (4ac518d2f964a5203da720e3, 4.558476), (4ac518cef964a520f8a520e3, 4.5458627), (4c6ce8d923c1a1cd4bdf1acf, 4.5456514), (4ac518d2f964a52026a720e3, 4.5425773), (4ac518f4f964a520fbae20e3, 4.53684)
185366131: (4ac518d0f964a52097a620e3, 4.0497904), (4fff1c5de4b018897fe4e69a, 4.0456038), (4ac518d1f964a520c3a620e3, 4.001108), (4ac518cef964a520f8a520e3, 3.988397), (4ac518d2f964a52026a720e3, 3.9870493), (4ac518d3f964a52076a720e3, 3.9861965), (4c9c6a059c48236a1cb14dee, 3.981018), (4ac518f4f964a520fbae20e3, 3.9763038), (4ac518f6f964a52052af20e3, 3.9610913), (4d41d30e89616dcb9d1413b5, 3.959775)
291836372: (4ac518f6f964a52052af20e3, 4.424106), (4b1c0375f964a520b30024e3, 4.3879194), (4ac518f4f964a520fbae20e3, 4.3853436), (4c6ce8d923c1a1cd4bdf1acf, 4.3706446), (4ac518f7f964a520c6af20e3, 4.359719), (4e4b9e2314958c3abfa956c7, 4.325195), (4c9c6a059c48236a1cb14dee, 4.3183484), (4ac518cef964a52021a620e3, 4.31553), (4ba6419bf964a520b23f39e3, 4.3040037), (4ac518d1f964a520c3a620e3, 4.294482)
15298450: (4c9c6a059c48236a1cb14dee, 3.891298), (4ba6419bf964a520b23f39e3, 3.877124), (4ac518cef964a52021a620e3, 3.8686695), (4af47862f964a520d6f221e3, 3.8228362), (4ac518d1f964a520c3a620e3, 3.8217444), (4ac518f6f964a52052af20e3, 3.7826657), (4bcc08273740b7139c756365, 3.781428), (4acaf933f964a52031c320e3, 3.776388), (4ad42aa6f964a5205de720e3, 3.7724113), (4c6ce8d923c1a1cd4bdf1acf, 3.7658606)
