# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518d3f964a52076a720e3, 3.1397169), (4bcc08273740b7139c756365, 3.1331637), (4af8a7f7f964a520fc0e22e3, 3.095583), (4ac518cef964a520f8a520e3, 3.0786316), (4c9c6a059c48236a1cb14dee, 3.0719976), (4ae2252ef964a5202c8b21e3, 3.0614467), (4bc0d7c84cdfc9b658969321, 3.0571997), (4ac518cef964a52021a620e3, 3.0554152), (4ae9aca2f964a5209fb521e3, 3.0471673), (52d71ac611d2dae852a0be1f, 3.0418549)
19592747: (4bcc08273740b7139c756365, 5.199305), (4c9c6a059c48236a1cb14dee, 5.182934), (4ac518cef964a52021a620e3, 5.1642656), (4ac518d3f964a52076a720e3, 5.1590533), (4b1c0375f964a520b30024e3, 5.1230583), (4ac518f6f964a52052af20e3, 5.1217713), (4ac518d2f964a5203da720e3, 5.0846066), (4bc0d7c84cdfc9b658969321, 5.072791), (4ac518d2f964a52026a720e3, 5.070864), (4ac518cef964a520f8a520e3, 5.0647254)
121683168: (4ac518cef964a52021a620e3, 3.278005), (4af47862f964a520d6f221e3, 3.2673106), (4ac518d1f964a520c3a620e3, 3.2401114), (4ac518cef964a520f8a520e3, 3.2313201), (4c9c6a059c48236a1cb14dee, 3.221739), (4ad42aa6f964a5205de720e3, 3.2150588), (4ac518eff964a52064ad20e3, 3.211407), (4ac518f6f964a52052af20e3, 3.2008522), (4b114284f964a520657923e3, 3.1972501), (4ac518d2f964a5203da720e3, 3.1934872)
35528090: (4ac518cef964a52021a620e3, 5.5292277), (4ac518f6f964a52052af20e3, 5.479761), (4ac518d2f964a5203da720e3, 5.461177), (4af47862f964a520d6f221e3, 5.4287195), (4b114284f964a520657923e3, 5.4228253), (4ac518eff964a52064ad20e3, 5.4110703), (4acbc300f964a52058c520e3, 5.3833027), (4d5ed23c149637047e12cf94, 5.366763), (4ac518f7f964a520c6af20e3, 5.3637705), (4e175b25183880768f35a7e5, 5.359535)
21686958: (4c9c6a059c48236a1cb14dee, 4.345843), (4ac518f4f964a520fbae20e3, 4.335453), (4ac518d3f964a52076a720e3, 4.2610974), (4ac518d1f964a520c3a620e3, 4.248049), (4b1c0375f964a520b30024e3, 4.2479243), (506999663d7cfe42e733a9b3, 4.219164), (4ac518cef964a52021a620e3, 4.1868024), (4ac518cef964a520f8a520e3, 4.1830683), (4ac518d2f964a52026a720e3, 4.1625915), (4f180e24e4b0fc8452f7abee, 4.156631)
1469238920: (4c9c6a059c48236a1cb14dee, 5.4852753), (4ac518cef964a52021a620e3, 5.366005), (4ac518eff964a52064ad20e3, 5.338083), (4ac518d1f964a520c3a620e3, 5.3324075), (4ac518d2f964a52026a720e3, 5.314398), (4ac518d2f964a5203da720e3, 5.3070817), (4ac518e8f964a52075ab20e3, 5.297471), (4b1c0375f964a520b30024e3, 5.2924943), (4af47862f964a520d6f221e3, 5.2800117), (4ac518cef964a520f8a520e3, 5.2749367)
36435074: (4ac518d3f964a52076a720e3, 4.4131365), (4b1c0375f964a520b30024e3, 4.3956547), (4c9c6a059c48236a1cb14dee, 4.3530774), (4ac518cef964a52021a620e3, 4.3302746), (4ac518f6f964a52052af20e3, 4.3257318), (4bcc08273740b7139c756365, 4.315712), (4ac518d1f964a520c3a620e3, 4.309175), (4af47862f964a520d6f221e3, 4.3005753), (4ac518f4f964a520fbae20e3, 4.292969), (4d5ed23c149637047e12cf94, 4.292262)
22815350: (4ac518eff964a52064ad20e3, 4.224692), (4ac518cef964a52021a620e3, 4.211853), (4c9c6a059c48236a1cb14dee, 4.20189), (4bc0d7c84cdfc9b658969321, 4.196699), (4bcc08273740b7139c756365, 4.169109), (4ac518d3f964a52076a720e3, 4.164802), (4ac518cef964a520f8a520e3, 4.1450253), (4e4b9e2314958c3abfa956c7, 4.1414857), (4ac518f4f964a520fbae20e3, 4.1338644), (4acbc300f964a52058c520e3, 4.1242137)
181028932: (4ac518cef964a52021a620e3, 5.2094197), (4c9c6a059c48236a1cb14dee, 5.1781087), (4ac518d2f964a52026a720e3, 5.1742845), (4af47862f964a520d6f221e3, 5.159206), (4ac518d2f964a5203da720e3, 5.143591), (4ac518f6f964a52052af20e3, 5.136816), (4ac518d1f964a520c3a620e3, 5.1202903), (4ac518eff964a52064ad20e3, 5.1191907), (4ba6419bf964a520b23f39e3, 5.112886), (4b0bf426f964a5200e3523e3, 5.1013255)
221313006: (4ac518d1f964a520c3a620e3, 4.1968594), (4ac518d3f964a52076a720e3, 4.1722007), (4ae811e5f964a5200cae21e3, 4.1624665), (4e175b25183880768f35a7e5, 4.141635), (4ac518eff964a52064ad20e3, 4.123033), (4f390365d5fb890db50d6859, 4.121253), (4af47862f964a520d6f221e3, 4.1204543), (4ac518cef964a52021a620e3, 4.110429), (4ac518e8f964a52075ab20e3, 4.0985456), (4b1c0375f964a520b30024e3, 4.089778)
254707359: (4c9c6a059c48236a1cb14dee, 4.7819595), (4ac518f4f964a520fbae20e3, 4.680977), (4ac518cef964a520f8a520e3, 4.6703963), (4ac518d3f964a52076a720e3, 4.623802), (4ac518cef964a52021a620e3, 4.6174874), (4ac518d1f964a520c3a620e3, 4.591492), (4bc0d7c84cdfc9b658969321, 4.591051), (506999663d7cfe42e733a9b3, 4.577923), (4b1c0375f964a520b30024e3, 4.566873), (4ac518d2f964a52026a720e3, 4.5667214)
102199088: (4b1c0375f964a520b30024e3, 5.0099707), (4ac518f6f964a52052af20e3, 4.9848676), (4ac518d1f964a520c3a620e3, 4.9537163), (4c9c6a059c48236a1cb14dee, 4.9456553), (4ac518d2f964a52026a720e3, 4.941987), (4af47862f964a520d6f221e3, 4.930571), (4ac518cef964a52021a620e3, 4.9226723), (4ac518d2f964a5203da720e3, 4.9163303), (4acaf933f964a52031c320e3, 4.912666), (52d71ac611d2dae852a0be1f, 4.9031944)
191811554: (4c9c6a059c48236a1cb14dee, 4.3108053), (4ac518d3f964a52076a720e3, 4.2672176), (4af47862f964a520d6f221e3, 4.2441616), (4b1c0375f964a520b30024e3, 4.2351174), (4ac518cef964a52021a620e3, 4.230891), (4ac518f7f964a520c6af20e3, 4.222058), (4ac518cef964a520f8a520e3, 4.218042), (4acaf933f964a52031c320e3, 4.210698), (4ae811e5f964a5200cae21e3, 4.210521), (4acbc300f964a52058c520e3, 4.2068753)
148448733: (4ac518cef964a52021a620e3, 3.8703973), (4bc0d7c84cdfc9b658969321, 3.8589272), (4ac518eff964a52064ad20e3, 3.841437), (4ac518d2f964a5203da720e3, 3.841144), (4ac518cef964a520f8a520e3, 3.8381827), (4ac518f4f964a520fbae20e3, 3.831156), (4bcc08273740b7139c756365, 3.8287263), (4ac518d3f964a52076a720e3, 3.8243754), (4c9c6a059c48236a1cb14dee, 3.8190799), (505b0a96e4b0597d277e6444, 3.810741)
1371390146: (4ac518cef964a52021a620e3, 5.016771), (4e175b25183880768f35a7e5, 5.009617), (4bc0d7c84cdfc9b658969321, 4.953703), (4bcc08273740b7139c756365, 4.9525466), (4ac518d2f964a5203da720e3, 4.9513655), (4ac518f6f964a52052af20e3, 4.938897), (4ba6419bf964a520b23f39e3, 4.9311056), (4ac518d1f964a520c3a620e3, 4.9134765), (4ac518f4f964a520fbae20e3, 4.912269), (4b114284f964a520657923e3, 4.910849)
24155494: (4c9c6a059c48236a1cb14dee, 4.6894975), (4ad42aa6f964a5205de720e3, 4.6278634), (4af47862f964a520d6f221e3, 4.586857), (4ac518d1f964a520c3a620e3, 4.579606), (4ac518cef964a52021a620e3, 4.5759645), (4ac518d1f964a520e0a620e3, 4.545097), (4c6ce8d923c1a1cd4bdf1acf, 4.5383677), (4ac518f4f964a520fbae20e3, 4.5283237), (4ac518f6f964a52050af20e3, 4.524026), (4ac518e8f964a52075ab20e3, 4.521304)
20174894: (4ac518d2f964a5203da720e3, 5.048866), (4ac518cef964a52021a620e3, 5.0234027), (4c9c6a059c48236a1cb14dee, 4.9602566), (4bcc08273740b7139c756365, 4.9457307), (4bc0d7c84cdfc9b658969321, 4.94148), (4b114284f964a520657923e3, 4.9382195), (4ac518eff964a52064ad20e3, 4.911842), (4e175b25183880768f35a7e5, 4.907455), (4ac518f4f964a520fbae20e3, 4.9034433), (4ac518d1f964a520c3a620e3, 4.8713465)
34379581: (4ac518d2f964a5203da720e3, 3.809824), (4c6ce8d923c1a1cd4bdf1acf, 3.7872667), (4ac518cef964a52021a620e3, 3.7751126), (4b0bf426f964a5200e3523e3, 3.7705643), (4c9c6a059c48236a1cb14dee, 3.7672296), (52d71ac611d2dae852a0be1f, 3.750247), (4ac518d2f964a52026a720e3, 3.7441878), (4b1c0375f964a520b30024e3, 3.7382913), (4acbc300f964a52058c520e3, 3.7216697), (4ac518d1f964a520c3a620e3, 3.7061923)
60707771: (4ac518f4f964a520fbae20e3, 3.6211243), (4e175b25183880768f35a7e5, 3.5616772), (4ae9aca2f964a5209fb521e3, 3.560025), (4ac518cef964a52021a620e3, 3.5472124), (4ac518d3f964a52076a720e3, 3.5445828), (4bc0d7c84cdfc9b658969321, 3.5379708), (4c9c6a059c48236a1cb14dee, 3.51358), (4f180e24e4b0fc8452f7abee, 3.4801924), (4ac518d0f964a52099a620e3, 3.4716156), (4ac518d1f964a520c3a620e3, 3.4685209)
364961102: (4ac518cef964a52021a620e3, 4.9440355), (4ac518f4f964a520fbae20e3, 4.9343715), (4e175b25183880768f35a7e5, 4.927191), (4ac518d3f964a52076a720e3, 4.9000382), (4bcc08273740b7139c756365, 4.890157), (4ac518d1f964a520c3a620e3, 4.875629), (4af47862f964a520d6f221e3, 4.8732285), (4c9c6a059c48236a1cb14dee, 4.8702064), (4ac518f6f964a52052af20e3, 4.8681974), (4bc0d7c84cdfc9b658969321, 4.85124)
161706327: (4ac518d3f964a52076a720e3, 4.5900517), (4ae811e5f964a5200cae21e3, 4.545315), (4b7a7122f964a520f62c2fe3, 4.4531364), (4af47862f964a520d6f221e3, 4.4421816), (4ac518f6f964a52052af20e3, 4.418664), (4bc0d7c84cdfc9b658969321, 4.405558), (4ac518d1f964a520c3a620e3, 4.3948236), (4e4b9e2314958c3abfa956c7, 4.3946404), (4d5ed23c149637047e12cf94, 4.3918447), (4ac518cef964a520f8a520e3, 4.383519)
188432437: (4ac518d3f964a52076a720e3, 4.8066683), (4ac518d1f964a520e6a620e3, 4.7861156), (4ac518cef964a52021a620e3, 4.780812), (4d5ed23c149637047e12cf94, 4.732094), (4ac518f6f964a52052af20e3, 4.7290854), (4ba6419bf964a520b23f39e3, 4.723616), (52d71ac611d2dae852a0be1f, 4.7202544), (4af47862f964a520d6f221e3, 4.706679), (4ae811e5f964a5200cae21e3, 4.6982408), (5127fae2e4b0d9d0f75da670, 4.6898847)
37676796: (4ac518d1f964a520e0a620e3, 4.599047), (4ac518cef964a52021a620e3, 4.58859), (4ac518e8f964a52075ab20e3, 4.580125), (4ac518d1f964a520c3a620e3, 4.572532), (4ac518d0f964a52099a620e3, 4.541972), (4ba6419bf964a520b23f39e3, 4.5346994), (4c6ce8d923c1a1cd4bdf1acf, 4.5293083), (4c9c6a059c48236a1cb14dee, 4.5282884), (4e175b25183880768f35a7e5, 4.5278616), (4ad42aa6f964a5205de720e3, 4.524331)
139374999: (4ac518cef964a52021a620e3, 5.1369743), (4c9c6a059c48236a1cb14dee, 5.101659), (4ac518d2f964a5203da720e3, 5.0800543), (4ac518f6f964a52052af20e3, 5.079001), (4af47862f964a520d6f221e3, 5.0538898), (4acbc300f964a52058c520e3, 5.0456853), (4ad42aa6f964a5205de720e3, 5.0417924), (4ac518eff964a52064ad20e3, 5.0370603), (4ac518d2f964a52026a720e3, 5.008416), (4b114284f964a520657923e3, 4.999947)
19151638: (4ac518d2f964a5203da720e3, 3.178183), (4ac518cef964a52021a620e3, 3.1333122), (4ac518f6f964a52052af20e3, 3.1269512), (4b114284f964a520657923e3, 3.1018202), (4af47862f964a520d6f221e3, 3.0910077), (4fe85037e4b0af2e68221581, 3.0878372), (4ac518d1f964a520c3a620e3, 3.0875266), (4ac518eff964a52064ad20e3, 3.0863428), (4ac518f7f964a520c6af20e3, 3.0860932), (4acbc300f964a52058c520e3, 3.081632)
1115261414: (4ac518d1f964a520c3a620e3, 5.9027534), (4c9c6a059c48236a1cb14dee, 5.901695), (4ac518cef964a52021a620e3, 5.885234), (4ac518d3f964a52076a720e3, 5.84291), (4b1c0375f964a520b30024e3, 5.839658), (4ac518d2f964a52026a720e3, 5.8391047), (4af47862f964a520d6f221e3, 5.8293476), (4ac518eff964a52064ad20e3, 5.8282404), (4b0bf426f964a5200e3523e3, 5.823266), (4c6ce8d923c1a1cd4bdf1acf, 5.79747)
115074698: (4c9c6a059c48236a1cb14dee, 3.750383), (4ac518d2f964a5203da720e3, 3.7443597), (4ac518cef964a52021a620e3, 3.741836), (4bcc08273740b7139c756365, 3.7253659), (4ac518f6f964a52052af20e3, 3.6982248), (4b1c0375f964a520b30024e3, 3.690148), (4ac518eff964a52064ad20e3, 3.6888025), (4ac518d1f964a520c3a620e3, 3.686203), (4b114284f964a520657923e3, 3.6850297), (4fe85037e4b0af2e68221581, 3.6814141)
356871739: (4ac518f7f964a520c6af20e3, 4.497601), (4ac518f6f964a52052af20e3, 4.4670234), (4ac518d2f964a5203da720e3, 4.4542365), (4ba6419bf964a520b23f39e3, 4.4471235), (4ac518cef964a52021a620e3, 4.4257565), (4ae811e5f964a5200cae21e3, 4.420079), (4af47862f964a520d6f221e3, 4.4190183), (4ac518d1f964a520c3a620e3, 4.3760886), (4ac518d2f964a52026a720e3, 4.3721085), (4d5ed23c149637047e12cf94, 4.368503)
141996830: (4c6ce8d923c1a1cd4bdf1acf, 4.8980865), (4ad42aa6f964a5205de720e3, 4.892084), (4ac518d1f964a520e0a620e3, 4.8866563), (4ac518cef964a52021a620e3, 4.8650694), (4ac518f6f964a52052af20e3, 4.846746), (4ac518d1f964a520c3a620e3, 4.8217144), (4af47862f964a520d6f221e3, 4.8125916), (4ac518d2f964a5203da720e3, 4.801597), (4e175b25183880768f35a7e5, 4.7893424), (4d5ed23c149637047e12cf94, 4.773529)
57429170: (4ac518d2f964a5203da720e3, 3.2869372), (4ac518f6f964a52052af20e3, 3.2756572), (4ac518cef964a52021a620e3, 3.2537265), (4ba6419bf964a520b23f39e3, 3.226566), (4ac518d2f964a52026a720e3, 3.213898), (4ac518f7f964a520c6af20e3, 3.2086856), (4af47862f964a520d6f221e3, 3.2015798), (4ac518d1f964a520c3a620e3, 3.1969995), (4b1c0375f964a520b30024e3, 3.1927962), (4ac518f6f964a52050af20e3, 3.191498)
15710574: (4ac518cef964a52021a620e3, 4.0691967), (4ac518eff964a52064ad20e3, 4.059673), (4ba6419bf964a520b23f39e3, 4.0523887), (4ac518d3f964a52076a720e3, 4.029183), (4af47862f964a520d6f221e3, 4.021742), (4acbc300f964a52058c520e3, 4.018053), (4ac518cef964a520f8a520e3, 4.0135355), (4b114284f964a520657923e3, 3.9979854), (4ac518d1f964a520e6a620e3, 3.9954982), (4ac518f6f964a52052af20e3, 3.9732761)
150359649: (4b1c0375f964a520b30024e3, 4.0242696), (4c6ce8d923c1a1cd4bdf1acf, 4.023654), (4ac518d1f964a520c3a620e3, 3.997609), (4c9c6a059c48236a1cb14dee, 3.981693), (4b0bf426f964a5200e3523e3, 3.973041), (4ac518f6f964a52052af20e3, 3.9340928), (4af47862f964a520d6f221e3*, 3.9151666), (4ac518d2f964a52026a720e3, 3.910504), (4c52b7a4b6dabe9a24d2bb13, 3.9067693), (4ac518cef964a52021a620e3, 3.8841112)
314728179: (4c9c6a059c48236a1cb14dee, 5.912951), (4ac518cef964a52021a620e3, 5.824017), (4ac518d2f964a5203da720e3, 5.711433), (4ac518f6f964a52052af20e3, 5.7044077), (4ac518cef964a520f8a520e3, 5.7003865), (4b114284f964a520657923e3, 5.695149), (4af47862f964a520d6f221e3, 5.692999), (4bcc08273740b7139c756365, 5.6694703), (4b1c0375f964a520b30024e3, 5.6670356), (4ac518d2f964a52026a720e3, 5.6600432)
23001959: (4c9c6a059c48236a1cb14dee, 3.7362509), (4ac518e8f964a52075ab20e3, 3.613701), (506999663d7cfe42e733a9b3, 3.6044645), (4acdeba7f964a5208bcd20e3, 3.5833507), (4ca4b822554b236a30853148, 3.5575402), (4ac518f4f964a520fbae20e3, 3.5545356), (4d41d30e89616dcb9d1413b5, 3.5426846), (4ac518cef964a52021a620e3, 3.5378904), (4e2f1b20e4cdb5a70d65250c, 3.536473), (4ac518bbf964a5200ca220e3, 3.5349402)
784609: (4acaf933f964a52031c320e3, 3.8689306), (4ac518f7f964a520c6af20e3, 3.8409107), (4c9c6a059c48236a1cb14dee, 3.819632), (4ac518d2f964a5203da720e3, 3.7871664), (4ac518f6f964a52050af20e3, 3.7640145), (4ac518cef964a52021a620e3, 3.7590952), (4ac518cef964a520f8a520e3, 3.7555182), (4bcc08273740b7139c756365, 3.7481096), (4ac518d2f964a52026a720e3, 3.7444434), (4ac518f6f964a52052af20e3, 3.7416813)
328160244: (4c9c6a059c48236a1cb14dee, 5.2553215), (4ac518f4f964a520fbae20e3, 5.2034063), (4ac518e8f964a52075ab20e3, 5.084495), (4ac518cef964a52021a620e3, 5.076642), (4ac518cef964a520f8a520e3, 5.0633945), (4ba12171f964a520c29a37e3, 5.0558352), (4ac518d1f964a520c3a620e3, 5.0525117), (4af47862f964a520d6f221e3, 5.025268), (4ac518d3f964a52076a720e3, 5.0230575), (4bc0d7c84cdfc9b658969321, 5.0187497)
178852930: (4ac518d2f964a5203da720e3, 6.177758), (4ac518eff964a52064ad20e3, 6.1589427), (4ac518cef964a52021a620e3, 6.1548414), (4ac518d1f964a520c3a620e3, 6.1363277), (4ac518f6f964a52052af20e3, 6.130582), (4acbc300f964a52058c520e3, 6.0874352), (4ac518d2f964a52026a720e3, 6.080287), (4c9c6a059c48236a1cb14dee, 6.078495), (4b1c0375f964a520b30024e3, 6.0705657), (4af47862f964a520d6f221e3, 6.061544)
134912582: (4ac518d1f964a520c3a620e3, 3.0421276), (4b1c0375f964a520b30024e3, 3.0279968), (4c6ce8d923c1a1cd4bdf1acf, 3.0131483), (4ac518f6f964a52052af20e3, 2.9965963), (4ac518d3f964a52076a720e3, 2.981555), (4c9c6a059c48236a1cb14dee, 2.9769392), (4af47862f964a520d6f221e3, 2.9764223), (4ae811e5f964a5200cae21e3, 2.9738083), (4d5ed23c149637047e12cf94, 2.9469922), (4f180e24e4b0fc8452f7abee, 2.9356399)
43676854: (4ac518d2f964a5203da720e3, 4.804216), (4c9c6a059c48236a1cb14dee, 4.789382), (4b114284f964a520657923e3, 4.737511), (4ac518cef964a52021a620e3, 4.7309875), (4acbc300f964a52058c520e3, 4.730757), (4ac518f6f964a52050af20e3, 4.7217035), (4bcc08273740b7139c756365, 4.719404), (4ac518f7f964a520c6af20e3, 4.7053337), (4ac518f6f964a52052af20e3, 4.6904473), (4d96c78397d06ea823d70b0b, 4.65049)
83152858: (4ac518d1f964a520c3a620e3, 5.182341), (4ac518cef964a52021a620e3, 5.1783667), (4ae811e5f964a5200cae21e3, 5.1398416), (4ac518f6f964a52052af20e3, 5.139594), (4c9c6a059c48236a1cb14dee, 5.1330395), (4ac518d3f964a52076a720e3, 5.127174), (4af47862f964a520d6f221e3, 5.1236506), (4ac518d2f964a52026a720e3, 5.1143594), (4b1c0375f964a520b30024e3, 5.107523), (4ba6419bf964a520b23f39e3, 5.107355)
18561913: (4ac518f7f964a520c6af20e3, 3.677446), (4b114284f964a520657923e3, 3.6525784), (4ac518cef964a52021a620e3, 3.6502504), (4bcc08273740b7139c756365, 3.6485612), (4ac518d2f964a5203da720e3, 3.6295457), (4bc0d7c84cdfc9b658969321, 3.599409), (4ac518cef964a520f8a520e3, 3.597201), (4c9c6a059c48236a1cb14dee, 3.5950506), (4ac518f6f964a52052af20e3, 3.5825799), (4af47862f964a520d6f221e3, 3.5795946)
102480155: (4ac518d3f964a52076a720e3, 4.165406), (4ae811e5f964a5200cae21e3, 4.1106057), (4b1c0375f964a520b30024e3, 4.0734577), (4af47862f964a520d6f221e3, 4.0679483), (4ac518d1f964a520c3a620e3, 4.0678105), (4ac518f6f964a52052af20e3, 4.0647225), (4ac518d1f964a520e6a620e3, 4.0520325), (4ac518cef964a52021a620e3, 4.050829), (4d5ed23c149637047e12cf94, 4.043825), (52d71ac611d2dae852a0be1f, 4.0137386)
18796965: (4c6ce8d923c1a1cd4bdf1acf, 5.0160003), (4af47862f964a520d6f221e3, 4.9877043), (4ac518d1f964a520c3a620e3*, 4.9821477), (4ac518f6f964a52052af20e3, 4.981729), (4ad42aa6f964a5205de720e3, 4.940208), (4b1c0375f964a520b30024e3, 4.939515), (4d5ed23c149637047e12cf94, 4.938952), (4ac518d1f964a520e0a620e3, 4.9353485), (4ac518f4f964a520fbae20e3, 4.9293776), (4ac518d0f964a52099a620e3, 4.922148)
33265454: (4c9c6a059c48236a1cb14dee, 4.5342097), (4b1c0375f964a520b30024e3, 4.530643), (4ac518d3f964a52076a720e3, 4.4893966), (4bcc08273740b7139c756365, 4.4879966), (4ac518f6f964a52052af20e3, 4.4716244), (4ac518f4f964a520fbae20e3, 4.469692), (4d5ed23c149637047e12cf94, 4.4609747), (4ac518cef964a52021a620e3, 4.455576), (4ac518d1f964a520c3a620e3, 4.442269), (4af47862f964a520d6f221e3, 4.4292064)
15298450: (4c9c6a059c48236a1cb14dee, 4.0843854), (4ac518cef964a52021a620e3, 4.050551), (4ac518eff964a52064ad20e3, 4.031678), (4ac518cef964a520f8a520e3, 4.0078077), (4b114284f964a520657923e3, 3.9603238), (4b0bf426f964a5200e3523e3, 3.9542205), (4acbc300f964a52058c520e3, 3.9491608), (4af47862f964a520d6f221e3, 3.937873), (4c6950702c29d13ab5d50a41, 3.9335682), (4ac518d2f964a5203da720e3, 3.9212508)
293698185: (4c9c6a059c48236a1cb14dee, 3.9875968), (4ba12171f964a520c29a37e3, 3.954113), (4ac518cef964a52021a620e3, 3.927387), (4ac518cef964a520f8a520e3, 3.9236038), (4bc0d7c84cdfc9b658969321, 3.8836942), (4ac518f4f964a520fbae20e3, 3.8805277), (4ad42aa6f964a5205de720e3, 3.8629532), (4bcc08273740b7139c756365, 3.8562026), (4b114284f964a520657923e3, 3.8544285), (4af47862f964a520d6f221e3, 3.8453884)
