# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518d1f964a520c3a620e3, 4.830005), (4c9c6a059c48236a1cb14dee, 4.8040056), (4af47862f964a520d6f221e3, 4.7532454), (4ac518f6f964a52052af20e3, 4.7057505), (4ac518d2f964a5203da720e3, 4.700161), (4ac518cef964a52021a620e3, 4.6847396), (4b114284f964a520657923e3, 4.6696315), (4ac518d3f964a52076a720e3, 4.6576757), (4ac518d2f964a52026a720e3, 4.6575556), (4e175b25183880768f35a7e5, 4.655764)
22815350: (4c9c6a059c48236a1cb14dee, 4.102411), (4ac518cef964a52021a620e3, 4.0822377), (4b114284f964a520657923e3, 4.077313), (4ac518d2f964a5203da720e3, 4.0628777), (4ae811e5f964a5200cae21e3, 4.046004), (4acbc300f964a52058c520e3, 4.0435762), (5127fae2e4b0d9d0f75da670, 4.0302553), (4ac518eff964a52064ad20e3, 4.0296993), (4ba6419bf964a520b23f39e3, 4.0278063), (4c6ce8d923c1a1cd4bdf1acf, 4.0266986)
181028932: (4c9c6a059c48236a1cb14dee, 3.8818746), (4ac518d1f964a520c3a620e3, 3.870929), (4ac518cef964a52021a620e3, 3.864516), (4ac518f6f964a52052af20e3, 3.852446), (4ac518d3f964a52076a720e3, 3.7862222), (4af47862f964a520d6f221e3, 3.7787676), (4e4b9e2314958c3abfa956c7*, 3.7751603), (4ae811e5f964a5200cae21e3, 3.7622194), (4b114284f964a520657923e3, 3.75059), (4ac518d2f964a5203da720e3, 3.741509)
223424384: (4c9c6a059c48236a1cb14dee, 6.150078), (4af47862f964a520d6f221e3, 6.1270847), (4ac518cef964a52021a620e3, 6.1265254), (4ac518cef964a520f8a520e3, 6.1125574), (4ac518f6f964a52052af20e3, 6.0833282), (4b1c0375f964a520b30024e3, 6.0732884), (4acbc300f964a52058c520e3, 6.0307493), (4ac518d1f964a520c3a620e3, 6.0197697), (4ac518f4f964a520fbae20e3, 6.010588), (4bcc08273740b7139c756365, 6.007359)
221313006: (4ac518f7f964a520c6af20e3, 5.4111414), (4b1c0375f964a520b30024e3, 5.355113), (4ac518cef964a52021a620e3, 5.3453503), (4af47862f964a520d6f221e3, 5.3408637), (4c9c6a059c48236a1cb14dee, 5.339114), (4ac518f4f964a520fbae20e3, 5.3309636), (4ac518eff964a52064ad20e3, 5.3092723), (4bcc08273740b7139c756365, 5.307689), (506999663d7cfe42e733a9b3, 5.299287), (4ac518cef964a520f8a520e3, 5.296345)
141716792: (4ac518eff964a52064ad20e3, 4.0856805), (4ac518cef964a52021a620e3, 4.051323), (4c6ce8d923c1a1cd4bdf1acf, 4.0488625), (4b77eb6ff964a520c4ae2ee3, 4.01552), (506999663d7cfe42e733a9b3, 4.009658), (4c9c6a059c48236a1cb14dee, 4.0093856), (4d64f88cd2906a310083e2cb, 3.9981828), (4b114284f964a520657923e3, 3.990086), (4ae811e5f964a5200cae21e3, 3.9676945), (4bc0d7c84cdfc9b658969321, 3.9569917)
254707359: (4c9c6a059c48236a1cb14dee, 3.8483062), (4af47862f964a520d6f221e3, 3.8232434), (4c52b7a4b6dabe9a24d2bb13, 3.8150523), (4ac518d1f964a520c3a620e3, 3.7870502), (4ac518d2f964a52026a720e3, 3.7781522), (4ac518cef964a520f7a520e3, 3.76852), (4ac518d2f964a5203da720e3, 3.764452), (4b114284f964a520657923e3, 3.7491221), (4ae811e5f964a5200cae21e3, 3.7440639), (4b1290d5f964a520da8a23e3, 3.7372327)
71879096: (4ae811e5f964a5200cae21e3, 4.1724358), (4ac518d1f964a520c3a620e3, 4.128767), (4c9c6a059c48236a1cb14dee, 4.121329), (4ac518f6f964a52052af20e3, 4.098974), (4ac518cef964a52021a620e3, 4.086328), (4ac518d3f964a52076a720e3, 4.037173), (4c52b7a4b6dabe9a24d2bb13, 4.0269566), (4ac518cef964a520f7a520e3, 4.008143), (4ac518d2f964a5203da720e3, 4.0038285), (4ac518eff964a52064ad20e3, 3.9974203)
191811554: (4ac518d1f964a520e0a620e3, 4.2043138), (4af9a82df964a520fd1222e3, 4.1853395), (4c9c6a059c48236a1cb14dee, 4.1736627), (4ac518f6f964a52052af20e3, 4.1638093), (4bcc08273740b7139c756365, 4.157066), (4ba6419bf964a520b23f39e3, 4.1346436), (4ac518d3f964a52076a720e3, 4.115822), (4ac518d2f964a5203da720e3, 4.1115766), (4af47862f964a520d6f221e3, 4.1016645), (4ad42aa6f964a5205de720e3, 4.092574)
148448733: (4ac518d1f964a520c3a620e3, 3.835488), (4ac518d0f964a52095a620e3, 3.8207712), (4ac518f6f964a52052af20e3, 3.8084643), (4ac518cef964a52021a620e3, 3.8076937), (4ac518ecf964a52078ac20e3, 3.806176), (4c9c6a059c48236a1cb14dee, 3.800726), (4e4b9e2314958c3abfa956c7, 3.7971466), (4ad42aa6f964a5205de720e3, 3.7970495), (4acbc300f964a52058c520e3, 3.7833016), (4adb8c48f964a520df2821e3, 3.7824092)
1371390146: (4c9c6a059c48236a1cb14dee, 4.740842), (4c52b7a4b6dabe9a24d2bb13, 4.7367706), (4ac518f4f964a520fbae20e3, 4.7349486), (4ac518d2f964a52026a720e3, 4.6947093), (4ac518cef964a52021a620e3, 4.694152), (4ac518d2f964a5203da720e3, 4.6914487), (4ba6419bf964a520b23f39e3, 4.689233), (4bcc08273740b7139c756365, 4.6698933), (4ac518f6f964a52050af20e3, 4.6601562), (4b114284f964a520657923e3, 4.655707)
236940151: (4e175b25183880768f35a7e5, 3.7095327), (4ac518d2f964a5203da720e3, 3.6842136), (4ac518d0f964a52095a620e3, 3.667345), (4ba6419bf964a520b23f39e3, 3.6609337), (4af9a82df964a520fd1222e3, 3.6472733), (4ac518f6f964a52052af20e3, 3.6457634), (4ac518cef964a52021a620e3, 3.6339498), (4ac518d1f964a520c3a620e3, 3.6298728), (4ac518d3f964a52076a720e3, 3.6266034), (4ac518cef964a520f7a520e3, 3.6247013)
24155494: (4acbc300f964a52058c520e3, 4.151771), (4ac518cef964a52021a620e3, 4.1370234), (4b1c0375f964a520b30024e3, 4.1021543), (4ac518d1f964a520e6a620e3, 4.0959587), (4ac518cef964a520f8a520e3, 4.0927887), (4ac518f4f964a520fbae20e3, 4.089181), (4bcc08273740b7139c756365, 4.0697813), (4ac518eff964a52064ad20e3, 4.0683584), (52d71ac611d2dae852a0be1f, 4.0507183), (4af47862f964a520d6f221e3, 4.0498333)
20636705: (4ba6419bf964a520b23f39e3, 4.114405), (4ac518f4f964a520fbae20e3, 4.108017), (4ac518ecf964a52078ac20e3, 4.0842347), (4c9c6a059c48236a1cb14dee, 4.08272), (4af940dbf964a520331122e3, 4.0589914), (4acbc300f964a52058c520e3, 4.0561624), (4ac518f6f964a52052af20e3, 4.056003), (4ac518d3f964a52076a720e3, 4.0310655), (4ac518d1f964a520c3a620e3, 4.026197), (4b114284f964a520657923e3, 4.025624)
238123369: (4bf5197b98ac0f4761ac64a8, 4.163696), (4ac518d2f964a52026a720e3, 4.133398), (4af47862f964a520d6f221e3, 4.1304407), (4c9c6a059c48236a1cb14dee, 4.117382), (4ac518d1f964a520c3a620e3, 4.102164), (4b7a7122f964a520f62c2fe3, 4.0939884), (4ac518d2f964a5203da720e3, 4.0930367), (4ac518cef964a52021a620e3, 4.067639), (4ac518cef964a520f7a520e3, 4.064968), (506999663d7cfe42e733a9b3, 4.0556207)
34379581: (4c9c6a059c48236a1cb14dee, 4.7201295), (4ac518d1f964a520c3a620e3, 4.6578), (4ae811e5f964a5200cae21e3, 4.6426315), (4ac518d3f964a52076a720e3, 4.617558), (4ac518cef964a52021a620e3, 4.5669804), (4b114284f964a520657923e3, 4.558298), (4af47862f964a520d6f221e3, 4.5501723), (4ac518d2f964a5203da720e3, 4.53752), (4ac518f4f964a520fbae20e3, 4.534274), (4ac518cef964a520f7a520e3, 4.5298676)
340309018: (4ac518d1f964a520c3a620e3, 4.630758), (4c9c6a059c48236a1cb14dee, 4.5480013), (4ac518f6f964a52052af20e3, 4.5392566), (4ac518d0f964a52097a620e3, 4.5079293), (4af47862f964a520d6f221e3, 4.484532), (4ac518d3f964a52076a720e3, 4.4837513), (4e4b9e2314958c3abfa956c7, 4.4768043), (4ac518cef964a52021a620e3, 4.435302), (4ac518cef964a520f8a520e3, 4.4312687), (4ac518d0f964a52095a620e3, 4.4157887)
364961102: (4af47862f964a520d6f221e3, 5.049777), (505b0a96e4b0597d277e6444, 4.9054885), (4acaf933f964a52031c320e3, 4.902106), (4acbc300f964a52058c520e3, 4.896796), (4ac518d2f964a52026a720e3, 4.8949633), (4ac518d2f964a5203da720e3, 4.893222), (4ac518cef964a52021a620e3, 4.884677), (4ba6419bf964a520b23f39e3, 4.881403), (4ac518f4f964a520fbae20e3, 4.863504), (4c9c6a059c48236a1cb14dee, 4.8565273)
161706327: (4af47862f964a520d6f221e3, 5.6190653), (4ac518cef964a52021a620e3*, 5.610875), (4ac518f4f964a520fbae20e3, 5.587329), (4ac518f6f964a52052af20e3, 5.581983), (4c9c6a059c48236a1cb14dee, 5.5810933), (4ac518f7f964a520c6af20e3, 5.5623436), (4acbc300f964a52058c520e3, 5.5541277), (4d5ed23c149637047e12cf94, 5.5430527), (4ac518d2f964a5203da720e3, 5.5426373), (4ac518d3f964a52076a720e3, 5.518722)
19151638: (4c9c6a059c48236a1cb14dee, 4.510309), (4ac518cef964a52021a620e3, 4.4351454), (4ac518d1f964a520c3a620e3, 4.4228806), (4ac518f6f964a52052af20e3, 4.4043703), (4b114284f964a520657923e3, 4.3918524), (4c6ce8d923c1a1cd4bdf1acf, 4.3554807), (4d5ed23c149637047e12cf94, 4.3540845), (4ac518d3f964a52076a720e3, 4.3436456), (4ae811e5f964a5200cae21e3, 4.3432083), (4ac518cef964a520f8a520e3, 4.342425)
1115261414: (4ac518f6f964a52052af20e3, 3.6833735), (4c9c6a059c48236a1cb14dee, 3.6379454), (4ac518d3f964a52076a720e3, 3.6374466), (4ac518d1f964a520c3a620e3, 3.636188), (5127fae2e4b0d9d0f75da670, 3.6134853), (4d5ed23c149637047e12cf94, 3.597418), (4ac518d2f964a5203da720e3, 3.5853248), (4ac518cef964a52009a620e3, 3.5678172), (4bd462419854d13a0573ff4d, 3.558191), (4ba12171f964a520c29a37e3, 3.5504732)
279743747: (4af47862f964a520d6f221e3, 5.4140844), (4c9c6a059c48236a1cb14dee, 5.3333173), (4ac518cef964a520f8a520e3, 5.3243504), (4ac518d2f964a52026a720e3, 5.321854), (4ac518d1f964a520c3a620e3, 5.2780724), (4ac518cef964a52021a620e3, 5.2750506), (4b1c0375f964a520b30024e3, 5.249483), (4c52b7a4b6dabe9a24d2bb13, 5.2316384), (4ac518f4f964a520fbae20e3, 5.2157903), (4fe85037e4b0af2e68221581, 5.2010455)
115074698: (4c9c6a059c48236a1cb14dee, 5.0809464), (4af47862f964a520d6f221e3, 5.073664), (4ac518d1f964a520c3a620e3, 5.0709343), (4ac518f7f964a520c6af20e3, 5.06992), (4ac518d3f964a52076a720e3, 5.0466776), (4ac518d0f964a52097a620e3, 5.0395656), (4ac518f6f964a52052af20e3, 5.0297737), (4bf5197b98ac0f4761ac64a8, 5.018409), (4ac518cef964a520f8a520e3, 4.9933343), (4b1c0375f964a520b30024e3, 4.9831886)
283432802: (4ac518d1f964a520c3a620e3, 4.4986496), (4af47862f964a520d6f221e3, 4.4575057), (4ac518d3f964a52076a720e3, 4.436911), (4ac518cef964a520f7a520e3, 4.424167), (4ac518f6f964a52052af20e3, 4.419486), (4ac518d2f964a5203da720e3, 4.4127674), (4c9c6a059c48236a1cb14dee, 4.410359), (4ac518cef964a52021a620e3, 4.385583), (4ac518d2f964a52026a720e3, 4.363277), (4ac518d0f964a52095a620e3, 4.3414273)
356871739: (4d5ed23c149637047e12cf94, 4.6128497), (4c6ce8d923c1a1cd4bdf1acf, 4.610472), (4c9c6a059c48236a1cb14dee, 4.5995793), (4ac518f7f964a520c6af20e3, 4.5935144), (4bcc08273740b7139c756365, 4.5807605), (4ac518eff964a52064ad20e3, 4.552923), (4ac518cef964a52021a620e3, 4.5358977), (4b1c0375f964a520b30024e3, 4.527425), (4af47862f964a520d6f221e3, 4.5111885), (4ac518f6f964a52052af20e3, 4.5109754)
141996830: (4ac518cef964a52021a620e3, 4.3327727), (4ac518f6f964a52052af20e3, 4.315163), (4ac518d2f964a5203da720e3, 4.3067007), (4c6ce8d923c1a1cd4bdf1acf, 4.3012457), (4ac518d3f964a52076a720e3, 4.290408), (4ac518d1f964a520c3a620e3, 4.2846575), (4c9c6a059c48236a1cb14dee, 4.253388), (4ac518eff964a52064ad20e3, 4.241703), (4b77eb6ff964a520c4ae2ee3, 4.23295), (4d5ed23c149637047e12cf94, 4.2184725)
57429170: (4ba6419bf964a520b23f39e3, 3.760655), (4b0bf426f964a5200e3523e3, 3.725029), (4af940dbf964a520331122e3, 3.7191606), (4ac518f6f964a52052af20e3, 3.7022493), (4ac518eff964a52064ad20e3, 3.690484), (4ac518f4f964a520fbae20e3, 3.6860638), (4acbc300f964a52058c520e3, 3.6745305), (4c9c6a059c48236a1cb14dee, 3.6673021), (4ac518d3f964a52076a720e3, 3.6654315), (4ae811e5f964a5200cae21e3, 3.6583064)
20995758: (4ac518d1f964a520c3a620e3, 3.877237), (4ac518cef964a52021a620e3, 3.8729393), (4c9c6a059c48236a1cb14dee, 3.8664632), (4ac518f6f964a52052af20e3, 3.8528636), (4ac518d3f964a52076a720e3, 3.8412173), (4d5ed23c149637047e12cf94, 3.816579), (4c6ce8d923c1a1cd4bdf1acf, 3.8150299), (4b77eb6ff964a520c4ae2ee3, 3.8075666), (4ac518eff964a52064ad20e3, 3.80532), (4bcc08273740b7139c756365, 3.761706)
150359649: (4ac518f6f964a52052af20e3, 3.517081), (4ac518d1f964a520c3a620e3, 3.4882617), (4ac518d3f964a52076a720e3, 3.4586306), (4c9c6a059c48236a1cb14dee, 3.4566472), (4ac518d0f964a52097a620e3, 3.449082), (4ac518f7f964a520c6af20e3, 3.4398897), (4e4b9e2314958c3abfa956c7, 3.4365814), (4d5ed23c149637047e12cf94, 3.403277), (4ac518cef964a52021a620e3, 3.401108), (4d64f88cd2906a310083e2cb, 3.4004202)
78432265: (4ac518cef964a52021a620e3, 3.8817477), (4c6ce8d923c1a1cd4bdf1acf, 3.850897), (4ac518eff964a52064ad20e3, 3.8162692), (4d5ed23c149637047e12cf94, 3.8019993), (4c9c6a059c48236a1cb14dee, 3.7841904), (4ac518d2f964a5203da720e3, 3.7626836), (4b114284f964a520657923e3, 3.733277), (4b77eb6ff964a520c4ae2ee3, 3.7184112), (4ac518d1f964a520c3a620e3, 3.7178235), (4ac518f6f964a52052af20e3, 3.7173243)
784609: (4ac518eff964a52064ad20e3, 5.2485886), (4acbc300f964a52058c520e3, 5.2380176), (4ac518cef964a52021a620e3, 5.2322526), (4acdeba7f964a5208bcd20e3, 5.2144094), (4ac518f6f964a52052af20e3, 5.2030916), (4c9c6a059c48236a1cb14dee, 5.2009735), (4ac518f6f964a52050af20e3, 5.1926994), (4bcc08273740b7139c756365, 5.1800785), (4c6ce8d923c1a1cd4bdf1acf, 5.147512), (4ba6419bf964a520b23f39e3, 5.1471224)
21777452: (4ac518f6f964a52052af20e3, 5.396473), (4c9c6a059c48236a1cb14dee, 5.3827085), (4ac518cef964a52021a620e3, 5.3798723), (4e4b9e2314958c3abfa956c7, 5.32368), (4acbc300f964a52058c520e3, 5.307943), (4ac518d1f964a520c3a620e3, 5.303608), (4ac518d3f964a52076a720e3, 5.287586), (4ac518eff964a52064ad20e3, 5.2554183), (4ac518f4f964a520fbae20e3, 5.2510448), (4bcc08273740b7139c756365, 5.2401447)
328160244: (4ac518d1f964a520c3a620e3, 3.4808652), (4c9c6a059c48236a1cb14dee, 3.4748092), (4af9a82df964a520fd1222e3, 3.454639), (4b1290d5f964a520da8a23e3, 3.4410932), (4b5061def964a520cb2127e3, 3.4290645), (4ac518cef964a520f7a520e3, 3.3989987), (4b114284f964a520657923e3, 3.398648), (4ae811e5f964a5200cae21e3, 3.38997), (4ad36684f964a5202ce420e3, 3.3889394), (4ac518d2f964a5203da720e3, 3.383026)
546851031: (4b1c0375f964a520b30024e3, 5.538768), (4ac518cef964a52021a620e3, 5.5266676), (4c9c6a059c48236a1cb14dee, 5.4835825), (4ac518eff964a52064ad20e3, 5.482149), (4ac518cef964a520f8a520e3, 5.471414), (4ac518f4f964a520fbae20e3, 5.441818), (4ac518f7f964a520c6af20e3, 5.4417787), (4acbc300f964a52058c520e3, 5.430925), (4e4b9e2314958c3abfa956c7, 5.4265623), (4ac518d0f964a52095a620e3, 5.424687)
178852930: (4e4b9e2314958c3abfa956c7, 4.6889086), (4c9c6a059c48236a1cb14dee, 4.6711016), (4ac518cef964a52021a620e3, 4.6531043), (4b1c0375f964a520b30024e3, 4.6472287), (4ac518cef964a520f8a520e3, 4.6290073), (4ac518f7f964a520c6af20e3, 4.6273074), (4ac518d1f964a520c3a620e3, 4.581295), (4ac518f6f964a52052af20e3, 4.576824), (4ac518eff964a52064ad20e3, 4.55703), (52d71ac611d2dae852a0be1f, 4.5548897)
134912582: (4e4b9e2314958c3abfa956c7, 3.9627378), (4ac518ecf964a52078ac20e3, 3.804363), (4ac518cef964a52021a620e3*, 3.7960234), (4ac518eff964a52064ad20e3, 3.7788517), (52d71ac611d2dae852a0be1f, 3.7610712), (4c9c6a059c48236a1cb14dee, 3.759525), (4bd9582c0115c9b6ceff7680, 3.7527757), (4ac518f7f964a520c6af20e3, 3.7108028), (4b114284f964a520657923e3, 3.710134), (4d64f88cd2906a310083e2cb, 3.7010996)
83152858: (4ac518cef964a52021a620e3, 4.5145288), (4c9c6a059c48236a1cb14dee, 4.510325), (4ac518d2f964a5203da720e3, 4.507584), (4af47862f964a520d6f221e3, 4.4828115), (4c52b7a4b6dabe9a24d2bb13, 4.4671874), (4acbc300f964a52058c520e3, 4.4641905), (4ac518d1f964a520c3a620e3, 4.4590635), (4ba6419bf964a520b23f39e3, 4.4583673), (4ac518f4f964a520fbae20e3, 4.454869), (4ac518f6f964a52052af20e3, 4.438006)
18561913: (4c9c6a059c48236a1cb14dee, 5.1378417), (4ac518f6f964a52052af20e3, 5.068121), (4af47862f964a520d6f221e3, 5.0527368), (4ac518cef964a520f8a520e3, 5.051721), (4ac518f4f964a520fbae20e3, 5.0392966), (4acbc300f964a52058c520e3, 5.033431), (4ac518d1f964a520c3a620e3, 5.012909), (4ac518cef964a52021a620e3, 4.992949), (4b1c0375f964a520b30024e3, 4.9865665), (4ac518d3f964a52076a720e3, 4.9861627)
102480155: (4ac518d2f964a5203da720e3, 4.8031197), (4c6ce8d923c1a1cd4bdf1acf, 4.7809305), (4bcc08273740b7139c756365, 4.7717457), (4bc0d7c84cdfc9b658969321, 4.766179), (4ba6419bf964a520b23f39e3, 4.7565355), (4ac518cef964a52021a620e3, 4.7498064), (4ac518f6f964a52052af20e3, 4.7493844), (4c9c6a059c48236a1cb14dee, 4.7448425), (4ac518d3f964a52076a720e3, 4.7405257), (4acbc300f964a52058c520e3, 4.7371325)
19648599: (4ac51183f964a52049a020e3, 4.4713826), (4ac518f6f964a52052af20e3, 4.4672475), (4c9c6a059c48236a1cb14dee, 4.4627194), (4acbc300f964a52058c520e3, 4.4609103), (4ac518cef964a520f8a520e3, 4.4030776), (4ba6419bf964a520b23f39e3, 4.4008408), (4ac518d3f964a52076a720e3, 4.3992596), (4ac518cef964a52021a620e3, 4.396349), (4ac518f7f964a520c6af20e3, 4.3821306), (4e4b9e2314958c3abfa956c7, 4.378971)
18796965: (4af47862f964a520d6f221e3, 6.10269), (506999663d7cfe42e733a9b3, 6.0905504), (4ac518cef964a52021a620e3*, 6.0877953), (4ac518d2f964a52026a720e3, 6.076064), (4c52b7a4b6dabe9a24d2bb13*, 6.0733275), (4ac518f4f964a520fbae20e3, 6.066797), (4ac518eff964a52064ad20e3, 6.0395665), (4ac518d2f964a5203da720e3, 6.0277843), (4acbc300f964a52058c520e3, 6.013146), (4b114284f964a520657923e3, 6.0114856)
15298450: (4af47862f964a520d6f221e3, 5.441372), (4c9c6a059c48236a1cb14dee, 5.3751397), (4ac518cef964a52021a620e3, 5.3746185), (4ac518d0f964a52095a620e3, 5.3514466), (4ac518d2f964a52026a720e3, 5.3406386), (4ac518e8f964a52075ab20e3, 5.3337884), (4ac518d1f964a520c3a620e3, 5.330297), (4ac518d2f964a5203da720e3, 5.299153), (4ac518f6f964a52052af20e3, 5.29788), (4e175b25183880768f35a7e5, 5.2792993)
293698185: (4c9c6a059c48236a1cb14dee, 4.181397), (4acbc300f964a52058c520e3, 4.1565304), (4ba6419bf964a520b23f39e3, 4.1403303), (4ac518f4f964a520fbae20e3, 4.1303105), (4ac518f6f964a52050af20e3, 4.1288614), (4bcc08273740b7139c756365, 4.1234818), (4c52b7a4b6dabe9a24d2bb13, 4.1188087), (4af47862f964a520d6f221e3, 4.1052165), (4ad42aa6f964a5205de720e3, 4.092382), (4ac518eff964a52064ad20e3, 4.086475)
254895673: (529f86dd11d2d625bdc69ba0, 4.108771), (4ac518eff964a52064ad20e3, 4.0311384), (4c52b7a4b6dabe9a24d2bb13, 4.027164), (4ac518f6f964a52050af20e3, 3.9797826), (4ac518d1f964a520e6a620e3, 3.968007), (506999663d7cfe42e733a9b3, 3.9568462), (4c6ce8d923c1a1cd4bdf1acf, 3.9561927), (4ac518cef964a52021a620e3, 3.935684), (4bc0d7c84cdfc9b658969321, 3.9230006), (4acbc300f964a52058c520e3, 3.921155)
162725636: (4ac518d1f964a520c3a620e3, 4.2668514), (4af9a82df964a520fd1222e3, 4.2483974), (4c9c6a059c48236a1cb14dee, 4.2197046), (4ac518f6f964a52052af20e3, 4.218041), (4ac518d0f964a52095a620e3, 4.202245), (4ad42aa6f964a5205de720e3, 4.197577), (4ac518cef964a52021a620e3, 4.179801), (4e4b9e2314958c3abfa956c7, 4.1637588), (4ae811e5f964a5200cae21e3, 4.143359), (4ac518d3f964a52076a720e3, 4.1398625)
