# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4bc0d7c84cdfc9b658969321, 4.543384), (4ac518d1f964a520c3a620e3, 4.4783554), (4ad42aa6f964a5205de720e3, 4.3956766), (4ac518cef964a52021a620e3, 4.373972), (4c9c6a059c48236a1cb14dee, 4.3617744), (4c52b7a4b6dabe9a24d2bb13, 4.330433), (4ac518d2f964a5203da720e3, 4.323961), (4d5ed23c149637047e12cf94, 4.3115306), (505b0a96e4b0597d277e6444, 4.296306), (4ad36684f964a5202ce420e3, 4.2932754)
1469238920: (4c6ce8d923c1a1cd4bdf1acf, 3.8624039), (4ac518cef964a52021a620e3, 3.8569834), (4bc0d7c84cdfc9b658969321, 3.8526034), (4bcc08273740b7139c756365, 3.818999), (4ad36684f964a5202ce420e3, 3.805997), (4c9c6a059c48236a1cb14dee, 3.7840016), (4ac518eff964a52064ad20e3, 3.7816923), (4f180e24e4b0fc8452f7abee, 3.776143), (4ac518f6f964a52052af20e3, 3.7716289), (4b7e5255f964a52076e92fe3, 3.769987)
181028932: (4c9c6a059c48236a1cb14dee, 4.802551), (4ac518f6f964a52052af20e3, 4.7266526), (4ac518f4f964a520fbae20e3, 4.7108784), (4ac518cef964a52021a620e3, 4.708421), (4af47862f964a520d6f221e3, 4.7059226), (4d5ed23c149637047e12cf94, 4.6933546), (4ac518d2f964a52026a720e3, 4.6657195), (4d64f88cd2906a310083e2cb, 4.664703), (4ac518d1f964a520c3a620e3, 4.6618257), (4ac518d3f964a52076a720e3, 4.647156)
221313006: (4c9c6a059c48236a1cb14dee, 4.167505), (4bcc08273740b7139c756365, 4.108304), (4c6ce8d923c1a1cd4bdf1acf, 4.0964646), (4ac518d1f964a520c3a620e3, 4.0590096), (4d5ed23c149637047e12cf94, 4.047914), (4ac518cef964a52021a620e3, 4.0469127), (4ac518d3f964a52076a720e3, 4.0421724), (4c52b7a4b6dabe9a24d2bb13, 4.0380588), (4ac518f6f964a52052af20e3, 4.0209246), (4ac518cef964a520f7a520e3, 4.0091996)
254707359: (4bcc08273740b7139c756365, 4.4867496), (4ac518d1f964a520c3a620e3, 4.4572983), (4ac518cef964a520f8a520e3, 4.454055), (4c9c6a059c48236a1cb14dee, 4.4428062), (506999663d7cfe42e733a9b3, 4.4219956), (4ac518cef964a52021a620e3, 4.421349), (4c6ce8d923c1a1cd4bdf1acf, 4.398487), (4ac518cef964a520f7a520e3, 4.3837504), (4b114284f964a520657923e3, 4.3602614), (4ac518eff964a52064ad20e3, 4.3484764)
191811554: (506999663d7cfe42e733a9b3, 2.824058), (4e2f1b20e4cdb5a70d65250c, 2.734769), (4b7e5255f964a52076e92fe3, 2.7182295), (4ad900bcf964a520031721e3, 2.6996326), (4ac518e8f964a52075ab20e3, 2.6768088), (4ac518cef964a520f7a520e3, 2.6683176), (4c52b7a4b6dabe9a24d2bb13, 2.6551242), (4f4b60d5e4b0c132f3e0df85, 2.6507733), (4c9c6a059c48236a1cb14dee, 2.649927), (4ac518b8f964a52081a120e3, 2.6422608)
148448733: (4ac518d1f964a520c3a620e3, 4.3003283), (4ac518ecf964a52075ac20e3, 4.219846), (4b114284f964a520657923e3, 4.179996), (4ac518cef964a52021a620e3, 4.1543646), (4af47862f964a520d6f221e3, 4.1358824), (4c9c6a059c48236a1cb14dee, 4.118255), (4ac518f7f964a520c6af20e3, 4.115304), (4ac518cef964a520f8a520e3, 4.0999765), (4ad42aa6f964a5205de720e3, 4.0828815), (4c513de4250dd13a41a4e17c, 4.074007)
1371390146: (4ac518d1f964a520c3a620e3, 3.3933654), (4bc0d7c84cdfc9b658969321, 3.3715658), (4c9c6a059c48236a1cb14dee, 3.3700554), (4ac518cef964a52021a620e3, 3.3588417), (4ad42aa6f964a5205de720e3, 3.3480124), (4ac518d2f964a5203da720e3, 3.3358161), (4b1c0375f964a520b30024e3, 3.3176625), (4c52b7a4b6dabe9a24d2bb13, 3.3109617), (4d5ed23c149637047e12cf94, 3.305064), (4acaf933f964a52031c320e3, 3.301134)
24155494: (4c9c6a059c48236a1cb14dee, 5.4443), (4ac518d2f964a52026a720e3, 5.429142), (4acbc300f964a52058c520e3, 5.4289136), (4c52b7a4b6dabe9a24d2bb13, 5.428724), (4ac518d2f964a5203da720e3, 5.427733), (4af47862f964a520d6f221e3, 5.421031), (4ac518cef964a52021a620e3, 5.41986), (4b1c0375f964a520b30024e3, 5.4024086), (4c6ce8d923c1a1cd4bdf1acf, 5.395515), (4ba6419bf964a520b23f39e3, 5.3938127)
20636705: (4ac518d2f964a5203da720e3, 4.039836), (4c513de4250dd13a41a4e17c, 3.9562087), (4d5ed23c149637047e12cf94, 3.9427776), (4ac518f6f964a52052af20e3, 3.941702), (4acbc300f964a52058c520e3, 3.9365222), (4b1c0375f964a520b30024e3, 3.9253757), (4ac518cef964a52021a620e3, 3.9227426), (4c9c6a059c48236a1cb14dee, 3.9181592), (4af9a82df964a520fd1222e3, 3.9056315), (4ae2252ef964a5202c8b21e3, 3.9027765)
20174894: (4ac518d2f964a5203da720e3, 5.4393067), (4d5ed23c149637047e12cf94, 5.4245815), (4ac518cef964a52021a620e3, 5.422595), (4c9c6a059c48236a1cb14dee, 5.417873), (4ac518f7f964a520c6af20e3, 5.401841), (4ac518d1f964a520c3a620e3, 5.3876176), (4acbc300f964a52058c520e3, 5.3858137), (4ac518f4f964a520fbae20e3, 5.3840218), (4ac518d2f964a52026a720e3, 5.358914), (4af47862f964a520d6f221e3, 5.3449454)
238123369: (4ac518e8f964a52075ab20e3, 3.4819074), (4ac518f6f964a52052af20e3, 3.32662), (4c9c6a059c48236a1cb14dee, 3.300603), (4e6f5b28a809952e23d265e6, 3.2959092), (4c6ce8d923c1a1cd4bdf1acf, 3.2857246), (4b1290d5f964a520da8a23e3, 3.278778), (4ac518d2f964a52026a720e3, 3.2633376), (4bcc08273740b7139c756365, 3.2592466), (4c52b7a4b6dabe9a24d2bb13, 3.2512908), (4b1c0375f964a520b30024e3, 3.2431443)
34379581: (505b0a96e4b0597d277e6444, 3.1810992), (4ac518d3f964a52076a720e3, 3.146802), (4ac518cef964a52021a620e3, 3.1358624), (4acbc300f964a52058c520e3, 3.1319933), (4d5ed23c149637047e12cf94, 3.1302156), (4ac518d2f964a5203da720e3, 3.10837), (4ac518f7f964a520c6af20e3, 3.1072655), (4ae811e5f964a5200cae21e3, 3.1031373), (4af47862f964a520d6f221e3, 3.0726514), (4ac518d0f964a52095a620e3, 3.0515041)
60707771: (4c9c6a059c48236a1cb14dee, 4.1015), (4c6ce8d923c1a1cd4bdf1acf, 4.075195), (4ac518f6f964a52052af20e3, 4.04735), (4d5ed23c149637047e12cf94, 4.04633), (4bcc08273740b7139c756365, 4.0406637), (4ac518cef964a52021a620e3, 4.02413), (4acdeba7f964a5208bcd20e3, 4.020305), (4ac518d2f964a52026a720e3, 4.010907), (4c52b7a4b6dabe9a24d2bb13, 4.007417), (4ac518d1f964a520c3a620e3, 4.006212)
161706327: (4b114284f964a520657923e3, 6.065136), (4c6ce8d923c1a1cd4bdf1acf, 6.0570383), (4af47862f964a520d6f221e3, 6.0490584), (4ac518f6f964a52052af20e3, 6.041343), (4c9c6a059c48236a1cb14dee, 6.0361814), (4ac518eff964a52064ad20e3, 5.9923015), (4acbc300f964a52058c520e3, 5.9614043), (4bcc08273740b7139c756365*, 5.954428), (4ac518d0f964a52095a620e3*, 5.945315), (4ac518d1f964a520c3a620e3, 5.9413314)
19151638: (4ac518cef964a520f8a520e3, 3.2673447), (4b1c0375f964a520b30024e3, 3.2195356), (4ac518eff964a52064ad20e3, 3.2015855), (506999663d7cfe42e733a9b3, 3.1976347), (4b1290d5f964a520da8a23e3, 3.180071), (4ac518cef964a52021a620e3, 3.1741014), (4ac518d2f964a5203da720e3, 3.1673677), (4ac518d2f964a52026a720e3, 3.1553123), (4ac518f6f964a52052af20e3, 3.1526802), (4ac518e8f964a52075ab20e3, 3.1450765)
356871739: (506999663d7cfe42e733a9b3, 4.0379095), (4b1290d5f964a520da8a23e3, 4.0316105), (4c52b7a4b6dabe9a24d2bb13, 3.9584413), (4ac518e8f964a52075ab20e3, 3.9432106), (4e2f1b20e4cdb5a70d65250c, 3.8939567), (4ac518d2f964a5203da720e3, 3.8776877), (4c9c6a059c48236a1cb14dee, 3.862058), (4ac518b8f964a52081a120e3, 3.8524315), (4af9a82df964a520fd1222e3, 3.84663), (4ad900bcf964a520031721e3, 3.812652)
57429170: (4b7a7122f964a520f62c2fe3, 3.2663007), (4f22df5ee4b0020c2d201e70, 3.2384846), (4b114284f964a520657923e3, 3.23765), (4ac518d1f964a520c3a620e3, 3.2373624), (4bf5197b98ac0f4761ac64a8, 3.2263074), (4f634969e4b0ce431bfee234, 3.2112005), (506999663d7cfe42e733a9b3, 3.2076561), (4c9c6a059c48236a1cb14dee, 3.185209), (4ad42aa6f964a5205de720e3, 3.1650488), (4b7e5255f964a52076e92fe3, 3.1518288)
15710574: (4c9c6a059c48236a1cb14dee, 4.969064), (4c52b7a4b6dabe9a24d2bb13, 4.8824916), (4ac518d1f964a520c3a620e3, 4.838767), (4fe85037e4b0af2e68221581, 4.8224254), (4ad42aa6f964a5205de720e3, 4.814796), (4bcc08273740b7139c756365, 4.8107777), (4ba6419bf964a520b23f39e3, 4.7919545), (4d5ed23c149637047e12cf94, 4.764567), (4ac518cef964a520f7a520e3, 4.735454), (4ac518cef964a52021a620e3, 4.732792)
1692395785: (4ac518d0f964a52095a620e3, 4.5437675), (4ac518d3f964a52076a720e3, 4.5243883), (4ac518f6f964a52050af20e3, 4.430102), (4ac518f4f964a520fbae20e3, 4.4234715), (4ac518f6f964a52052af20e3, 4.422945), (4ac518d2f964a5203da720e3, 4.408402), (4d5ed23c149637047e12cf94, 4.4070325), (4b233922f964a520785424e3, 4.398353), (4ac518cef964a52021a620e3, 4.3779564), (4acbc300f964a52058c520e3, 4.3735967)
150359649: (4c9c6a059c48236a1cb14dee, 5.3734136), (4ac518d1f964a520c3a620e3, 5.3689423), (4ac518cef964a52021a620e3, 5.330344), (4ac518d2f964a5203da720e3, 5.323855), (4bc0d7c84cdfc9b658969321, 5.3203416), (4d5ed23c149637047e12cf94, 5.3183656), (4ad42aa6f964a5205de720e3, 5.3028164), (4c52b7a4b6dabe9a24d2bb13, 5.299859), (4ac518d3f964a52076a720e3, 5.2625895), (4acbc300f964a52058c520e3, 5.2589355)
314728179: (4bcc08273740b7139c756365, 3.2007687), (4c9c6a059c48236a1cb14dee, 3.2000911), (4ac518d1f964a520c3a620e3, 3.1974413), (4c6ce8d923c1a1cd4bdf1acf, 3.1905186), (4b114284f964a520657923e3, 3.188396), (4b7e5255f964a52076e92fe3, 3.1398299), (4ac518cef964a52021a620e3, 3.1146092), (4af47862f964a520d6f221e3, 3.113057), (4c52b7a4b6dabe9a24d2bb13, 3.100059), (4ac518d2f964a52026a720e3, 3.0999405)
142236120: (4ac518f7f964a520c6af20e3, 3.7939143), (4ac518cef964a52021a620e3, 3.7822976), (4ac518f4f964a520fbae20e3, 3.7753963), (4acbc300f964a52058c520e3, 3.7418077), (4ac518f6f964a52052af20e3, 3.7308753), (4ae811e5f964a5200cae21e3, 3.717946), (4ac518cef964a520f8a520e3, 3.7170036), (4c9c6a059c48236a1cb14dee, 3.7105603), (4ac518d2f964a5203da720e3, 3.7024615), (4af47862f964a520d6f221e3, 3.6986415)
18257109: (4ac518d1f964a520c3a620e3, 4.6815567), (4c9c6a059c48236a1cb14dee, 4.67346), (4ac518cef964a52021a620e3, 4.6502376), (4ad42aa6f964a5205de720e3, 4.6469316), (4af47862f964a520d6f221e3, 4.6056104), (4d5ed23c149637047e12cf94, 4.5827627), (4c513de4250dd13a41a4e17c, 4.577268), (4b114284f964a520657923e3, 4.570695), (4bc0d7c84cdfc9b658969321, 4.5562863), (4ac518cef964a52009a620e3, 4.525987)
78432265: (4c9c6a059c48236a1cb14dee, 4.5854063), (4ac518d2f964a5203da720e3, 4.5835857), (4acbc300f964a52058c520e3, 4.546654), (4ac518d3f964a52076a720e3, 4.5384994), (4ac518cef964a52021a620e3, 4.538295), (505b0a96e4b0597d277e6444, 4.5281143), (4af47862f964a520d6f221e3, 4.5213976), (4ba6419bf964a520b23f39e3, 4.513341), (4ac518f6f964a52052af20e3, 4.512141), (4af9a82df964a520fd1222e3, 4.511862)
784609: (4ac518d3f964a52076a720e3, 5.4105525), (4af47862f964a520d6f221e3, 5.3631682), (4ac518cef964a52021a620e3, 5.3493915), (4c9c6a059c48236a1cb14dee, 5.3445115), (4d5ed23c149637047e12cf94, 5.3185306), (4acbc300f964a52058c520e3, 5.3155575), (4c52b7a4b6dabe9a24d2bb13, 5.303482), (4ac518f6f964a52052af20e3, 5.2953043), (4ac518d2f964a5203da720e3, 5.2648964), (4ba6419bf964a520b23f39e3, 5.244128)
328160244: (4ac518d3f964a52076a720e3, 5.3575172), (4ac518f6f964a52052af20e3, 5.3265796), (4acbc300f964a52058c520e3, 5.3141427), (4ac518d2f964a5203da720e3, 5.305158), (4ac518cef964a52021a620e3, 5.30468), (4ac518d0f964a52095a620e3, 5.282097), (4ac518d2f964a52026a720e3, 5.2687163), (4c9c6a059c48236a1cb14dee, 5.259285), (4af47862f964a520d6f221e3, 5.2570105), (4ac518f6f964a52050af20e3, 5.2561603)
134912582: (4ac518f6f964a52052af20e3, 5.884794), (4c9c6a059c48236a1cb14dee, 5.822668), (4ac518cef964a520f8a520e3, 5.8080163), (4acbc300f964a52058c520e3, 5.8018146), (4ac518d2f964a5203da720e3, 5.791667), (4ac518d3f964a52076a720e3, 5.7888665), (4ac518eff964a52064ad20e3, 5.7883935), (4c6ce8d923c1a1cd4bdf1acf, 5.7590194), (4ac518f4f964a520fbae20e3, 5.758158), (4ac518f6f964a52050af20e3, 5.7432413)
43676854: (4ac518f6f964a52052af20e3, 4.846125), (4d5ed23c149637047e12cf94, 4.8290114), (4c9c6a059c48236a1cb14dee, 4.804336), (4ac518cef964a52021a620e3, 4.7887826), (4ac518d3f964a52076a720e3, 4.7883224), (4ac518d2f964a5203da720e3, 4.7516212), (4c52b7a4b6dabe9a24d2bb13, 4.73592), (4d64f88cd2906a310083e2cb, 4.7325797), (4b77eb6ff964a520c4ae2ee3, 4.7293687), (4b1c0375f964a520b30024e3, 4.7151184)
18561913: (4b1c0375f964a520b30024e3, 4.381448), (4ac518e8f964a52075ab20e3, 4.285296), (4ac518cef964a520f8a520e3, 4.285004), (4c9c6a059c48236a1cb14dee, 4.2692018), (4ac518f6f964a52052af20e3, 4.250426), (4ac518cef964a52021a620e3, 4.236549), (4f1205e9e4b04720456783a7, 4.229617), (4ac518eff964a52064ad20e3, 4.2011037), (4b8146dbf964a520439d30e3, 4.181625), (4ac518d1f964a520c3a620e3, 4.1653595)
291660952: (4b1c0375f964a520b30024e3, 3.8272605), (4ac518f6f964a52052af20e3, 3.782977), (4ac518e8f964a52075ab20e3, 3.7732818), (4acbc300f964a52058c520e3, 3.7568157), (4c6ce8d923c1a1cd4bdf1acf, 3.7557564), (4af47862f964a520d6f221e3, 3.7554796), (4ac518eff964a52064ad20e3, 3.7527807), (4acee9a4f964a5200ed220e3, 3.7502694), (4ac518cef964a520f8a520e3, 3.7303576), (4ac518d2f964a52026a720e3, 3.7295964)
18796965: (505b0a96e4b0597d277e6444, 4.994), (4c9c6a059c48236a1cb14dee*, 4.9586587), (4bc0d7c84cdfc9b658969321, 4.9568434), (4ad42aa6f964a5205de720e3, 4.9548216), (4d5ed23c149637047e12cf94, 4.922801), (4ac518d3f964a52076a720e3, 4.8434176), (4acaf933f964a52031c320e3, 4.8264427), (4ac518cef964a520f7a520e3, 4.7898564), (4ba6419bf964a520b23f39e3*, 4.782299), (4ae811e5f964a5200cae21e3, 4.7717614)
33265454: (4ac518d2f964a52026a720e3, 4.7497544), (4b114284f964a520657923e3, 4.7131715), (4c6ce8d923c1a1cd4bdf1acf, 4.698253), (4ac518f6f964a52052af20e3, 4.6826234), (4af47862f964a520d6f221e3, 4.66122), (4c9c6a059c48236a1cb14dee, 4.6598096), (4ac518cef964a52021a620e3, 4.658366), (4ac518eff964a52064ad20e3, 4.657218), (4bcc08273740b7139c756365, 4.611946), (4ac518cef964a520f8a520e3, 4.611798)
185366131: (4c52b7a4b6dabe9a24d2bb13, 3.8374028), (4c9c6a059c48236a1cb14dee, 3.8356326), (4af47862f964a520d6f221e3, 3.8076975), (4c6ce8d923c1a1cd4bdf1acf, 3.7751017), (4ac518d3f964a52076a720e3, 3.754502), (4e624209e4cdf1e2bf3593f6, 3.7507973), (4fe85037e4b0af2e68221581, 3.744022), (52d71ac611d2dae852a0be1f, 3.74227), (4ba6419bf964a520b23f39e3, 3.7323914), (4ac518d1f964a520c3a620e3, 3.7182257)
291836372: (4ac518cef964a52021a620e3, 5.9415827), (4ac518f6f964a52052af20e3, 5.939231), (4ac518d2f964a5203da720e3, 5.935807), (4b1c0375f964a520b30024e3, 5.9306145), (4c9c6a059c48236a1cb14dee, 5.9178095), (4acbc300f964a52058c520e3, 5.916022), (4ac518d2f964a52026a720e3, 5.9061704), (4c52b7a4b6dabe9a24d2bb13, 5.896589), (4c6ce8d923c1a1cd4bdf1acf, 5.8730044), (4af47862f964a520d6f221e3, 5.8639326)
15298450: (4c9c6a059c48236a1cb14dee, 4.2114396), (4c52b7a4b6dabe9a24d2bb13, 4.1547), (4ac518d3f964a52076a720e3, 4.1213417), (4d5ed23c149637047e12cf94, 4.1058707), (4ac518cef964a520f7a520e3, 4.0987425), (4ac518cef964a52021a620e3, 4.0834694), (4ac518d1f964a520c3a620e3, 4.0815177), (4bcc08273740b7139c756365, 4.0734735), (4ac518f6f964a52052af20e3, 4.0721326), (4ba6419bf964a520b23f39e3, 4.0533953)
293698185: (4af47862f964a520d6f221e3, 4.238202), (4ac518cef964a52021a620e3, 4.213741), (4ac518d1f964a520c3a620e3, 4.199687), (4ac518f7f964a520c6af20e3, 4.186604), (4c9c6a059c48236a1cb14dee, 4.172955), (4ac518d3f964a52076a720e3, 4.1720757), (4aec432bf964a520bcc521e3, 4.144564), (4ac518ecf964a52075ac20e3, 4.1442714), (4b114284f964a520657923e3, 4.1406054), (4acbc300f964a52058c520e3, 4.119708)
254895673: (505b0a96e4b0597d277e6444, 4.532402), (4ac518cef964a52021a620e3, 4.453408), (4bc0d7c84cdfc9b658969321, 4.4028273), (4ba12171f964a520c29a37e3, 4.3671417), (4b0bf426f964a5200e3523e3, 4.3609233), (4af47862f964a520d6f221e3, 4.346752), (4ac518d3f964a52076a720e3, 4.328994), (4c513de4250dd13a41a4e17c, 4.3267455), (4acbc300f964a52058c520e3, 4.3239), (4ac518f6f964a52052af20e3, 4.3052144)
162725636: (4af47862f964a520d6f221e3, 4.436472), (4b114284f964a520657923e3, 4.352361), (4c9c6a059c48236a1cb14dee, 4.3115106), (4ac518d1f964a520c3a620e3, 4.2904167), (4ac518cef964a52021a620e3, 4.279778), (4ba6419bf964a520b23f39e3, 4.265298), (4acbc300f964a52058c520e3, 4.255924), (4c6ce8d923c1a1cd4bdf1acf, 4.2424984), (4ac518d2f964a52026a720e3, 4.2374372), (4bf5197b98ac0f4761ac64a8, 4.23585)
250453223: (4ac518cef964a52021a620e3, 4.0736885), (4ac518f6f964a52052af20e3, 4.051428), (4c6ce8d923c1a1cd4bdf1acf, 4.011888), (4bcc08273740b7139c756365, 4.0102153), (4ac518eff964a52064ad20e3, 4.0091524), (4ac518f7f964a520c6af20e3, 3.9983053), (4c9c6a059c48236a1cb14dee, 3.9888852), (4d5ed23c149637047e12cf94, 3.9727626), (4ac518cef964a520f8a520e3, 3.957531), (4bc0d7c84cdfc9b658969321, 3.95392)
258709321: (4c6ce8d923c1a1cd4bdf1acf, 4.1798067), (4ac518f6f964a52052af20e3, 4.1797576), (4c9c6a059c48236a1cb14dee, 4.1738653), (4ac518cef964a52021a620e3, 4.16849), (4ac518eff964a52064ad20e3, 4.1541605), (4bcc08273740b7139c756365, 4.1382155), (4ac518cef964a520f8a520e3, 4.13132), (4ac518d2f964a52026a720e3, 4.123121), (4ac518d0f964a52095a620e3, 4.117604), (4ac518d1f964a520c3a620e3, 4.1151824)
191379149: (4ac518f6f964a52052af20e3, 4.7711525), (4c9c6a059c48236a1cb14dee, 4.762329), (4ac518d2f964a52026a720e3, 4.717198), (4ac518cef964a52021a620e3, 4.7101197), (4d5ed23c149637047e12cf94, 4.699089), (4ac518d0f964a52095a620e3, 4.6976504), (4ac518d2f964a5203da720e3, 4.688093), (4c6ce8d923c1a1cd4bdf1acf, 4.6775994), (4af47862f964a520d6f221e3, 4.668828), (4ac518eff964a52064ad20e3, 4.6653166)
919144423: (4ac518f4f964a520fbae20e3, 5.1494813), (4ac518cef964a520f8a520e3, 5.1379786), (4ac518f6f964a52052af20e3, 5.105742), (4ac518eff964a52064ad20e3, 5.08186), (4ac518f7f964a520c6af20e3, 5.044981), (4ac518cef964a52021a620e3, 5.042576), (4ac518d2f964a52026a720e3, 4.996165), (4c6ce8d923c1a1cd4bdf1acf, 4.985871), (4c9c6a059c48236a1cb14dee, 4.9720626), (4ac518f6f964a52050af20e3, 4.955961)
67892954: (4ac518d0f964a52095a620e3, 4.916459), (4af47862f964a520d6f221e3, 4.886022), (4ac518f6f964a52052af20e3, 4.825719), (4c513de4250dd13a41a4e17c, 4.81804), (4ac518cef964a52021a620e3, 4.8064923), (4c6ce8d923c1a1cd4bdf1acf, 4.80292), (4acbc300f964a52058c520e3, 4.7954926), (4ac518d2f964a52026a720e3, 4.767255), (4ac518d3f964a52076a720e3, 4.743512), (4ac518f7f964a520c6af20e3, 4.7407293)
256977309: (4ac518d3f964a52076a720e3, 4.9870133), (4ac518cef964a52021a620e3, 4.919921), (4ac518f7f964a520c6af20e3, 4.916543), (4ac518f6f964a52052af20e3, 4.9142556), (4ac518f4f964a520fbae20e3, 4.9023094), (4ac518f6f964a52050af20e3, 4.90043), (4acbc300f964a52058c520e3, 4.8704863), (4d5ed23c149637047e12cf94, 4.8672585), (4ac518d2f964a5203da720e3, 4.834951), (4ac518d0f964a52095a620e3, 4.829988)
