# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ae811e5f964a5200cae21e3, 4.462226), (4ac518eff964a52064ad20e3, 4.4498277), (4ac518cef964a52021a620e3, 4.4083424), (4ac518f6f964a52052af20e3, 4.390713), (4b114284f964a520657923e3, 4.375991), (4c9c6a059c48236a1cb14dee, 4.37431), (4ac518cef964a520f8a520e3, 4.364151), (4ba6419bf964a520b23f39e3, 4.334694), (4acbc300f964a52058c520e3, 4.3164983), (4b8146dbf964a520439d30e3, 4.312563)
22815350: (4ac518d1f964a520c3a620e3, 5.792354), (4c9c6a059c48236a1cb14dee, 5.7360153), (4ac518d2f964a5203da720e3, 5.6997147), (4ac518cef964a52021a620e3, 5.687798), (4ae811e5f964a5200cae21e3, 5.680622), (4c6ce8d923c1a1cd4bdf1acf, 5.6765904), (4acbc300f964a52058c520e3, 5.670362), (4ac518f4f964a520fbae20e3, 5.653153), (4ac518f6f964a52052af20e3, 5.645279), (4af47862f964a520d6f221e3, 5.6330113)
32710744: (4ae811e5f964a5200cae21e3, 3.9017067), (4ac518f6f964a52052af20e3, 3.8863893), (4c9c6a059c48236a1cb14dee, 3.88439), (4ac518d2f964a52026a720e3, 3.8816333), (4ac518d1f964a520c3a620e3, 3.8734388), (4ac518d0f964a52097a620e3, 3.8537953), (4ac518eff964a52064ad20e3, 3.837676), (4ac518cef964a52021a620e3, 3.8347895), (4af9a82df964a520fd1222e3, 3.809194), (4ac518cef964a520f8a520e3, 3.8067765)
181028932: (4ac518cef964a52021a620e3, 3.9233534), (52d71ac611d2dae852a0be1f, 3.9169433), (4c6ce8d923c1a1cd4bdf1acf, 3.9036942), (4af47862f964a520d6f221e3, 3.8951538), (4ac518f4f964a520fbae20e3, 3.883444), (4ac518cef964a520f8a520e3, 3.8777804), (4c9c6a059c48236a1cb14dee, 3.8740706), (4ac518d2f964a5203da720e3, 3.8668268), (4c52b7a4b6dabe9a24d2bb13, 3.8643713), (4b114284f964a520657923e3, 3.863741)
221313006: (4af47862f964a520d6f221e3, 5.3755746), (4ac518d2f964a5203da720e3, 5.3505554), (4ac518cef964a52021a620e3, 5.3482914), (4bc0d7c84cdfc9b658969321, 5.32542), (4ac518d2f964a52026a720e3*, 5.3199487), (4b1c0375f964a520b30024e3, 5.296042), (4b114284f964a520657923e3, 5.2940407), (4ba6419bf964a520b23f39e3, 5.286188), (4c9c6a059c48236a1cb14dee, 5.284198), (4af9a82df964a520fd1222e3, 5.278969)
254707359: (4ac518cef964a520f8a520e3, 4.942447), (4ac518eff964a52064ad20e3, 4.9273157), (4ac518cef964a52021a620e3, 4.90119), (4ae811e5f964a5200cae21e3, 4.852118), (4c9c6a059c48236a1cb14dee, 4.849822), (4b1c0375f964a520b30024e3, 4.81133), (4c52b7a4b6dabe9a24d2bb13, 4.793248), (4e4b9e2314958c3abfa956c7, 4.7656484), (4ba6419bf964a520b23f39e3, 4.7544513), (4af9a82df964a520fd1222e3, 4.7532697)
102199088: (4c9c6a059c48236a1cb14dee, 6.120842), (4ac518d2f964a52026a720e3, 6.0691023), (4ac518cef964a52021a620e3, 6.053608), (4ac518f6f964a52052af20e3, 6.036432), (4ac518f4f964a520fbae20e3, 6.0259595), (4ac518d1f964a520c3a620e3, 6.0193844), (4af47862f964a520d6f221e3, 6.0067153), (4ac518d3f964a52076a720e3, 5.999689), (4ba6419bf964a520b23f39e3, 5.9594326), (4b1c0375f964a520b30024e3, 5.946647)
71879096: (4b2f71d7f964a52070eb24e3, 3.582082), (4ac518d2f964a52026a720e3, 3.563832), (4ac518d0f964a52097a620e3, 3.5561585), (4ac518f6f964a52052af20e3, 3.5555148), (4ae811e5f964a5200cae21e3, 3.541075), (4c9c6a059c48236a1cb14dee, 3.523995), (4ac518d1f964a520c3a620e3, 3.4823096), (4ba6419bf964a520b23f39e3, 3.4686959), (4c444a8c8c1f20a192263c99, 3.46389), (4f180e24e4b0fc8452f7abee, 3.4611242)
191811554: (4c9c6a059c48236a1cb14dee, 4.577162), (4ac518d1f964a520c3a620e3, 4.508519), (4ac518f7f964a520c6af20e3, 4.4448853), (4ae811e5f964a5200cae21e3, 4.4446435), (4d5ed23c149637047e12cf94, 4.4436016), (4ac518f6f964a52050af20e3, 4.4400187), (4ac518f4f964a520fbae20e3, 4.4340515), (4ac518cef964a52021a620e3, 4.433805), (4ac518f6f964a52052af20e3, 4.4280853), (4ac518cef964a520f8a520e3, 4.4155455)
1371390146: (4c6950702c29d13ab5d50a41, 4.080648), (52d71ac611d2dae852a0be1f, 4.0578814), (4b114284f964a520657923e3, 4.0308895), (4c6ce8d923c1a1cd4bdf1acf, 3.9390547), (4ac518d2f964a5203da720e3, 3.9061182), (4ac518f4f964a520fbae20e3, 3.890939), (4ac518cef964a52022a620e3, 3.8810475), (4ac518d1f964a520e0a620e3, 3.8788333), (4acaf933f964a52031c320e3, 3.878381), (4e175b25183880768f35a7e5, 3.8765872)
307549176: (4b114284f964a520657923e3, 4.895867), (4ac518d2f964a5203da720e3, 4.8939276), (4ac518cef964a52021a620e3, 4.883021), (4af9a82df964a520fd1222e3, 4.8821707), (4af47862f964a520d6f221e3, 4.8796935), (4ac518eff964a52064ad20e3, 4.869735), (4b1c0375f964a520b30024e3, 4.8556576), (4ac518cef964a520f8a520e3, 4.853861), (4bcc08273740b7139c756365, 4.8487725), (4c9c6a059c48236a1cb14dee, 4.8486943)
236940151: (4ac518d2f964a52026a720e3, 4.0595007), (4ac518d2f964a5203da720e3, 4.0311685), (4ac518d1f964a520c3a620e3, 4.0274034), (4c9c6a059c48236a1cb14dee, 3.9998677), (4af47862f964a520d6f221e3, 3.9979846), (4ac518f6f964a52052af20e3, 3.9725773), (4ac518f4f964a520fbae20e3, 3.96962), (4ac518d0f964a52097a620e3, 3.9650402), (5127fae2e4b0d9d0f75da670, 3.942997), (4acbc300f964a52058c520e3, 3.9406595)
24155494: (4b114284f964a520657923e3, 3.8471348), (4ac518cef964a52021a620e3, 3.8264933), (4c6ce8d923c1a1cd4bdf1acf, 3.799478), (4ac518d2f964a5203da720e3, 3.7684367), (4acaf933f964a52031c320e3, 3.7657602), (4c52b7a4b6dabe9a24d2bb13, 3.7571416), (4af9a82df964a520fd1222e3, 3.7517886), (4bcc08273740b7139c756365, 3.7437203), (52d71ac611d2dae852a0be1f, 3.7364647), (4af47862f964a520d6f221e3, 3.7332)
20636705: (4ca65075b7106dcb88cb5ca5, 3.4713569), (4ac518d2f964a5203da720e3, 3.3908424), (4ac518d0f964a52095a620e3, 3.3889961), (4be3f1c42fc7d13a2a9e083a, 3.3477032), (4bcc08273740b7139c756365, 3.3464375), (506999663d7cfe42e733a9b3, 3.3361697), (4ac518f3f964a5209fae20e3, 3.3316128), (4c6ce8d923c1a1cd4bdf1acf, 3.3263152), (4acbc300f964a52058c520e3, 3.2897034), (4ac518f6f964a52050af20e3, 3.2775407)
20174894: (4c9c6a059c48236a1cb14dee, 4.8510933), (4ac518cef964a52021a620e3, 4.8363457), (4ac518d1f964a520c3a620e3, 4.8286066), (4ac518f6f964a52052af20e3*, 4.794711), (4ac518f4f964a520fbae20e3, 4.787494), (4af47862f964a520d6f221e3, 4.7759037), (4ac518d2f964a5203da720e3, 4.771497), (4ac518d2f964a52026a720e3, 4.7702923), (4ac518eff964a52064ad20e3, 4.75092), (4b114284f964a520657923e3, 4.750024)
105214898: (4c9c6a059c48236a1cb14dee, 5.723597), (4ac518d2f964a52026a720e3, 5.713036), (4ac518d1f964a520c3a620e3, 5.6641536), (4ac518f4f964a520fbae20e3, 5.659648), (4ac518f6f964a52052af20e3, 5.6310806), (4af47862f964a520d6f221e3, 5.6296043), (4ac518cef964a52021a620e3, 5.596784), (4b1c0375f964a520b30024e3, 5.580243), (4b0bf426f964a5200e3523e3, 5.569602), (4d5ed23c149637047e12cf94, 5.56594)
34379581: (4ac518cef964a52021a620e3, 2.713687), (4ac518cef964a520f8a520e3, 2.69737), (4c52b7a4b6dabe9a24d2bb13, 2.6966174), (4c513de4250dd13a41a4e17c, 2.6750536), (4be5a482cf200f47ff79133c, 2.6687038), (4ac518eff964a52064ad20e3, 2.6680815), (4ac518d3f964a52076a720e3, 2.6601632), (4c9c6a059c48236a1cb14dee, 2.652459), (4af9a82df964a520fd1222e3, 2.642121), (4b72fb14f964a520ae932de3, 2.6292892)
364961102: (4ac518d2f964a5203da720e3, 3.3243635), (4ac518d1f964a520c3a620e3, 3.3242273), (4c9c6a059c48236a1cb14dee, 3.3153484), (4b1c0375f964a520b30024e3, 3.2680671), (4d5ed23c149637047e12cf94, 3.2536323), (4acbc300f964a52058c520e3, 3.249362), (4af47862f964a520d6f221e3, 3.243143), (4bcc08273740b7139c756365, 3.2400281), (4ac518eff964a52064ad20e3, 3.2333689), (4ac518cef964a520f8a520e3, 3.222619)
161706327: (4ac518d3f964a52076a720e3, 5.4988775), (4ac518f7f964a520c6af20e3, 5.4962196), (4c6ce8d923c1a1cd4bdf1acf, 5.4485693), (4c9c6a059c48236a1cb14dee, 5.4273725), (4ac518f6f964a52052af20e3, 5.4242353), (4d5ed23c149637047e12cf94, 5.406318), (4e175b25183880768f35a7e5, 5.3937793), (4bc0d7c84cdfc9b658969321, 5.3479676), (4ac518f4f964a520fbae20e3, 5.326125), (4ac518d1f964a520c3a620e3, 5.2919297)
188432437: (4b114284f964a520657923e3, 4.468065), (4ae811e5f964a5200cae21e3, 4.4539557), (4ac518cef964a52021a620e3, 4.4496436), (4ac518f6f964a52052af20e3, 4.44413), (4ac518d1f964a520c3a620e3, 4.422394), (4c9c6a059c48236a1cb14dee, 4.418159), (4ac518d2f964a52026a720e3, 4.4115844), (4acbc300f964a52058c520e3, 4.41037), (4ac518f4f964a520fbae20e3, 4.4069195), (4ba6419bf964a520b23f39e3, 4.3784)
37676796: (52d71ac611d2dae852a0be1f, 4.3009386), (4ac518cef964a52021a620e3, 4.2605033), (4c52b7a4b6dabe9a24d2bb13, 4.2502494), (4af47862f964a520d6f221e3, 4.242595), (4c9c6a059c48236a1cb14dee, 4.2377076), (4ac518d3f964a52076a720e3, 4.2334805), (4ac518f4f964a520fbae20e3, 4.2319207), (4ac518eff964a52064ad20e3, 4.21992), (4e175b25183880768f35a7e5, 4.2125006), (4af9a82df964a520fd1222e3, 4.2050543)
139374999: (4c9c6a059c48236a1cb14dee, 4.0270505), (4ac518d1f964a520c3a620e3, 4.0051646), (4b1c0375f964a520b30024e3, 4.0007825), (4d64f88cd2906a310083e2cb, 3.9863746), (4ac518cef964a520f8a520e3, 3.944766), (4ac518d2f964a52026a720e3, 3.9412477), (4ac518d2f964a5203da720e3, 3.937494), (4ae811e5f964a5200cae21e3, 3.9251187), (4ac518cef964a52021a620e3, 3.9239204), (4af47862f964a520d6f221e3, 3.9059658)
19151638: (4ac518d2f964a52026a720e3, 4.4293494), (4b0bf426f964a5200e3523e3, 4.4083652), (4ac518f6f964a52052af20e3, 4.3983626), (4c9c6a059c48236a1cb14dee, 4.371805), (4ba6419bf964a520b23f39e3, 4.321303), (4ac518e8f964a52075ab20e3, 4.301615), (4ac518cef964a52021a620e3, 4.299464), (4ac518d1f964a520c3a620e3, 4.28535), (4ac518d3f964a52076a720e3, 4.2748704), (4ac518eff964a52064ad20e3, 4.2589626)
1115261414: (4ae811e5f964a5200cae21e3, 3.8699813), (4ac518cef964a52021a620e3, 3.8673775), (4c9c6a059c48236a1cb14dee, 3.8090053), (4ac518cef964a520f8a520e3, 3.805352), (4c6ce8d923c1a1cd4bdf1acf, 3.80382), (4e4b9e2314958c3abfa956c7, 3.789485), (4acbc300f964a52058c520e3, 3.7792535), (4ac518f6f964a52052af20e3, 3.7788131), (4ac518f7f964a520c6af20e3, 3.7744238), (4ba6419bf964a520b23f39e3, 3.7619236)
115074698: (4ac518d2f964a52026a720e3, 4.0878906), (4af9a82df964a520fd1222e3, 4.024895), (4ac518cef964a52021a620e3, 3.9933643), (4c52b7a4b6dabe9a24d2bb13, 3.9754212), (4ba6419bf964a520b23f39e3, 3.9725926), (4ac518f6f964a52052af20e3, 3.967405), (4b0bf426f964a5200e3523e3, 3.96542), (4acee9a4f964a5200ed220e3, 3.9587717), (4bc0d7c84cdfc9b658969321, 3.9492686), (4b1c0375f964a520b30024e3, 3.9487157)
283432802: (4af83657f964a520670b22e3, 3.3401225), (4c52b7a4b6dabe9a24d2bb13, 3.2890623), (4ac518d3f964a52076a720e3, 3.2854602), (52308fdf93cd65e83e1da364, 3.2833142), (4bed05629868a5937cdb5c46, 3.2763453), (4ac518f0f964a520afad20e3, 3.2680614), (4ac518f6f964a52052af20e3, 3.2524772), (4c513de4250dd13a41a4e17c, 3.2421732), (4b1290d5f964a520da8a23e3, 3.2403352), (4ac518cef964a52021a620e3, 3.2337594)
356871739: (4ac518d0f964a52095a620e3, 4.0207253), (4ac518cef964a52021a620e3, 3.9945416), (4ac518d2f964a5203da720e3, 3.9920433), (4ac518f7f964a520c6af20e3, 3.9906704), (4ac518f6f964a52050af20e3, 3.9610047), (4ac518cef964a520f8a520e3, 3.9564977), (4c9c6a059c48236a1cb14dee, 3.9249487), (4b114284f964a520657923e3, 3.9088776), (4b1c0375f964a520b30024e3, 3.9086106), (4af47862f964a520d6f221e3, 3.904561)
141996830: (4ac518cef964a52021a620e3, 5.295075), (4ac518d1f964a520c3a620e3, 5.2714043), (4ac518f7f964a520c6af20e3, 5.249022), (4ac518e8f964a52075ab20e3, 5.2344832), (4c9c6a059c48236a1cb14dee, 5.2237587), (4ac518d2f964a5203da720e3, 5.2232685), (4bcc08273740b7139c756365, 5.209821), (4ac518d0f964a52095a620e3, 5.179053), (4c6ce8d923c1a1cd4bdf1acf, 5.1771445), (4b1c0375f964a520b30024e3, 5.1662583)
57429170: (4b0bf426f964a5200e3523e3, 3.263676), (4ac518f7f964a520c6af20e3, 3.2397692), (4bc0d7c84cdfc9b658969321, 3.1970637), (4ac518d3f964a52076a720e3, 3.17908), (4d5ed23c149637047e12cf94, 3.1752045), (4ac518d2f964a52026a720e3, 3.1654792), (4ac518d0f964a52095a620e3, 3.1651027), (4af47862f964a520d6f221e3, 3.1569657), (4b8aaf57f964a520aa7932e3, 3.1432545), (4b1c0375f964a520b30024e3, 3.1399207)
1692395785: (4ac518d1f964a520c3a620e3, 4.301106), (4bcc08273740b7139c756365, 4.2936497), (4ac518d2f964a5203da720e3, 4.2300744), (4c9c6a059c48236a1cb14dee, 4.2058687), (4ac518d3f964a52054a720e3, 4.2023005), (4acbc300f964a52058c520e3, 4.19302), (4ac518e8f964a52075ab20e3, 4.166724), (4d5ed23c149637047e12cf94, 4.159109), (506999663d7cfe42e733a9b3, 4.1546183), (4ac518f6f964a52052af20e3, 4.151673)
150359649: (4ac518f4f964a520fbae20e3, 4.1535435), (4c9c6a059c48236a1cb14dee, 4.1298356), (4ac518d1f964a520c3a620e3, 4.1065865), (4c6ce8d923c1a1cd4bdf1acf, 4.1051054), (4ac518cef964a52021a620e3, 4.0867677), (4acbc300f964a52058c520e3, 4.0402813), (4ac518d2f964a5203da720e3, 4.034167), (4ac518f6f964a52052af20e3, 4.024355), (4b114284f964a520657923e3, 4.004057), (4ae811e5f964a5200cae21e3, 4.000425)
142236120: (4af9a82df964a520fd1222e3, 5.3987703), (4c9c6a059c48236a1cb14dee, 5.3952947), (4ac518eff964a52064ad20e3, 5.390217), (4af47862f964a520d6f221e3, 5.3842955), (4ac518f6f964a52052af20e3, 5.350716), (4bcc08273740b7139c756365, 5.3470206), (4ac518d2f964a52026a720e3, 5.3439445), (4ac518d2f964a5203da720e3, 5.3404136), (4ac518d1f964a520e6a620e3, 5.340003), (4ac518cef964a520f8a520e3, 5.335296)
18257109: (4af47862f964a520d6f221e3, 4.868049), (4b114284f964a520657923e3, 4.8668365), (4ac518f4f964a520fbae20e3, 4.861225), (52d71ac611d2dae852a0be1f, 4.850019), (4e175b25183880768f35a7e5, 4.846509), (4ac518cef964a52021a620e3, 4.836972), (4c9c6a059c48236a1cb14dee, 4.8334146), (4ac518cef964a520f8a520e3, 4.808821), (4ac518f6f964a52052af20e3, 4.8071938), (4ac518d1f964a520e0a620e3, 4.8012195)
40243149: (4ac518d0f964a52097a620e3, 4.2193327), (4ac518f6f964a52052af20e3, 4.127142), (4ae811e5f964a5200cae21e3, 4.1091623), (4f180e24e4b0fc8452f7abee, 4.086278), (4ac518cef964a52021a620e3, 4.0785565), (4ac518d2f964a52026a720e3, 4.0751276), (4ba6419bf964a520b23f39e3, 4.053475), (4ac518d1f964a520c3a620e3, 4.035099), (4c9c6a059c48236a1cb14dee, 4.0317154), (4bc0d7c84cdfc9b658969321, 4.0259547)
78432265: (4ac518cef964a52021a620e3, 5.412305), (4ac518d0f964a52095a620e3, 5.351453), (4c9c6a059c48236a1cb14dee, 5.3313046), (4c6ce8d923c1a1cd4bdf1acf, 5.2991734), (4ac518f7f964a520c6af20e3, 5.2904863), (4ac518d3f964a52076a720e3, 5.2776937), (4bcc08273740b7139c756365, 5.2657394), (4ac518cef964a520f8a520e3, 5.2398767), (4ac518eff964a52064ad20e3, 5.2360573), (4ac518d1f964a520c3a620e3, 5.2340083)
21777452: (4ac518cef964a52021a620e3, 4.319866), (4bc0d7c84cdfc9b658969321, 4.2895412), (4ba6419bf964a520b23f39e3, 4.2857122), (4ac518f6f964a52052af20e3, 4.283478), (4ac518d3f964a52076a720e3, 4.2441735), (4ac518d2f964a52026a720e3, 4.2209287), (4c9c6a059c48236a1cb14dee, 4.217419), (4ac518f7f964a520c6af20e3, 4.2043185), (4ac518cef964a520f8a520e3, 4.1740866), (4ac518eff964a52064ad20e3, 4.160388)
328160244: (4b1c0375f964a520b30024e3, 3.4004161), (4ac518d0f964a52095a620e3, 3.383205), (4ac518d2f964a5203da720e3, 3.3645768), (4ac518cef964a52021a620e3, 3.3079958), (4ac518cef964a520f8a520e3, 3.2938259), (4ac518d1f964a520c3a620e3, 3.2902026), (4ac518f7f964a520c6af20e3, 3.2864242), (4c9c6a059c48236a1cb14dee, 3.2815795), (4af47862f964a520d6f221e3, 3.2705839), (4ac518f6f964a52050af20e3, 3.2561753)
546851031: (4c9c6a059c48236a1cb14dee, 5.4754024), (4ac518d1f964a520c3a620e3, 5.470119), (4ac518d2f964a5203da720e3, 5.4193954), (4ac518cef964a52021a620e3, 5.393409), (4acbc300f964a52058c520e3, 5.389211), (4ac518f4f964a520fbae20e3, 5.386176), (4ac518eff964a52064ad20e3, 5.3794107), (4b114284f964a520657923e3, 5.3643413), (4bcc08273740b7139c756365, 5.347503), (4b1c0375f964a520b30024e3, 5.332387)
134912582: (4ac518d2f964a52026a720e3*, 5.7727184), (4ac518f6f964a52052af20e3, 5.7590733), (4c9c6a059c48236a1cb14dee, 5.7586737), (4ac518f4f964a520fbae20e3, 5.733622), (4af47862f964a520d6f221e3, 5.7204294), (4af9a82df964a520fd1222e3, 5.709706), (4b114284f964a520657923e3, 5.705672), (4ac518d1f964a520c3a620e3, 5.6989856), (4ac518eff964a52064ad20e3, 5.691009), (4bcc08273740b7139c756365, 5.666275)
43676854: (4b1c0375f964a520b30024e3, 4.859658), (4c9c6a059c48236a1cb14dee, 4.857426), (4ac518eff964a52064ad20e3, 4.8511505), (4ac518cef964a520f8a520e3, 4.833526), (4ac518cef964a52021a620e3, 4.82277), (4c52b7a4b6dabe9a24d2bb13, 4.806968), (4ac518d2f964a52026a720e3, 4.7995367), (4af9a82df964a520fd1222e3, 4.793062), (4af47862f964a520d6f221e3, 4.768606), (4ac518d1f964a520c3a620e3, 4.7590566)
102480155: (4b1c0375f964a520b30024e3, 2.4321275), (4d64f88cd2906a310083e2cb, 2.4258864), (4ac518d2f964a5203da720e3, 2.4179778), (4ac518d1f964a520c3a620e3, 2.4034772), (50f5c2e0e4b06983cbcbb1fe, 2.3803296), (4c9c6a059c48236a1cb14dee, 2.3725164), (506999663d7cfe42e733a9b3, 2.3680553), (4f1205e9e4b04720456783a7, 2.3642206), (4af47862f964a520d6f221e3, 2.361571), (4af9a82df964a520fd1222e3, 2.3376133)
291660952: (4ac518d2f964a5203da720e3, 3.8277628), (4bcc08273740b7139c756365, 3.8275342), (4ac518d1f964a520c3a620e3, 3.7832727), (4d5ed23c149637047e12cf94, 3.763846), (4c9c6a059c48236a1cb14dee, 3.7588544), (4af47862f964a520d6f221e3, 3.7471588), (4b7a7122f964a520f62c2fe3, 3.7406862), (4ac518d1f964a520e6a620e3, 3.738223), (4b1c0375f964a520b30024e3, 3.738023), (4b114284f964a520657923e3, 3.7172265)
18796965: (4b114284f964a520657923e3, 4.8503623), (4af9a82df964a520fd1222e3, 4.774411), (506999663d7cfe42e733a9b3, 4.7739286), (4ac518eff964a52064ad20e3, 4.748645), (4bcc08273740b7139c756365, 4.747674), (52d71ac611d2dae852a0be1f, 4.7150126), (4ac518f4f964a520fbae20e3, 4.70976), (4ac518f6f964a52052af20e3, 4.7047873), (4c6ce8d923c1a1cd4bdf1acf, 4.699553), (4af47862f964a520d6f221e3, 4.6699066)
291836372: (4c9c6a059c48236a1cb14dee, 5.972241), (4b1c0375f964a520b30024e3, 5.9448333), (4ac518cef964a52021a620e3, 5.8752546), (4ac518eff964a52064ad20e3, 5.8693705), (4ac518d1f964a520c3a620e3, 5.861111), (4ac518d2f964a52026a720e3, 5.845708), (4af47862f964a520d6f221e3, 5.815147), (4ac518f6f964a52052af20e3, 5.789025), (4ac518f4f964a520fbae20e3, 5.787837), (4ac518cef964a520f8a520e3, 5.784091)
15298450: (4ac518cef964a52021a620e3, 4.849913), (4ac518cef964a520f8a520e3, 4.843461), (4e4b9e2314958c3abfa956c7, 4.8086934), (4c6ce8d923c1a1cd4bdf1acf, 4.798225), (4c513de4250dd13a41a4e17c, 4.7976665), (4c6950702c29d13ab5d50a41, 4.7861543), (4c9c6a059c48236a1cb14dee, 4.769389), (4ae811e5f964a5200cae21e3, 4.7598705), (4be5a482cf200f47ff79133c, 4.750239), (4ac518eff964a52064ad20e3, 4.7320714)
