# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
8493742: (4ac518d1f964a520c3a620e3, 4.5835905), (4ac518cef964a52021a620e3, 4.582101), (4af47862f964a520d6f221e3, 4.5624614), (4c6ce8d923c1a1cd4bdf1acf, 4.5341043), (4ac518d2f964a5203da720e3, 4.527872), (4c9c6a059c48236a1cb14dee, 4.5214777), (4acbc300f964a52058c520e3, 4.5125055), (4ac518d2f964a52026a720e3, 4.509228), (4ad42aa6f964a5205de720e3, 4.4900904), (4b114284f964a520657923e3, 4.4846663)
35528090: (4ac518f6f964a52052af20e3, 4.5306506), (4ac518eff964a52064ad20e3, 4.5101643), (4b1c0375f964a520b30024e3, 4.5083857), (4ac518d2f964a5203da720e3, 4.4866786), (4ac518cef964a52021a620e3, 4.4823923), (4bcc08273740b7139c756365, 4.4746656), (4b114284f964a520657923e3, 4.4536347), (4c52b7a4b6dabe9a24d2bb13, 4.449978), (4acbc300f964a52058c520e3, 4.4453773), (4ac518d3f964a52076a720e3, 4.4451027)
21686958: (4e175b25183880768f35a7e5, 4.2258515), (4af47862f964a520d6f221e3, 4.220413), (4c6ce8d923c1a1cd4bdf1acf, 4.20532), (4ba6419bf964a520b23f39e3, 4.2024584), (4ac518d2f964a52026a720e3, 4.16587), (4c9c6a059c48236a1cb14dee, 4.1457086), (4bc0d7c84cdfc9b658969321, 4.1437855), (4ac518cef964a52021a620e3, 4.118544), (4ac518d1f964a520e0a620e3, 4.106575), (4ac518cef964a520f7a520e3, 4.10654)
22815350: (4c9c6a059c48236a1cb14dee, 3.75551), (4ac518f6f964a52052af20e3, 3.7554119), (4af47862f964a520d6f221e3, 3.7511234), (4ac518f4f964a520fbae20e3, 3.7404273), (4c52b7a4b6dabe9a24d2bb13, 3.7365334), (4ac518cef964a520f7a520e3, 3.7169101), (4ac518cef964a52021a620e3, 3.7064044), (4bf5197b98ac0f4761ac64a8, 3.6992123), (4ba6419bf964a520b23f39e3, 3.688977), (4ae02185f964a5203f7e21e3, 3.6832979)
181028932: (515192f2e4b06253980ed6b2, 3.0087903), (4ac518cef964a52021a620e3, 2.9517434), (4ac518d3f964a52076a720e3, 2.9376948), (505b0a96e4b0597d277e6444, 2.9320424), (502ba235e4b040e2ae21749c, 2.8966758), (4b1c0375f964a520b30024e3, 2.8781812), (4b114284f964a520657923e3, 2.8723977), (4ac518ecf964a52072ac20e3, 2.8588521), (4c9c6a059c48236a1cb14dee, 2.858137), (4bbb21d3b35776b00292cb01, 2.8544054)
223424384: (4af47862f964a520d6f221e3, 3.759087), (4ac518f6f964a52052af20e3, 3.756084), (4c9c6a059c48236a1cb14dee, 3.7477827), (4c52b7a4b6dabe9a24d2bb13, 3.7394137), (4ba6419bf964a520b23f39e3, 3.7239406), (4ac518d2f964a52026a720e3, 3.7029665), (52d71ac611d2dae852a0be1f, 3.7022855), (4ac518f4f964a520fbae20e3, 3.6982577), (4ac518d1f964a520e0a620e3, 3.6805315), (4ac518cef964a52021a620e3, 3.6672335)
221313006: (4ac518cef964a52021a620e3, 4.0470476), (4ac518d2f964a5203da720e3, 3.9729524), (4c9c6a059c48236a1cb14dee, 3.9647753), (4b114284f964a520657923e3, 3.9347327), (4ad42aa6f964a5205de720e3, 3.9200206), (4c6ce8d923c1a1cd4bdf1acf, 3.9116566), (4ac518d1f964a520c3a620e3, 3.9068472), (4acbc300f964a52058c520e3, 3.8931377), (4ac518cef964a520f8a520e3, 3.8929558), (4af47862f964a520d6f221e3, 3.8859997)
254707359: (4ac518cef964a52021a620e3, 4.324462), (505b0a96e4b0597d277e6444, 4.323908), (4c9c6a059c48236a1cb14dee, 4.258138), (4ac518d1f964a520c3a620e3, 4.243293), (4ac518eff964a52064ad20e3, 4.225249), (4ac518ecf964a52072ac20e3, 4.2220044), (4af47862f964a520d6f221e3, 4.2166853), (4ac518d0f964a52099a620e3, 4.205103), (4ac518cef964a520f8a520e3, 4.199829), (4acbc300f964a52058c520e3, 4.193005)
102199088: (4ac518f6f964a52052af20e3, 3.5576928), (4ac518cef964a52021a620e3, 3.499867), (4c9c6a059c48236a1cb14dee, 3.4690623), (4c52b7a4b6dabe9a24d2bb13, 3.4628532), (4ac518cef964a520f8a520e3, 3.4354193), (4ac518f4f964a520fbae20e3, 3.4306467), (4b1c0375f964a520b30024e3, 3.412287), (4af47862f964a520d6f221e3, 3.4068651), (4be3f1c42fc7d13a2a9e083a, 3.3922632), (4ac518d2f964a52026a720e3, 3.3726056)
191811554: (4af47862f964a520d6f221e3, 5.2547307), (4ac518cef964a52021a620e3, 5.2147837), (4ac518eff964a52064ad20e3, 5.2077494), (4ac518d1f964a520c3a620e3, 5.172568), (4c9c6a059c48236a1cb14dee, 5.1714206), (4ac518d3f964a52076a720e3, 5.164244), (4c6ce8d923c1a1cd4bdf1acf, 5.1554294), (4ac518cef964a520f8a520e3, 5.1105347), (4b1c0375f964a520b30024e3, 5.1013217), (4ac518cef964a520f7a520e3, 5.095249)
148448733: (4c110d4a6b7e2d7f02942835, 3.4128218), (4ac518cef964a52021a620e3, 3.4092247), (4af9a82df964a520fd1222e3, 3.3951309), (4ac518f4f964a520fbae20e3, 3.393118), (4ac518f6f964a52052af20e3, 3.3765693), (4ad61fd8f964a520350521e3, 3.3559053), (4ac518cef964a520f8a520e3, 3.3523054), (4be3f1c42fc7d13a2a9e083a, 3.3359334), (4c9c6a059c48236a1cb14dee, 3.2987406), (4fb67af3e4b014d752c9b6c7, 3.28259)
1371390146: (4ac518cef964a52021a620e3, 3.9018264), (4c6ce8d923c1a1cd4bdf1acf, 3.8600814), (4b114284f964a520657923e3, 3.8567338), (4ac518d2f964a5203da720e3, 3.8205266), (4ad42aa6f964a5205de720e3, 3.8000822), (4ac518d1f964a520c3a620e3, 3.7945383), (4ac518d3f964a52076a720e3, 3.7944667), (4ac518ecf964a52072ac20e3, 3.786683), (4c9c6a059c48236a1cb14dee, 3.785507), (4ac518f4f964a520fbae20e3, 3.7746437)
307549176: (4ac518f3f964a5209fae20e3, 2.918457), (4ac518ecf964a52072ac20e3, 2.8925314), (4ac518cef964a520f7a520e3, 2.891231), (4af47862f964a520d6f221e3, 2.8888624), (4c9c6a059c48236a1cb14dee, 2.8788478), (4ac518f6f964a52052af20e3, 2.8731036), (4ac518cef964a52021a620e3, 2.8660042), (4ac518d1f964a520c3a620e3, 2.86436), (4acbc300f964a52058c520e3, 2.8476217), (4ac518eff964a52064ad20e3, 2.8300052)
236940151: (4ac518f6f964a52052af20e3, 3.1851027), (4ac518f7f964a520c6af20e3, 3.1783383), (4c9c6a059c48236a1cb14dee, 3.1534464), (4ac518f4f964a520fbae20e3, 3.153437), (4c52b7a4b6dabe9a24d2bb13, 3.1487188), (4ac518cef964a52021a620e3, 3.133272), (506999663d7cfe42e733a9b3, 3.1185026), (4af47862f964a520d6f221e3, 3.1011662), (4ac518d2f964a52026a720e3, 3.10013), (4bcc08273740b7139c756365, 3.098534)
24155494: (4ac518d1f964a520c3a620e3, 4.1502385), (4ac518cef964a52021a620e3, 4.1470804), (4c9c6a059c48236a1cb14dee, 4.1061673), (4acbc300f964a52058c520e3, 4.0888658), (4ac518cef964a520f8a520e3, 4.073204), (4ba6419bf964a520b23f39e3, 4.0636616), (4b114284f964a520657923e3, 4.0606647), (4af47862f964a520d6f221e3, 4.058877), (4ac518d2f964a5203da720e3, 4.052158), (4ac518eff964a52064ad20e3, 4.042715)
20174894: (4ac518d1f964a520e6a620e3, 4.207184), (4bcc08273740b7139c756365, 4.203963), (4b1c0375f964a520b30024e3, 4.166147), (4acbc300f964a52058c520e3, 4.148663), (4c9c6a059c48236a1cb14dee, 4.14362), (4af47862f964a520d6f221e3, 4.1303763), (4c52b7a4b6dabe9a24d2bb13, 4.116569), (4ac518cef964a52021a620e3, 4.0933967), (4b7a7122f964a520f62c2fe3, 4.088654), (4c3d6ed94bc9a5939b07d471, 4.073018)
34379581: (4b1c0375f964a520b30024e3, 4.1026225), (4ac518d3f964a52076a720e3, 4.0089755), (4ac518eff964a52064ad20e3, 4.005591), (4ac518e8f964a52075ab20e3, 3.9957886), (4b7a7122f964a520f62c2fe3, 3.9693117), (4ae811e5f964a5200cae21e3, 3.955026), (4ac518cef964a52021a620e3, 3.9496512), (4bcc08273740b7139c756365, 3.9474554), (4c3d6ed94bc9a5939b07d471, 3.9333017), (4ac518cef964a520f8a520e3, 3.906043)
60707771: (4ac518cef964a52021a620e3, 5.473046), (4ac518d2f964a5203da720e3, 5.365096), (4ac518d1f964a520c3a620e3, 5.3541923), (4b114284f964a520657923e3, 5.3435063), (4c9c6a059c48236a1cb14dee, 5.3227115), (4ac518f6f964a52052af20e3, 5.3199944), (4ac518cef964a520f8a520e3, 5.3162503), (4ac518eff964a52064ad20e3, 5.3072214), (4ac518ebf964a52049ac20e3, 5.2988687), (4ac518d3f964a52076a720e3, 5.2987537)
340309018: (4ac518eff964a52064ad20e3, 4.841106), (4ac518d1f964a520c3a620e3, 4.741327), (4ac518cef964a52021a620e3, 4.7408595), (4af47862f964a520d6f221e3, 4.740078), (4ac518f6f964a52052af20e3, 4.724807), (4c9c6a059c48236a1cb14dee, 4.7061315), (4acbc300f964a52058c520e3, 4.694436), (4b1c0375f964a520b30024e3, 4.688237), (4b114284f964a520657923e3, 4.6803784), (4ac518ecf964a52072ac20e3, 4.6763997)
161706327: (4ac518e8f964a52075ab20e3, 3.8943143), (4b1c0375f964a520b30024e3, 3.86535), (4ac518f6f964a52052af20e3, 3.8484685), (4ac518eff964a52064ad20e3, 3.8461757), (4b77eb6ff964a520c4ae2ee3, 3.8171062), (4af47862f964a520d6f221e3, 3.8154938), (4ae811e5f964a5200cae21e3, 3.7960715), (4c3d6ed94bc9a5939b07d471, 3.7783835), (4c9c6a059c48236a1cb14dee, 3.7780826), (4e4b9e2314958c3abfa956c7, 3.7675335)
37676796: (506999663d7cfe42e733a9b3, 4.618065), (4ac518d2f964a52026a720e3, 4.584482), (4c6ce8d923c1a1cd4bdf1acf, 4.579346), (4ac518d1f964a520e0a620e3, 4.576809), (4af47862f964a520d6f221e3, 4.5698843), (4ac518f7f964a520c6af20e3, 4.556499), (4ac518d2f964a5203da720e3, 4.555071), (4c9c6a059c48236a1cb14dee, 4.5538354), (4ac518f6f964a52052af20e3, 4.5466666), (4ba6419bf964a520b23f39e3, 4.528965)
139374999: (4af47862f964a520d6f221e3, 4.5624313), (4ba6419bf964a520b23f39e3, 4.5309105), (4c9c6a059c48236a1cb14dee, 4.5186906), (4ac518cef964a52021a620e3, 4.4997272), (4ac518d1f964a520c3a620e3, 4.4927053), (4c52b7a4b6dabe9a24d2bb13, 4.4715157), (4acbc300f964a52058c520e3, 4.447414), (4ac518f6f964a52052af20e3, 4.4348817), (4ac518d2f964a52026a720e3, 4.4144564), (4c6ce8d923c1a1cd4bdf1acf, 4.409257)
19151638: (4d5ed23c149637047e12cf94, 3.4748852), (4e4b9e2314958c3abfa956c7, 3.4704235), (4ac518e8f964a52075ab20e3, 3.416423), (4bc0d7c84cdfc9b658969321, 3.4076886), (4bcc08273740b7139c756365, 3.3948839), (4af47862f964a520d6f221e3, 3.3659418), (4ba6419bf964a520b23f39e3, 3.358059), (4acaf933f964a52031c320e3, 3.3574317), (4ac518f6f964a52052af20e3, 3.3450418), (4c9c6a059c48236a1cb14dee, 3.3420343)
1115261414: (4af47862f964a520d6f221e3, 4.7509923), (4ac518f6f964a52052af20e3, 4.732513), (4c9c6a059c48236a1cb14dee, 4.684378), (4ac518cef964a52021a620e3, 4.6675577), (4ac518d2f964a52026a720e3, 4.637459), (4ac518d1f964a520c3a620e3, 4.6302123), (4ac518f4f964a520fbae20e3, 4.6291246), (4acbc300f964a52058c520e3, 4.623879), (4c52b7a4b6dabe9a24d2bb13, 4.6235495), (4c6ce8d923c1a1cd4bdf1acf, 4.618701)
283432802: (4af9a82df964a520fd1222e3, 4.981391), (4ac518f6f964a52052af20e3, 4.9714465), (4ac518f7f964a520c6af20e3, 4.9398212), (4ac518cef964a52021a620e3, 4.934028), (4ac518cef964a520f8a520e3, 4.9177613), (4c9c6a059c48236a1cb14dee, 4.9128075), (4bc0d7c84cdfc9b658969321, 4.91051), (4ac518d3f964a52076a720e3, 4.905332), (4ac518d1f964a520c3a620e3, 4.8981776), (4d5ed23c149637047e12cf94, 4.892879)
356871739: (4ac518f6f964a52052af20e3, 4.5719886), (4ac518cef964a52021a620e3, 4.554784), (4c9c6a059c48236a1cb14dee, 4.553496), (4d5ed23c149637047e12cf94, 4.52823), (4ac518d2f964a52026a720e3, 4.526075), (52d71ac611d2dae852a0be1f, 4.519011), (4ac518cef964a520f8a520e3, 4.5093026), (4ac518e8f964a52075ab20e3, 4.508952), (4c6ce8d923c1a1cd4bdf1acf, 4.503466), (4ac518d2f964a5203da720e3, 4.4898224)
97054969: (4ba6419bf964a520b23f39e3, 3.0786102), (4d64f88cd2906a310083e2cb, 3.0649698), (505b0a96e4b0597d277e6444, 3.0285587), (4ac518e7f964a52067ab20e3, 2.9978347), (4ac518d0f964a52099a620e3, 2.9781694), (4bc0d7c84cdfc9b658969321, 2.9765668), (4c9c6a059c48236a1cb14dee, 2.9656734), (4b77eb6ff964a520c4ae2ee3, 2.959417), (511cd54e45b081ec9baf0196, 2.9558232), (4ac518cef964a52021a620e3, 2.9476783)
20995758: (4ac518cef964a52021a620e3, 3.8419735), (4af9a82df964a520fd1222e3, 3.8257706), (4ac518f6f964a52052af20e3, 3.8248625), (4ac518d3f964a52076a720e3, 3.7820933), (4ac518cef964a520f8a520e3, 3.7761977), (4ac518d2f964a5203da720e3, 3.7561538), (4ac518f4f964a520fbae20e3, 3.7525764), (4c9c6a059c48236a1cb14dee, 3.7446256), (52d71ac611d2dae852a0be1f, 3.7302525), (4c6ce8d923c1a1cd4bdf1acf, 3.7274752)
150359649: (4acbc300f964a52058c520e3, 5.0139832), (4ac518cef964a52021a620e3, 5.0125837), (4ac518d1f964a520c3a620e3, 5.0099826), (4c9c6a059c48236a1cb14dee, 4.9885993), (4ba6419bf964a520b23f39e3, 4.9868298), (4c52b7a4b6dabe9a24d2bb13, 4.968013), (4b114284f964a520657923e3, 4.9430757), (4bcc08273740b7139c756365, 4.904366), (505b0a96e4b0597d277e6444, 4.903749), (4ac518cef964a520f8a520e3, 4.884381)
23744806: (4ac518d1f964a520c3a620e3, 3.713801), (4b114284f964a520657923e3, 3.6960254), (4af47862f964a520d6f221e3, 3.667813), (4ac518cef964a52021a620e3, 3.6491776), (4acbc300f964a52058c520e3, 3.6248395), (4ac518eff964a52064ad20e3, 3.6153326), (4c9c6a059c48236a1cb14dee, 3.6152391), (505b0a96e4b0597d277e6444, 3.6091914), (4ac518cef964a520f7a520e3, 3.5962143), (4c6ce8d923c1a1cd4bdf1acf, 3.5821404)
23001959: (4b114284f964a520657923e3, 5.3191295), (4ac518d1f964a520c3a620e3, 5.2810683), (4ac518d3f964a52076a720e3, 5.2222276), (4ac518f7f964a520c6af20e3, 5.218308), (4ac518cef964a52021a620e3, 5.213019), (4af47862f964a520d6f221e3, 5.194851), (4bcc08273740b7139c756365, 5.1862674), (4c9c6a059c48236a1cb14dee, 5.1845775), (4acbc300f964a52058c520e3, 5.176974), (4ac518d0f964a52095a620e3, 5.161334)
142236120: (4ac518cef964a52021a620e3, 4.5436473), (4ac518d2f964a5203da720e3, 4.4476447), (4c9c6a059c48236a1cb14dee, 4.435721), (4ac518d1f964a520c3a620e3, 4.433307), (4ac518cef964a520f8a520e3, 4.4287558), (4c6ce8d923c1a1cd4bdf1acf, 4.428654), (4ac518f6f964a52050af20e3, 4.3917007), (4af47862f964a520d6f221e3, 4.3828025), (4ac518d3f964a52076a720e3, 4.38245), (4ac518d2f964a52026a720e3, 4.382374)
18257109: (4af47862f964a520d6f221e3, 5.0215707), (4ac518d1f964a520c3a620e3, 4.9938326), (4acbc300f964a52058c520e3, 4.91613), (4ac518f6f964a52052af20e3, 4.906953), (4c9c6a059c48236a1cb14dee, 4.882803), (4ac518eff964a52064ad20e3*, 4.861617), (4c52b7a4b6dabe9a24d2bb13, 4.8571057), (4ac518cef964a52021a620e3, 4.838009), (4e4b9e2314958c3abfa956c7, 4.834035), (4ac518d2f964a52026a720e3, 4.8308907)
40243149: (4b114284f964a520657923e3, 4.589517), (4ac518d1f964a520c3a620e3, 4.587062), (4acbc300f964a52058c520e3, 4.5398664), (4af47862f964a520d6f221e3, 4.5364957), (4c9c6a059c48236a1cb14dee, 4.5320377), (4ac518cef964a52021a620e3, 4.5275683), (4ac518f6f964a52052af20e3, 4.497948), (4bcc08273740b7139c756365, 4.4710665), (4ba6419bf964a520b23f39e3, 4.450615), (4ac518eff964a52064ad20e3, 4.4479055)
21777452: (4af47862f964a520d6f221e3, 4.814478), (4c6ce8d923c1a1cd4bdf1acf, 4.798293), (4e4b9e2314958c3abfa956c7, 4.7869487), (4ac518eff964a52064ad20e3, 4.771306), (4acaf933f964a52031c320e3, 4.770371), (4ac518d1f964a520c3a620e3, 4.763743), (4ac518d2f964a5203da720e3, 4.743306), (4ac518d2f964a52026a720e3, 4.7419977), (4ad42aa6f964a5205de720e3, 4.734012), (4b114284f964a520657923e3, 4.726879)
328160244: (4af47862f964a520d6f221e3, 4.7375464), (4ac518d1f964a520c3a620e3, 4.700559), (4e4b9e2314958c3abfa956c7, 4.652689), (4acaf933f964a52031c320e3, 4.6120386), (4c6ce8d923c1a1cd4bdf1acf, 4.6041374), (4ac518eff964a52064ad20e3, 4.5889807), (4c9c6a059c48236a1cb14dee, 4.5634294), (4b114284f964a520657923e3, 4.562063), (4ac518d2f964a52026a720e3, 4.5589476), (4acbc300f964a52058c520e3, 4.5498276)
546851031: (4ac518f6f964a52052af20e3, 4.7153387), (4ac518f4f964a520fbae20e3, 4.694008), (4ac518cef964a52021a620e3, 4.664785), (4c6ce8d923c1a1cd4bdf1acf, 4.6585803), (4c9c6a059c48236a1cb14dee, 4.6523542), (4af47862f964a520d6f221e3, 4.650159), (4ac518d3f964a52076a720e3, 4.6342196), (4ac518cef964a520f8a520e3, 4.625615), (4ac518d2f964a52026a720e3, 4.623881), (4ba12171f964a520c29a37e3, 4.6175947)
134912582: (4be3f1c42fc7d13a2a9e083a, 4.0901217), (4bc0d7c84cdfc9b658969321, 4.0466256), (4ac518cef964a520f8a520e3, 4.0387244), (4ac518f6f964a52052af20e3, 4.022807), (4c6ce8d923c1a1cd4bdf1acf, 4.0195174), (4ac518d3f964a52076a720e3, 4.016755), (4ba12171f964a520c29a37e3, 4.016705), (4c9c6a059c48236a1cb14dee, 4.004584), (52d71ac611d2dae852a0be1f, 3.998275), (4af47862f964a520d6f221e3, 3.9902143)
43676854: (4ac518f7f964a520c6af20e3, 3.9379306), (4ac518d1f964a520c3a620e3, 3.8823016), (4b114284f964a520657923e3, 3.8679469), (4d64f88cd2906a310083e2cb, 3.846602), (4ba6419bf964a520b23f39e3, 3.846316), (4acbc300f964a52058c520e3, 3.8373225), (4ac518cef964a52021a620e3, 3.8360941), (4c9c6a059c48236a1cb14dee, 3.8169727), (4bcc08273740b7139c756365, 3.8013618), (4ac518cef964a520f8a520e3, 3.7725234)
18561913: (4b1c0375f964a520b30024e3, 6.4029946), (4ac518eff964a52064ad20e3, 6.39157), (4ac518cef964a52021a620e3, 6.365138), (4bcc08273740b7139c756365, 6.344063), (4acbc300f964a52058c520e3, 6.3280497), (4c9c6a059c48236a1cb14dee, 6.3111157), (4ac518f6f964a52052af20e3, 6.2809787), (4ac518d1f964a520c3a620e3, 6.2731147), (4af47862f964a520d6f221e3, 6.265493), (4ac518d3f964a52076a720e3, 6.2549424)
102480155: (4ac518cef964a52021a620e3, 4.747271), (4ac518f6f964a52052af20e3, 4.731928), (4c9c6a059c48236a1cb14dee, 4.711261), (4ac518f4f964a520fbae20e3, 4.704139), (4af47862f964a520d6f221e3, 4.6309257), (4ac518d2f964a5203da720e3, 4.624327), (4ac518cef964a520f8a520e3, 4.6177106), (4c6ce8d923c1a1cd4bdf1acf, 4.6121044), (4b114284f964a520657923e3, 4.610238), (4ac518d2f964a52026a720e3, 4.6094785)
19648599: (4ac518cef964a52021a620e3, 3.3706124), (4c9c6a059c48236a1cb14dee, 3.344788), (4c52b7a4b6dabe9a24d2bb13, 3.3082013), (4af47862f964a520d6f221e3, 3.3068573), (4acbc300f964a52058c520e3, 3.3019397), (4ac518d2f964a5203da720e3, 3.2841706), (505b0a96e4b0597d277e6444, 3.270467), (4b114284f964a520657923e3, 3.2703514), (4ac518d2f964a52026a720e3, 3.260406), (4b1c0375f964a520b30024e3, 3.2593665)
18796965: (4ac518f6f964a52052af20e3, 4.5815597), (4af47862f964a520d6f221e3, 4.5627613), (4b1c0375f964a520b30024e3, 4.5211167), (4bcc08273740b7139c756365, 4.481605), (4ac518f4f964a520fbae20e3, 4.4759884), (4ac518d3f964a52076a720e3, 4.4712305), (4ac518d2f964a52026a720e3, 4.468126), (4ac518cef964a520f8a520e3, 4.4502797), (52d71ac611d2dae852a0be1f, 4.440601), (4c6ce8d923c1a1cd4bdf1acf, 4.43491)
291836372: (4ac518f6f964a52052af20e3, 5.3720036), (4c52b7a4b6dabe9a24d2bb13, 5.371211), (4c9c6a059c48236a1cb14dee, 5.3375115), (4ac518cef964a52021a620e3, 5.299976), (4acbc300f964a52058c520e3, 5.292087), (4bcc08273740b7139c756365, 5.2853804), (4ba6419bf964a520b23f39e3, 5.25007), (4ac518d1f964a520c3a620e3, 5.2476716), (4ac518eff964a52064ad20e3, 5.2383347), (4af47862f964a520d6f221e3, 5.2341766)
293698185: (4ac518f6f964a52052af20e3, 3.546255), (4c9c6a059c48236a1cb14dee, 3.5328588), (4ac518cef964a52021a620e3, 3.5312455), (4bc0d7c84cdfc9b658969321, 3.5214593), (4ac518f4f964a520fbae20e3, 3.5171545), (4ba6419bf964a520b23f39e3, 3.5119553), (52d71ac611d2dae852a0be1f, 3.5086477), (4c52b7a4b6dabe9a24d2bb13, 3.4959779), (4af9a82df964a520fd1222e3, 3.4857438), (4ac518cdf964a520f2a520e3, 3.4728923)
